-rw-r--r--  1   58477916 May 03  2024 From Orphan to Heir ｜  Drew Worsham [3KNYI9NZ_Sw].mp3
-rw-r--r--  1   38500076 Apr 25  2024 Signs of Life ｜ Kylen Perry [wbVFIfJ9L-w].mp3
-rw-r--r--  1   31328684 Apr 18  2024 Reality of Our Reputations ｜ Kylen Perry [HY7UcZrdPJc].mp3
-rw-r--r--  1   36415629 Apr 06  2024 The Purpose of Purity ｜ Jonathan ＂J.P.＂ Pokluda [sE4eT2gA4-E].mp3
-rw-r--r--  1   36234645 Mar 28  2024 The One Thing to Know ｜ Kylen Perry [rYW3jgct-W0].mp3
-rw-r--r--  1   35566557 Mar 21  2024 The One Thing to Do ｜ Josiah Jones [QMFtV4WxoMk].mp3
-rw-r--r--  1   35840277 Mar 14  2024 Giving up Perfection ｜  Kylen Perry [547-SltaBns].mp3
-rw-r--r--  1   31848741 Mar 07  2024 The One Thing You Need ｜ Kylen Perry [WagMxcgRPH0].mp3
-rw-r--r--  1   35611557 Mar 01  2024 The One Thing You Lack ｜ Kylen Perry [fGU1osew7_Q].mp3
-rw-r--r--  1   36961989 Feb 22  2024 The One Thing to Ask ｜ Kylen Perry [VUIuZaksikk].mp3
-rw-r--r--  1   32928813 Feb 17  2024 Untangle Your Emotions  ｜ Jennie Allen [Yg-Xsy7RNb0].mp3
-rw-r--r--  1   36686709 Feb 08  2024 Gospel Identity⧸Self-Acceptance ｜ Nate Hilgenkamp [SKfjztwLONs].mp3
-rw-r--r--  1   24603045 Feb 01  2024 Contentment⧸Self-fulfillment ｜ Kylen Perry [qCYLZHx6C4M].mp3
-rw-r--r--  1          0 Jan 26  2024 Identity Problems ｜ David Marvin [UaAPo2HZAx8].mp3
-rw-r--r--  1          0 Jan 26  2024 How Can I Know God's Plan for My Life？  ｜ Garrett Raburn [K9Ndwl2XFXk].mp3
-rw-r--r--  1   32612205 Jan 25  2024 Self-Surrender⧸Self-Sufficiency ｜ Kylen Perry [FB8gdBUtwQM].mp3
-rw-r--r--  1   28549891 Jan 14  2024 Revolutionary Legacy - New Year Revolution #6 ｜ David Marvin & Lt. Jim Downing [ufsxJPgJw-o].mp3
-rw-r--r--  1   21707684 Jan 13  2024 Remembering How People Change - Amnesia #3 ｜ David Marvin [sHquXYdTLwQ].mp3
-rw-r--r--  1   20081866 Jan 07  2024 Remembering What We Have in Christ - Amnesia #1 ｜ David Marvin [atZt53T23Lk].mp3
-rw-r--r--  1   30044976 Jan 06  2024 Jesus Has Overcome - AD #5 ｜ Todd Wagner [YVL2D79nbHc].mp3
-rw-r--r--  1   25610938 Jan 05  2024 Sex and Government - One Nation Under God #2 ｜ Jonathan ＂JP＂ Pokluda [WIPkijXAeIw].mp3
-rw-r--r--  1   25173353 Jan 03  2024 Follow the Revolution to Freedom - New Year Revolution #1 ｜ Jonathan ＂JP＂ Pokluda [S8KcON8HnCo].mp3
-rw-r--r--  1   24162156 Dec 25  2023 The Woman At The Well - AD #7 ｜ Garrett Raburn [OcmdTlR3fEw].mp3
-rw-r--r--  1   30051104 Dec 25  2023 Revolutionary Dating - New Year Revolution #5 ｜ Jonathan ＂JP＂ Pokluda [OXaEy7iNJZk].mp3
-rw-r--r--  1   25478901 Dec 24  2023 God Comes Through for His People - Exhale #5 ｜ David Marvin [7ghOifthTkc].mp3
-rw-r--r--  1   28716213 Dec 21  2023 You Can Trust Your Loving Father - BC #1 ｜ Jonathan Pokluda [Lsxp2BKZPtM].mp3
-rw-r--r--  1   26435181 Dec 21  2023 God Flips Everything for Good - Romans 8 #5 ｜ Jonathan Pokluda [JyA8udZ7XM0].mp3
-rw-r--r--  1   25728165 Dec 20  2023 The Good Shepard - Exhale #2 ｜ Jonathan ＂JP＂ Pokluda [7sE4RXJEirY].mp3
-rw-r--r--  1   23408925 Dec 15  2023 Praying to a Good Father - Summer on The Mount #10 ｜ Jonathan Pokluda [H7PcSRY0388].mp3
-rw-r--r--  1   24025173 Dec 12  2023 Commitment Matters to God - Adulting #3 ｜ Jonathan ＂JP＂ Pokluda [65WJxJJSV-4].mp3
-rw-r--r--  1   27175725 Dec 11  2023 Training Ground - Adulting #1 ｜ Jonathan Pokluda [E65q3_AuUtI].mp3
-rw-r--r--  1   28572213 Dec 11  2023 How To Choose A Leader - One Nation Under God #3 ｜ Garrett Raburn [CLGPumcHmr4].mp3
-rw-r--r--  1   27519357 Dec 07  2023 The Career Crisis - 1⧸4 Life Crisis 1 - Jonathan Pokluda [4ypRZGC6UEc].mp3
-rw-r--r--  1   23810709 Dec 07  2023 For God So Loved The World  ｜  Timothy ＂TA＂ Ateek [Z1JUkPMtEhY].mp3
-rw-r--r--  1   18216525 Dec 04  2023 Remembering Identity Over Feelings - Amnesia #2 ｜ Garrett Raburn [SVEWHVgq-2o].mp3
-rw-r--r--  1   22749717 Nov 27  2023 God Waits with Us - Romans 8 #4 ｜ David Marvin [AqGJfmuKV0k].mp3
-rw-r--r--  1   26399229 Nov 26  2023 Purpose - 1 Peter #3 ｜ David Marvin [0dpBQnPB8TQ].mp3
-rw-r--r--  1   28837749 Nov 25  2023 David and Goliath - BC #4 ｜ Jonathan Pokluda [6SghAhFPlZI].mp3
-rw-r--r--  1   27812493 Nov 24  2023 The God Who Listens ｜ Kylen Perry [qQIAddG9yWo].mp3
-rw-r--r--  1   20664625 Nov 24  2023 Faith - 1 Peter #2 ｜ David Marvin [5nT5HcSDCf0].mp3
-rw-r--r--  1   28912005 Nov 23  2023 Don't Take It Out of Context - Summer on The Mount #9 ｜ Todd Wagner [5Hbme9yZ8IM].mp3
-rw-r--r--  1   20816301 Nov 22  2023 Be Part of the Local Church - Adulting #4 ｜ David Marvin [2RdFhu1Qes0].mp3
-rw-r--r--  1   31602981 Nov 22  2023 Stand for Righteousness - Adulting #7 ｜ Todd Wagner [1KBS9yPwjG4].mp3
-rw-r--r--  1   19548645 Nov 21  2023 Christ is the Cure for Discontentment - Adulting #5 ｜ David Marvin [-y7o8rkKIAI].mp3
-rw-r--r--  1   27021837 Nov 21  2023 Take the Narrow Path - Summer on The Mount #11 ｜ Jonathan Pokluda [rzmWGXR_sRs].mp3
-rw-r--r--  1   27964773 Nov 21  2023 Marriage, the Ultimate Relationship Goal - Relationship Goals #1 ｜ Jonathan Pokluda [cS1fgn8Dzws].mp3
-rw-r--r--  1   23233053 Nov 20  2023 Money： An Eternal Perspective - Summer on the Mount #8 ｜ David Marvin [HCsNprQUXQE].mp3
-rw-r--r--  1   19784973 Nov 19  2023 The “Me” Revolution - New Year Revolution #4 ｜ David Marvin [qvlu35EBPSk].mp3
-rw-r--r--  1   21508317 Nov 18  2023 Chosen - 1 Peter #1 ｜ Jonathan Pokluda [1b_UOI2Aw_o].mp3
-rw-r--r--  1   35311269 Nov 17  2023 Jesus The Restorer ｜ Timothy ＂TA＂ Ateek [jPoSEO2gK8E].mp3
-rw-r--r--  1   21074127 Nov 16  2023 God chases the runaways - Colossians #9 ｜ David Marvin [zZZrg0agsSI].mp3
-rw-r--r--  1   27796445 Nov 09  2023 Drunk in Love - Lyrics & Lies 4 [Q37JlhTUIPQ].mp3
-rw-r--r--  1   32622189 Nov 09  2023 Enough is Enough ｜ Louie Giglio [0Y5caXxNH6Q].mp3
-rw-r--r--  1   38800173 Nov 02  2023 Jesus The Servant ｜ Josiah Jones [M9POXsP03Io].mp3
-rw-r--r--  1   31598181 Oct 26  2023 Jesus The Healer ｜ Timothy ＂TA＂ Ateek [3XSbGWkrKFw].mp3
-rw-r--r--  1   43837197 Oct 19  2023 Jesus The Truth ｜ Timothy ＂TA＂ Ateek [H-fJUwwqQJk].mp3
-rw-r--r--  1    8853381 Oct 14  2023 How to Pray for Israel and Gaza [RYNTW_omuO8].mp3
-rw-r--r--  1   37019613 Oct 12  2023 Jesus The Living Temple ｜ Timothy ＂TA＂ Ateek [USM9q3vwZ58].mp3
-rw-r--r--  1   19856882 Oct 11  2023 More Money = More Happiness ｜ Garrett Raburn [Pec5e6SOIPY].mp3
