
[00:00:00.000 --> 00:00:02.000]  很感動,剛才的敬拜
[00:00:02.000 --> 00:00:04.000]  我不知道你的體會是什麼
[00:00:04.000 --> 00:00:06.500]  我的體會就是聽到大家的聲音
[00:00:06.500 --> 00:00:10.000]  聽到大家的氣息的時候
[00:00:10.000 --> 00:00:11.000]  我很感謝神
[00:00:11.000 --> 00:00:13.000]  因為今天我們又有一次機會
[00:00:13.000 --> 00:00:15.000]  又回到神的家裡
[00:00:15.000 --> 00:00:17.000]  去一起敬拜
[00:00:17.000 --> 00:00:19.000]  去一起認識
[00:00:19.000 --> 00:00:22.000]  繼續去作主耶穌的羊
[00:00:22.000 --> 00:00:25.000]  去緊緊跟隨主耶穌
[00:00:25.000 --> 00:00:27.000]  今天我們的題目就是
[00:00:28.000 --> 00:00:31.000]  羊來是這樣
[00:00:31.000 --> 00:00:33.000]  其實有時候
[00:00:33.000 --> 00:00:35.000]  提到這個題目
[00:00:35.000 --> 00:00:36.000]  我都會覺得很羨慕
[00:00:36.000 --> 00:00:38.000]  為什麼人們這麼有創意
[00:00:38.000 --> 00:00:40.000]  其實我想說
[00:00:40.000 --> 00:00:42.000]  我們做羊
[00:00:42.000 --> 00:00:45.000]  原來有時候是這樣的
[00:00:45.000 --> 00:00:47.000]  羊來是這樣
[00:00:47.000 --> 00:00:51.000]  我記得以前我們有一位神學院的老師
[00:00:51.000 --> 00:00:53.000]  他很厲害
[00:00:53.000 --> 00:00:56.000]  他說他以前是做牧羊人
[00:00:56.000 --> 00:00:58.000]  他真的做牧羊人
[00:00:58.000 --> 00:01:00.000]  他說原來羊很可愛
[00:01:00.000 --> 00:01:02.000]  我不知道你們能否聽到
[00:01:02.000 --> 00:01:05.000]  自己這一面在他描述的羊裡面
[00:01:05.000 --> 00:01:07.000]  他說當下雨的時候
[00:01:07.000 --> 00:01:09.000]  滴答滴答
[00:01:09.000 --> 00:01:11.000]  羊沒有濕淋淋的時候
[00:01:11.000 --> 00:01:13.000]  羊都不會動,不會走
[00:01:13.000 --> 00:01:15.000]  是到什麼時候才會走呢?
[00:01:15.000 --> 00:01:18.000]  就是濕到快要重到
[00:01:18.000 --> 00:01:21.000]  自己都走不動的時候
[00:01:21.000 --> 00:01:23.000]  已經走不動的時候
[00:01:23.000 --> 00:01:24.000]  牠才會走
[00:01:24.000 --> 00:01:26.000]  所以我希望牧羊人抱牠們
[00:01:26.000 --> 00:01:29.000]  回到羊圈羊棚裡
[00:01:29.000 --> 00:01:32.000]  有試過牠們掉進河裡
[00:01:32.000 --> 00:01:35.000]  然後牧羊人又要把牠們拉上來
[00:01:35.000 --> 00:01:39.000]  之後牠們又自己回到水裡
[00:01:39.000 --> 00:01:42.000]  又自己去種下去
[00:01:42.000 --> 00:01:44.000]  最誇張的就是
[00:01:44.000 --> 00:01:47.000]  試過大概是十年前的新聞
[00:01:47.000 --> 00:01:49.000]  有一群牧羊人
[00:01:49.000 --> 00:01:51.000]  很餓,去了吃早餐
[00:01:51.000 --> 00:01:53.000]  就把牠們的羊扔下
[00:01:53.000 --> 00:01:57.000]  最後發現牠們跳進了懸崖裡
[00:01:57.000 --> 00:02:00.000]  一隻跳下去,兩隻跳下去
[00:02:00.000 --> 00:02:02.000]  跳著跳著就整群人掉下去
[00:02:02.000 --> 00:02:04.000]  誰知道牠們的羊
[00:02:04.000 --> 00:02:06.000]  差不多只剩下一半
[00:02:06.000 --> 00:02:10.000]  因為底層的可以墊著上面的
[00:02:10.000 --> 00:02:11.000]  哈哈哈哈
[00:02:11.000 --> 00:02:13.000]  所以其實很慘
[00:02:13.000 --> 00:02:15.000]  雖然有一點好笑
[00:02:15.000 --> 00:02:17.000]  但是我們也有一個很殘酷的現實
[00:02:17.000 --> 00:02:19.000]  原來我們也好像這樣
[00:02:19.000 --> 00:02:21.000]  有時候我們生命
[00:02:21.000 --> 00:02:23.000]  有些部份也像羊一樣
[00:02:23.000 --> 00:02:24.000]  很可愛
[00:02:24.000 --> 00:02:26.000]  但有時候也是無力自救
[00:02:26.000 --> 00:02:28.000]  我們很需要主耶穌
[00:02:28.000 --> 00:02:31.000]  今天我想透過《有限福音十章》
[00:02:31.000 --> 00:02:32.000]  整章
[00:02:32.000 --> 00:02:33.000]  啊,對不起,整章
[00:02:33.000 --> 00:02:34.000]  《有限福音十章》
[00:02:34.000 --> 00:02:36.000]  去讓大家看到
[00:02:36.000 --> 00:02:38.000]  自己生命的狀況
[00:02:38.000 --> 00:02:39.000]  看看整個話
[00:02:39.000 --> 00:02:41.000]  怎麼去應許我們
[00:02:41.000 --> 00:02:42.000]  怎麼加力給我們
[00:02:42.000 --> 00:02:46.000]  鼓勵我們繼續走我們的天路
[00:02:46.000 --> 00:02:49.000]  繼續跟隨我們的大牧人去走
[00:02:49.000 --> 00:02:51.000]  哎呀,這麼生氣
[00:02:51.000 --> 00:02:52.000]  就是這樣,羊吧
[00:02:52.000 --> 00:02:54.000]  今天第一個部份
[00:02:54.000 --> 00:02:56.000]  好像很長
[00:02:56.000 --> 00:02:58.000]  其實主要是想說
[00:02:58.000 --> 00:03:00.000]  耶穌是我們的好牧人
[00:03:00.000 --> 00:03:02.000]  我們只管要憑信心去跟隨
[00:03:02.000 --> 00:03:04.000]  這個可能
[00:03:04.000 --> 00:03:07.000]  如果從小回教會到大也很熟悉
[00:03:07.000 --> 00:03:09.000]  第二點
[00:03:09.000 --> 00:03:11.000]  就是主與父緣為一
[00:03:11.000 --> 00:03:13.000]  這個比較難一點
[00:03:13.000 --> 00:03:15.000]  也涉及一個很重要的教義
[00:03:15.000 --> 00:03:18.000]  就是永恆安全的一個保障
[00:03:18.000 --> 00:03:19.000]  所以下一句就是
[00:03:19.000 --> 00:03:22.000]  羊群是有永恆安全的保障
[00:03:22.000 --> 00:03:25.000]  最後我會說我們的回應
[00:03:25.000 --> 00:03:26.000]  簡單來說
[00:03:26.000 --> 00:03:27.000]  我們會第一
[00:03:27.000 --> 00:03:28.000]  看看神的帶領
[00:03:28.000 --> 00:03:29.000]  主耶穌的帶領
[00:03:29.000 --> 00:03:30.000]  祂是牧人
[00:03:30.000 --> 00:03:33.000]  第二就是祂給我們安全的保障
[00:03:33.000 --> 00:03:36.000]  最後就是我們的回應
[00:03:36.000 --> 00:03:38.000]  第一點
[00:03:38.000 --> 00:03:40.000]  可不可以請大家一起讀
[00:03:40.000 --> 00:03:42.000]  預備起
[00:03:42.000 --> 00:03:57.000]  (教學)
[00:03:57.000 --> 00:03:59.000]  很大一隻字
[00:03:59.000 --> 00:04:02.000]  因為我們說要大一點字幕
[00:04:02.000 --> 00:04:04.000]  所以應該都看到
[00:04:04.000 --> 00:04:07.000]  其實讀完這兩節
[00:04:07.000 --> 00:04:09.000]  基本上我們十章已經
[00:04:09.000 --> 00:04:11.000]  精髓已經拿到了
[00:04:11.000 --> 00:04:12.000]  弟兄姊妹
[00:04:12.000 --> 00:04:14.000]  但我還是要繼續說下去
[00:04:14.000 --> 00:04:16.000]  所以重點是什麼
[00:04:16.000 --> 00:04:18.000]  入神的羊圈
[00:04:18.000 --> 00:04:20.000]  要從哪裡進去
[00:04:20.000 --> 00:04:21.000]  門
[00:04:21.000 --> 00:04:22.000]  就是門
[00:04:22.000 --> 00:04:24.000]  主耶穌就是我們牧人
[00:04:24.000 --> 00:04:26.000]  祂會從門進去
[00:04:26.000 --> 00:04:29.000]  然後帶羊群出來
[00:04:29.000 --> 00:04:31.000]  如果不是從門進去
[00:04:31.000 --> 00:04:32.000]  就是什麼
[00:04:32.000 --> 00:04:33.000]  拆
[00:04:33.000 --> 00:04:34.000]  就是這樣
[00:04:34.000 --> 00:04:35.000]  搞定
[00:04:35.000 --> 00:04:36.000]  簡單
[00:04:36.000 --> 00:04:38.000]  然後紫色那裡實實在在
[00:04:38.000 --> 00:04:40.000]  就是主耶穌的肯定句
[00:04:40.000 --> 00:04:43.000]  就是我真的切切實實告訴你
[00:04:43.000 --> 00:04:45.000]  你記住記住了
[00:04:45.000 --> 00:04:47.000]  然後再發展下去
[00:04:47.000 --> 00:04:48.000]  就是說到
[00:04:48.000 --> 00:04:49.000]  有看門的
[00:04:49.000 --> 00:04:50.000]  除了拆
[00:04:50.000 --> 00:04:51.000]  牧羊
[00:04:51.000 --> 00:04:52.000]  牧羊人
[00:04:52.000 --> 00:04:54.000]  羊還有看門的
[00:04:54.000 --> 00:04:55.000]  叫做watchman
[00:04:55.000 --> 00:04:56.000]  doorkeeper
[00:04:56.000 --> 00:04:57.000]  gatekeeper
[00:04:57.000 --> 00:04:58.000]  什麼keeper都是
[00:04:58.000 --> 00:04:59.000]  總之就是這些人
[00:04:59.000 --> 00:05:00.000]  就會負責開門
[00:05:00.000 --> 00:05:01.000]  關門
[00:05:01.000 --> 00:05:02.000]  負責安全
[00:05:02.000 --> 00:05:04.000]  就要認得是誰引進來
[00:05:04.000 --> 00:05:07.000]  然後接下來就重要了
[00:05:07.000 --> 00:05:08.000]  我們就看到
[00:05:08.000 --> 00:05:12.000]  主耶穌是怎麼帶領羊群
[00:05:12.000 --> 00:05:13.000]  第一
[00:05:13.000 --> 00:05:15.000]  祂會用祂的聲音
[00:05:15.000 --> 00:05:16.000]  祂的聲音
[00:05:16.000 --> 00:05:17.000]  祂會呼喚
[00:05:17.000 --> 00:05:18.000]  怎麼呼喚呢
[00:05:18.000 --> 00:05:19.000]  會按著明字呼喚
[00:05:19.000 --> 00:05:21.000]  就好像舊約
[00:05:21.000 --> 00:05:23.000]  特別是按明字呼喚
[00:05:23.000 --> 00:05:25.000]  會讓我們想起名
[00:05:25.000 --> 00:05:26.000]  亞當
[00:05:26.000 --> 00:05:29.000]  神吩咐他去幫不同的動物
[00:05:29.000 --> 00:05:30.000]  去命名
[00:05:30.000 --> 00:05:31.000]  就好像
[00:05:31.000 --> 00:05:33.000]  喻表柱或者是
[00:05:33.000 --> 00:05:34.000]  告訴我們
[00:05:34.000 --> 00:05:35.000]  其實創造主
[00:05:35.000 --> 00:05:37.000]  跟他的被動物
[00:05:37.000 --> 00:05:39.000]  有一個很親密的認識關係
[00:05:39.000 --> 00:05:41.000]  不是冷酷無情的
[00:05:41.000 --> 00:05:42.000]  什麼意思
[00:05:42.000 --> 00:05:44.000]  主耶穌明白你明白我
[00:05:44.000 --> 00:05:46.000]  所以我們的名字
[00:05:46.000 --> 00:05:47.000]  無論是屬靈名字
[00:05:47.000 --> 00:05:48.000]  或者是我們任何的名字
[00:05:48.000 --> 00:05:51.000]  可能都有屬靈的意思
[00:05:51.000 --> 00:05:53.000]  第三種的帶領方法
[00:05:53.000 --> 00:05:54.000]  祂就用行動
[00:05:54.000 --> 00:05:55.000]  實際的
[00:05:55.000 --> 00:05:56.000]  落地的去帶他們出去
[00:05:56.000 --> 00:05:57.000]  出去做什麼
[00:05:57.000 --> 00:05:58.000]  找食物
[00:05:58.000 --> 00:06:00.000]  找草原吃
[00:06:00.000 --> 00:06:02.000]  所以我們會看到
[00:06:02.000 --> 00:06:03.000]  牧羊人主耶穌
[00:06:03.000 --> 00:06:04.000]  對我們的帶領
[00:06:04.000 --> 00:06:05.000]  都是會用聲音
[00:06:05.000 --> 00:06:07.000]  有時候是什麼聲音
[00:06:07.000 --> 00:06:09.000]  不一定是聽到
[00:06:09.000 --> 00:06:11.000]  可以透過弟兄姊妹的勸諫
[00:06:11.000 --> 00:06:13.000]  對我們的提醒
[00:06:13.000 --> 00:06:14.000]  神的話
[00:06:14.000 --> 00:06:15.000]  我們的靈修
[00:06:15.000 --> 00:06:17.000]  禱告裡面
[00:06:17.000 --> 00:06:19.000]  我們對神的聆聽
[00:06:19.000 --> 00:06:20.000]  甚至乎
[00:06:20.000 --> 00:06:22.000]  可能是有時候
[00:06:22.000 --> 00:06:24.000]  直接在禱告給一個聲音
[00:06:24.000 --> 00:06:26.000]  給一個意念我們去知道
[00:06:26.000 --> 00:06:29.000]  特別是牧羊人這個角色
[00:06:29.000 --> 00:06:31.000]  原來救藥
[00:06:31.000 --> 00:06:33.000]  都有些特別意思
[00:06:33.000 --> 00:06:34.000]  原來
[00:06:34.000 --> 00:06:36.000]  救藥的牧羊人
[00:06:36.000 --> 00:06:38.000]  會形容一個領袖
[00:06:38.000 --> 00:06:39.000]  一個王
[00:06:39.000 --> 00:06:41.000]  需要用牧羊人的心腸
[00:06:41.000 --> 00:06:43.000]  去關懷他的子民
[00:06:43.000 --> 00:06:45.000]  譬如在耶利米蘇
[00:06:45.000 --> 00:06:46.000]  詩篇
[00:06:46.000 --> 00:06:47.000]  或者甚至乎
[00:06:47.000 --> 00:06:49.000]  《二世傑書》都說到
[00:06:49.000 --> 00:06:52.000]  有一些君王或者牧羊人
[00:06:52.000 --> 00:06:54.000]  不是很顧念他的羊群
[00:06:54.000 --> 00:06:56.000]  所以令到他們
[00:06:56.000 --> 00:06:57.000]  會瘦
[00:06:57.000 --> 00:06:58.000]  會病
[00:06:58.000 --> 00:06:59.000]  都不理
[00:06:59.000 --> 00:07:00.000]  所以在救藥
[00:07:00.000 --> 00:07:02.000]  耶和華是應許了
[00:07:02.000 --> 00:07:03.000]  在新約裡面
[00:07:03.000 --> 00:07:05.000]  會給我們一個終極的牧人
[00:07:05.000 --> 00:07:06.000]  去關懷我們
[00:07:06.000 --> 00:07:07.000]  是誰呢?
[00:07:07.000 --> 00:07:09.000]  主耶穌
[00:07:09.000 --> 00:07:10.000]  就是今天要說的
[00:07:10.000 --> 00:07:11.000]  《約翰福音》主耶穌
[00:07:11.000 --> 00:07:13.000]  到了第四節
[00:07:13.000 --> 00:07:15.000]  我可不可以請大家一起讀?
[00:07:15.000 --> 00:07:16.000]  預備起
[00:07:16.000 --> 00:07:17.000]  既放出
[00:07:17.000 --> 00:07:37.000]  (廣東話)
[00:07:37.000 --> 00:07:38.000]  謝謝
[00:07:38.000 --> 00:07:39.000]  很好
[00:07:39.000 --> 00:07:41.000]  我們看到第四種的帶領
[00:07:41.000 --> 00:07:43.000]  就是主耶穌會在前頭走
[00:07:43.000 --> 00:07:44.000]  意思就是
[00:07:44.000 --> 00:07:46.000]  祂會面對任何困難
[00:07:46.000 --> 00:07:49.000]  任何不好的事情
[00:07:49.000 --> 00:07:51.000]  祂會首先去迎敵
[00:07:51.000 --> 00:07:52.000]  去面對
[00:07:52.000 --> 00:07:53.000]  去解難
[00:07:53.000 --> 00:07:54.000]  然後
[00:07:54.000 --> 00:07:55.000]  至於方向的問題
[00:07:55.000 --> 00:07:57.000]  從來對羊群都不是問題
[00:07:57.000 --> 00:08:00.000]  它都是跟著牧羊人的聲音
[00:08:00.000 --> 00:08:02.000]  所以牧羊人
[00:08:02.000 --> 00:08:05.000]  是會很清楚在做什麼
[00:08:05.000 --> 00:08:06.000]  去帶領牠們的羊
[00:08:06.000 --> 00:08:08.000]  跟我們世界裡面
[00:08:08.000 --> 00:08:09.000]  某一些機構
[00:08:09.000 --> 00:08:10.000]  或者處事方法
[00:08:10.000 --> 00:08:11.000]  有些不同
[00:08:11.000 --> 00:08:13.000]  通常有問題
[00:08:13.000 --> 00:08:14.000]  有些機構
[00:08:14.000 --> 00:08:16.000]  會叫小的
[00:08:16.000 --> 00:08:18.000]  先把小的帶出去
[00:08:18.000 --> 00:08:19.000]  操作了一點
[00:08:19.000 --> 00:08:21.000]  叫小的
[00:08:21.000 --> 00:08:23.000]  職位小的先出去
[00:08:23.000 --> 00:08:24.000]  去面對
[00:08:24.000 --> 00:08:25.000]  然後
[00:08:25.000 --> 00:08:26.000]  就是中層
[00:08:26.000 --> 00:08:27.000]  高層
[00:08:27.000 --> 00:08:29.000]  我們看電影都經常說
[00:08:29.000 --> 00:08:30.000]  叫你老闆出來
[00:08:30.000 --> 00:08:31.000]  是吧?
[00:08:31.000 --> 00:08:32.000]  大件事
[00:08:32.000 --> 00:08:36.000]  才會找一些職位大的人去面對
[00:08:36.000 --> 00:08:38.000]  但主耶穌不是
[00:08:38.000 --> 00:08:40.000]  祂願意走在前頭
[00:08:40.000 --> 00:08:42.000]  就好像祂帶領十二門徒
[00:08:42.000 --> 00:08:43.000]  帶領我們生命的時候
[00:08:43.000 --> 00:08:45.000]  我們可以透過禱告
[00:08:45.000 --> 00:08:48.000]  隨時去到私人寶藏面前
[00:08:48.000 --> 00:08:52.000]  去得到神的帶領和指示
[00:08:52.000 --> 00:08:55.000]  但我們的反思就是
[00:08:55.000 --> 00:08:57.000]  我們自己屬靈生命裡面
[00:08:57.000 --> 00:08:59.000]  我們的屬靈耳朵
[00:08:59.000 --> 00:09:01.000]  其實是不是真的這樣的狀況呢?
[00:09:01.000 --> 00:09:03.000]  會不會
[00:09:03.000 --> 00:09:05.000]  我們神要呈現給我們看
[00:09:05.000 --> 00:09:07.000]  我們跟隨祂的圖畫
[00:09:07.000 --> 00:09:09.000]  原來就是這麼簡單
[00:09:09.000 --> 00:09:11.000]  祂帶我們就跟著
[00:09:11.000 --> 00:09:12.000]  祂叫我們
[00:09:12.000 --> 00:09:13.000]  我們就走
[00:09:13.000 --> 00:09:14.000]  祂停
[00:09:14.000 --> 00:09:15.000]  我們就停
[00:09:15.000 --> 00:09:16.000]  是不是這樣
[00:09:16.000 --> 00:09:17.000]  是不是我們的常態呢?
[00:09:17.000 --> 00:09:18.000]  但也不是
[00:09:18.000 --> 00:09:19.000]  有時可能你說
[00:09:19.000 --> 00:09:21.000]  我聽得不太清楚
[00:09:21.000 --> 00:09:23.000]  或者也不太能分辨
[00:09:23.000 --> 00:09:25.000]  這個聲音是不是神的聲音
[00:09:25.000 --> 00:09:28.000]  這個聲音是不是我自己的聲音
[00:09:28.000 --> 00:09:29.000]  但經文裡
[00:09:29.000 --> 00:09:32.000]  為什麼又說得這麼簡單呢?
[00:09:32.000 --> 00:09:34.000]  但主耶穌
[00:09:34.000 --> 00:09:36.000]  其實提醒我們在這裡
[00:09:36.000 --> 00:09:38.000]  就是要我們去反思
[00:09:38.000 --> 00:09:40.000]  我們的耳朵是不是打開呢?
[00:09:40.000 --> 00:09:42.000]  我們屬靈的生命
[00:09:42.000 --> 00:09:44.000]  是不是可以清晨清澈到
[00:09:44.000 --> 00:09:47.000]  可以聽到清晰的聖靈
[00:09:47.000 --> 00:09:49.000]  給我們提醒和聲音
[00:09:49.000 --> 00:09:51.000]  這個就是很想今天一起去思考
[00:09:51.000 --> 00:09:53.000]  很想去思考
[00:09:53.000 --> 00:09:57.000]  有一個好消息
[00:09:57.000 --> 00:09:59.000]  就是只要我們願意的時候
[00:09:59.000 --> 00:10:02.000]  這位牧人就會用他的聲音
[00:10:02.000 --> 00:10:03.000]  去帶領我們
[00:10:03.000 --> 00:10:05.000]  只要我們願意的時候
[00:10:05.000 --> 00:10:06.000]  無論我們以往
[00:10:06.000 --> 00:10:07.000]  我們的背景
[00:10:07.000 --> 00:10:09.000]  或者你覺得我的條件
[00:10:09.000 --> 00:10:10.000]  我的學識
[00:10:10.000 --> 00:10:11.000]  我的家庭
[00:10:11.000 --> 00:10:13.000]  我以往發生的事
[00:10:13.000 --> 00:10:15.000]  可能對這個信仰
[00:10:15.000 --> 00:10:17.000]  對跟隨神沒有什麼信心
[00:10:17.000 --> 00:10:20.000]  或者有時也覺得自己不夠屬靈
[00:10:20.000 --> 00:10:22.000]  但神在這裡告訴我們
[00:10:22.000 --> 00:10:24.000]  就是很簡單
[00:10:24.000 --> 00:10:25.000]  牧羊羊叫你
[00:10:25.000 --> 00:10:26.000]  你就跟著吧
[00:10:26.000 --> 00:10:28.000]  你就跟著吧
[00:10:28.000 --> 00:10:29.000]  不要猶豫
[00:10:29.000 --> 00:10:30.000]  你要有信心
[00:10:30.000 --> 00:10:32.000]  去跟著聽到他的聲音
[00:10:32.000 --> 00:10:34.000]  就好像我們以前讀的
[00:10:34.000 --> 00:10:36.000]  《以利亞的故事》
[00:10:36.000 --> 00:10:38.000]  神的聲音並不是那些暴風
[00:10:38.000 --> 00:10:40.000]  那些地震的裡面
[00:10:40.000 --> 00:10:42.000]  那些火焰的裡面
[00:10:42.000 --> 00:10:44.000]  你是過了所有
[00:10:44.000 --> 00:10:48.000]  所謂的好像不是那麼好的事情之後
[00:10:48.000 --> 00:10:51.000]  神用微小的聲音去呼喚以利亞
[00:10:51.000 --> 00:10:53.000]  這一刻神也呼喚我們
[00:10:53.000 --> 00:10:55.000]  繼續去做他的羊
[00:10:55.000 --> 00:10:58.000]  繼續去用羊群的姿態
[00:10:58.000 --> 00:11:00.000]  去走我們的靈情
[00:11:00.000 --> 00:11:02.000]  我們的屬靈生命
[00:11:02.000 --> 00:11:05.000]  好消息就是主耶穌很願意
[00:11:05.000 --> 00:11:08.000]  跟我們建立一個很安全的關係
[00:11:08.000 --> 00:11:10.000]  就是那種牽大
[00:11:10.000 --> 00:11:13.000]  就好像這幅PowerPoint的圖畫
[00:11:13.000 --> 00:11:15.000]  神的手很大
[00:11:15.000 --> 00:11:17.000]  很穩固
[00:11:17.000 --> 00:11:19.000]  你走下去的時候
[00:11:19.000 --> 00:11:20.000]  你牽著牠的時候
[00:11:20.000 --> 00:11:21.000]  哇 覺得很安全
[00:11:21.000 --> 00:11:23.000]  牠拉你去哪裡你就好
[00:11:23.000 --> 00:11:24.000]  你就去哪裡
[00:11:24.000 --> 00:11:25.000]  很安全
[00:11:25.000 --> 00:11:27.000]  完全不會覺得迷失路
[00:11:27.000 --> 00:11:30.000]  你的手就好像這位小朋友
[00:11:30.000 --> 00:11:32.000]  其實重點就不是
[00:11:32.000 --> 00:11:37.000]  小朋友有多大力壓住主耶穌的手
[00:11:37.000 --> 00:11:38.000]  而是主耶穌的手
[00:11:38.000 --> 00:11:41.000]  無論你壓不壓住牠的時候
[00:11:41.000 --> 00:11:42.000]  牠都會在附近
[00:11:42.000 --> 00:11:44.000]  就算你甩掉牠
[00:11:44.000 --> 00:11:46.000]  牠都會跟你同在
[00:11:46.000 --> 00:11:47.000]  這個就是主耶穌
[00:11:47.000 --> 00:11:49.000]  很願意讓我們知道
[00:11:49.000 --> 00:11:50.000]  牠永遠都在
[00:11:50.000 --> 00:11:52.000]  很願意牽著我們的手
[00:11:52.000 --> 00:11:55.000]  無論你這一刻是在經歷什麼都好
[00:11:55.000 --> 00:11:57.000]  可能是一些官司
[00:11:57.000 --> 00:11:59.000]  可能是你家人病了
[00:11:59.000 --> 00:12:02.000]  可能你剛剛有親人過世
[00:12:02.000 --> 00:12:03.000]  不管是天家也好
[00:12:03.000 --> 00:12:05.000]  信和不信都好
[00:12:05.000 --> 00:12:08.000]  可能是一些生命工作裡的掙扎
[00:12:08.000 --> 00:12:09.000]  或者是關係裡
[00:12:09.000 --> 00:12:11.000]  哇 僵化了很久
[00:12:11.000 --> 00:12:14.000]  或者你的心很久都沒聽過神的聲音
[00:12:14.000 --> 00:12:16.000]  但是主耶穌告訴你
[00:12:16.000 --> 00:12:17.000]  牠在
[00:12:17.000 --> 00:12:19.000]  牠願意再次壓住你的手
[00:12:19.000 --> 00:12:21.000]  你不用怕
[00:12:21.000 --> 00:12:22.000]  你不用怕
[00:12:22.000 --> 00:12:25.000]  然後主耶穌還沒完他的教導
