
[00:00:00.000 --> 00:00:02.440]  其實今天的訊息就是
[00:00:02.440 --> 00:00:03.200]  大家都對
[00:00:03.200 --> 00:00:04.400]  老少咸宜的
[00:00:04.400 --> 00:00:08.200]  無論是老信、中信、初信、美信
[00:00:08.200 --> 00:00:10.000]  福音朋友、路過
[00:00:10.000 --> 00:00:11.200]  都是很適合的
[00:00:11.200 --> 00:00:12.840]  因為對我來說
[00:00:12.840 --> 00:00:15.360]  其實就是有一個故事的
[00:00:15.360 --> 00:00:17.360]  今天就是想說
[00:00:17.360 --> 00:00:19.600]  復活這個主題
[00:00:19.600 --> 00:00:20.480]  主耶穌基督
[00:00:20.480 --> 00:00:21.440]  復活了沒有?
[00:00:21.440 --> 00:00:22.840]  復活了
[00:00:22.840 --> 00:00:26.240]  事緣就是有一次大復活節
[00:00:26.240 --> 00:00:28.680]  就是大師
[00:00:28.680 --> 00:00:31.400]  其實就難節
[00:00:31.400 --> 00:00:33.920]  可能那種沉重
[00:00:33.920 --> 00:00:35.320]  又穿上黑衣服
[00:00:35.320 --> 00:00:37.840]  去紀念主耶穌的代死
[00:00:37.840 --> 00:00:39.040]  可能很深刻
[00:00:39.040 --> 00:00:40.240]  但是到復活節
[00:00:40.240 --> 00:00:41.640]  說要慶祝
[00:00:41.640 --> 00:00:43.040]  又要慶祝
[00:00:43.040 --> 00:00:44.400]  鼓又要很大聲
[00:00:44.400 --> 00:00:46.120]  當中的預備
[00:00:46.120 --> 00:00:47.360]  實在神跟我說
[00:00:47.360 --> 00:00:50.040]  其實好像想怎麼也不明白
[00:00:50.040 --> 00:00:52.680]  真的心裡面去明白
[00:00:52.680 --> 00:00:54.880]  自己可能也信了二十多年
[00:00:54.880 --> 00:00:56.680]  但是原來
[00:00:56.680 --> 00:01:00.440]  復活對我生命靈敏的塑造來說
[00:01:00.440 --> 00:01:02.200]  還是在學習中
[00:01:02.200 --> 00:01:04.840]  不知道在座的各位
[00:01:04.840 --> 00:01:07.680]  會不會有同感呢?
[00:01:07.680 --> 00:01:09.600]  譬如
[00:01:09.600 --> 00:01:10.920]  看看圖畫
[00:01:10.920 --> 00:01:13.080]  剛才詩歌裡面也很美麗
[00:01:13.080 --> 00:01:14.400]  講到很多創造
[00:01:14.400 --> 00:01:17.200]  我們可不可以回到樹葉那一課
[00:01:17.200 --> 00:01:20.520]  可能樹葉也有不同顏色
[00:01:20.520 --> 00:01:21.760]  我有一個女兒
[00:01:21.760 --> 00:01:22.360]  三歲
[00:01:22.360 --> 00:01:23.240]  最喜歡什麼呢?
[00:01:23.240 --> 00:01:24.640]  就是撿樹葉
[00:01:24.640 --> 00:01:28.400]  因為疫情最怕手髒
[00:01:28.400 --> 00:01:29.960]  但是她就很喜歡撿
[00:01:29.960 --> 00:01:31.120]  非常喜歡撿
[00:01:31.120 --> 00:01:34.000]  就是去碰一下
[00:01:34.000 --> 00:01:35.120]  去摸一下
[00:01:35.120 --> 00:01:37.080]  當中什麼顏色呢?
[00:01:37.080 --> 00:01:38.440]  就教她認顏色
[00:01:38.440 --> 00:01:40.320]  這裡就標示著
[00:01:40.320 --> 00:01:41.960]  樹葉的不同時期
[00:01:41.960 --> 00:01:43.000]  有舊的
[00:01:43.000 --> 00:01:44.440]  有新的
[00:01:44.440 --> 00:01:46.080]  不知道大家在生命裡面
[00:01:46.080 --> 00:01:47.920]  是否喜歡買新東西
[00:01:47.920 --> 00:01:50.080]  有沒有人不喜歡買新東西呢?
[00:01:50.080 --> 00:01:51.560]  我自己就OK了
[00:01:51.560 --> 00:01:53.720]  因為我要負責撿樹葉
[00:01:53.720 --> 00:01:55.400]  做家庭主婦之後
[00:01:55.400 --> 00:01:56.200]  有點不同
[00:01:56.200 --> 00:01:57.240]  要負責撿樹葉
[00:01:57.240 --> 00:01:58.400]  做女兒的時候
[00:01:58.400 --> 00:02:00.120]  買多少都無所謂
[00:02:00.120 --> 00:02:02.040]  收起來不要讓別人知道
[00:02:02.040 --> 00:02:03.520]  但是要撿樹葉的緣故
[00:02:03.520 --> 00:02:05.600]  已經很少買新東西
[00:02:05.600 --> 00:02:07.680]  在我們《屬靈生命》裡面
[00:02:07.680 --> 00:02:10.240]  大家喜歡有新的景象嗎?
[00:02:10.240 --> 00:02:11.520]  很棒吧
[00:02:11.520 --> 00:02:13.520]  因為舊的東西都是
[00:02:13.520 --> 00:02:14.080]  很悶
[00:02:14.080 --> 00:02:14.800]  很僵化
[00:02:14.800 --> 00:02:15.720]  很不喜歡
[00:02:15.720 --> 00:02:17.480]  要抗衡
[00:02:17.480 --> 00:02:19.160]  特別是新的
[00:02:19.160 --> 00:02:22.200]  你知道我是一個敬拜的牧者
[00:02:22.200 --> 00:02:24.040]  新的技巧很棒嗎?
[00:02:24.040 --> 00:02:26.280]  我們用過新的曲風
[00:02:26.280 --> 00:02:27.040]  Bossa Nova
[00:02:27.040 --> 00:02:28.360]  什麼都好
[00:02:28.360 --> 00:02:29.440]  新的東西
[00:02:29.440 --> 00:02:31.920]  事緣就是十多年前
[00:02:31.920 --> 00:02:34.640]  我還是一個學徒
[00:02:34.640 --> 00:02:35.400]  很棒
[00:02:35.400 --> 00:02:36.560]  老師教了新東西
[00:02:36.560 --> 00:02:39.280]  馬上要表現自己
[00:02:39.280 --> 00:02:40.080]  其實不是的
[00:02:40.080 --> 00:02:41.240]  我不是這樣想的
[00:02:41.240 --> 00:02:43.480]  我那時候真的覺得自己
[00:02:43.480 --> 00:02:46.040]  在祭壇上彈琴
[00:02:46.040 --> 00:02:47.760]  服侍神的
[00:02:47.760 --> 00:02:48.160]  很棒
[00:02:48.160 --> 00:02:49.720]  很聖誕
[00:02:49.720 --> 00:02:52.400]  但是想用新的東西的時候
[00:02:52.400 --> 00:02:53.200]  糟糕了
[00:02:53.200 --> 00:02:54.760]  聖靈就說
[00:02:54.760 --> 00:02:56.520]  你為什麼叫我
[00:02:56.520 --> 00:02:57.680]  不可以的
[00:02:57.680 --> 00:02:59.600]  聖靈一罵
[00:02:59.600 --> 00:03:01.440]  就縮了
[00:03:01.440 --> 00:03:03.280]  一縮就害怕
[00:03:03.280 --> 00:03:04.840]  害怕就怯了
[00:03:04.840 --> 00:03:07.360]  還要一害怕一怯
[00:03:07.360 --> 00:03:09.280]  你周圍所有的眼神
[00:03:09.280 --> 00:03:11.080]  都會變成罵你的眼神
[00:03:11.080 --> 00:03:13.160]  於是在祭壇服侍
[00:03:13.160 --> 00:03:14.600]  就在那時候開始了
[00:03:14.600 --> 00:03:17.200]  就是在學習怎麼敬拜
[00:03:17.200 --> 00:03:18.720]  最後結果就是
[00:03:18.720 --> 00:03:20.360]  我用回了舊的東西
[00:03:20.360 --> 00:03:21.880]  用了舊技巧
[00:03:21.880 --> 00:03:23.080]  很悶的那些
[00:03:23.080 --> 00:03:25.640]  但是最後都很感恩
[00:03:25.640 --> 00:03:27.040]  大家都很憐憫
[00:03:27.040 --> 00:03:28.400]  但是提醒就是
[00:03:28.400 --> 00:03:30.520]  有時候我們想用新的東西的時候
[00:03:30.520 --> 00:03:32.200]  特別是在《屬靈生命》裡面
[00:03:32.200 --> 00:03:35.280]  我想展現一幅新的生命的時候
[00:03:35.280 --> 00:03:37.040]  但是舊的生命卻是
[00:03:37.040 --> 00:03:39.320]  有一點拉著自己的
[00:03:39.320 --> 00:03:41.000]  什麼叫舊的生命
[00:03:41.000 --> 00:03:41.960]  就是那些
[00:03:41.960 --> 00:03:43.080]  是不是很自我中心
[00:03:43.080 --> 00:03:44.480]  我覺得
[00:03:44.480 --> 00:03:45.600]  我認為
[00:03:45.600 --> 00:03:46.720]  它就是這樣
[00:03:46.720 --> 00:03:48.720]  可能不是很感恩
[00:03:48.720 --> 00:03:50.320]  用自己為中心
[00:03:50.320 --> 00:03:52.400]  或者有罪在中心裡面
[00:03:52.400 --> 00:03:53.400]  新的生命就是
[00:03:53.400 --> 00:03:55.400]  啊神怎麼想呢
[00:03:55.400 --> 00:03:57.080]  今天很願意
[00:03:57.080 --> 00:04:00.080]  去分享我們在生命裡面
[00:04:00.080 --> 00:04:03.920]  如何在新舊生命的張力裡面
[00:04:03.920 --> 00:04:05.920]  我們去殺出一條血路
