
[00:00:00.000 --> 00:00:02.000]  我不知道你有沒有認識一個人
[00:00:02.000 --> 00:00:06.000]  他是用一生來追求一件事
[00:00:06.000 --> 00:00:09.000]  他真的將他整個生命獻上
[00:00:09.000 --> 00:00:10.000]  很少吧?
[00:00:10.000 --> 00:00:12.000]  有沒有認識?
[00:00:12.000 --> 00:00:14.000]  很少吧?
[00:00:14.000 --> 00:00:16.000]  一般人來說都不會這樣做
[00:00:16.000 --> 00:00:18.000]  不過有些人
[00:00:18.000 --> 00:00:20.000]  譬如有些科學家
[00:00:20.000 --> 00:00:23.000]  他獻上他整個生命
[00:00:23.000 --> 00:00:25.000]  就是為了要鑽研
[00:00:25.000 --> 00:00:27.000]  或者一些新的藥物
[00:00:27.000 --> 00:00:29.000]  一些醫治的方法
[00:00:29.000 --> 00:00:31.000]  或者一些科技
[00:00:31.000 --> 00:00:34.000]  對於一個普通人來說
[00:00:34.000 --> 00:00:37.000]  我們在生命裡面追求什麼呢?
[00:00:37.000 --> 00:00:39.000]  其實真的只是為了兩餐
[00:00:39.000 --> 00:00:41.000]  同意嗎?
[00:00:41.000 --> 00:00:43.000]  我們在生命裡面追求
[00:00:43.000 --> 00:00:47.000]  簡單地滿足我們的生命的需要
[00:00:47.000 --> 00:00:49.000]  就是這麼多
[00:00:49.000 --> 00:00:52.000]  其實是不是就是這麼多呢?
[00:00:52.000 --> 00:00:54.000]  有能力一點的人
[00:00:54.000 --> 00:00:56.000]  他就會怎樣呢?
[00:00:56.000 --> 00:00:58.000]  他就會追求財富
[00:00:58.000 --> 00:01:00.000]  他沒有能力追求財富
[00:01:00.000 --> 00:01:02.000]  不過追不到而已
[00:01:02.000 --> 00:01:09.000]  他會用一生的時間來拼搏
[00:01:09.000 --> 00:01:12.000]  就是為了錢
[00:01:12.000 --> 00:01:17.000]  如果一個智慧的人
[00:01:17.000 --> 00:01:21.000]  你猜他會用一生來追求什麼呢?
[00:01:21.000 --> 00:01:24.000]  想問大家這個問題
[00:01:24.000 --> 00:01:27.000]  是不是一個更有質素的生命
[00:01:27.000 --> 00:01:29.000]  是不是在生命裡面
[00:01:29.000 --> 00:01:32.000]  能夠找到他的意義目的
[00:01:32.000 --> 00:01:36.000]  還是他會去追求愛情呢?
[00:01:36.000 --> 00:01:39.000]  還是追求財富呢?
[00:01:39.000 --> 00:01:41.000]  聖經裡面怎麼說呢?
[00:01:41.000 --> 00:01:43.000]  原來聖經裡面有答案
[00:01:43.000 --> 00:01:45.000]  答案就在阿古爾那裡
[00:01:45.000 --> 00:01:48.000]  阿古爾是一個智者
[00:01:48.000 --> 00:01:51.000]  原來在阿古爾的見證裡面
[00:01:51.000 --> 00:01:55.000]  他用了一生來追求智慧
[00:01:55.000 --> 00:01:57.000]  你就會說
[00:01:57.000 --> 00:01:59.000]  他不是已經有智慧了嗎?
[00:01:59.000 --> 00:02:02.000]  為什麼有智慧還要追求智慧呢?
[00:02:02.000 --> 00:02:04.000]  你看看旁邊那個
[00:02:04.000 --> 00:02:06.000]  他又這麼有錢
[00:02:06.000 --> 00:02:08.000]  為什麼他還要追求錢呢?
[00:02:08.000 --> 00:02:11.000]  原來是沒有窮盡的
[00:02:11.000 --> 00:02:13.000]  所以聖經說
[00:02:13.000 --> 00:02:16.000]  有的還要加給他
[00:02:16.000 --> 00:02:19.000]  沒有的連有的都要拿走
[00:02:19.000 --> 00:02:21.000]  有的要加給他
[00:02:21.000 --> 00:02:24.000]  所以想跟大家直著阿古爾
[00:02:24.000 --> 00:02:28.000]  《真言三十章》
[00:02:28.000 --> 00:02:30.000]  頭三節
[00:02:30.000 --> 00:02:33.000]  來反思我們的生命
[00:02:33.000 --> 00:02:36.000]  或者是可以在年初的時候
[00:02:36.000 --> 00:02:38.000]  做一個立志
[00:02:38.000 --> 00:02:41.000]  這裡會分三點來跟大家看
[00:02:41.000 --> 00:02:44.000]  其實只是讀三節的經文
[00:02:44.000 --> 00:02:47.000]  這三節的經文其實很難解讀
[00:02:47.000 --> 00:02:50.000]  第一節是人生疲憊的反思
[00:02:50.000 --> 00:02:52.000]  有些人很累的
[00:02:52.000 --> 00:02:54.000]  可以舉手嗎?
[00:02:54.000 --> 00:02:56.000]  差不多了
[00:02:56.000 --> 00:03:00.000]  睡覺的時候就舉手
[00:03:00.000 --> 00:03:03.000]  所以會原諒你的
[00:03:03.000 --> 00:03:05.000]  因為很累嘛
[00:03:05.000 --> 00:03:07.000]  睡覺的時候就快到了
[00:03:07.000 --> 00:03:11.000]  第二就是察覺自己的餘患
[00:03:11.000 --> 00:03:14.000]  有多少人覺得自己餘患的?
[00:03:14.000 --> 00:03:16.000]  有很多人啊
[00:03:16.000 --> 00:03:17.000]  有得救
[00:03:17.000 --> 00:03:19.000]  不察覺的才沒得救
[00:03:19.000 --> 00:03:22.000]  我們要知道自己的餘患才有得救
[00:03:22.000 --> 00:03:24.000]  對不對?
[00:03:24.000 --> 00:03:26.000]  第三就是重點了
[00:03:26.000 --> 00:03:29.000]  尋求認識神的智慧
[00:03:29.000 --> 00:03:34.000]  阿古爾一生就是去尋求認識神
[00:03:34.000 --> 00:03:36.000]  認識神唯一的途徑
[00:03:36.000 --> 00:03:38.000]  就是神的話語
[00:03:38.000 --> 00:03:42.000]  其實在阿古爾總結他的生命
[00:03:42.000 --> 00:03:44.000]  他能夠得到智慧是什麼?
[00:03:44.000 --> 00:03:47.000]  因為他竭力追求神的話語
[00:03:47.000 --> 00:03:49.000]  到他年老的時候
[00:03:49.000 --> 00:03:51.000]  他就得到智慧
[00:03:51.000 --> 00:03:53.000]  所以我定的題目就是
[00:03:53.000 --> 00:03:56.000]  阿古爾尋求智慧的指南
[00:03:56.000 --> 00:03:58.000]  其實是有兩部分的
[00:03:58.000 --> 00:03:59.000]  他的指南
[00:03:59.000 --> 00:04:01.000]  第一部分就是他如何尋求
[00:04:01.000 --> 00:04:05.000]  第二個部分就是他說的How
[00:04:05.000 --> 00:04:07.000]  他說又上天又落地
[00:04:07.000 --> 00:04:08.000]  然後是怎樣呢?
[00:04:08.000 --> 00:04:13.000]  怎樣能夠找到神的話語
[00:04:13.000 --> 00:04:16.000]  我們在講之前問一個問題
[00:04:16.000 --> 00:04:18.000]  阿古爾是誰?
[00:04:18.000 --> 00:04:21.000]  有沒有人聽過阿古爾?
[00:04:21.000 --> 00:04:23.000]  很少,沒有很多人
[00:04:23.000 --> 00:04:26.000]  阿古爾是一個外邦人
[00:04:26.000 --> 00:04:28.000]  除了聖經在《針研》之外
[00:04:28.000 --> 00:04:32.000]  沒有地方有任何資料關於阿古爾
[00:04:32.000 --> 00:04:35.000]  外邦人怎會認識神的話語?
[00:04:35.000 --> 00:04:36.000]  不認識神的話語
[00:04:36.000 --> 00:04:38.000]  怎會認識智慧呢?
[00:04:38.000 --> 00:04:42.000]  所以我們提出一個很重要的神學問題
[00:04:42.000 --> 00:04:46.000]  為何外邦人的話語會放在聖經裡?
[00:04:46.000 --> 00:04:48.000]  其實不只是阿古爾
[00:04:48.000 --> 00:04:49.000]  如果你讀《針研》
[00:04:49.000 --> 00:04:51.000]  《針研》22到24章
[00:04:51.000 --> 00:04:54.000]  其實是埃及人的智慧
[00:04:54.000 --> 00:04:57.000]  《針研》是一個很獨特的地方
[00:04:57.000 --> 00:05:01.000]  有外邦人的智慧都可以放進去
[00:05:01.000 --> 00:05:04.000]  我們去看經文的時候
[00:05:04.000 --> 00:05:05.000]  第一節
[00:05:05.000 --> 00:05:08.000]  你會發覺我說疲憊
[00:05:08.000 --> 00:05:11.000]  其實整節經文都沒有疲憊這個字
[00:05:11.000 --> 00:05:16.000]  我定的題目是人生疲憊的反思
[00:05:16.000 --> 00:05:19.000]  這裡給了幾個英文翻譯
[00:05:19.000 --> 00:05:24.000]  免得你覺得我算改式經文
[00:05:24.000 --> 00:05:26.000]  你會發覺有些經文是很難的
[00:05:26.000 --> 00:05:29.000]  因為你看到不同的英文翻譯
[00:05:29.000 --> 00:05:33.000]  翻譯出來的意思是完全不一樣
[00:05:33.000 --> 00:05:36.000]  這裡在翻譯上有兩個問題
[00:05:36.000 --> 00:05:40.000]  第一個問題就是神的默示
[00:05:40.000 --> 00:05:46.000]  默示在Net Bible是Oracle
[00:05:46.000 --> 00:05:47.000]  Oracle就是默示
[00:05:47.000 --> 00:05:49.000]  不過沒有神
[00:05:49.000 --> 00:05:52.000]  然後在ESV又是Oracle
[00:05:52.000 --> 00:05:53.000]  又是沒有神
[00:05:53.000 --> 00:05:58.000]  不過NIV就說inspire utterance
[00:05:58.000 --> 00:06:00.000]  inspire是什麼意思?
[00:06:00.000 --> 00:06:02.000]  神的默示
[00:06:02.000 --> 00:06:06.000]  起碼有一個英文翻譯是神的默示
[00:06:06.000 --> 00:06:11.000]  我想解釋神的默示在翻譯上的問題在哪裡
[00:06:11.000 --> 00:06:15.000]  問題就是原來默示這個字原文
[00:06:15.000 --> 00:06:19.000]  是我們在先知書裡面通街都見到的
[00:06:19.000 --> 00:06:22.000]  就是耶和華如此說
[00:06:22.000 --> 00:06:23.000]  那個是如此說
[00:06:23.000 --> 00:06:26.000]  這個字是專有詞
[00:06:26.000 --> 00:06:28.000]  如此說一定是誰說的?
[00:06:28.000 --> 00:06:30.000]  耶和華
[00:06:30.000 --> 00:06:32.000]  所以當我們讀到針言這裡
[00:06:32.000 --> 00:06:34.000]  他說這人如此說
[00:06:34.000 --> 00:06:36.000]  我們就大驚一驚
[00:06:36.000 --> 00:06:39.000]  人怎麼會像神那樣說話
[00:06:39.000 --> 00:06:41.000]  如此說呢?
[00:06:41.000 --> 00:06:49.000]  所以翻譯CNV新的本就譯作神的默示
[00:06:49.000 --> 00:06:55.000]  就是說針言的作者竟然將阿古爾的說話
[00:06:55.000 --> 00:07:00.000]  等同於先知代替神說的話
[00:07:00.000 --> 00:07:03.000]  但是這一點讓我們看到
[00:07:03.000 --> 00:07:07.000]  阿古爾這幾節經文是非常非常重要
[00:07:07.000 --> 00:07:11.000]  是等同神直接跟阿古爾說
[00:07:11.000 --> 00:07:13.000]  跟著阿古爾跟人說
[00:07:13.000 --> 00:07:16.000]  這就是第一個翻譯上的小問題
[00:07:16.000 --> 00:07:19.000]  第二個問題就比較嚴重
[00:07:19.000 --> 00:07:21.000]  第二個問題紅色那裡你會看到
[00:07:21.000 --> 00:07:23.000]  Net Bible中文是說
[00:07:23.000 --> 00:07:28.000]  這人對以鐵和烏鴿宣說
[00:07:28.000 --> 00:07:29.000]  問題在哪裡呢?
[00:07:29.000 --> 00:07:32.000]  問題就是如果A跟B說
[00:07:32.000 --> 00:07:34.000]  聖經裡從來都不會重複的
[00:07:34.000 --> 00:07:37.000]  對以鐵說一次就行了
[00:07:37.000 --> 00:07:41.000]  為什麼要說兩次對以鐵又對以鐵呢?
[00:07:41.000 --> 00:07:43.000]  要不就是抄錯
[00:07:43.000 --> 00:07:45.000]  第二個可能性就是
