
[00:00:00.000 --> 00:00:04.000]  我們會分享約翰一書一章一至十節
[00:00:04.000 --> 00:00:08.000]  請大家跟我一起讀出經文
[00:00:08.000 --> 00:00:10.000]  想提示大家
[00:00:10.000 --> 00:00:12.000]  在大家的程序表上
[00:00:12.000 --> 00:00:14.000]  所印的經文
[00:00:14.000 --> 00:00:16.000]  是上帝版本
[00:00:16.000 --> 00:00:18.000]  所有關於上帝的就會寫上帝
[00:00:18.000 --> 00:00:20.000]  而在我的投影片
[00:00:20.000 --> 00:00:22.000]  是神版的
[00:00:22.000 --> 00:00:24.000]  我邀請大家跟我一起讀神版
[00:00:24.000 --> 00:00:26.000]  預備起
[00:00:26.000 --> 00:00:30.000]  (上帝的經文)
[00:00:30.000 --> 00:00:34.000]  (上帝的經文)
[00:00:34.000 --> 00:00:38.000]  (上帝的經文)
[00:00:38.000 --> 00:00:42.000]  (上帝的經文)
[00:00:42.000 --> 00:00:46.000]  (上帝的經文)
[00:00:46.000 --> 00:00:50.000]  (上帝的經文)
[00:00:50.000 --> 00:00:54.000]  (上帝的經文)
[00:00:54.000 --> 00:00:58.000]  (上帝的經文)
[00:00:58.000 --> 00:01:02.000]  (上帝的經文)
[00:01:02.000 --> 00:01:06.000]  (上帝的經文)
[00:01:06.000 --> 00:01:10.000]  (上帝的經文)
[00:01:10.000 --> 00:01:14.000]  (上帝的經文)
[00:01:14.000 --> 00:01:16.000]  剛剛大家所讀出的
[00:01:16.000 --> 00:01:18.000]  其實是約翰一書的引言
[00:01:18.000 --> 00:01:20.000]  當中不知道大家一路讀的時候
[00:01:20.000 --> 00:01:24.000]  有沒有令你想起另一本很相似的書呢?
[00:01:24.000 --> 00:01:26.000]  其實書名都提醒了你
[00:01:26.000 --> 00:01:28.000]  就是約翰福音
[00:01:28.000 --> 00:01:30.000]  當我們一路讀的時候
[00:01:30.000 --> 00:01:32.000]  有相似的用字
[00:01:32.000 --> 00:01:34.000]  令我們很容易聯想起來
[00:01:34.000 --> 00:01:38.000]  我們將兩本書的開頭
[00:01:38.000 --> 00:01:40.000]  這個引言去比較一下
[00:01:40.000 --> 00:01:42.000]  左邊是約翰一書
[00:01:42.000 --> 00:01:44.000]  剛才大家讀過
[00:01:44.000 --> 00:01:46.000]  右邊是約翰福音
[00:01:46.000 --> 00:01:48.000]  有什麼字是相似的
[00:01:48.000 --> 00:01:50.000]  我們認顏色
[00:01:50.000 --> 00:01:52.000]  剛才我們讀的「從起初」
[00:01:52.000 --> 00:01:54.000]  在約翰福音是怎樣說的呢?
[00:01:54.000 --> 00:01:56.000]  對了
[00:01:56.000 --> 00:01:58.000]  第二節
[00:01:58.000 --> 00:02:00.000]  生命已經顯現
[00:02:00.000 --> 00:02:04.000]  其實都是形容太初就有的生命
[00:02:04.000 --> 00:02:06.000]  怎樣形容這個生命呢?
[00:02:06.000 --> 00:02:08.000]  道,沒錯
[00:02:08.000 --> 00:02:10.000]  生命之道
[00:02:10.000 --> 00:02:12.000]  在約翰福音直接用一個字去形容
[00:02:12.000 --> 00:02:14.000]  就是道
[00:02:14.000 --> 00:02:18.000]  而這個生命之道
[00:02:18.000 --> 00:02:20.000]  可以親身去怎樣的呢?
[00:02:20.000 --> 00:02:22.000]  聽到,還不是
[00:02:22.000 --> 00:02:24.000]  看到的,是看見
[00:02:24.000 --> 00:02:26.000]  親眼看見
[00:02:26.000 --> 00:02:28.000]  在約翰福音一章十四節
[00:02:28.000 --> 00:02:32.000]  亦都說我們是可以看見的
[00:02:32.000 --> 00:02:34.000]  兩本書的開頭
[00:02:34.000 --> 00:02:36.000]  很相似
[00:02:36.000 --> 00:02:38.000]  都是讓我們很容易想起
[00:02:38.000 --> 00:02:40.000]  耶穌基督
[00:02:40.000 --> 00:02:42.000]  到誠育身
[00:02:42.000 --> 00:02:44.000]  來到我們當中
[00:02:44.000 --> 00:02:46.000]  但在約翰福音就比較直接一點
[00:02:46.000 --> 00:02:48.000]  直接在十四節說到誠了育身
[00:02:48.000 --> 00:02:50.000]  我們很容易就知道了
[00:02:50.000 --> 00:02:52.000]  直接知道了
[00:02:52.000 --> 00:02:54.000]  但在約翰一書並沒有這個字
[00:02:54.000 --> 00:02:56.000]  到誠了育身
[00:02:56.000 --> 00:02:58.000]  在約翰一書
[00:02:58.000 --> 00:03:00.000]  剛才大家所讀的一至二節裏面
[00:03:00.000 --> 00:03:04.000]  其實在原文字句的次序
[00:03:04.000 --> 00:03:06.000]  有少少不同
[00:03:06.000 --> 00:03:08.000]  跟我們中文的翻譯
[00:03:08.000 --> 00:03:10.000]  是怎樣的呢?
[00:03:10.000 --> 00:03:12.000]  一章一節約翰一書
[00:03:12.000 --> 00:03:14.000]  排列變成這樣
[00:03:14.000 --> 00:03:16.000]  那從起初原有的
[00:03:16.000 --> 00:03:18.000]  那我們所聽見過的
[00:03:18.000 --> 00:03:20.000]  那我們所親眼看見過的
[00:03:20.000 --> 00:03:22.000]  那我們所看見過的
[00:03:22.000 --> 00:03:24.000]  那我們所看見過的
[00:03:24.000 --> 00:03:26.000]  而且我們手所摸過的
[00:03:26.000 --> 00:03:28.000]  是關於生命之道
[00:03:28.000 --> 00:03:30.000]  是關於生命之道
[00:03:30.000 --> 00:03:32.000]  有什麼不同呢?
[00:03:32.000 --> 00:03:34.000]  跟剛才我們讀的中文譯本
[00:03:34.000 --> 00:03:36.000]  多了一個什麼字在開頭
[00:03:36.000 --> 00:03:38.000]  那
[00:03:38.000 --> 00:03:40.000]  不止一個那字在開頭
[00:03:40.000 --> 00:03:42.000]  這個那字在原文裏面
[00:03:42.000 --> 00:03:44.000]  是一個
[00:03:44.000 --> 00:03:46.000]  中性的關係的代名詞
[00:03:46.000 --> 00:03:48.000]  什麼意思呢?
[00:03:48.000 --> 00:03:50.000]  中性即是指向他人
[00:03:50.000 --> 00:03:52.000]  亦都讓我們
[00:03:52.000 --> 00:03:54.000]  不能特別想到
[00:03:54.000 --> 00:03:56.000]  是在說耶穌基督
[00:03:56.000 --> 00:03:58.000]  那從起初原有
[00:03:58.000 --> 00:04:00.000]  本來中性的字
[00:04:00.000 --> 00:04:02.000]  令我們想不起是基督
[00:04:02.000 --> 00:04:04.000]  但是那從起初原有的
[00:04:04.000 --> 00:04:06.000]  只有哪一個呢?
[00:04:06.000 --> 00:04:08.000]  其實
[00:04:08.000 --> 00:04:10.000]  從起初原有只有神
[00:04:10.000 --> 00:04:12.000]  只有耶穌基督
[00:04:12.000 --> 00:04:14.000]  所以雖然從字的本身文法上
[00:04:14.000 --> 00:04:16.000]  我們看不出
[00:04:16.000 --> 00:04:18.000]  但我們都在想
[00:04:18.000 --> 00:04:20.000]  是指基督還是中性的
[00:04:20.000 --> 00:04:22.000]  是一個福音的訊息呢?
[00:04:22.000 --> 00:04:24.000]  但是
[00:04:24.000 --> 00:04:26.000]  很快我們就可以揭曉
[00:04:26.000 --> 00:04:28.000]  約翰根著所列出的
[00:04:28.000 --> 00:04:30.000]  就是這個
[00:04:30.000 --> 00:04:32.000]  起初原有的
[00:04:32.000 --> 00:04:34.000]  是可以怎樣的?
[00:04:34.000 --> 00:04:36.000]  是那我們所
[00:04:36.000 --> 00:04:38.000]  聽到的
[00:04:38.000 --> 00:04:40.000]  好像你們現在這樣聽的
[00:04:40.000 --> 00:04:42.000]  所親眼看到的
[00:04:42.000 --> 00:04:44.000]  再說一次
[00:04:44.000 --> 00:04:46.000]  所親眼看到的
[00:04:46.000 --> 00:04:48.000]  還有重要的是怎樣的?
[00:04:48.000 --> 00:04:50.000]  摸到的
[00:04:50.000 --> 00:04:52.000]  所以這個會不會是一個
[00:04:52.000 --> 00:04:54.000]  中性不是耶穌基督
[00:04:54.000 --> 00:04:56.000]  會不會?
[00:04:56.000 --> 00:04:58.000]  那是什麼意思?
[00:04:58.000 --> 00:05:00.000]  原來這個哪
[00:05:00.000 --> 00:05:02.000]  從起初原有的
[00:05:02.000 --> 00:05:04.000]  已經顯示了
[00:05:04.000 --> 00:05:06.000]  耶穌基督的神性
[00:05:06.000 --> 00:05:08.000]  祂的永恆
[00:05:08.000 --> 00:05:10.000]  祂是主,祂是神
[00:05:10.000 --> 00:05:12.000]  而這位神,既然是神性
[00:05:12.000 --> 00:05:14.000]  但祂是很特別的
[00:05:14.000 --> 00:05:16.000]  祂是讓我們能聽到,能看到
[00:05:16.000 --> 00:05:18.000]  甚至摸到的
[00:05:18.000 --> 00:05:20.000]  所以這裡最後說的
[00:05:20.000 --> 00:05:22.000]  生命之道,其實是什麼意思?
[00:05:22.000 --> 00:05:24.000]  指的是
[00:05:24.000 --> 00:05:26.000]  福音
[00:05:26.000 --> 00:05:28.000]  還是耶穌基督?
[00:05:28.000 --> 00:05:30.000]  問大家,投票
[00:05:30.000 --> 00:05:32.000]  福音的
[00:05:32.000 --> 00:05:34.000]  耶穌基督
[00:05:34.000 --> 00:05:36.000]  大家都很正確
[00:05:36.000 --> 00:05:38.000]  但我就想告訴大家
[00:05:38.000 --> 00:05:40.000]  這裡說的生命之道
[00:05:40.000 --> 00:05:42.000]  其實既是耶穌基督
[00:05:42.000 --> 00:05:44.000]  又是福音,為什麼?
[00:05:44.000 --> 00:05:46.000]  因為耶穌基督
[00:05:46.000 --> 00:05:48.000]  就是福音本身
[00:05:48.000 --> 00:05:50.000]  為什麼不可以
[00:05:50.000 --> 00:05:52.000]  將它
[00:05:52.000 --> 00:05:54.000]  為什麼不能夠
[00:05:54.000 --> 00:05:56.000]  將這個生命之道
[00:05:56.000 --> 00:05:58.000]  單單理解為
[00:05:58.000 --> 00:06:00.000]  一個福音訊息?
