
[00:00:00.000 --> 00:00:02.000]  聽到我們的主已經復活了
[00:00:02.000 --> 00:00:03.440]  是不是很雀躍
[00:00:03.440 --> 00:00:04.440]  很開心呢
[00:00:04.440 --> 00:00:09.720]  今天我們正道的題目是
[00:00:09.720 --> 00:00:11.720]  你相信什麼
[00:00:11.720 --> 00:00:14.920]  不知道大家有沒有聽過一些人說話
[00:00:14.920 --> 00:00:16.400]  你覺得他們說的時候
[00:00:16.400 --> 00:00:17.920]  覺得是很不可信的
[00:00:17.920 --> 00:00:19.920]  覺得他們在吹牛
[00:00:19.920 --> 00:00:21.920]  或者在網上
[00:00:21.920 --> 00:00:23.920]  有時候我們會看到一些報導
[00:00:23.920 --> 00:00:25.920]  覺得簡直是不可以施以的
[00:00:25.920 --> 00:00:30.920]  必須要自己看清楚查清楚才決定是不是相信
[00:00:30.920 --> 00:00:32.920]  就好像前一陣子
[00:00:32.920 --> 00:00:35.920]  我在手機看到一則新聞
[00:00:35.920 --> 00:00:38.920]  裡面就報導說有一位女模特兒
[00:00:38.920 --> 00:00:40.920]  15歲就開始入行
[00:00:40.920 --> 00:00:43.920]  到了現在90多歲
[00:00:43.920 --> 00:00:46.920]  仍然是在天橋上行走
[00:00:46.920 --> 00:00:49.920]  不是行人天橋是Catwalk
[00:00:49.920 --> 00:00:52.920]  她身材仍然是很健美的
[00:00:52.920 --> 00:00:56.920]  她的身材仍然是很好
[00:00:56.920 --> 00:01:03.920]  其實現在很多傳媒都很慣常利用一些令人難以置信的標題
[00:01:03.920 --> 00:01:04.920]  去吸引人
[00:01:04.920 --> 00:01:07.920]  去激發人的好奇心
[00:01:07.920 --> 00:01:09.920]  讓他們紛紛點擊進去
[00:01:09.920 --> 00:01:11.920]  看看是不是真的
[00:01:11.920 --> 00:01:13.920]  沒錯
[00:01:13.920 --> 00:01:17.920]  當我們聽到一些我們理性不能夠接納的事物的時候
[00:01:17.920 --> 00:01:20.920]  大多數的人都不能夠立刻去相信
[00:01:20.920 --> 00:01:23.920]  就會覺得需要自己去搞清楚
[00:01:23.920 --> 00:01:27.920]  驗證過才能夠接受
[00:01:27.920 --> 00:01:29.920]  聽了就相信
[00:01:29.920 --> 00:01:31.920]  對於我們成年人來說
[00:01:31.920 --> 00:01:34.920]  確實不是那麼容易的事
[00:01:34.920 --> 00:01:38.920]  可能是因為人生的經驗多了
[00:01:38.920 --> 00:01:40.920]  讓我們很自然地
[00:01:40.920 --> 00:01:46.920]  不接受一些我們沒辦法用理性去鑑定的事情
[00:01:46.920 --> 00:01:48.920]  聖經告訴我們
[00:01:48.920 --> 00:01:51.920]  「天上之光,天下無身事」
[00:01:51.920 --> 00:01:55.920]  所以無論是今天我們活在21世紀的信徒
[00:01:55.920 --> 00:01:58.920]  又或者是第一世紀耶穌時代的信徒
[00:01:58.920 --> 00:02:02.920]  都覺得很難去接受一些自己沒辦法明白
[00:02:02.920 --> 00:02:05.920]  或者令我們覺得不是很自在
[00:02:05.920 --> 00:02:08.920]  感覺不良好的事
[00:02:08.920 --> 00:02:11.920]  就好像今天的經文裡面
[00:02:11.920 --> 00:02:16.920]  提及那些跟隨過主耶穌的婦女信徒
[00:02:16.920 --> 00:02:21.920]  甚至是曾經跟主朝夕相對的門徒
[00:02:21.920 --> 00:02:24.920]  當我們聽到主復活的消息
[00:02:24.920 --> 00:02:26.920]  雖然耶穌在世的時候
[00:02:26.920 --> 00:02:28.920]  已經曾經跟他們說過
[00:02:28.920 --> 00:02:32.920]  但是因為超越了他們所能夠理解的
[00:02:32.920 --> 00:02:35.920]  他們沒辦法立刻去相信
[00:02:35.920 --> 00:02:36.920]  就讓我們一起看看
[00:02:36.920 --> 00:02:38.920]  教會在2023年開始
[00:02:38.920 --> 00:02:43.920]  每個月一次《馬可福音講道》系列最後的一章
[00:02:43.920 --> 00:02:45.920]  就是《馬可福音》第十六章
[00:02:45.920 --> 00:02:48.920]  所記載的這班婦女和信徒
[00:02:48.920 --> 00:02:52.920]  聽到耶穌已經復活的消息的時候的反應
[00:02:52.920 --> 00:03:00.920]  首先讓我們一起讀16章1至8節
[00:03:01.920 --> 00:03:02.920]  主耶穌說:
[00:03:02.920 --> 00:03:07.920]  阿拉的瑪利亞和阿國的母親瑪利亞
[00:03:07.920 --> 00:03:10.920]  並撒羅米買了香膏
[00:03:10.920 --> 00:03:12.920]  要去膏耶穌的身體
[00:03:12.920 --> 00:03:14.920]  七日的第一日清早
[00:03:14.920 --> 00:03:16.920]  出太陽的時候
[00:03:16.920 --> 00:03:19.920]  他們來到墳墓那裡
[00:03:19.920 --> 00:03:20.920]  彼此說:
[00:03:20.920 --> 00:03:24.920]  誰給我們把石頭從墓門滾開呢?
[00:03:24.920 --> 00:03:27.920]  那石頭原來很大
[00:03:27.920 --> 00:03:29.920]  他們抬頭一看
[00:03:29.920 --> 00:03:32.920]  卻見石頭已經滾開了
[00:03:32.920 --> 00:03:35.920]  他們進了墳墓
[00:03:35.920 --> 00:03:38.920]  看見一個少年人坐在右邊
[00:03:38.920 --> 00:03:40.920]  穿著白袍
[00:03:40.920 --> 00:03:42.920]  就甚驚恐
[00:03:42.920 --> 00:03:44.920]  那少年人對他們說
[00:03:44.920 --> 00:03:46.920]  不要驚恐
[00:03:46.920 --> 00:03:50.920]  你們尋找那釘十字架的拿撒勒人耶穌
[00:03:50.920 --> 00:03:52.920]  他已經復活了
[00:03:52.920 --> 00:03:54.920]  不在這裡
[00:03:54.920 --> 00:03:55.920]  請看
[00:03:57.920 --> 00:04:01.920]  你們可以去告訴他的門徒和彼得說
[00:04:01.920 --> 00:04:05.920]  他在你們已先往加利利去
[00:04:05.920 --> 00:04:08.920]  在那裡你們要見他
[00:04:08.920 --> 00:04:12.920]  正如他從前告訴你們一樣
[00:04:12.920 --> 00:04:16.920]  他們就出去
[00:04:16.920 --> 00:04:18.920]  從墳墓那裡逃跑
[00:04:18.920 --> 00:04:21.920]  又發抖又驚奇
[00:04:21.920 --> 00:04:23.920]  什麼也不告訴人
[00:04:23.920 --> 00:04:26.920]  因為他們害怕
[00:04:27.920 --> 00:04:29.920]  在經文一開始
[00:04:29.920 --> 00:04:30.920]  就告訴我們
[00:04:30.920 --> 00:04:32.920]  一過了安息日
[00:04:32.920 --> 00:04:34.920]  婦女們就趕著去買香膏
[00:04:34.920 --> 00:04:38.920]  預備在第二天去高沒耶穌的遺體
[00:04:38.920 --> 00:04:40.920]  我們知道猶太人的安息日
[00:04:40.920 --> 00:04:43.920]  就是由星期五的入夜開始
[00:04:43.920 --> 00:04:44.920]  到第二天
[00:04:44.920 --> 00:04:46.920]  即是星期六的入夜
[00:04:46.920 --> 00:04:47.920]  所以一過了安息日
[00:04:47.920 --> 00:04:51.920]  就差不多你們今晚回傳契前
[00:04:51.920 --> 00:04:53.920]  吃飯的時間
[00:04:53.920 --> 00:04:54.920]  就差不多
[00:04:54.920 --> 00:04:57.920]  耶穌在安息日的前一天
[00:04:57.920 --> 00:04:58.920]  即是星期五
[00:04:58.920 --> 00:05:01.920]  上午九點左右被釘
[00:05:01.920 --> 00:05:05.920]  直到下午三點左右斷氣
[00:05:05.920 --> 00:05:07.920]  根據以上的資料
[00:05:07.920 --> 00:05:08.920]  我們可以推斷
[00:05:08.920 --> 00:05:09.920]  耶穌斷氣之後
[00:05:09.920 --> 00:05:12.920]  大家都趕著要回家守安息日
[00:05:12.920 --> 00:05:14.920]  所以他們除了將耶穌的身體
[00:05:14.920 --> 00:05:16.920]  趕緊將他拿下來
[00:05:16.920 --> 00:05:18.920]  擠在墳墓裡
[00:05:18.920 --> 00:05:20.920]  他們根本沒有足夠的時間
[00:05:20.920 --> 00:05:22.920]  去處理好耶穌的屍體
[00:05:22.920 --> 00:05:24.920]  所以一過了安息日
[00:05:24.920 --> 00:05:26.920]  這班婦女就趕著
[00:05:26.920 --> 00:05:29.920]  在天黑之前去買香膏
[00:05:29.920 --> 00:05:33.920]  預備第二天去高沒耶穌的身體
[00:05:33.920 --> 00:05:35.920]  從馬可福音第十五章
[00:05:35.920 --> 00:05:37.920]  即是之前我們查過的
[00:05:37.920 --> 00:05:39.920]  第十五章第四十至四十一節
[00:05:39.920 --> 00:05:40.920]  我們知道
[00:05:40.920 --> 00:05:44.920]  在那經文所提及的幾位婦女
[00:05:44.920 --> 00:05:47.920]  她們是由耶穌一開始
[00:05:47.920 --> 00:05:49.920]  在加利利傳道的時候
[00:05:49.920 --> 00:05:51.920]  就跟著去
[00:05:51.920 --> 00:05:53.920]  服侍耶穌和祂的團隊
[00:05:53.920 --> 00:05:55.920]  直到耶穌被釘十字架
[00:05:55.920 --> 00:05:57.920]  所以我們知道她們很愛耶穌
[00:05:57.920 --> 00:05:59.920]  希望藉著高沒耶穌的遺體
[00:05:59.920 --> 00:06:02.920]  最後一次去服侍耶穌
[00:06:02.920 --> 00:06:04.920]  因為要在耶穌的遺體
[00:06:04.920 --> 00:06:07.920]  腐爛發臭之前
[00:06:07.920 --> 00:06:08.920]  去抹上香膏
[00:06:08.920 --> 00:06:10.920]  所以星期日一大早
[00:06:10.920 --> 00:06:11.920]  太陽一出來
[00:06:11.920 --> 00:06:14.920]  她們就趕著去到耶穌的墳墓
[00:06:14.920 --> 00:06:16.920]  她根本沒有想過
[00:06:16.920 --> 00:06:18.920]  需要人幫她們守
[00:06:18.920 --> 00:06:19.920]  去將那塊大石頭
[00:06:19.920 --> 00:06:21.920]  塞在墳墓的大石頭
[00:06:21.920 --> 00:06:22.920]  拿走
[00:06:22.920 --> 00:06:25.920]  直到她們到了墳墓的時候
[00:06:25.920 --> 00:06:26.920]  折上道
[00:06:26.920 --> 00:06:27.920]  沒有人幫
[00:06:27.920 --> 00:06:29.920]  但是
[00:06:29.920 --> 00:06:31.920]  出乎她們意料之外
[00:06:31.920 --> 00:06:33.920]  大石已經被拿走了
[00:06:33.920 --> 00:06:36.920]  當她們要進去裡面看的時候
[00:06:36.920 --> 00:06:37.920]  竟然見到一位
[00:06:37.920 --> 00:06:40.920]  身穿白衣的少年人
[00:06:40.920 --> 00:06:42.920]  我們估計是天使
[00:06:42.920 --> 00:06:43.920]  告訴她們
[00:06:43.920 --> 00:06:45.920]  耶穌已經復活了
[00:06:45.920 --> 00:06:46.920]  並且吩咐她們
[00:06:46.920 --> 00:06:49.920]  將這件事告訴耶穌的門徒
[00:06:49.920 --> 00:06:52.920]  叫門徒在耶穌離世之前
[00:06:52.920 --> 00:06:53.920]  跟她們相約
[00:06:53.920 --> 00:06:56.920]  跟她們相約的加利利那裡
[00:06:56.920 --> 00:06:58.920]  等她們
[00:06:58.920 --> 00:06:59.920]  經文告訴她們
[00:06:59.920 --> 00:07:02.920]  婦女聽過天使的話之後
[00:07:02.920 --> 00:07:04.920]  她們又發抖
[00:07:04.920 --> 00:07:07.920]  又驚奇
[00:07:07.920 --> 00:07:09.920]  雖然少年人在第六節那裡
[00:07:09.920 --> 00:07:10.920]  跟她們說過
[00:07:10.920 --> 00:07:12.920]  叫她們不要害怕
[00:07:12.920 --> 00:07:13.920]  但是似乎
[00:07:13.920 --> 00:07:16.920]  天使的話對她們沒有幫助
[00:07:16.920 --> 00:07:19.920]  她們沒有辦法控制心裡的驚慌
[00:07:19.920 --> 00:07:24.920]  因為整件事實在太震撼
[00:07:24.920 --> 00:07:26.920]  經文又告訴她們
[00:07:26.920 --> 00:07:28.920]  婦女沒有照天使的吩咐
[00:07:28.920 --> 00:07:31.920]  將口信馬上告訴門徒
[00:07:31.920 --> 00:07:35.920]  因為她們害怕
[00:07:35.920 --> 00:07:39.920]  現在我想請大家猜猜
[00:07:39.920 --> 00:07:41.920]  當中有哪些人覺得
[00:07:41.920 --> 00:07:44.920]  婦女聽了天使的話
[00:07:44.920 --> 00:07:46.920]  相信耶穌復活了
[00:07:46.920 --> 00:07:48.920]  請你舉手告訴我
[00:07:48.920 --> 00:07:49.920]  哪些人覺得
[00:07:49.920 --> 00:07:53.920]  婦女相信耶穌復活了
[00:07:53.920 --> 00:07:55.920]  有沒有人
[00:07:55.920 --> 00:07:56.920]  沒有
[00:07:56.920 --> 00:07:57.920]  有
[00:07:57.920 --> 00:07:58.920]  有兩位
[00:07:58.920 --> 00:08:01.920]  其他人是否相信
[00:08:01.920 --> 00:08:02.920]  不相信他們相信
[00:08:02.920 --> 00:08:05.920]  即是相信他們不相信
[00:08:05.920 --> 00:08:09.920]  很多雙重負面
[00:08:09.920 --> 00:08:12.920]  其實經文沒有告訴我們
[00:08:12.920 --> 00:08:15.920]  所以我們不知道
[00:08:15.920 --> 00:08:17.920]  我想就算這些婦女
[00:08:17.920 --> 00:08:20.920]  真的相信耶穌復活了
[00:08:20.920 --> 00:08:24.920]  但是因為整件事這麼震撼
[00:08:24.920 --> 00:08:26.920]  她們那時候只可以想到的
[00:08:26.920 --> 00:08:27.920]  就是逃跑
[00:08:27.920 --> 00:08:29.920]  要離開現場
[00:08:29.920 --> 00:08:31.920]  其實婦女在那一刻
[00:08:31.920 --> 00:08:33.920]  要不要相信
[00:08:33.920 --> 00:08:35.920]  其實並不重要
[00:08:35.920 --> 00:08:38.920]  馬可在這裡要告訴我們的是
[00:08:38.920 --> 00:08:41.920]  婦女們的恐慌
[00:08:41.920 --> 00:08:44.920]  她們的恐懼
[00:08:44.920 --> 00:08:46.920]  她們的恐懼
[00:08:46.920 --> 00:08:49.920]  是因為她們的恐懼
[00:08:49.920 --> 00:08:53.920]  讓婦女無法冷靜下來
[00:08:53.920 --> 00:08:54.920]  她們的恐懼
[00:08:54.920 --> 00:08:56.920]  讓她們無法理行
[00:08:56.920 --> 00:09:00.920]  主透過天使給她們的吩咐
[00:09:00.920 --> 00:09:02.920]  讓她們無法完成
[00:09:02.920 --> 00:09:03.920]  她們心愛的主
[00:09:03.920 --> 00:09:07.920]  要她們為祂做的最後一件差事
[00:09:07.920 --> 00:09:12.920]  她們原本是一心要來侍奉主
[00:09:12.920 --> 00:09:14.920]  但是當她們面對主
[00:09:14.920 --> 00:09:17.920]  感到極之不安的環境的時候
[00:09:17.920 --> 00:09:19.920]  她們即時的反應
[00:09:19.920 --> 00:09:22.920]  就是逃跑
[00:09:22.920 --> 00:09:24.920]  不知道這些反應
[00:09:24.920 --> 00:09:28.920]  是不是覺得有點熟悉呢
[00:09:28.920 --> 00:09:29.920]  弟兄姊妹
[00:09:29.920 --> 00:09:32.920]  不知道你們有沒有試過
[00:09:32.920 --> 00:09:33.920]  因為害怕
[00:09:33.920 --> 00:09:38.920]  而無法按著主的吩咐去走
[00:09:38.920 --> 00:09:40.920]  例如因為害怕
[00:09:40.920 --> 00:09:42.920]  做得不好
[00:09:42.920 --> 00:09:45.920]  而不敢服侍
[00:09:45.920 --> 00:09:46.920]  例如因為害怕
[00:09:46.920 --> 00:09:48.920]  口才不好
[00:09:48.920 --> 00:09:50.920]  不願意講見證
[00:09:50.920 --> 00:09:52.920]  不願意在別人面前
[00:09:52.920 --> 00:09:55.920]  講神在你身上的作為
[00:09:55.920 --> 00:09:56.920]  以致忘記了
[00:09:56.920 --> 00:10:01.920]  見證神就是將榮耀歸給神
[00:10:01.920 --> 00:10:05.920]  又或者是因為怕麻煩到別人
[00:10:05.920 --> 00:10:07.920]  而不願意告訴弟兄姊妹
[00:10:07.920 --> 00:10:10.920]  自己的難處
[00:10:10.920 --> 00:10:11.920]  不願意告訴他們
[00:10:11.920 --> 00:10:13.920]  我們的需要
[00:10:13.920 --> 00:10:15.920]  我們需要幫忙
[00:10:15.920 --> 00:10:18.920]  以致讓小組的肢體
[00:10:18.920 --> 00:10:23.920]  失去了學習彼此相愛的機會
