
[00:00:00.000 --> 00:00:05.160]  感謝主讓我們今天有敬拜小組帶領我們一起唱詩歌
[00:00:05.160 --> 00:00:10.320]  今天同樣是2024年第一個崇拜
[00:00:10.320 --> 00:00:13.320]  我們稍後會一起去聖餐
[00:00:13.320 --> 00:00:17.760]  我們也將以下時間一起禱告仰望主
[00:00:17.760 --> 00:00:20.760]  在我們中間帶領我們一起祈禱
[00:00:20.760 --> 00:00:22.440]  親愛的主耶穌 多謝祢
[00:00:22.440 --> 00:00:24.960]  今天也是聖餐的主日
[00:00:24.960 --> 00:00:29.000]  除了透過聖餐物賞祢十價大愛之外
[00:00:29.000 --> 00:00:33.640]  也懇求祢將祢屬天的良賜給我們
[00:00:33.640 --> 00:00:36.240]  使我們生命同樣得到滿足
[00:00:36.240 --> 00:00:39.280]  透過祢的說話給我們得著提醒
[00:00:39.280 --> 00:00:42.120]  並賜給我們生命的能力
[00:00:42.120 --> 00:00:45.960]  好讓我們把握機會在當中去侍奉祢
[00:00:45.960 --> 00:00:49.480]  也把握機會每天去親近祢
[00:00:49.480 --> 00:00:51.320]  面對每天的挑戰
[00:00:51.320 --> 00:00:53.320]  那個理所起於的生活
[00:00:53.320 --> 00:00:55.600]  奉靠主耶穌得聖免治祈求
[00:00:55.600 --> 00:00:56.600]  阿們
[00:00:57.840 --> 00:00:59.840]  踏入2024年
[00:00:59.840 --> 00:01:03.320]  相信大家都收到很多朋友
[00:01:03.320 --> 00:01:06.480]  身邊弟兄姊妹給你的祝福
[00:01:06.480 --> 00:01:11.640]  不知道大家收到最多的祝福說話是什麼呢?
[00:01:11.640 --> 00:01:14.240]  會不會是新年快樂?
[00:01:14.240 --> 00:01:15.240]  會吧
[00:01:15.240 --> 00:01:16.840]  又或者是身體健康
[00:01:16.840 --> 00:01:19.440]  在我們這個年紀也很重要
[00:01:19.440 --> 00:01:22.560]  甚至也可能是福杯滿日
[00:01:22.560 --> 00:01:24.920]  侍奉事主得力
[00:01:24.920 --> 00:01:27.440]  這些種種的祝福語
[00:01:27.440 --> 00:01:30.560]  我相信無論我們收到什麼祝福語也好
[00:01:30.560 --> 00:01:32.240]  我們都會很開心
[00:01:32.240 --> 00:01:34.800]  因為有別人記得我們
[00:01:34.800 --> 00:01:37.960]  很想透過整個說話祝福我們
[00:01:37.960 --> 00:01:40.240]  如果今天很想問大家
[00:01:40.240 --> 00:01:43.960]  不知道你很想得到什麼祝福
[00:01:43.960 --> 00:01:46.040]  你會想起什麼呢?
[00:01:46.040 --> 00:01:49.840]  今天的講題就是要找著更大的祝福
[00:01:49.840 --> 00:01:52.160]  我選擇聖經一個人物
[00:01:52.160 --> 00:01:53.560]  是舊約的人物
[00:01:53.560 --> 00:01:55.200]  他名叫瓦國
[00:01:55.200 --> 00:01:57.360]  如果大家熟悉舊約的話
[00:01:57.360 --> 00:02:00.840]  必定對他一點也不陌生
[00:02:00.840 --> 00:02:05.440]  因為他在舊約裡面出了名
[00:02:05.440 --> 00:02:06.320]  是什麼呢?
[00:02:06.320 --> 00:02:08.880]  很多時候都是透過他的生命
[00:02:08.880 --> 00:02:11.480]  在當中很騙人
[00:02:11.480 --> 00:02:13.880]  去得到一些福利
[00:02:13.880 --> 00:02:17.720]  很想透過一些不擇手段
[00:02:17.720 --> 00:02:20.600]  去騙取一些祝福
[00:02:20.600 --> 00:02:23.280]  他甚至很想得到這些祝福之後
[00:02:23.280 --> 00:02:28.040]  更加能夠讓更加祝福在他身上
[00:02:28.040 --> 00:02:29.120]  既然如此
[00:02:29.120 --> 00:02:31.240]  為什麼一個這麼差的人
[00:02:31.240 --> 00:02:32.880]  仍然在《創世紀》裡面
[00:02:32.880 --> 00:02:37.200]  有十章的經文記載有關於他的事蹟呢?
[00:02:37.200 --> 00:02:38.040]  不單止如此
[00:02:38.040 --> 00:02:40.320]  在後來的《聖經》的書卷
[00:02:40.320 --> 00:02:42.240]  更加將他的名字
[00:02:42.240 --> 00:02:43.520]  和他的列祖
[00:02:43.520 --> 00:02:48.440]  阿伯拉罕、以撒和神的名字放在一起
[00:02:48.440 --> 00:02:51.920]  究竟瓦國為什麼會被神接納
[00:02:51.920 --> 00:02:56.240]  當中有什麼原因值得我們學習呢?
[00:02:56.240 --> 00:03:00.160]  今天很想和大家一起去重創世紀
[00:03:00.160 --> 00:03:03.000]  三十二章二十二到三十二節
[00:03:03.000 --> 00:03:05.520]  一起去看一看這段經文
[00:03:05.520 --> 00:03:08.320]  如果你看見頭映幕的話
[00:03:08.320 --> 00:03:11.360]  我們一起去讀出這段經文
[00:03:11.360 --> 00:03:13.240]  他夜間起來
[00:03:13.240 --> 00:03:17.120]  帶著兩個妻子、兩個婢女
[00:03:17.120 --> 00:03:18.680]  十一個孩子
[00:03:18.680 --> 00:03:20.920]  過了瓦國渡口
[00:03:20.920 --> 00:03:24.600]  他帶著他們送他們過河
[00:03:24.600 --> 00:03:27.760]  他所有的一切也都過去
[00:03:27.760 --> 00:03:30.040]  只剩下瓦國一人
[00:03:30.040 --> 00:03:34.760]  有一個人來和他摔跤直到黎明
[00:03:34.760 --> 00:03:37.840]  那人見自己勝不過他
[00:03:37.840 --> 00:03:40.960]  就摸了他的大腿窩一下
[00:03:40.960 --> 00:03:46.480]  瓦國的大腿窩就在那人摔跤的時候扭了
[00:03:46.480 --> 00:03:49.320]  那人說:天快亮了
[00:03:49.320 --> 00:03:50.920]  約我們走吧
[00:03:50.920 --> 00:03:53.920]  瓦國說:你不給我祝福
[00:03:53.920 --> 00:03:56.120]  我就不讓你走
[00:03:56.120 --> 00:03:59.360]  那人說:你叫什麼名字?
[00:03:59.360 --> 00:04:01.120]  他說:瓦國
[00:04:01.120 --> 00:04:05.320]  那人說:你的名字不要再叫瓦國
[00:04:05.320 --> 00:04:06.920]  要叫以色列
[00:04:06.920 --> 00:04:09.720]  因為你和神和人交曆
[00:04:09.720 --> 00:04:11.320]  都得聖了
[00:04:11.320 --> 00:04:15.920]  瓦國問他說:請告訴我你的名字
[00:04:15.920 --> 00:04:19.160]  那人說:何必問我的名字呢?
[00:04:19.160 --> 00:04:22.920]  於是他在那裡為瓦國祝福
[00:04:22.920 --> 00:04:27.720]  瓦國就給那地方起名叫比魯伊勒
[00:04:27.720 --> 00:04:30.520]  說:我面對面見了神
[00:04:30.520 --> 00:04:33.200]  我的性命仍得保存
[00:04:33.200 --> 00:04:35.800]  太陽剛出來的時候
[00:04:35.800 --> 00:04:38.640]  瓦國經過比魯伊勒
[00:04:38.640 --> 00:04:40.760]  他的腿就斜了
[00:04:40.760 --> 00:04:45.120]  因此以色列人不吃大腿窩的筋
[00:04:45.120 --> 00:04:46.680]  直到今天
[00:04:46.680 --> 00:04:51.560]  因為那人摸了瓦國大腿窩的筋
[00:04:51.560 --> 00:04:53.200]  剛才大家所讀的經文
[00:04:53.200 --> 00:04:54.840]  在《創世紀》這段經文
[00:04:54.840 --> 00:04:58.920]  說到瓦國預備去見耳掃他哥哥之前
[00:04:58.920 --> 00:05:01.760]  去到瓦國的道口的一幕
[00:05:01.760 --> 00:05:04.480]  瓦國遇見一個神秘的人
[00:05:04.480 --> 00:05:06.440]  這個神秘人是誰呢?
[00:05:06.440 --> 00:05:10.440]  根據二十八節、三十節的記載
[00:05:10.440 --> 00:05:12.480]  這個神秘人就是神
[00:05:12.480 --> 00:05:15.680]  神以一個人的形象在當中出現
[00:05:15.680 --> 00:05:19.160]  神與瓦國在當中摔跤
[00:05:19.160 --> 00:05:22.880]  表面上好像瓦國摔跤贏了
[00:05:22.880 --> 00:05:26.960]  但最終神扭傷了瓦國的大腿
[00:05:26.960 --> 00:05:29.320]  當神準備離開之際
[00:05:29.320 --> 00:05:32.440]  受傷的瓦國仍然不肯罷休
[00:05:32.440 --> 00:05:33.920]  死纏不放
[00:05:33.920 --> 00:05:36.760]  要向神求一個祝福
[00:05:36.760 --> 00:05:39.080]  之後瓦國不但得到祝福
[00:05:39.080 --> 00:05:42.960]  而且他的名字改為以色列
[00:05:42.960 --> 00:05:47.880]  這次的經歷成為瓦國生命中一個很大的轉捩點
[00:05:47.880 --> 00:05:50.440]  我相信這個故事大家一點也不陌生
[00:05:50.440 --> 00:05:52.720]  也曾經在當中聽過
[00:05:52.720 --> 00:05:55.240]  但當你仔細去看的時候
[00:05:55.240 --> 00:06:00.000]  你會發覺這段經文其實有很多難明的地方
[00:06:00.000 --> 00:06:03.480]  究竟這場摔跤是瓦國贏了
[00:06:03.480 --> 00:06:05.280]  還是神贏了呢?
[00:06:05.280 --> 00:06:09.480]  為什麼神一整晚都打不贏瓦國呢?
[00:06:09.480 --> 00:06:12.800]  要臨到天亮的時候才弄傷瓦國
[00:06:12.800 --> 00:06:15.880]  為什麼神已經知道瓦國的名字
[00:06:15.880 --> 00:06:18.240]  還要明知故問呢?
[00:06:18.240 --> 00:06:22.200]  這段經文是舊約中其中一段比較難明的經文
[00:06:22.200 --> 00:06:23.360]  但因為時間關係
[00:06:23.360 --> 00:06:26.800]  我會跟大家思想其中一個很重要的問題
[00:06:26.800 --> 00:06:29.040]  第26到27節
[00:06:29.040 --> 00:06:31.200]  「乃人說:天黎明了
[00:06:31.200 --> 00:06:32.440]  容我去吧
