
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹主內平安
[00:00:02.000 --> 00:00:06.000]  今天很高興能夠站立在這個台上
[00:00:06.000 --> 00:00:09.000]  跟大家一起分享神的話語
[00:00:09.000 --> 00:00:11.000]  對於我來說是一件很感恩的事
[00:00:11.000 --> 00:00:15.000]  因為疫情的指數已經很高
[00:00:15.000 --> 00:00:18.000]  其實我今天能夠站在這裡也不是必然
[00:00:18.000 --> 00:00:19.000]  甚至各位弟兄姊妹也是
[00:00:19.000 --> 00:00:21.000]  你們認不認同這件事
[00:00:21.000 --> 00:00:23.000]  因為隨時都會中招
[00:00:23.000 --> 00:00:25.000]  我們可否用掌聲給神
[00:00:25.000 --> 00:00:26.000]  感謝祂
[00:00:26.000 --> 00:00:28.000]  將榮耀歸給祂
[00:00:29.000 --> 00:00:34.000]  當第五波過了之後
[00:00:34.000 --> 00:00:37.000]  社會會有種氣氛
[00:00:37.000 --> 00:00:40.000]  一種很不尋常的氣氛
[00:00:40.000 --> 00:00:42.000]  不知道大家有沒有感受到
[00:00:42.000 --> 00:00:45.000]  甚至被感染的氣氛
[00:00:45.000 --> 00:00:47.000]  這種氣氛是什麼氣氛呢
[00:00:47.000 --> 00:00:49.000]  就是一種報復式的氣氛
[00:00:49.000 --> 00:00:53.000]  大家有沒有參與這個報復式的消費
[00:00:53.000 --> 00:00:56.000]  當中報復式的吃東西
[00:00:56.000 --> 00:01:00.000]  或者開始報復式的去旅行
[00:01:00.000 --> 00:01:05.000]  另外不知道有沒有人報復式的去看電影呢
[00:01:05.000 --> 00:01:06.000]  最近香港有一套電影
[00:01:06.000 --> 00:01:08.000]  很多人說的
[00:01:08.000 --> 00:01:13.000]  而這套電影其實已經在世界等了很久
[00:01:13.000 --> 00:01:14.000]  等了多久呢
[00:01:14.000 --> 00:01:16.000]  足足等了三十多年
[00:01:16.000 --> 00:01:18.000]  終於上映了
[00:01:18.000 --> 00:01:23.000]  這套電影是說美國空軍有一個訓練學校
[00:01:23.000 --> 00:01:26.000]  這間學校和其他空軍學校很不同
[00:01:26.000 --> 00:01:29.000]  因為他們訓練一些很優秀的機師
[00:01:29.000 --> 00:01:31.000]  再成為一個更加優秀的機師
[00:01:31.000 --> 00:01:33.000]  叫做The Best of the Best
[00:01:33.000 --> 00:01:36.000]  或者中文叫做優秀之中的優秀
[00:01:36.000 --> 00:01:40.000]  不知道大家知道我說哪一套電影呢
[00:01:40.000 --> 00:01:41.000]  聽到一點
[00:01:41.000 --> 00:01:43.000]  大家都有看到
[00:01:43.000 --> 00:01:47.000]  這套電影叫做壯志凌雲
[00:01:47.000 --> 00:01:50.000]  由於今天說到的經文
[00:01:50.000 --> 00:01:52.000]  有徵兵這個字
[00:01:52.000 --> 00:01:56.000]  所以我特別說這個講題叫做壯志凌雲
[00:01:56.000 --> 00:01:58.000]  徵兵學堂
[00:01:58.000 --> 00:02:02.000]  我都希望大家今天聽完之後
[00:02:02.000 --> 00:02:05.000]  都知道怎樣可以成為基督的徵兵
[00:02:05.000 --> 00:02:09.000]  壯志凌雲這套電影是關於空中戰鬥的片
[00:02:09.000 --> 00:02:12.000]  其實和我們基督徒很有關係
[00:02:12.000 --> 00:02:16.000]  其實我們都和一些空中戰鬥有關
[00:02:16.000 --> 00:02:18.000]  根據以弗所書
[00:02:18.000 --> 00:02:20.000]  是這樣說的
[00:02:20.000 --> 00:02:24.000]  因為我們並不是與屬血氣的爭戰
[00:02:24.000 --> 00:02:27.000]  乃是與執政的掌權的
[00:02:27.000 --> 00:02:29.000]  管轄者幽暗世界
[00:02:29.000 --> 00:02:33.000]  以及天空屬靈氣的惡魔爭戰
[00:02:33.000 --> 00:02:36.000]  基本上說到我們不是和血氣的爭戰
[00:02:36.000 --> 00:02:40.000]  乃是和空中掌權的惡者爭戰
[00:02:40.000 --> 00:02:43.000]  其實一個人或者一個組織
[00:02:43.000 --> 00:02:46.000]  甚至一個政府的邪惡
[00:02:46.000 --> 00:02:49.000]  其實是因為魔鬼利用人的驕傲
[00:02:49.000 --> 00:02:51.000]  或者自私
[00:02:51.000 --> 00:02:53.000]  甚至乎是人的恐懼
[00:02:53.000 --> 00:02:56.000]  製造出這麼多邪惡的事情
[00:02:56.000 --> 00:03:00.000]  今天來到五堂提摩太后書
[00:03:00.000 --> 00:03:03.000]  講道系列的第二講
[00:03:03.000 --> 00:03:05.000]  提摩太后書被譽為
[00:03:05.000 --> 00:03:11.000]  保羅對他的屬靈兒子提摩太所講的最後的祝福
[00:03:11.000 --> 00:03:16.000]  因為當時保羅在羅馬等候審判
[00:03:16.000 --> 00:03:20.000]  而他也意識到這次審判凶多吉少
[00:03:20.000 --> 00:03:22.000]  應該也是為主殉道
[00:03:22.000 --> 00:03:27.000]  於是他就寫了這封信給提摩太祝福他
[00:03:27.000 --> 00:03:31.000]  在《壯志靈魂》這套電影
[00:03:31.000 --> 00:03:32.000]  湯姆·克魯斯
[00:03:32.000 --> 00:03:33.000]  應該大家都認識
[00:03:33.000 --> 00:03:38.000]  湯姆·克魯斯飾演一個戰鬥機的軍官
