
[00:00:00.000 --> 00:00:06.000]  如果我問你,對於一個國家來說,最重要的是什麼?
[00:00:06.000 --> 00:00:08.000]  不知道你會回答什麼?
[00:00:08.000 --> 00:00:20.000]  是軍隊?是國土?是法律?是制度?是人?還是領袖?
[00:00:26.000 --> 00:00:33.000]  不知道你有沒有發覺在這幾個月之間,國際的格局都有很多微妙的變化
[00:00:33.000 --> 00:00:41.000]  這個候任總統特朗普,他知道他什麼時候上任嗎?
[00:00:41.000 --> 00:00:45.000]  星期一,即是後天才上任
[00:00:45.000 --> 00:00:50.000]  但其實他11月以來,他已經發揮了很強勁的影響力
[00:00:50.000 --> 00:01:01.000]  他放下口風,說一些沒人猜到的事情,他就已經足以動搖很多國家的領袖
[00:01:01.000 --> 00:01:08.000]  逼他們做一些行動,彷彿他的團隊已經在左右這個世界
[00:01:08.000 --> 00:01:13.000]  就連以色列哈馬斯的衝突都要說明明天停火
[00:01:13.000 --> 00:01:18.000]  即是他未上任,別人已經幾血幾分
[00:01:19.000 --> 00:01:28.000]  特朗普的強勢,引發出來的漣漪效應,究竟會為世界帶來和平還是更加爭端?
[00:01:28.000 --> 00:01:31.000]  我們身處香港,我們會不會被牽連呢?
[00:01:31.000 --> 00:01:34.000]  唯有上帝才知道
[00:01:34.000 --> 00:01:36.000]  下一頁
[00:01:36.000 --> 00:01:42.000]  耶穌基督以僕人君王的身份來到這個世界
[00:01:42.000 --> 00:01:47.000]  都為了整個人類社會帶來顛覆性的影響
[00:01:47.000 --> 00:01:50.000]  轉眼就已經過了二千年
[00:01:50.000 --> 00:01:56.000]  弟兄姊妹,今天耶穌基督在你們的生命中有多少影響力呢?
[00:01:56.000 --> 00:02:01.000]  今天講到的經文就在《馬可福音》,一章十四至十五節
[00:02:01.000 --> 00:02:10.000]  正正就是講到耶穌上場,他用宣講作為他即時的起始點
[00:02:10.000 --> 00:02:14.000]  耶穌出現,他說的內容對我們有什麼關係呢?
[00:02:14.000 --> 00:02:17.000]  我們一起讀這兩句經文吧
[00:02:17.000 --> 00:02:24.000]  約翰下監以後,耶穌來到加利利宣講上帝的福音
[00:02:24.000 --> 00:02:31.000]  說日期滿了,上帝的國近了,你們要悔改,信福音
[00:02:31.000 --> 00:02:34.000]  讓你先有禱告
[00:02:34.000 --> 00:02:38.000]  真理的聖靈,願你此刻打開我們的心
[00:02:38.000 --> 00:02:44.000]  讓我們每一個都可以聽明白,看清經文中所表達的訊息
[00:02:44.000 --> 00:02:51.000]  我們謙卑在你面前,幫助我們更深認識你這個怎樣的上帝
[00:02:51.000 --> 00:02:57.000]  求你憐憫誰聽,奉耶穌的名字祈求,阿們
[00:02:57.000 --> 00:03:01.000]  先講一下約翰福音的背景吧
[00:03:01.000 --> 00:03:05.000]  約翰福音作者是一個寫東西很急的人
[00:03:05.000 --> 00:03:11.000]  不是因為他寫字很快,而是他去記錄這些事蹟的時候
[00:03:11.000 --> 00:03:16.000]  他用一種很扮扮聲的節奏去記錄下來
[00:03:16.000 --> 00:03:23.000]  他在第一章的時候,他用這個原文叫做Ethios
[00:03:23.000 --> 00:03:29.000]  就是納迹、除迹、納克,一共用了11次
[00:03:29.000 --> 00:03:37.000]  作者在第一章用了短短五節就很快地交代了耶穌的受洗和受試探
[00:03:37.000 --> 00:03:42.000]  下一個頁,再下一個頁
[00:03:42.000 --> 00:03:47.000]  經文一開始就交代了約翰的去向
[00:03:47.000 --> 00:03:49.000]  約翰是誰呢?
[00:03:49.000 --> 00:03:57.000]  為什麼要值得馬可在這個扮扮聲的故事裡花筆墨去形容,去寫下他的去向呢?
[00:03:57.000 --> 00:04:03.000]  原來這個約翰就是那位走在耶穌前面的開路者
[00:04:03.000 --> 00:04:06.000]  那是什麼意思呢?
[00:04:06.000 --> 00:04:12.000]  大家也去過教堂的婚禮吧?有沒有去過?
[00:04:12.000 --> 00:04:16.000]  在禮堂中間鋪著紅地毯
[00:04:16.000 --> 00:04:24.000]  新郎哥、主禮、Exor牧師一起在台前等美麗的新娘子進場
[00:04:24.000 --> 00:04:33.000]  通常在主角新娘進場前,也會有花兒在前面拍花,一邊走一邊走
[00:04:33.000 --> 00:04:37.000]  之後就有伴娘在前面先行
[00:04:37.000 --> 00:04:43.000]  不知道你們有沒有想過,為什麼會有伴娘進場這個環節呢?
[00:04:43.000 --> 00:04:45.000]  你們知道嗎?
[00:04:45.000 --> 00:04:48.000]  明明這個婚禮是屬於一對新人的
[00:04:48.000 --> 00:04:52.000]  為什麼要用賓客的時間去聚焦在一個不認識的人身上
[00:04:52.000 --> 00:04:56.000]  慢慢看著他一步一步地走呢?
[00:04:56.000 --> 00:05:04.000]  伴娘半脫著琴音,一步一步在眾人中間走過
[00:05:04.000 --> 00:05:09.000]  彷彿幫新娘子開路
[00:05:09.000 --> 00:05:15.000]  好像在告訴別人,你所期待的人在後面
[00:05:15.000 --> 00:05:18.000]  請大家保持安靜
[00:05:18.000 --> 00:05:23.000]  準備你的手機,新娘子即將要進場
[00:05:23.000 --> 00:05:29.000]  這個神聖嚴肅美麗的婚禮要開始
[00:05:29.000 --> 00:05:35.000]  在古今中外,每逢有國家領袖出行
[00:05:35.000 --> 00:05:38.000]  一定會有先鋒在前面打頭陣
[00:05:38.000 --> 00:05:42.000]  一方面打探前面有沒有危險
[00:05:42.000 --> 00:05:45.000]  另一方面是知會當地的民眾
[00:05:45.000 --> 00:05:51.000]  「王正在來,預備,穿上一件有體面的衣服」
[00:05:51.000 --> 00:05:55.000]  「或者至少保持道路暢通」
[00:05:55.000 --> 00:06:03.000]  先鋒的存在就是為了要凸顯後方將要來的人
[00:06:03.000 --> 00:06:05.000]  下一頁
[00:06:05.000 --> 00:06:08.000]  約翰許華
[00:06:08.000 --> 00:06:13.000]  「有一位在我以後來的能力比我更大」
[00:06:13.000 --> 00:06:18.000]  「我即使彎腰給他解鞋帶都不配」
[00:06:18.000 --> 00:06:21.000]  其實施洗約翰也一樣
[00:06:21.000 --> 00:06:25.000]  他是曠野宣講悔改的洗禮
[00:06:25.000 --> 00:06:27.000]  下一頁
[00:06:27.000 --> 00:06:34.000]  為了要迎接即將要來的主角
[00:06:34.000 --> 00:06:39.000]  這個就是以色列人引頸二代的尼塞亞
[00:06:39.000 --> 00:06:45.000]  是舊約先知一直在預言的受高者
[00:06:45.000 --> 00:06:48.000]  是習君王先知制使於一生的那一位
[00:06:48.000 --> 00:06:51.000]  他即將要快來到
[00:06:51.000 --> 00:06:53.000]  新的世代要即將來臨
[00:06:53.000 --> 00:06:57.000]  我們要保持期待的心
[00:06:57.000 --> 00:07:00.000]  我們要預備自己
[00:07:00.000 --> 00:07:02.000]  穿起你的頸銜
[00:07:02.000 --> 00:07:04.000]  帶上你的悔改
[00:07:04.000 --> 00:07:06.000]  這個很嚴肅的命令
[00:07:06.000 --> 00:07:12.000]  但自己的後果是要自負
[00:07:12.000 --> 00:07:14.000]  施洗約翰很清楚
[00:07:14.000 --> 00:07:19.000]  他知道自己的角色是要引領人去到耶穌基督面前
[00:07:19.000 --> 00:07:22.000]  因為耶穌才是那位基督
[00:07:22.000 --> 00:07:24.000]  才是救主
[00:07:24.000 --> 00:07:26.000]  焦點在耶穌身上
[00:07:26.000 --> 00:07:28.000]  教會
[00:07:28.000 --> 00:07:30.000]  我們作為基督的身體
[00:07:30.000 --> 00:07:34.000]  今天我們人生焦點放在哪裏呢
[00:07:34.000 --> 00:07:36.000]  我們凸顯哪一個呢
[00:07:36.000 --> 00:07:44.000]  如今施洗約翰下監
[00:07:44.000 --> 00:07:48.000]  標誌著這個配角的任務已經完成
[00:07:48.000 --> 00:07:52.000]  舞台的射燈慢慢轉移離開約翰
[00:07:52.000 --> 00:07:55.000]  作者是邀請讀者即是我們
[00:07:55.000 --> 00:07:59.000]  去將目光專注在耶穌身上
[00:07:59.000 --> 00:08:03.000]  這個實現預言的主角身上
[00:08:04.000 --> 00:08:08.000]  願意我們繼續聚焦聆聽
[00:08:08.000 --> 00:08:12.000]  我們這個主角要跟我們說些甚麼
[00:08:12.000 --> 00:08:14.000]  下半句
[00:08:14.000 --> 00:08:16.000]  他說
[00:08:16.000 --> 00:08:18.000]  耶穌來到加利利
[00:08:18.000 --> 00:08:20.000]  宣講上帝的福音
[00:08:20.000 --> 00:08:22.000]  日期滿了
[00:08:22.000 --> 00:08:24.000]  上帝的國近了
