
[00:00:00.000 --> 00:00:02.000]  (待續)
[00:00:02.000 --> 00:00:03.560]  (主持人:早安,大英姐妹)
[00:00:03.560 --> 00:00:05.080]  (主持人:你好,早安)
[00:00:05.080 --> 00:00:06.280]  (主持人:早安)
[00:00:06.280 --> 00:00:09.120]  (主持人:歡迎小六星中的大英姐妹來到)
[00:00:09.120 --> 00:00:12.360]  (主持人:也歡迎本身是初中的哥哥姐姐)
[00:00:12.360 --> 00:00:14.120]  (主持人:記住,後面的哥哥姐姐)
[00:00:14.120 --> 00:00:16.400]  (主持人:今天你們是榜樣)
[00:00:16.400 --> 00:00:18.240]  (主持人:因為我們小六星中的大英姐妹)
[00:00:18.240 --> 00:00:20.640]  (主持人:上廁所時,看到你後面打機)
[00:00:20.640 --> 00:00:22.960]  (主持人:我就把你拉出來,把你扔進廁所)
[00:00:22.960 --> 00:00:24.280]  (主持人:告訴你)
[00:00:24.280 --> 00:00:27.200]  (主持人:好,歡迎大家來到崇拜)
[00:00:27.200 --> 00:00:28.480]  (主持人:感謝剛才敬拜隊)
[00:00:28.560 --> 00:00:30.840]  (主持人:一群哥哥姐姐帶我們敬拜)
[00:00:30.840 --> 00:00:32.080]  (主持人:小六星中的你們)
[00:00:32.080 --> 00:00:33.360]  (主持人:有否覺得一上來)
[00:00:33.360 --> 00:00:36.240]  (主持人:被人罰20分鐘站立很可憐)
[00:00:36.240 --> 00:00:37.280]  (主持人:也有一點)
[00:00:37.280 --> 00:00:38.920]  (主持人:不過可能你不知道)
[00:00:38.920 --> 00:00:40.360]  (主持人:師哥敬拜是甚麼)
[00:00:40.360 --> 00:00:42.080]  (主持人:所以你覺得要罰站立)
[00:00:42.080 --> 00:00:44.960]  (主持人:其實師哥敬拜是藉著師哥)
[00:00:44.960 --> 00:00:46.040]  (主持人:藉著唱歌)
[00:00:46.040 --> 00:00:49.400]  (主持人:用歌詞讚美我們的上帝)
[00:00:49.400 --> 00:00:50.640]  (主持人:有時我們也不懂得)
[00:00:50.640 --> 00:00:52.040]  (主持人:去讚美我們的上帝)
[00:00:52.040 --> 00:00:55.440]  (主持人:但我們學習唱歌時)
[00:00:55.520 --> 00:00:58.320]  (主持人:其實是代替我們心中的說話)
[00:00:58.320 --> 00:01:01.640]  (主持人:希望你慢慢在上到中學時)
[00:01:01.640 --> 00:01:03.480]  (主持人:上到青少部時)
[00:01:03.480 --> 00:01:05.200]  (主持人:你也能一起學習唱歌)
[00:01:05.200 --> 00:01:07.000]  (主持人:一起去讚美上帝)
[00:01:07.000 --> 00:01:08.840]  (主持人:是我們剛才做的)
[00:01:08.840 --> 00:01:09.640]  (主持人:所以可能你說)
[00:01:09.640 --> 00:01:10.320]  (主持人:我不懂得唱歌)
[00:01:10.320 --> 00:01:12.000]  (主持人:好像被罰站立了一會)
[00:01:12.000 --> 00:01:13.520]  (主持人:不要緊,你慢慢懂得唱歌時)
[00:01:13.520 --> 00:01:16.720]  (主持人:其實讚美上帝是一個很好的時刻)
[00:01:16.720 --> 00:01:20.120]  (主持人:好,今天進入講道的時間)
[00:01:20.120 --> 00:01:22.000]  (主持人:看到有一個泡沫)
[00:01:22.000 --> 00:01:24.000]  (主持人:我今天的題目叫做)
[00:01:24.040 --> 00:01:25.240]  (主持人:More than enough)
[00:01:25.240 --> 00:01:26.960]  (主持人:綽綽有餘的供應)
[00:01:26.960 --> 00:01:29.800]  (主持人:可能你小六星中剛上來的)
[00:01:29.800 --> 00:01:31.440]  (主持人:弟兄姊妹,你不明白)
[00:01:31.440 --> 00:01:33.640]  (主持人:我介紹一下自己,我叫阿君)
[00:01:33.640 --> 00:01:35.680]  (主持人:我是青少部的傳導人)
[00:01:35.680 --> 00:01:37.600]  (主持人:我在傳導人中)
[00:01:37.600 --> 00:01:39.800]  (主持人:有一個出名的地方)
[00:01:39.800 --> 00:01:42.120]  (主持人:就是出名英文差)
[00:01:42.120 --> 00:01:45.720]  (主持人:所以我們青少部有六個傳導人)
[00:01:45.720 --> 00:01:48.000]  (主持人:我們出名英文最差的那個)
[00:01:48.000 --> 00:01:50.200]  (主持人:話說我上兩星期)
[00:01:50.200 --> 00:01:51.880]  (主持人:加入了一個中一小組)
[00:01:51.880 --> 00:01:53.440]  (主持人:我一進去的時候)
[00:01:53.520 --> 00:01:56.200]  (主持人:有兩個年輕女孩子)
[00:01:56.200 --> 00:01:58.480]  (主持人:我是導師)
[00:01:58.480 --> 00:02:01.400]  (主持人:帶著六、七個組員)
[00:02:01.400 --> 00:02:05.000]  (主持人:其中有兩個女孩子是說英文的)
[00:02:05.000 --> 00:02:06.800]  (主持人:我嘗試在查經的時候)
[00:02:06.800 --> 00:02:10.280]  (主持人:用我的英文翻譯中文聖經給她聽)
[00:02:10.280 --> 00:02:12.080]  (主持人:誰知道我得到一個評語)
[00:02:12.080 --> 00:02:15.040]  (主持人:有一個男孩子好像今天沒有回家)
[00:02:15.040 --> 00:02:15.920]  (主持人:他問我)
[00:02:15.920 --> 00:02:17.640]  (主持人:你小學有沒有讀過英文)
[00:02:17.640 --> 00:02:19.160]  (主持人:你這樣也不懂)
[00:02:19.160 --> 00:02:21.560]  (主持人:我為了展示我懂英文)
[00:02:21.640 --> 00:02:24.240]  (主持人:我寫了這麼多字)
[00:02:24.240 --> 00:02:26.240]  (主持人:不過放心,除了題目是英文)
[00:02:26.240 --> 00:02:28.280]  (主持人:全篇講章都是中文)
[00:02:28.280 --> 00:02:30.720]  (主持人:就是這麼多,我只有這麼多)
[00:02:30.720 --> 00:02:34.080]  (主持人:這是你第一個對我的認識)
[00:02:34.080 --> 00:02:36.760]  (主持人:不過今天仍然很想說聖經)
[00:02:36.760 --> 00:02:38.600]  (主持人:聖經中有23篇講)
[00:02:38.600 --> 00:02:40.960]  (主持人:「卓卓有餘的公認」,是甚麼來的)
[00:02:40.960 --> 00:02:42.560]  (主持人:我不知道,先不用這麼快)
[00:02:42.560 --> 00:02:44.360]  (主持人:回到第一頁就行了)
[00:02:44.360 --> 00:02:46.000]  (主持人:是甚麼來的)
[00:02:46.000 --> 00:02:47.320]  (主持人:我想問你們)
[00:02:47.320 --> 00:02:50.720]  (主持人:你們平時有沒有一些需要被限制)
[00:02:50.800 --> 00:02:54.080]  (主持人:例如你們的無線網絡)
[00:02:54.080 --> 00:02:57.440]  (主持人:到某個時刻就會停止了)
[00:02:57.440 --> 00:02:59.920]  (主持人:可能不知道多少Mbps、Gbps)
[00:02:59.920 --> 00:03:01.080]  (主持人:就會說「沒有了」)
[00:03:01.080 --> 00:03:04.480]  (主持人:媽媽就限制我的電話,不能用了)
[00:03:04.480 --> 00:03:05.480]  (主持人:有沒有限制…)
[00:03:05.480 --> 00:03:06.880]  (主持人:我剛才聽到打機)
[00:03:06.880 --> 00:03:09.240]  (主持人:限制一天多少分鐘)
[00:03:09.240 --> 00:03:13.240]  (主持人:如果還未做完功課就不能…)
[00:03:13.240 --> 00:03:15.920]  (主持人:或者你們休息也有限制)
[00:03:15.920 --> 00:03:17.200]  (主持人:就是你們休息後)
[00:03:17.200 --> 00:03:20.440]  (主持人:媽媽會叫爸爸叫你快點睡覺)
[00:03:20.520 --> 00:03:23.800]  (主持人:之後你們想玩、做其他事)
[00:03:23.800 --> 00:03:25.640]  (主持人:但又沒有)
[00:03:25.640 --> 00:03:28.680]  (主持人:其實我們生活中的需要)
[00:03:28.680 --> 00:03:30.120]  (主持人:都有很多限制)
[00:03:30.120 --> 00:03:31.440]  (主持人:不知道你們有沒有見過)
[00:03:31.440 --> 00:03:32.600]  (主持人:或者有沒有經驗過)
[00:03:32.600 --> 00:03:34.880]  (主持人:一個像這個題目的)
[00:03:34.880 --> 00:03:38.200]  (主持人:就是「More than enough」的打機時間)
[00:03:38.200 --> 00:03:39.120]  (主持人:或者有沒有一個)
[00:03:39.120 --> 00:03:41.920]  (主持人:「More than enough」的休息時間)
[00:03:41.920 --> 00:03:44.000]  (主持人:或者有沒有「More than enough」的)
[00:03:44.000 --> 00:03:45.400]  (主持人:你想買甚麼就買甚麼)
[00:03:45.400 --> 00:03:48.040]  (主持人:或者你想要甚麼就要甚麼)
[00:03:48.720 --> 00:03:49.440]  (主持人:不知道)
[00:03:49.440 --> 00:03:51.320]  (主持人:我想我們父母對我們)
[00:03:51.320 --> 00:03:53.640]  (主持人:可能在教導中)
[00:03:53.640 --> 00:03:56.240]  (主持人:他們都有限制)
[00:03:56.240 --> 00:03:57.640]  (主持人:你一天只有24小時)
[00:03:57.640 --> 00:03:58.520]  (主持人:我讓你玩遊戲機)
[00:03:58.520 --> 00:04:00.680]  (主持人:那你怎樣吃飯)
[00:04:00.680 --> 00:04:01.760]  (主持人:怎樣跟他聊天)
[00:04:01.760 --> 00:04:02.760]  (主持人:怎樣讀書)
[00:04:02.760 --> 00:04:04.160]  (主持人:都有很多限制)
