
[00:00:00.000 --> 00:00:05.000]  我自己十九歲的時候是信耶穌的
[00:00:05.000 --> 00:00:07.000]  我信耶穌的時候就想
[00:00:07.000 --> 00:00:09.000]  我十九歲而已
[00:00:09.000 --> 00:00:11.000]  這個信仰一生之久
[00:00:11.000 --> 00:00:12.000]  我怎麼持守呢
[00:00:12.000 --> 00:00:15.000]  那時候真的沒什麼底
[00:00:15.000 --> 00:00:18.000]  我記得早前遇到一位
[00:00:18.000 --> 00:00:19.000]  跟我一起洗禮的姐妹
[00:00:19.000 --> 00:00:20.000]  她說
[00:00:20.000 --> 00:00:22.000]  家喬我覺得你那時候的屬靈生命很差
[00:00:22.000 --> 00:00:24.000]  洗禮的時候
[00:00:24.000 --> 00:00:25.000]  怎麼差呢
[00:00:25.000 --> 00:00:27.000]  她說那時候我看到你坐在那裡等洗禮
[00:00:27.000 --> 00:00:30.000]  你睡著了 牧師說到的時候
[00:00:30.000 --> 00:00:33.000]  那時候你醒來不停地寫東西
[00:00:33.000 --> 00:00:35.000]  她問我那時候你寫什麼
[00:00:35.000 --> 00:00:37.000]  她當時問我寫什麼
[00:00:37.000 --> 00:00:40.000]  我馬上寫我要上台講見證
[00:00:40.000 --> 00:00:42.000]  那時候才寫 睡醒之後
[00:00:42.000 --> 00:00:46.000]  我還記得我講見證講什麼
[00:00:46.000 --> 00:00:48.000]  我講見證講了
[00:00:48.000 --> 00:00:50.000]  《約翰福音》六章三十七節
[00:00:50.000 --> 00:00:51.000]  聖經說
[00:00:51.000 --> 00:00:53.000]  耶穌應許那
[00:00:53.000 --> 00:00:54.000]  到我這裡來的
[00:00:54.000 --> 00:00:56.000]  我還不丟棄他
[00:00:56.000 --> 00:00:58.000]  神給我這個經文
[00:00:58.000 --> 00:01:01.000]  他知道神會保守我一生之久
[00:01:01.000 --> 00:01:03.000]  這是我洗禮見證的經文
[00:01:03.000 --> 00:01:05.000]  不過後來當那位姐妹提醒我
[00:01:05.000 --> 00:01:07.000]  我洗禮那天的表現的時候
[00:01:07.000 --> 00:01:09.000]  令我相當慚愧
[00:01:09.000 --> 00:01:12.000]  真是上帝的恩典直到今天
[00:01:12.000 --> 00:01:14.000]  加勒大書成書的時候
[00:01:14.000 --> 00:01:15.000]  保羅作為猶太人
[00:01:15.000 --> 00:01:17.000]  他首先講明
[00:01:17.000 --> 00:01:20.000]  人稱義從來不是靠律法
[00:01:20.000 --> 00:01:22.000]  是單單憑順耶穌基督
[00:01:22.000 --> 00:01:24.000]  這個我們都明白
[00:01:24.000 --> 00:01:28.000]  但其實當時猶太的信徒和保羅的分別
[00:01:28.000 --> 00:01:31.000]  不是單單在乎人怎樣稱義的問題
[00:01:31.000 --> 00:01:34.000]  更加在乎救恩的持守的問題
[00:01:34.000 --> 00:01:37.000]  他說既然人稱義不是憑律法
[00:01:37.000 --> 00:01:39.000]  那他是不是以後都不用憑律法
[00:01:39.000 --> 00:01:40.000]  信了之後
[00:01:40.000 --> 00:01:41.000]  我們常常用那句
[00:01:41.000 --> 00:01:43.000]  是不是一次得救永遠得救
[00:01:43.000 --> 00:01:45.000]  是不是可以殺人放火
[00:01:45.000 --> 00:01:46.000]  是不是可以姦淫擄掠
[00:01:46.000 --> 00:01:48.000]  是不是可以作假見證
[00:01:48.000 --> 00:01:50.000]  那不就亂七八糟
[00:01:50.000 --> 00:01:51.000]  所以他在說
[00:01:51.000 --> 00:01:53.000]  那麼你因基督稱義
[00:01:53.000 --> 00:01:55.000]  就可以刑事罪人嗎
[00:01:55.000 --> 00:01:56.000]  他問這句話
[00:01:56.000 --> 00:01:58.000]  我們就從這裡開始讀
[00:01:58.000 --> 00:02:00.000]  在加勒大書第二章十七節
[00:02:00.000 --> 00:02:03.000]  我會在這裡說到三章十四節
[00:02:03.000 --> 00:02:05.000]  我們一起讀
[00:02:05.000 --> 00:02:06.000]  一二三
[00:02:06.000 --> 00:02:10.000]  我們若求在基督裡稱義
[00:02:10.000 --> 00:02:13.000]  自己卻還被視為罪人
[00:02:13.000 --> 00:02:16.000]  那麼基督是罪的用人嗎
[00:02:16.000 --> 00:02:18.000]  絕對不是
[00:02:18.000 --> 00:02:22.000]  如果我重新建造我所拆毀的
[00:02:22.000 --> 00:02:26.000]  我證明自己是違反律法的人
[00:02:26.000 --> 00:02:29.000]  我因律法而向律法死了
[00:02:29.000 --> 00:02:32.000]  使我可以向神活著
[00:02:32.000 --> 00:02:35.000]  我已經與基督同釘十字架
[00:02:35.000 --> 00:02:38.000]  現在活著的不再是我
[00:02:38.000 --> 00:02:42.000]  乃是基督在我裡面活著
[00:02:42.000 --> 00:02:45.000]  並且我如今在肉身活著
[00:02:45.000 --> 00:02:48.000]  是因信神的兒子而活
[00:02:48.000 --> 00:02:51.000]  他是愛我為我捨己
[00:02:51.000 --> 00:02:53.000]  我不廢掉神的恩
[00:02:53.000 --> 00:02:57.000]  如果義是藉著律法而獲得
[00:02:57.000 --> 00:03:00.000]  那麼基督就白白死了
[00:03:00.000 --> 00:03:02.000]  無知的加勒大人啊
[00:03:02.000 --> 00:03:05.000]  耶穌基督釘十字架
[00:03:05.000 --> 00:03:08.000]  已經活現在你們眼前
[00:03:08.000 --> 00:03:11.000]  誰有迷惑了你們呢
[00:03:11.000 --> 00:03:14.000]  這是我唯一要問你們的
[00:03:14.000 --> 00:03:16.000]  你們領受了聖靈
[00:03:16.000 --> 00:03:18.000]  是因律法的行為
[00:03:18.000 --> 00:03:21.000]  或是因聽信福音呢
[00:03:21.000 --> 00:03:24.000]  你們既然以聖靈開始
[00:03:24.000 --> 00:03:27.000]  如今竟要以肉身終結嗎
[00:03:27.000 --> 00:03:30.000]  你們是這樣的無知嗎
[00:03:30.000 --> 00:03:33.000]  你們受這麼多的苦
[00:03:33.000 --> 00:03:35.000]  都是徒然的嗎
[00:03:35.000 --> 00:03:37.000]  如果真是徒然的
[00:03:37.000 --> 00:03:40.000]  那麼神賜給你們聖靈
[00:03:40.000 --> 00:03:44.000]  又絕你們中間行義能
[00:03:44.000 --> 00:03:46.000]  是因律法的行為
[00:03:46.000 --> 00:03:49.000]  或是因聽信福音呢
[00:03:49.000 --> 00:03:52.000]  正如亞伯拉罕信了神
[00:03:52.000 --> 00:03:54.000]  這就算他為義
[00:03:54.000 --> 00:03:56.000]  所以你們知道
[00:03:56.000 --> 00:03:58.000]  有信心的人
[00:03:58.000 --> 00:04:01.000]  才是亞伯拉罕的子孫
[00:04:01.000 --> 00:04:03.000]  聖經既然預先看見
[00:04:03.000 --> 00:04:07.000]  神要使外邦人恩信稱義
[00:04:07.000 --> 00:04:11.000]  預先傳福音給亞伯拉罕說
[00:04:11.000 --> 00:04:14.000]  萬國都必因你得福
[00:04:14.000 --> 00:04:16.000]  可見哪有信心的人
[00:04:16.000 --> 00:04:21.000]  和有信心的亞伯拉罕一同得福
[00:04:21.000 --> 00:04:23.000]  凡出於律法的行為
[00:04:23.000 --> 00:04:25.000]  都是受詛咒的
[00:04:25.000 --> 00:04:27.000]  因為經上記著
[00:04:27.000 --> 00:04:31.000]  凡不持守律法書上所記的
[00:04:31.000 --> 00:04:33.000]  一切而去行的
[00:04:33.000 --> 00:04:35.000]  都是受詛咒的
[00:04:35.000 --> 00:04:38.000]  沒有一個人靠著律法
[00:04:38.000 --> 00:04:40.000]  在神面前稱義
[00:04:40.000 --> 00:04:42.000]  這是明顯的
[00:04:42.000 --> 00:04:44.000]  因為經上說
[00:04:44.000 --> 00:04:46.000]  義人必因信得生
[00:04:46.000 --> 00:04:49.000]  律法並不出於信
[00:04:49.000 --> 00:04:50.000]  而是說
[00:04:50.000 --> 00:04:54.000]  行者之事的就必因此得生
[00:04:54.000 --> 00:04:57.000]  既然基督為我們承了詛咒
[00:04:57.000 --> 00:05:02.000]  就把我們從律法的詛咒中贖出來
[00:05:02.000 --> 00:05:04.000]  因為經上記著
[00:05:04.000 --> 00:05:06.000]  凡掛在木頭上的
[00:05:06.000 --> 00:05:09.000]  都是受詛咒的
[00:05:09.000 --> 00:05:12.000]  而這事要使亞伯拉罕的福
[00:05:12.000 --> 00:05:16.000]  因著基督耶穌臨到外邦人
[00:05:16.000 --> 00:05:20.000]  使我們能因信得著所應許的聖靈
[00:05:20.000 --> 00:05:22.000]  我們一起禱告吧
[00:05:22.000 --> 00:05:26.000]  主要是求你親自給我們明白神的話
[00:05:26.000 --> 00:05:30.000]  以致我們能夠在你的面前
[00:05:30.000 --> 00:05:32.000]  依靠聖靈過我們每一天
[00:05:32.000 --> 00:05:35.000]  我們這樣禱告奉主名求
[00:05:35.000 --> 00:05:38.000]  當時猶太人問的問題是
[00:05:38.000 --> 00:05:41.000]  一次得救永遠得救
[00:05:41.000 --> 00:05:43.000]  你不用守律法嗎
[00:05:43.000 --> 00:05:45.000]  你能否殺人放火奸淫擄掠嗎
[00:05:45.000 --> 00:05:47.000]  這是一個問題
[00:05:47.000 --> 00:05:49.000]  保羅的回答很肯定
[00:05:49.000 --> 00:05:50.000]  絕對不是
[00:05:50.000 --> 00:05:53.000]  如果我重新建造我所策略的
[00:05:53.000 --> 00:05:55.000]  這就證明自己是違反律法的人
[00:05:55.000 --> 00:05:57.000]  我們要很小心聽保羅說什麼
[00:05:57.000 --> 00:05:59.000]  保羅點出律法一個功用
[00:05:59.000 --> 00:06:01.000]  就是分隔
[00:06:01.000 --> 00:06:02.000]  分別出來
[00:06:02.000 --> 00:06:04.000]  我們說分別為性
[00:06:04.000 --> 00:06:06.000]  我們知道律法有個作用
[00:06:06.000 --> 00:06:07.000]  是分別出來的
[00:06:07.000 --> 00:06:10.000]  律法將猶太人屬神的指紋以色列文分別出來
[00:06:10.000 --> 00:06:12.000]  你開店舖開七天
[00:06:12.000 --> 00:06:13.000]  我開店舖開六天
[00:06:13.000 --> 00:06:14.000]  第七天休息
[00:06:14.000 --> 00:06:15.000]  這樣是分別出來的
[00:06:15.000 --> 00:06:17.000]  不是啊 第七天舖租很貴
[00:06:17.000 --> 00:06:19.000]  我就是分別出來不做那天
[00:06:19.000 --> 00:06:20.000]  我們都可以接受
[00:06:20.000 --> 00:06:21.000]  你兒子七天讀書
[00:06:21.000 --> 00:06:23.000]  我兒子考DSE之前第七天都不讀書
[00:06:23.000 --> 00:06:25.000]  不是說我兒子是這樣
[00:06:25.000 --> 00:06:26.000]  假設是這樣的時候
[00:06:26.000 --> 00:06:28.000]  你是分別出來的
[00:06:28.000 --> 00:06:29.000]  你是休息下來
[00:06:29.000 --> 00:06:30.000]  我也鼓勵我兒子這樣做
[00:06:30.000 --> 00:06:32.000]  你那天要回教會
[00:06:32.000 --> 00:06:34.000]  應該這樣做
[00:06:34.000 --> 00:06:36.000]  律法使人分別出來
[00:06:36.000 --> 00:06:39.000]  但是保羅說這個分別他已經拆毀了
[00:06:39.000 --> 00:06:41.000]  他拆毀了不會重新建造
[00:06:41.000 --> 00:06:46.000]  說明律法最終的目的是拆毀自己
[00:06:46.000 --> 00:06:48.000]  是使你離開他
[00:06:48.000 --> 00:06:51.000]  這個分別是會消失的
[00:06:51.000 --> 00:06:52.000]  我們之後再說
[00:06:52.000 --> 00:06:54.000]  保羅在這裡說到救恩的保守
[00:06:54.000 --> 00:06:56.000]  他想說的一點很重要
[00:06:56.000 --> 00:06:58.000]  我們走我們的救恩
[00:06:58.000 --> 00:06:59.000]  不單止我們得救不是憑律法
[00:06:59.000 --> 00:07:01.000]  我們走我們的救恩也不是憑律法
[00:07:01.000 --> 00:07:04.000]  這是保羅和猶太人最大的分別
[00:07:04.000 --> 00:07:06.000]  在加拿大書中最大的分別
[00:07:06.000 --> 00:07:08.000]  我們走在救恩也不是憑律法
[00:07:08.000 --> 00:07:09.000]  憑什麼呢
[00:07:09.000 --> 00:07:11.000]  加拿大書有一個很重要的重點
[00:07:11.000 --> 00:07:17.000]  保羅說都是憑十字架
[00:07:17.000 --> 00:07:19.000]  所以19-20節他說
[00:07:19.000 --> 00:07:21.000]  我因律法而向律法死了
[00:07:21.000 --> 00:07:23.000]  使我可以向神活著
[00:07:23.000 --> 00:07:25.000]  我已經與基督同釘十字架
[00:07:25.000 --> 00:07:27.000]  現在活著的不再是我
[00:07:27.000 --> 00:07:29.000]  乃是基督在我裡面活著
[00:07:29.000 --> 00:07:31.000]  並且我如今在肉身活著
[00:07:31.000 --> 00:07:33.000]  使因信神的兒子而活
[00:07:33.000 --> 00:07:35.000]  他是愛我為我捨己
[00:07:35.000 --> 00:07:37.000]  聖母有三寶
[00:07:37.000 --> 00:07:39.000]  十架都有三寶
[00:07:39.000 --> 00:07:40.000]  我在這裡說三寶
[00:07:40.000 --> 00:07:43.000]  第一個寶就是在十字架上有一個很大的變化
[00:07:43.000 --> 00:07:45.000]  一個舊的我死了
[00:07:45.000 --> 00:07:46.000]  一個新的我出現了
[00:07:46.000 --> 00:07:47.000]  這個我們從來看不到
[00:07:47.000 --> 00:07:49.000]  你也是那個你
[00:07:49.000 --> 00:07:50.000]  你走在街上也是那個你
[00:07:50.000 --> 00:07:52.000]  你身份證也沒有改名也沒有改性別
[00:07:52.000 --> 00:07:53.000]  也沒有改年齡
[00:07:53.000 --> 00:07:55.000]  都是那個你
[00:07:55.000 --> 00:07:59.000]  我們近來很多人都有去打
[00:07:59.000 --> 00:08:01.000]  不是流感針
[00:08:01.000 --> 00:08:05.000]  是新型肺炎
