
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹朋友們平安
[00:00:03.000 --> 00:00:06.600]  很感恩可以今天回到教會中
[00:00:06.600 --> 00:00:08.600]  分享神的話語
[00:00:08.600 --> 00:00:11.600]  我相信在座的弟兄姊妹
[00:00:11.600 --> 00:00:14.000]  過去都一直回到教會
[00:00:14.000 --> 00:00:17.400]  相信對教會神的家都不陌生
[00:00:17.400 --> 00:00:21.000]  但是今天講題可能有些衝擊
[00:00:21.000 --> 00:00:23.000]  所以你準備好自己的心
[00:00:23.000 --> 00:00:26.000]  讓大家可以勝在
[00:00:26.000 --> 00:00:28.200]  我首先想告訴大家
[00:00:28.200 --> 00:00:30.400]  有個弟兄問過我一條問題
[00:00:30.400 --> 00:00:32.400]  他問我有沒有看過近期一齣
[00:00:32.400 --> 00:00:35.200]  古裝懸疑電視劇集
[00:00:35.200 --> 00:00:38.000]  《清明上河》那套密碼
[00:00:38.000 --> 00:00:40.000]  有沒有看過?請舉手
[00:00:40.000 --> 00:00:44.000]  很少而已,奇怪
[00:00:44.000 --> 00:00:47.000]  我問過很多弟兄姊妹他們都有看
[00:00:47.000 --> 00:00:49.000]  他說這套劇挺懸疑的
[00:00:49.000 --> 00:00:52.800]  之後弟兄給了我兩張圖片
[00:00:52.800 --> 00:00:54.000]  叫我解解碼
[00:00:54.000 --> 00:00:56.000]  就是這兩張圖片
[00:00:56.000 --> 00:00:58.000]  可不可以出一出
[00:00:58.000 --> 00:01:00.000]  這兩張圖片
[00:01:00.000 --> 00:01:04.000]  他問我你看看這兩張圖片所為何事
[00:01:04.000 --> 00:01:07.000]  我就問弟兄我不是福爾摩斯
[00:01:07.000 --> 00:01:11.000]  我又不是劇中的男主角
[00:01:11.000 --> 00:01:14.000]  如果我解錯會不會害了你
[00:01:14.000 --> 00:01:16.000]  他說不會
[00:01:16.000 --> 00:01:18.000]  結果我就嘗試一下
[00:01:18.000 --> 00:01:20.000]  我看看這幅圖
[00:01:20.000 --> 00:01:22.000]  從圖片裡面
[00:01:22.000 --> 00:01:27.000]  這些電子設備我相信是受過暴力的對待
[00:01:27.000 --> 00:01:30.000]  應該是人為不是意外造成
[00:01:30.000 --> 00:01:33.000]  因為你看電子屏幕上的損壞
[00:01:33.000 --> 00:01:35.000]  是隨機的破壞
[00:01:35.000 --> 00:01:39.000]  弟兄之後再給我兩張圖片
[00:01:39.000 --> 00:01:42.000]  他說這兩張圖片再給我看的時候
[00:01:42.000 --> 00:01:44.000]  我嘩一聲好像大家一樣
[00:01:44.000 --> 00:01:47.000]  所有的電子設備遭受毀滅性的破壞
[00:01:47.000 --> 00:01:53.000]  我相信破壞者和事主有很大的仇口
[00:01:53.000 --> 00:01:57.000]  我問弟兄不會是你的家吧
[00:01:57.000 --> 00:01:59.000]  他說不是
[00:01:59.000 --> 00:02:02.000]  我再問他是不是團契弟兄姐妹的家
[00:02:02.000 --> 00:02:04.000]  他說也不是
[00:02:04.000 --> 00:02:08.000]  我希望不是在座任何一位弟兄姐妹朋友的家
[00:02:08.000 --> 00:02:10.000]  如果是你也不要舉手
[00:02:10.000 --> 00:02:14.000]  如果如有類同實屬巧合
[00:02:14.000 --> 00:02:18.000]  之後弟兄給了我看一則新聞
[00:02:18.000 --> 00:02:20.000]  其實裡面有這幾個字
[00:02:20.000 --> 00:02:26.000]  夫妻吵架老婆把遊戲光碟全部剷走
[00:02:26.000 --> 00:02:30.000]  剷壞了老公的寶貝
[00:02:30.000 --> 00:02:34.000]  這成為當時的熱議
[00:02:34.000 --> 00:02:39.000]  其實這段照片是2023年高雄一對夫婦吵架
[00:02:39.000 --> 00:02:43.000]  太太把老公的遊戲帳號全部剷了
[00:02:43.000 --> 00:02:46.000]  老公一怒之下告上法庭
[00:02:46.000 --> 00:02:49.000]  結果太太要賠30萬
[00:02:49.000 --> 00:02:53.000]  夫妻之間竟然去到法庭賠錢
[00:02:53.000 --> 00:02:55.000]  有網民留言說
[00:02:55.000 --> 00:02:58.000]  這比離婚更加難受
[00:02:58.000 --> 00:03:03.000]  仇家沒空把每張光碟都扔掉
[00:03:03.000 --> 00:03:07.000]  情緒管理很差很可怕
[00:03:07.000 --> 00:03:09.000]  有一句留言很特別
[00:03:09.000 --> 00:03:14.000]  這究竟是愛人還是仇人
[00:03:14.000 --> 00:03:18.000]  這給我們很大的反省
[00:03:18.000 --> 00:03:21.000]  弟兄再給我看一則新聞
[00:03:21.000 --> 00:03:23.000]  是關於婆媳大戰
[00:03:23.000 --> 00:03:25.000]  一個八十多歲的婆婆
[00:03:25.000 --> 00:03:28.000]  被人三度切斷電視訊號
[00:03:28.000 --> 00:03:30.000]  變成世界末日
[00:03:30.000 --> 00:03:34.000]  是2025年3月的新聞
[00:03:34.000 --> 00:03:36.000]  長者不能看電視
[00:03:36.000 --> 00:03:39.000]  可以說慘絕人寰
[00:03:39.000 --> 00:03:41.000]  我岳母也是
[00:03:41.000 --> 00:03:44.000]  電視是很重要很重要
[00:03:44.000 --> 00:03:45.000]  所以她壞了電視機
[00:03:45.000 --> 00:03:48.000]  我一定要買一部新的給她
[00:03:48.000 --> 00:03:51.000]  這是一個婦人和八十多歲的婆婆同住
[00:03:51.000 --> 00:03:55.000]  婆媳之間長期關係不和
[00:03:55.000 --> 00:03:58.000]  媳婦為了逼走婆婆
[00:03:58.000 --> 00:04:00.000]  她竟然出到陰招
[00:04:00.000 --> 00:04:02.000]  把電視機訊號截斷
[00:04:02.000 --> 00:04:05.000]  三次截斷
[00:04:05.000 --> 00:04:07.000]  令婆婆無法看電視
[00:04:07.000 --> 00:04:09.000]  甚至電訊公司也說
[00:04:09.000 --> 00:04:11.000]  你截斷了那麼多次
[00:04:11.000 --> 00:04:13.000]  不再接駁了
[00:04:13.000 --> 00:04:16.000]  結果最後鬧上法庭
[00:04:16.000 --> 00:04:18.000]  話說回來
[00:04:18.000 --> 00:04:20.000]  我們看到這些新聞
[00:04:20.000 --> 00:04:22.000]  有些人可能笑著笑著
[00:04:22.000 --> 00:04:25.000]  你會哭了出來
[00:04:25.000 --> 00:04:27.000]  因為我們的家
[00:04:27.000 --> 00:04:29.000]  我們自己的家
[00:04:29.000 --> 00:04:33.000]  可能也在上演類似的連續劇
[00:04:33.000 --> 00:04:36.000]  夫妻之間可能為了誰洗碗
[00:04:36.000 --> 00:04:39.000]  可以冷戰三日
[00:04:39.000 --> 00:04:41.000]  父母和青少子的溝通
[00:04:41.000 --> 00:04:43.000]  說不完兩句就怎樣
[00:04:43.000 --> 00:04:45.000]  吵架爆炸
[00:04:45.000 --> 00:04:47.000]  甚至有些大打出手
[00:04:47.000 --> 00:04:49.000]  過時過節
[00:04:49.000 --> 00:04:51.000]  大家圍爐家庭聚會
[00:04:51.000 --> 00:04:54.000]  可能變成過節質問大會
[00:04:54.000 --> 00:04:57.000]  真的大家有過節
[00:04:57.000 --> 00:05:01.000]  家本來是世界上最安全的地方
[00:05:01.000 --> 00:05:04.000]  但是不知不覺變成了鬥獸場
[00:05:04.000 --> 00:05:07.000]  拼個你死我活
[00:05:07.000 --> 00:05:10.000]  我們在工作上可能帶著一身傷痕
