
[00:00:00.000 --> 00:00:03.120]  敬拜隊去帶領我們敬拜
[00:00:03.120 --> 00:00:06.320]  剛才是不是有些echo reverb的聲音
[00:00:06.320 --> 00:00:09.040]  1 2 3 沒有吧
[00:00:09.040 --> 00:00:12.000]  沒有,ok,好,不要緊
[00:00:12.000 --> 00:00:14.820]  真的很感恩,剛才的敬拜
[00:00:14.820 --> 00:00:17.720]  我聽到大家唱得很大聲,所以也很開心
[00:00:17.720 --> 00:00:20.540]  很感恩大家可以投入到敬拜裏面
[00:00:20.540 --> 00:00:23.340]  往後我們的崇拜裏面
[00:00:23.340 --> 00:00:25.780]  會越來越有氣氛,大家一起的投入度
[00:00:25.780 --> 00:00:28.740]  增多其實也來得好
[00:00:28.740 --> 00:00:30.740]  先弄好這個
[00:00:30.740 --> 00:00:36.860]  好,有了
[00:00:36.860 --> 00:00:40.460]  很開心,昨天我們
[00:00:40.460 --> 00:00:42.900]  其實就是跟大專
[00:00:42.900 --> 00:00:45.740]  高中的弟兄姊妹去了宵夜吃
[00:00:45.740 --> 00:00:48.800]  我也知道你們之前也有一個大旅行
[00:00:48.800 --> 00:00:51.580]  一起去宵夜吃,不知道你們體會如何
[00:00:51.580 --> 00:00:54.000]  我的體會就是大家好像
[00:00:54.000 --> 00:00:56.820]  真的生疏了宵夜吃的技能
[00:00:56.820 --> 00:00:59.780]  大家好像不太懂得怎樣去宵夜吃
[00:00:59.780 --> 00:01:02.560]  我們又放一些竹籤,竹籤又著火
[00:01:02.560 --> 00:01:05.380]  我們又,宵夜完之後又不斷問
[00:01:05.380 --> 00:01:08.400]  究竟是不是生的,究竟是不是熟的,真的很奇怪
[00:01:08.400 --> 00:01:11.340]  很搞笑,我們那組,總之就是
[00:01:11.340 --> 00:01:13.940]  大家都很生疏,但其實也是開心的
[00:01:13.940 --> 00:01:16.240]  有機會可以一起去相聚
[00:01:16.240 --> 00:01:19.240]  一起去宵夜吃,有個日本人
[00:01:19.240 --> 00:01:22.000]  說了一個句子
[00:01:22.000 --> 00:01:24.960]  一個字叫小確幸
[00:01:24.960 --> 00:01:27.780]  我也覺得是,這個字是
[00:01:27.780 --> 00:01:30.340]  在一些細微的事情
[00:01:30.340 --> 00:01:33.120]  你感覺到幸福感
[00:01:33.120 --> 00:01:35.480]  意思是做完一場運動
[00:01:35.480 --> 00:01:38.820]  喝一杯水,或者喝啤酒
[00:01:38.820 --> 00:01:41.800]  就會突然感覺到很幸福的感覺
[00:01:41.800 --> 00:01:44.760]  昨天我也體會到
[00:01:44.760 --> 00:01:46.120]  雖然宵夜
[00:01:46.120 --> 00:01:48.960]  要不焦,要不不知道熟不熟
[00:01:48.960 --> 00:01:51.800]  但其實在裡面,感受到旁邊那個
[00:01:51.800 --> 00:01:53.240]  也體會到幸福感
[00:01:53.700 --> 00:01:54.700]  但是呢
[00:01:54.700 --> 00:01:57.740]  我在想一件事,就是
[00:01:57.740 --> 00:01:59.620]  為什麼作者會這樣說呢
[00:01:59.620 --> 00:02:03.460]  究竟幸福感是什麼呢
[00:02:03.460 --> 00:02:06.540]  幸福感,大家會想一下
[00:02:06.540 --> 00:02:09.440]  什麼叫幸福感,其實有點抽象
[00:02:09.440 --> 00:02:12.240]  幸福感,其實我會在想,可能就是那種
[00:02:12.240 --> 00:02:15.280]  心裡面很窩心的感覺
[00:02:15.280 --> 00:02:18.280]  很滿足的,然後好像
[00:02:18.280 --> 00:02:21.080]  你會覺得,得著這件事
[00:02:21.080 --> 00:02:24.100]  不需要其他東西給我了
[00:02:24.100 --> 00:02:27.180]  一種這樣的感覺,可能是一些很短暫的
[00:02:27.180 --> 00:02:29.680]  可能你吃一個很好吃的蛋糕,吃完之後
[00:02:29.680 --> 00:02:32.780]  很滿足,很幸福,或者可能
[00:02:32.780 --> 00:02:35.800]  跟一些朋友去踢球,贏了一場球
[00:02:35.800 --> 00:02:38.240]  你覺得很幸福,很滿足的這種感覺
[00:02:38.240 --> 00:02:40.820]  還有可能你在地鐵那裡突然間
[00:02:40.820 --> 00:02:43.780]  收到你喜歡的女生發的訊息給你
[00:02:43.780 --> 00:02:46.700]  然後突然間你的嘴角微微笑起來
[00:02:46.700 --> 00:02:49.340]  她那種甜絲絲的樣子,然後旁邊那個
[00:02:49.340 --> 00:02:52.360]  想把你捉住,那種感覺
[00:02:52.360 --> 00:02:55.560]  就是這些叫幸福感
[00:02:55.560 --> 00:02:58.780]  幸福感,為什麼作者會說
[00:02:58.780 --> 00:03:01.780]  大家要去留意一下小確幸
[00:03:01.780 --> 00:03:04.780]  生命裡面的一些微小的東西
[00:03:04.780 --> 00:03:06.900]  或者可能在呈現一樣東西,就覺得
[00:03:06.900 --> 00:03:10.300]  現代人其實每一件事
[00:03:10.300 --> 00:03:12.720]  體會幸福其實越來越難
[00:03:12.720 --> 00:03:15.680]  不知道大家會不會覺得,心裡面
[00:03:15.680 --> 00:03:18.680]  感受到很滿足,有時候不是很長久
[00:03:18.680 --> 00:03:21.700]  很久,或者甚至香港人
[00:03:21.700 --> 00:03:23.960]  很有趣,我覺得小確幸這個字
[00:03:23.960 --> 00:03:26.100]  香港人很多時候形容,就是去到日本
[00:03:26.100 --> 00:03:28.100]  吃一碗拉麵的小確幸
[00:03:28.100 --> 00:03:30.700]  然後我馬上想,這個也叫小嗎
[00:03:30.700 --> 00:03:32.700]  其實我們覺得
[00:03:32.700 --> 00:03:34.960]  原來有時候我們人
[00:03:34.960 --> 00:03:37.700]  當我們生命裡面多了一些時間
[00:03:37.700 --> 00:03:40.740]  可能有時候體會幸福也來得不容易
[00:03:40.740 --> 00:03:43.160]  今天很想說幸福,幸福感
[00:03:43.160 --> 00:03:46.700]  究竟我們生命裡面,怎樣可以體會到幸福
[00:03:46.700 --> 00:03:48.700]  怎樣可以去經歷到幸福呢
[00:03:48.700 --> 00:03:51.700]  有什麼關鍵,有些是我們
[00:03:51.700 --> 00:03:54.700]  經常都會忘記了,但其實
[00:03:54.700 --> 00:03:56.700]  它真正會帶給我們幸福的東西
[00:03:56.700 --> 00:03:58.700]  今天我們就會去看這件事
[00:03:58.700 --> 00:04:01.700]  今天我們看的經文就是《針研》
[00:04:01.700 --> 00:04:05.700]  《針研》裡面有一句很重要的
[00:04:05.700 --> 00:04:07.700]  就是學媽,就是智慧
[00:04:07.700 --> 00:04:11.700]  所以《針研》其實是一個教導我們智慧的一本書
[00:04:11.700 --> 00:04:15.700]  智慧就和我們平時想的知識不同
[00:04:15.700 --> 00:04:17.700]  知識就是那些
[00:04:17.700 --> 00:04:20.700]  我教你怎樣做數,然後你做到一個色那些
[00:04:20.700 --> 00:04:23.700]  那些不是書裡面說的智慧
[00:04:23.700 --> 00:04:25.700]  書裡面說的智慧是一些人生的道理
[00:04:25.700 --> 00:04:29.700]  怎樣去做人才可以去做到滿足
[00:04:29.700 --> 00:04:31.700]  或者那種幸福的感覺
[00:04:31.700 --> 00:04:33.700]  就正正就好像
[00:04:33.700 --> 00:04:35.700]  其實這個世界是上帝創造的
[00:04:35.700 --> 00:04:37.700]  是吧,大家相信著的
[00:04:37.700 --> 00:04:39.700]  所以,是啦,上帝創造的
[00:04:39.700 --> 00:04:41.700]  所以當上帝創造一件事
[00:04:41.700 --> 00:04:45.700]  你要找回創造者的原意去存活
[00:04:45.700 --> 00:04:48.700]  或者叫做去找回那個menu
[00:04:48.700 --> 00:04:49.700]  怎樣去做呢
[00:04:49.700 --> 00:04:51.700]  其實這樣才是正路
[00:04:51.700 --> 00:04:53.700]  就好像你買了一張瑜伽加斯椅
[00:04:53.700 --> 00:04:55.700]  你不跟他砌的話,你砌到
[00:04:55.700 --> 00:04:59.700]  嘩,腳又在頂上插著屁股
[00:04:59.700 --> 00:05:01.700]  這樣就沒什麼意思了,是吧
[00:05:01.700 --> 00:05:02.700]  這樣就不是一張椅了
[00:05:02.700 --> 00:05:05.700]  所以其實當我們很想去找回
[00:05:05.700 --> 00:05:07.700]  究竟那件事應該怎樣去做是最好的
[00:05:07.700 --> 00:05:11.700]  我們就要找回那個作者的創造原意
[00:05:11.700 --> 00:05:13.700]  也就是上帝這樣
[00:05:13.700 --> 00:05:16.700]  《針研傳道書》,《若白記》是智慧書
[00:05:16.700 --> 00:05:18.700]  但是呢,三個不同的,一步一步
[00:05:18.700 --> 00:05:20.700]  《針研》是說的好像種瓜得瓜
[00:05:20.700 --> 00:05:23.700]  就是一些智慧,做人道理,是吧
[00:05:23.700 --> 00:05:25.700]  《傳道書》就說你種了瓜
[00:05:25.700 --> 00:05:27.700]  有什麼用呢,是吧,人都死了
