
[00:00:00.000 --> 00:00:02.840]  是一種可以跟你聊天的
[00:00:02.840 --> 00:00:07.040]  人工智能聊天機械AI程式
[00:00:07.040 --> 00:00:08.840]  大家有沒有用過?
[00:00:08.840 --> 00:00:10.840]  有沒有用過?
[00:00:10.840 --> 00:00:14.080]  都不是很多
[00:00:14.080 --> 00:00:17.600]  我在網上看到很多人在聊天
[00:00:17.600 --> 00:00:19.680]  我都會用聊天的程式
[00:00:19.680 --> 00:00:21.560]  我會用聊天的程式
[00:00:21.560 --> 00:00:23.560]  我會用聊天的程式
[00:00:23.560 --> 00:00:25.560]  我會用聊天的程式
[00:00:25.560 --> 00:00:27.560]  我會用聊天的程式
[00:00:27.560 --> 00:00:29.560]  我會用聊天的程式
[00:00:29.560 --> 00:00:31.560]  我會用聊天的程式
[00:00:31.560 --> 00:00:33.560]  我會用聊天的程式
[00:00:33.560 --> 00:00:35.560]  我會用聊天的程式
[00:00:35.560 --> 00:00:37.560]  我會用聊天的程式
[00:00:37.560 --> 00:00:39.560]  我會用聊天的程式
[00:00:39.560 --> 00:00:41.560]  我會用聊天的程式
[00:00:41.560 --> 00:00:43.560]  我會用聊天的程式
[00:00:43.560 --> 00:00:45.560]  我會用聊天的程式
[00:00:45.560 --> 00:00:47.560]  我會用聊天的程式
[00:00:47.560 --> 00:00:49.560]  我會用聊天的程式
[00:00:49.560 --> 00:00:51.560]  我會用聊天的程式
[00:00:51.560 --> 00:00:53.560]  我會用聊天的程式
[00:00:53.560 --> 00:00:55.560]  我會用聊天的程式
[00:00:55.560 --> 00:00:57.560]  我會用聊天的程式
[00:00:57.560 --> 00:00:59.560]  我會用聊天的程式
[00:00:59.560 --> 00:01:01.560]  我會用聊天的程式
[00:01:01.560 --> 00:01:03.560]  我會用聊天的程式
[00:01:03.560 --> 00:01:05.560]  我會用聊天的程式
[00:01:05.560 --> 00:01:07.560]  我會用聊天的程式
[00:01:07.560 --> 00:01:09.560]  我會用聊天的程式
[00:01:09.560 --> 00:01:11.560]  我會用聊天的程式
[00:01:11.560 --> 00:01:13.560]  我會用聊天的程式
[00:01:13.560 --> 00:01:15.560]  我會用聊天的程式
[00:01:15.560 --> 00:01:17.560]  我會用聊天的程式
[00:01:17.560 --> 00:01:19.560]  我會用聊天的程式
[00:01:19.560 --> 00:01:21.560]  我會用聊天的程式
[00:01:21.560 --> 00:01:23.560]  我會用聊天的程式
[00:01:23.560 --> 00:01:25.560]  我會用聊天的程式
[00:01:25.560 --> 00:01:27.560]  我會用聊天的程式
[00:01:27.560 --> 00:01:29.560]  我會用聊天的程式
[00:01:29.560 --> 00:01:31.560]  我會用聊天的程式
[00:01:31.560 --> 00:01:33.560]  我會用聊天的程式
[00:01:33.560 --> 00:01:35.560]  我會用聊天的程式
[00:01:35.560 --> 00:01:37.560]  我會用聊天的程式
[00:01:37.560 --> 00:01:39.560]  我會用聊天的程式
[00:01:39.560 --> 00:01:41.560]  我會用聊天的程式
[00:01:41.560 --> 00:01:43.560]  我會用聊天的程式
[00:01:43.560 --> 00:01:45.560]  我會用聊天的程式
[00:01:45.560 --> 00:01:47.560]  我會用聊天的程式
[00:01:47.560 --> 00:01:49.560]  我會用聊天的程式
[00:01:49.560 --> 00:01:51.560]  我會用聊天的程式
[00:01:51.560 --> 00:01:53.560]  我會用聊天的程式
[00:01:53.560 --> 00:01:55.560]  我會用聊天的程式
[00:01:55.560 --> 00:01:57.560]  我會用聊天的程式
[00:01:57.560 --> 00:01:59.560]  我會用聊天的程式
[00:01:59.560 --> 00:02:01.560]  我會用聊天的程式
[00:02:01.560 --> 00:02:03.560]  我會用聊天的程式
[00:02:03.560 --> 00:02:05.560]  我會用聊天的程式
[00:02:05.560 --> 00:02:07.560]  我會用聊天的程式
[00:02:07.560 --> 00:02:09.560]  我會用聊天的程式
[00:02:09.560 --> 00:02:11.560]  我會用聊天的程式
[00:02:11.560 --> 00:02:13.560]  我會用聊天的程式
[00:02:13.560 --> 00:02:15.560]  我會用聊天的程式
[00:02:15.560 --> 00:02:17.560]  我會用聊天的程式
[00:02:17.560 --> 00:02:19.560]  我會用聊天的程式
[00:02:19.560 --> 00:02:21.560]  我會用聊天的程式
[00:02:21.560 --> 00:02:23.560]  我會用聊天的程式
[00:02:23.560 --> 00:02:25.560]  我會用聊天的程式
[00:02:25.560 --> 00:02:27.560]  我會用聊天的程式
[00:02:27.560 --> 00:02:29.560]  我會用聊天的程式
[00:02:29.560 --> 00:02:31.560]  我會用聊天的程式
[00:02:31.560 --> 00:02:33.560]  我會用聊天的程式
[00:02:33.560 --> 00:02:35.560]  我會用聊天的程式
[00:02:35.560 --> 00:02:37.560]  我會用聊天的程式
[00:02:37.560 --> 00:02:39.560]  我會用聊天的程式
[00:02:39.560 --> 00:02:41.560]  我會用聊天的程式
[00:02:41.560 --> 00:02:43.560]  我會用聊天的程式
[00:02:43.560 --> 00:02:45.560]  我會用聊天的程式
[00:02:45.560 --> 00:02:47.560]  我會用聊天的程式
[00:02:47.560 --> 00:02:49.560]  我會用聊天的程式
