
[00:00:00.000 --> 00:00:06.000]  很開心今天是七月最後一個主日
[00:00:06.000 --> 00:00:08.000]  時間過得很快
[00:00:08.000 --> 00:00:11.000]  所以我們珍惜每一次能夠經拜神
[00:00:11.000 --> 00:00:13.000]  親近他的時間
[00:00:13.000 --> 00:00:18.000]  我們今天進入神的話語
[00:00:18.000 --> 00:00:25.000]  今天也是教會主題的經文崇拜
[00:00:25.000 --> 00:00:27.000]  就是馬可福音
[00:00:27.000 --> 00:00:31.000]  第三章
[00:00:31.000 --> 00:00:34.000]  開始之前我們先看看開場
[00:00:34.000 --> 00:00:36.000]  讓大家預備好心
[00:00:36.000 --> 00:00:37.000]  有沒有
[00:00:37.000 --> 00:00:39.000]  哇
[00:00:39.000 --> 00:00:41.000]  那
[00:00:41.000 --> 00:00:43.000]  認不認識他是誰
[00:00:43.000 --> 00:00:45.000]  可能有印象
[00:00:45.000 --> 00:00:47.000]  他是MIRROR的Ian
[00:00:47.000 --> 00:00:50.000]  其實他讀書的時候是風頭等
[00:00:50.000 --> 00:00:52.000]  讀書又厲害 運動又厲害
[00:00:52.000 --> 00:00:54.000]  那為什麼我打了格子呢
[00:00:54.000 --> 00:00:57.000]  因為崇拜嘛 打格子比較好
[00:00:57.000 --> 00:00:59.000]  其實本身照片沒有
[00:00:59.000 --> 00:01:01.000]  他在拍廣告照
[00:01:01.000 --> 00:01:04.000]  有人說他背後有一點疤痕
[00:01:04.000 --> 00:01:06.000]  要不要拍廣告照
[00:01:06.000 --> 00:01:08.000]  塗了就不用了
[00:01:08.000 --> 00:01:11.000]  但是他做了公眾人物之後
[00:01:11.000 --> 00:01:13.000]  我想他也經歷了很多事
[00:01:13.000 --> 00:01:15.000]  可能是有可能是失
[00:01:15.000 --> 00:01:17.000]  所以他以前是風頭等
[00:01:17.000 --> 00:01:18.000]  或者很受歡迎
[00:01:18.000 --> 00:01:20.000]  但是做了公眾人物之後
[00:01:20.000 --> 00:01:22.000]  他在這個海報就這樣說
[00:01:22.000 --> 00:01:24.000]  生活不容易
[00:01:24.000 --> 00:01:27.000]  何必把力氣存在討好別人身上
[00:01:27.000 --> 00:01:30.000]  喜歡你的人 連你的缺點也喜歡
[00:01:30.000 --> 00:01:33.000]  討厭你的人 連你的優點也討厭
[00:01:33.000 --> 00:01:38.000]  做個溫柔且堅 擇善而行的自己足矣
[00:01:38.000 --> 00:01:40.000]  有沒有感受呢
[00:01:40.000 --> 00:01:41.000]  是吧
[00:01:41.000 --> 00:01:43.000]  一個年輕人 一個公眾人物
[00:01:43.000 --> 00:01:47.000]  他也會經歷了很多高低
[00:01:47.000 --> 00:01:50.000]  所以人生也是一樣
[00:01:50.000 --> 00:01:53.000]  我們公開跟隨主
[00:01:53.000 --> 00:01:55.000]  作為神的門徒
[00:01:55.000 --> 00:01:57.000]  也可能會有高低
[00:01:57.000 --> 00:01:59.000]  在我們現在的信仰生活中
[00:01:59.000 --> 00:02:01.000]  我們信了主之後
[00:02:01.000 --> 00:02:03.000]  或者在面對信仰生活 面對世界的時候
[00:02:03.000 --> 00:02:06.000]  也會有很多挑戰
[00:02:06.000 --> 00:02:08.000]  有很多衝突
[00:02:08.000 --> 00:02:10.000]  因為信仰引起的衝突
[00:02:10.000 --> 00:02:13.000]  但是我們有沒有與主親密呢
[00:02:13.000 --> 00:02:16.000]  有沒有行他的旨意呢
[00:02:16.000 --> 00:02:21.000]  今天崇拜福音主題
[00:02:21.000 --> 00:02:23.000]  是《馬可福音》
[00:02:23.000 --> 00:02:26.000]  今天作為門徒的經文
[00:02:26.000 --> 00:02:28.000]  我給名字是"Kick and Tick"
[00:02:28.000 --> 00:02:30.000]  "Kick"現在很流行
[00:02:30.000 --> 00:02:32.000]  有些不妥當
[00:02:32.000 --> 00:02:34.000]  "Tick"是妥當
[00:02:34.000 --> 00:02:39.000]  我們一起進入《馬可福音》20至35章
[00:02:39.000 --> 00:02:43.000]  就是預備面對敵對與中傷的代價
[00:02:43.000 --> 00:02:44.000]  作為門徒
[00:02:44.000 --> 00:02:49.000]  也可以愛慕得著親密與遵旨的無價
[00:02:49.000 --> 00:02:51.000]  看看神今天跟我們有什麼說
[00:02:51.000 --> 00:02:53.000]  我們一起禱告
[00:02:53.000 --> 00:02:54.000]  秋月天父
[00:02:54.000 --> 00:02:56.000]  我們來到祢的私人寶座前
[00:02:56.000 --> 00:03:00.000]  神願以祢的靈親自帶領我們
[00:03:00.000 --> 00:03:02.000]  叫我們在今天的話語裡
[00:03:02.000 --> 00:03:06.000]  祢讓我們有從而來的亮光
[00:03:06.000 --> 00:03:10.000]  並且我們的心被主得著
[00:03:10.000 --> 00:03:13.000]  我們禱告交託奉主命求
[00:03:13.000 --> 00:03:17.000]  我也略略說說《馬可福音》是一本什麼書
[00:03:17.000 --> 00:03:21.000]  作者馬可為了鼓勵羅馬的基督徒
[00:03:21.000 --> 00:03:24.000]  堅信耶穌是救世主
[00:03:24.000 --> 00:03:27.000]  是神的兒子而寫成的
[00:03:27.000 --> 00:03:29.000]  就如第一章第一節所說
[00:03:29.000 --> 00:03:34.000]  神的兒子耶穌基督是福音的起頭
[00:03:34.000 --> 00:03:36.000]  《馬可福音》裡的救主
[00:03:36.000 --> 00:03:39.000]  他不僅是高高在上
[00:03:39.000 --> 00:03:42.000]  只是為要萬人景仰
[00:03:42.000 --> 00:03:46.000]  裡面也強調了耶穌基督的教導
[00:03:46.000 --> 00:03:49.000]  就如十章44-45節
[00:03:49.000 --> 00:03:50.000]  我用當代譯本
[00:03:50.000 --> 00:03:52.000]  說誰要居首位
[00:03:52.000 --> 00:03:53.000]  誰要做頭
[00:03:53.000 --> 00:03:55.000]  誰要做最高的那個
[00:03:55.000 --> 00:03:57.000]  誰就要做大家的奴僕
[00:03:57.000 --> 00:03:58.000]  即是服侍人
[00:03:58.000 --> 00:04:02.000]  因為連人子來到也不是受人服侍
[00:04:02.000 --> 00:04:04.000]  而是要來服侍人
[00:04:04.000 --> 00:04:06.000]  並且犧牲性命
[00:04:06.000 --> 00:04:08.000]  作多人的贖駕
[00:04:08.000 --> 00:04:11.000]  原來耶穌基督這個救主
[00:04:11.000 --> 00:04:13.000]  他不是來萬人景仰
[00:04:13.000 --> 00:04:14.000]  而是來服侍人
[00:04:14.000 --> 00:04:17.000]  何況我們作為他的門徒
[00:04:17.000 --> 00:04:19.000]  在第一章裡
[00:04:19.000 --> 00:04:23.000]  開始展開耶穌基督宣教的旅程
[00:04:23.000 --> 00:04:25.000]  他聲名大噪
[00:04:25.000 --> 00:04:28.000]  很多人都開始認識這位耶穌基督
[00:04:28.000 --> 00:04:31.000]  吸引了四處地區的人
[00:04:31.000 --> 00:04:34.000]  開始來聽他講道
[00:04:34.000 --> 00:04:40.000]  但亦開始惹起猶太人領袖的敵意
[00:04:40.000 --> 00:04:45.000]  第二章開始作出敵意的質問
[00:04:45.000 --> 00:04:47.000]  第三章我們今天看
[00:04:47.000 --> 00:04:51.000]  他直接密謀想要除掉耶穌
[00:04:51.000 --> 00:04:53.000]  我們今天不會看完第三章
[00:04:53.000 --> 00:04:55.000]  在第三章開始的時候
[00:04:55.000 --> 00:05:00.000]  其實耶穌當時已經有人監視他
[00:05:00.000 --> 00:05:02.000]  那天他看耶穌基督
[00:05:02.000 --> 00:05:06.000]  會否在安息日去醫治人的手
[00:05:06.000 --> 00:05:07.000]  如果他醫治的話
[00:05:07.000 --> 00:05:10.000]  就找到藉口去控告他
[00:05:10.000 --> 00:05:12.000]  法利塞人之後離開
[00:05:12.000 --> 00:05:15.000]  立即和希律黨的人策劃
[00:05:15.000 --> 00:05:17.000]  如何去除掉耶穌
[00:05:17.000 --> 00:05:20.000]  這就是第三章的頭半部分
[00:05:20.000 --> 00:05:22.000]  下半部分有分開兩部分
[00:05:22.000 --> 00:05:25.000]  第一部分是13至19節
[00:05:25.000 --> 00:05:31.000]  開始耶穌基督不是他一個人出來服侍
[00:05:31.000 --> 00:05:34.000]  他開始去選召門徒
[00:05:34.000 --> 00:05:36.000]  如果我們看到內容
[00:05:36.000 --> 00:05:40.000]  他開始和門徒一起服侍
[00:05:40.000 --> 00:05:41.000]  同甘共苦
[00:05:41.000 --> 00:05:43.000]  享受親密的關係
[00:05:43.000 --> 00:05:44.000]  最後第二部分
[00:05:44.000 --> 00:05:45.000]  不是最後第二部分
[00:05:45.000 --> 00:05:48.000]  就是今天我們會看的經文
[00:05:48.000 --> 00:05:49.000]  就是耶穌基督傳道
[00:05:49.000 --> 00:05:51.000]  醫好人的病
[00:05:51.000 --> 00:05:53.000]  趕完鬼之後
[00:05:53.000 --> 00:05:55.000]  人們有什麼反應
[00:05:55.000 --> 00:05:56.000]  耶穌基督那麼好
[00:05:56.000 --> 00:05:58.000]  當然很喜歡他
[00:05:58.000 --> 00:06:00.000]  但是我們今天看到
[00:06:00.000 --> 00:06:04.000]  耶穌基督的自己家人和民事
[00:06:04.000 --> 00:06:06.000]  即是他的同行
[00:06:06.000 --> 00:06:07.000]  同道
[00:06:07.000 --> 00:06:10.000]  對他的反應是怎樣呢
