
[00:00:00.000 --> 00:00:02.000]  各位頂子妹早安
[00:00:02.000 --> 00:00:05.000]  很感恩我們聚集在這裡
[00:00:05.000 --> 00:00:07.000]  我們一起去敬拜神
[00:00:07.000 --> 00:00:10.000]  我們一起去聽神的話
[00:00:10.000 --> 00:00:13.000]  開始之前我們一起做一個禱告
[00:00:13.000 --> 00:00:16.000]  七夕天父我們再次去感謝你
[00:00:16.000 --> 00:00:18.000]  感謝你給我們有生命
[00:00:18.000 --> 00:00:20.000]  給我們有氣息
[00:00:20.000 --> 00:00:24.000]  給我們能夠一早回到你面前
[00:00:24.000 --> 00:00:26.000]  我們有高歌去讚美你
[00:00:26.000 --> 00:00:28.000]  因為你是配得我們一切的
[00:00:28.000 --> 00:00:32.000]  你接受我們在你面前的歌頌和讚美
[00:00:32.000 --> 00:00:36.000]  還有願意我們將我們今天正道的時間去交上
[00:00:36.000 --> 00:00:38.000]  求主你親自去保守我們
[00:00:38.000 --> 00:00:43.000]  讓說的和聽的一同在你面前去蒙恩
[00:00:43.000 --> 00:00:46.000]  主多謝你聽我們在你面前的禱告
[00:00:46.000 --> 00:00:48.000]  奉耶穌基督的名字
[00:00:48.000 --> 00:00:49.000]  阿們
[00:00:49.000 --> 00:00:54.000]  很感恩其實在幾個月前
[00:00:54.000 --> 00:01:00.000]  其實是在上年年底的聖誕節假期的時候
[00:01:00.000 --> 00:01:08.000]  有機會和一群小朋友慶祝聖誕節
[00:01:08.000 --> 00:01:13.000]  當天我們差不多有100位小朋友
[00:01:13.000 --> 00:01:17.000]  在19樓的運動場裡面
[00:01:17.000 --> 00:01:21.000]  我們一起去慶祝聖誕節
[00:01:21.000 --> 00:01:24.000]  當天的內容也是很豐富的
[00:01:24.000 --> 00:01:27.000]  我們一起唱詩歌
[00:01:27.000 --> 00:01:30.000]  我們一起有遊戲聽訊息
[00:01:30.000 --> 00:01:33.000]  還有做一些手工和一起聊天
[00:01:33.000 --> 00:01:38.000]  當天你猜小朋友最開心的時刻是做什麼呢?
[00:01:38.000 --> 00:01:42.000]  啊?聽不到?
[00:01:42.000 --> 00:01:44.000]  遊戲拆禮物
[00:01:44.000 --> 00:01:46.000]  好了我們去看一下
[00:01:46.000 --> 00:01:50.000]  當天我們一群小朋友在上面
[00:01:50.000 --> 00:01:52.000]  我們一起很乖的時候
[00:01:52.000 --> 00:01:54.000]  我們一起有敬拜
[00:01:54.000 --> 00:01:56.000]  我們一起有唱詩
[00:01:56.000 --> 00:01:58.000]  但是最開心的時刻
[00:01:58.000 --> 00:02:01.000]  我觀察得到就是這群小朋友
[00:02:01.000 --> 00:02:04.000]  一起去玩集體的遊戲
[00:02:04.000 --> 00:02:08.000]  當天有康體部Judy姐姐
[00:02:08.000 --> 00:02:12.000]  帶著這群小朋友一起去玩遊戲
[00:02:12.000 --> 00:02:15.000]  這群小朋友很乖
[00:02:15.000 --> 00:02:18.000]  跟著Judy姐姐的指令
[00:02:18.000 --> 00:02:20.000]  Judy姐姐叫他們去哪裡
[00:02:20.000 --> 00:02:22.000]  他們就跑去哪裡
[00:02:22.000 --> 00:02:24.000]  大家都是很合作的
[00:02:24.000 --> 00:02:27.000]  當天其實無論是大人
[00:02:27.000 --> 00:02:29.000]  無論是小朋友
[00:02:29.000 --> 00:02:31.000]  每一個都玩得很開心
[00:02:31.000 --> 00:02:35.000]  我很感受得到這群小朋友
[00:02:35.000 --> 00:02:38.000]  他們是充滿活力
[00:02:38.000 --> 00:02:40.000]  和他們一起玩的時候
[00:02:40.000 --> 00:02:43.000]  那種感覺好像給自己
[00:02:43.000 --> 00:02:47.000]  感覺自己好像年輕了很多
[00:02:47.000 --> 00:02:49.000]  其實這群小朋友
[00:02:49.000 --> 00:02:52.000]  都有他們很純真
[00:02:52.000 --> 00:02:54.000]  很可愛的一面
[00:02:54.000 --> 00:02:57.000]  但是同樣他們也有一些
[00:02:57.000 --> 00:02:59.000]  很不合作的一面
[00:02:59.000 --> 00:03:01.000]  大家都會知道
[00:03:01.000 --> 00:03:03.000]  雖然是這樣
[00:03:03.000 --> 00:03:06.000]  還有他們跟他們一起玩的時候
[00:03:06.000 --> 00:03:07.000]  跟他們聊天
[00:03:07.000 --> 00:03:09.000]  我們發現這群小朋友
[00:03:09.000 --> 00:03:11.000]  他們說話的表達
[00:03:11.000 --> 00:03:13.000]  其實他們是很直接的
[00:03:13.000 --> 00:03:15.000]  他們很喜歡的時候
[00:03:15.000 --> 00:03:17.000]  他們就可以很喜歡
[00:03:17.000 --> 00:03:19.000]  但是當他們不喜歡的時候
[00:03:19.000 --> 00:03:22.000]  他們也不會去修飾自己
[00:03:22.000 --> 00:03:24.000]  他們也不會像大人那樣
[00:03:24.000 --> 00:03:28.000]  很懂得說一些很圓滑的說話去表達
[00:03:28.000 --> 00:03:30.000]  所以跟他們一起的時候
[00:03:30.000 --> 00:03:35.000]  很感受到他們那種真誠
[00:03:35.000 --> 00:03:37.000]  雖然是這樣
[00:03:37.000 --> 00:03:39.000]  但是這群小朋友
[00:03:39.000 --> 00:03:40.000]  仍然在教會裡
[00:03:40.000 --> 00:03:44.000]  其實也得到很多人很愛惜他們
[00:03:44.000 --> 00:03:48.000]  今天我很想和大家一起去
[00:03:48.000 --> 00:03:50.000]  看一段經文
[00:03:50.000 --> 00:03:53.000]  也是和小朋友有關的
[00:03:53.000 --> 00:03:55.000]  我們去看看
[00:03:55.000 --> 00:03:57.000]  昔日這群小朋友
[00:03:57.000 --> 00:04:02.000]  他和我們今天那些小朋友
[00:04:02.000 --> 00:04:05.000]  是不是同樣也是那麼受歡迎呢?
[00:04:05.000 --> 00:04:07.000]  我們一起去讀這幾節的經文
[00:04:07.000 --> 00:04:09.000]  好不好?我們一起去讀吧
[00:04:09.000 --> 00:04:13.000]  「有人帶著小孩子來見耶穌
[00:04:13.000 --> 00:04:15.000]  要他摸他們
[00:04:15.000 --> 00:04:18.000]  門徒就擲避那些人
[00:04:18.000 --> 00:04:21.000]  耶穌看見就很生氣
[00:04:21.000 --> 00:04:25.000]  對門徒說:讓小孩到我這裡來
[00:04:25.000 --> 00:04:27.000]  不要阻止他們
[00:04:27.000 --> 00:04:32.000]  因為在神國的正是這樣的人
[00:04:32.000 --> 00:04:35.000]  我實在告訴你們
[00:04:35.000 --> 00:04:40.000]  凡要接受神國的約不像小孩子
[00:04:40.000 --> 00:04:42.000]  絕不能進去
[00:04:42.000 --> 00:04:45.000]  於是他抱著小孩子
[00:04:45.000 --> 00:04:47.000]  給他們按手
[00:04:47.000 --> 00:04:50.000]  為他們祝福」
[00:04:50.000 --> 00:04:55.000]  當我們去看第十三節的經文的時候
[00:04:55.000 --> 00:04:57.000]  我們會看到
[00:04:57.000 --> 00:05:01.000]  有人會帶著小孩子來見耶穌
[00:05:01.000 --> 00:05:06.000]  他的目的就是希望耶穌可以去摸那些小朋友
[00:05:06.000 --> 00:05:11.000]  「摸」這個字究竟是什麼意思呢?
[00:05:11.000 --> 00:05:14.000]  在這裡他沒有很清楚去表達
[00:05:14.000 --> 00:05:18.000]  但當我們去看《馬太福音》第十九章十三節的時候
[00:05:18.000 --> 00:05:25.000]  其實就是說當時耶穌是為那些孩子去按手去禱告
[00:05:25.000 --> 00:05:30.000]  而當我們去看第十章第十六節的時候
[00:05:30.000 --> 00:05:35.000]  我們又看到耶穌是為他們去祝福的
[00:05:35.000 --> 00:05:40.000]  原來在當時的猶太人有一個習慣
[00:05:40.000 --> 00:05:43.000]  有一些比較大的位分
[00:05:43.000 --> 00:05:47.000]  他會為一些位分小的為他們去祝福
[00:05:47.000 --> 00:05:50.000]  經文說到有人
[00:05:50.000 --> 00:05:52.000]  究竟這些人是什麼人呢?
[00:05:52.000 --> 00:05:57.000]  有可能我們去推斷就是孩子的父母
[00:05:57.000 --> 00:06:03.000]  他們很希望耶穌為他們的孩子去祝福
[00:06:03.000 --> 00:06:07.000]  帶給他們一些屬靈裡的好處
[00:06:07.000 --> 00:06:14.000]  就好像我們教會每一年都會舉行一次的孩童奉獻禮
[00:06:14.000 --> 00:06:18.000]  那些父母會帶著他們的孩子
[00:06:18.000 --> 00:06:22.000]  來到神的面前做一個立願
[00:06:22.000 --> 00:06:25.000]  很願意他們按照聖經的真理
[00:06:25.000 --> 00:06:29.000]  怎樣去教導他們的孩子去成長
[00:06:29.000 --> 00:06:35.000]  教會裡的牧者就會為那些孩子去祝福
[00:06:35.000 --> 00:06:37.000]  為他們去禱告
[00:06:37.000 --> 00:06:42.000]  所以我們看到當時的父母帶著一些小孩子
[00:06:42.000 --> 00:06:44.000]  來見到耶穌的時候
[00:06:44.000 --> 00:06:48.000]  求祝福其實都是一件很正常的事
[00:06:48.000 --> 00:06:51.000]  但是對於當時那些門徒
[00:06:51.000 --> 00:06:55.000]  會有一個很不一樣的反應
[00:06:55.000 --> 00:06:56.000]  我們去看看
[00:06:56.000 --> 00:06:59.000]  在13節的後部分說到
[00:06:59.000 --> 00:07:03.000]  當時的門徒做了什麼呢?
[00:07:03.000 --> 00:07:06.000]  那些門徒是責備那些人
[00:07:06.000 --> 00:07:11.000]  我相信他就是在責備那些孩子的父母
[00:07:11.000 --> 00:07:14.000]  責備在這裡的意思
[00:07:14.000 --> 00:07:18.000]  是表示一個很強烈的不同意
[00:07:18.000 --> 00:07:22.000]  是一種有責難、嚴厲的說話
[00:07:22.000 --> 00:07:25.000]  或者是警告的意思
[00:07:25.000 --> 00:07:30.000]  如果你是當時被人責罵的那位父母的時候
[00:07:30.000 --> 00:07:33.000]  你會有什麼感受呢?
[00:07:33.000 --> 00:07:37.000]  我相信一定會不開心
[00:07:37.000 --> 00:07:40.000]  曾經有一位牧者
[00:07:40.000 --> 00:07:46.000]  他去到耶路撒冷聖母教堂裡
[00:07:46.000 --> 00:07:53.000]  外面準備排隊去參觀昔日耶穌被埋葬
[00:07:53.000 --> 00:07:56.000]  和被復活的一個地方
[00:07:56.000 --> 00:08:00.000]  當時有一群人在維持秩序
[00:08:00.000 --> 00:08:05.000]  但是這群工作人員的態度非常粗暴
[00:08:05.000 --> 00:08:11.000]  甚至這位牧者看到他們在罵排隊的人
[00:08:11.000 --> 00:08:16.000]  原本他形容這是一個很神聖的時間
[00:08:16.000 --> 00:08:19.000]  就是因為這個粗暴的人
[00:08:19.000 --> 00:08:24.000]  他的態度破壞了整個氣氛
[00:08:24.000 --> 00:08:27.000]  我們再看看為什麼當時的門徒
[00:08:27.000 --> 00:08:31.000]  會這麼嚴厲地責備那些父母呢?
[00:08:31.000 --> 00:08:33.000]  究竟是什麼原因
[00:08:33.000 --> 00:08:37.000]  令到門徒有這樣的反應呢?
[00:08:37.000 --> 00:08:39.000]  正常來說
[00:08:39.000 --> 00:08:44.000]  當你們帶著孩子去教會
[00:08:44.000 --> 00:08:48.000]  很想找牧師或唐主任
[00:08:48.000 --> 00:08:51.000]  為他們的孩子去禱告
[00:08:51.000 --> 00:08:55.000]  我相信教會絕對不會拒絕
[00:08:55.000 --> 00:08:58.000]  所以我們在這裡去想
[00:08:58.000 --> 00:09:04.000]  當時因為那些小朋友很不乖
[00:09:04.000 --> 00:09:05.000]  在扭計
[00:09:05.000 --> 00:09:08.000]  又或者大哭大叫
[00:09:08.000 --> 00:09:12.000]  以致門徒責備那些父母
[00:09:12.000 --> 00:09:17.000]  你們沒有好好照顧孩子呢?
[00:09:17.000 --> 00:09:22.000]  雖然在經文裡沒有一個很直接的解釋
[00:09:22.000 --> 00:09:25.000]  但是按照當時社會來說
[00:09:25.000 --> 00:09:31.000]  那些父女和小朋友的地位是很低的
[00:09:31.000 --> 00:09:34.000]  而且也不會受到重視
[00:09:34.000 --> 00:09:37.000]  可能那些門徒會認為
[00:09:37.000 --> 00:09:41.000]  耶穌的工作當時已經很忙碌
[00:09:41.000 --> 00:09:44.000]  如果把孩子帶來
[00:09:44.000 --> 00:09:47.000]  就會打擾耶穌的工作
[00:09:47.000 --> 00:09:53.000]  所以馬上要打發那些孩子離開
[00:09:53.000 --> 00:09:56.000]  如果你是耶穌
[00:09:56.000 --> 00:10:01.000]  你看到那些門徒這樣責罵人的時候
[00:10:01.000 --> 00:10:06.000]  你會有什麼反應呢?
[00:10:06.000 --> 00:10:09.000]  你會不會很生氣呢?
[00:10:09.000 --> 00:10:12.000]  或者會想想究竟發生了什麼事
[00:10:12.000 --> 00:10:15.000]  需要這麼大的反應嗎?
[00:10:15.000 --> 00:10:18.000]  當我們看第十四節經文時
[00:10:18.000 --> 00:10:23.000]  就說到原來耶穌當時看到那些門徒這樣做的時候
[00:10:23.000 --> 00:10:27.000]  聖經說到他很生氣
[00:10:27.000 --> 00:10:32.000]  所以很想馬上很生氣
[00:10:32.000 --> 00:10:34.000]  為什麼耶穌會這麼生氣呢?
[00:10:34.000 --> 00:10:38.000]  我們一起去看一段經文
[00:10:38.000 --> 00:10:43.000]  就是馬可福音在9章30至37節
[00:10:43.000 --> 00:10:44.000]  我們一起去讀
[00:10:44.000 --> 00:10:49.000]  他們離開那地方,經過加利利。
[00:10:49.000 --> 00:10:54.000]  耶穌不願意人知道,因為他正教導門徒說,
[00:10:54.000 --> 00:11:00.000]  人子將要被交在人手裡,他們要殺害他。
[00:11:00.000 --> 00:11:04.000]  被殺以後,三天後他要復活。
[00:11:04.000 --> 00:11:09.000]  門徒卻不明白這話,又不敢問他。
[00:11:09.000 --> 00:11:11.000]  他們加伯隆。
[00:11:11.000 --> 00:11:14.000]  耶穌在屋裡問門徒說,
[00:11:14.000 --> 00:11:18.000]  你們在路上議論的是什麼?
[00:11:18.000 --> 00:11:25.000]  門徒不作聲,因為他們在路上被人信仰。
