
[00:00:00.000 --> 00:00:01.520]  天父上帝,我們感謝祢
[00:00:01.520 --> 00:00:04.840]  感謝祢今天讓我們回到祢的殿裡敬拜祢
[00:00:04.840 --> 00:00:07.080]  當世局很昏暗
[00:00:07.080 --> 00:00:11.680]  外面可能有很多令我們驚慌害怕的事的時候
[00:00:11.680 --> 00:00:13.880]  我們能夠回到祢的殿裡
[00:00:13.880 --> 00:00:17.120]  我們每一個都在祢的面前說
[00:00:17.120 --> 00:00:18.400]  「我在這裡」
[00:00:18.400 --> 00:00:20.040]  求祢賜福我們
[00:00:20.040 --> 00:00:21.000]  幫助我們
[00:00:21.000 --> 00:00:22.840]  感謝祢聽我們祈禱
[00:00:22.840 --> 00:00:23.840]  奉耶穌基督
[00:00:23.840 --> 00:00:24.920]  聖名祈求
[00:00:24.920 --> 00:00:25.760]  阿們
[00:00:28.760 --> 00:00:33.760]  弟兄姊妹記得以前去參加一些洗禮聚會
[00:00:33.760 --> 00:00:35.160]  甚至一些門徒訓練
[00:00:35.160 --> 00:00:37.040]  或者是組長訓練的畢業禮
[00:00:37.040 --> 00:00:39.320]  不知道你有沒有聽過一些弟兄姊妹
[00:00:39.320 --> 00:00:41.520]  很主動、很興高采烈
[00:00:41.520 --> 00:00:43.520]  甚至很奔放地
[00:00:43.520 --> 00:00:45.000]  主動跟神說
[00:00:45.000 --> 00:00:48.080]  「我在這裡,請差遣我」
[00:00:48.080 --> 00:00:52.000]  我不知道當中有沒有包括你的存在
[00:00:52.000 --> 00:00:54.080]  你有沒有跟上帝說過
[00:00:54.080 --> 00:00:57.320]  「我在這裡,請差遣我」
[00:00:58.120 --> 00:01:00.720]  不過當你日子走得越來越久
[00:01:00.720 --> 00:01:04.200]  你很認真地在生活裡實踐信仰
[00:01:04.200 --> 00:01:06.920]  在生活裡遇到一些艱難
[00:01:06.920 --> 00:01:08.040]  一些困難
[00:01:08.040 --> 00:01:09.480]  一些考驗
[00:01:09.480 --> 00:01:11.080]  甚至一些試探
[00:01:11.080 --> 00:01:12.760]  可能不經不覺
[00:01:12.760 --> 00:01:15.960]  你都不再記得你在上帝面前說過
[00:01:15.960 --> 00:01:17.560]  「我在這裡」
[00:01:17.560 --> 00:01:20.600]  甚至我記得我見過一些弟兄姊妹
[00:01:20.600 --> 00:01:25.120]  他們因為經我手去洗禮
[00:01:25.280 --> 00:01:28.120]  他們經我手申請
[00:01:28.120 --> 00:01:32.040]  他們當時信誓旦旦地在我面前跟上帝說
[00:01:32.040 --> 00:01:35.080]  「無論有多艱難,我都會在上帝那裡」
[00:01:35.080 --> 00:01:37.360]  不過後來他們在教會失蹤
[00:01:37.360 --> 00:01:38.800]  完全見不到人
[00:01:38.800 --> 00:01:40.840]  我也很擔心他們
[00:01:40.840 --> 00:01:42.600]  甚至有時打電話找他們
[00:01:42.600 --> 00:01:43.840]  「你們發生什麼事」
[00:01:43.840 --> 00:01:46.240]  不過他們都沒有回應
[00:01:46.240 --> 00:01:50.240]  可能他們都面對人生的艱難或者試探
[00:01:50.240 --> 00:01:52.000]  日子越來越久
[00:01:52.000 --> 00:01:53.560]  我們會發覺原來跟上帝說
[00:01:53.560 --> 00:01:56.240]  「我在這裡」從來都不是一件簡單的事
[00:01:56.240 --> 00:01:59.360]  特別是當上帝容許我們生命發生一些困難
[00:01:59.360 --> 00:02:00.720]  一些艱難
[00:02:00.720 --> 00:02:03.000]  一些超出我們預期的事
[00:02:03.000 --> 00:02:06.040]  甚至是我們很不想接受的事的時候
[00:02:06.040 --> 00:02:09.240]  我們是否還可以很堅定地在上帝面前說
[00:02:09.240 --> 00:02:10.760]  「我在這裡」
[00:02:10.760 --> 00:02:13.520]  疫情持續了幾年
[00:02:13.520 --> 00:02:16.120]  我相信大家都沒有想過疫情會持續這麼久
[00:02:16.120 --> 00:02:18.440]  疫情的持續帶給我們
[00:02:18.440 --> 00:02:20.120]  無論我們想或者不想
[00:02:20.120 --> 00:02:21.800]  主動或者被動也好
[00:02:22.040 --> 00:02:24.520]  都帶給我們很多艱難、很多困難
[00:02:24.520 --> 00:02:26.360]  我身邊很多朋友、弟妹
[00:02:26.360 --> 00:02:28.080]  他們被迫轉換人生的跑道
[00:02:28.080 --> 00:02:30.120]  他們失去了熱愛的工作
[00:02:30.120 --> 00:02:32.440]  甚至他們失去了生意
[00:02:32.440 --> 00:02:35.800]  他們的身體、健康出現了影響
[00:02:35.800 --> 00:02:37.720]  受到感染之後
[00:02:37.720 --> 00:02:39.160]  受到長生觀的影響
[00:02:39.160 --> 00:02:42.720]  我想疫情之前我們都沒有想過會這樣發生
[00:02:42.720 --> 00:02:44.840]  特別是我們疫情之前
[00:02:44.840 --> 00:02:46.600]  我們可能每年都是計劃很簡單
[00:02:46.600 --> 00:02:47.840]  一年去幾次旅行
[00:02:47.840 --> 00:02:51.240]  我們可能事業一直順境
[00:02:51.640 --> 00:02:53.560]  或者我們身體還是很健康
[00:02:53.560 --> 00:02:55.680]  我們沒有想過會面對這些困難
[00:02:55.680 --> 00:02:57.920]  最近我們都看到
[00:02:57.920 --> 00:03:00.480]  世界經濟局勢的不明朗
[00:03:00.480 --> 00:03:05.400]  無論資產價格的下降
[00:03:05.400 --> 00:03:07.080]  無論是樓、無論是股市
[00:03:07.080 --> 00:03:09.440]  我們看到江河日下
[00:03:09.440 --> 00:03:11.440]  可能都會帶給我們一些心理的壓力
[00:03:11.440 --> 00:03:13.360]  我們心裏面都可能有一些害怕
[00:03:13.360 --> 00:03:15.600]  我不知道會不會影響你
[00:03:15.600 --> 00:03:17.040]  曾經答應過上帝
[00:03:17.040 --> 00:03:19.400]  跟祂說「我在這裡」的一些回應
[00:03:20.680 --> 00:03:21.800]  退一萬步去想
[00:03:21.800 --> 00:03:26.560]  如果疫情或者生命的一些失控
[00:03:26.560 --> 00:03:27.800]  生命的一些困難
[00:03:27.800 --> 00:03:30.040]  是上帝容許發生在我們身上
