
[00:00:00.000 --> 00:00:02.000]  早安,弟兄姊妹
[00:00:02.000 --> 00:00:07.000]  前兩天我都遇到一個朋友
[00:00:07.000 --> 00:00:08.000]  他跟我說
[00:00:08.000 --> 00:00:12.000]  Edmond,星期日一定是8號
[00:00:12.000 --> 00:00:16.000]  我說為什麼你這麼肯定?
[00:00:16.000 --> 00:00:19.000]  難道你在天文台工作?
[00:00:19.000 --> 00:00:23.000]  他說因為星期日是10月8號
[00:00:23.000 --> 00:00:29.000]  我們一起有個祈禱
[00:00:30.000 --> 00:00:33.000]  親愛的天父,你是風雨不改的神
[00:00:33.000 --> 00:00:36.000]  讓我們敬拜你也是風雨不改的
[00:00:36.000 --> 00:00:40.000]  願主你親自帶領我們聆聽你的話語
[00:00:40.000 --> 00:00:42.000]  讓我們聽了之後更加愛你
[00:00:42.000 --> 00:00:44.000]  更加愛身邊的人
[00:00:44.000 --> 00:00:48.000]  我們祈禱交代,放主耶穌,基督明求,阿們
[00:00:48.000 --> 00:00:51.000]  有次港島都提過
[00:00:51.000 --> 00:00:53.000]  我都會種一些蘭花的
[00:00:53.000 --> 00:00:56.000]  不知道弟兄姊妹有沒有種一些果樹的?
[00:00:56.000 --> 00:01:00.000]  香蕉,蘋果,檸檬
[00:01:00.000 --> 00:01:02.000]  有沒有的?
[00:01:02.000 --> 00:01:04.000]  都有的
[00:01:04.000 --> 00:01:09.000]  其中一樣我種菠蘿
[00:01:09.000 --> 00:01:13.000]  種菠蘿最近都吃了
[00:01:13.000 --> 00:01:17.000]  種菠蘿的過程都有幾個發現
[00:01:17.000 --> 00:01:22.000]  我發現原來家裡在天台上都種到菠蘿
[00:01:22.000 --> 00:01:25.000]  我試過特意在超級市場買菠蘿回來
[00:01:25.000 --> 00:01:27.000]  比較一下
[00:01:27.000 --> 00:01:32.000]  發現大小、酸甜都差不多
[00:01:32.000 --> 00:01:34.000]  在家裡都做得到
[00:01:34.000 --> 00:01:41.000]  另外原來你每天在林花灌溉
[00:01:41.000 --> 00:01:45.000]  其實你看到它都好像沒什麼改變
[00:01:45.000 --> 00:01:47.000]  但在你不為意的時候
[00:01:47.000 --> 00:01:50.000]  它突然間就開始結果了
[00:01:50.000 --> 00:01:52.000]  都真的挺開心的
[00:01:52.000 --> 00:01:56.000]  但過程有很多耐心等候
[00:01:56.000 --> 00:02:01.000]  另外也發現原來每天要澆水
[00:02:01.000 --> 00:02:03.000]  還要施肥
[00:02:03.000 --> 00:02:05.000]  還要除草
[00:02:05.000 --> 00:02:07.000]  它才能長得健康
[00:02:07.000 --> 00:02:12.000]  我發現我們信仰的群體其實都一樣
[00:02:12.000 --> 00:02:14.000]  很需要有養分
[00:02:14.000 --> 00:02:16.000]  很需要去除草
[00:02:16.000 --> 00:02:18.000]  才可以結出果子
[00:02:18.000 --> 00:02:21.000]  群體都很需要有人站出來
[00:02:21.000 --> 00:02:24.000]  指正或提出一些不妥的地方
[00:02:24.000 --> 00:02:29.000]  例如群體最近好像冷漠了一點
[00:02:29.000 --> 00:02:33.000]  有沒有人敢出聲?
[00:02:33.000 --> 00:02:35.000]  很少或者沒有
[00:02:35.000 --> 00:02:37.000]  就像現在這樣很安靜
[00:02:37.000 --> 00:02:38.000]  為什麼呢?
[00:02:38.000 --> 00:02:41.000]  其中一個原因就是怕說錯
[00:02:41.000 --> 00:02:43.000]  說錯了很尷尬
[00:02:43.000 --> 00:02:45.000]  也好像誤會了人
[00:02:45.000 --> 00:02:47.000]  我們一起看看一個聖經人物
[00:02:47.000 --> 00:02:49.000]  是思洗若翰
[00:02:49.000 --> 00:02:50.000]  他又會怎麼做呢?
[00:02:50.000 --> 00:02:53.000]  在《路加福音》三章一至十七節
[00:02:53.000 --> 00:02:57.000]  相信經文在《福音書》大家都很熟悉
[00:02:57.000 --> 00:03:04.000]  不如我們先看看他最惹火的言論
[00:03:04.000 --> 00:03:06.000]  我們看看第七至第九節
[00:03:06.000 --> 00:03:07.000]  我們一起讀
[00:03:07.000 --> 00:03:36.000]  (主持人讀書)
[00:03:36.000 --> 00:03:44.000]  (主持人讀書)
[00:03:44.000 --> 00:03:48.000]  這幾個經文是若翰對來到
[00:03:48.000 --> 00:03:51.000]  接受他洗禮的眾人說話
[00:03:51.000 --> 00:03:56.000]  大家覺得他的語氣怎麼樣?
[00:03:56.000 --> 00:03:59.000]  有人身攻擊
[00:03:59.000 --> 00:04:00.000]  也挺重的
[00:04:00.000 --> 00:04:02.000]  聽起來也挺不舒服的
[00:04:02.000 --> 00:04:04.000]  又有責備又嚴厲
[00:04:04.000 --> 00:04:06.000]  我們不看他的內容
[00:04:06.000 --> 00:04:08.000]  看看他怎麼表達
[00:04:08.000 --> 00:04:10.000]  他叫人們做什麼?
[00:04:10.000 --> 00:04:12.000]  毒蛇的孽種
[00:04:12.000 --> 00:04:14.000]  直譯就是毒蛇的後裔
[00:04:14.000 --> 00:04:16.000]  有毒蛇的特質
[00:04:16.000 --> 00:04:18.000]  毒蛇的特質是什麼呢?
[00:04:18.000 --> 00:04:20.000]  陰險狡猾
[00:04:20.000 --> 00:04:22.000]  心狠手辣
[00:04:22.000 --> 00:04:24.000]  還是非常惡毒
[00:04:24.000 --> 00:04:27.000]  被人這樣罵真的挺不舒服的
[00:04:27.000 --> 00:04:29.000]  然後他就說
[00:04:29.000 --> 00:04:31.000]  誰指使你們
[00:04:31.000 --> 00:04:35.000]  他這個問題是關心他們嗎?
[00:04:35.000 --> 00:04:36.000]  其實也不是
[00:04:36.000 --> 00:04:37.000]  是質問他們
[00:04:37.000 --> 00:04:40.000]  誰叫你們這樣做的?
[00:04:40.000 --> 00:04:46.000]  然後他就命令眾人要結出果子
[00:04:46.000 --> 00:04:47.000]  然後再說
[00:04:47.000 --> 00:04:49.000]  不要自己心裡說
[00:04:49.000 --> 00:04:52.000]  其實原文裡面有個動詞是開始
[00:04:52.000 --> 00:04:54.000]  沒有翻譯出來
[00:04:54.000 --> 00:04:57.000]  就是說不要開始自己心裡說
[00:04:57.000 --> 00:04:59.000]  是一個禁止的命令
[00:04:59.000 --> 00:05:01.000]  是什麼意思呢?
[00:05:01.000 --> 00:05:03.000]  不要開始想
[00:05:03.000 --> 00:05:05.000]  其實口語化一點說
[00:05:05.000 --> 00:05:07.000]  你想都不要想
[00:05:07.000 --> 00:05:09.000]  死心吧
[00:05:09.000 --> 00:05:12.000]  大家就更加拿出武器
[00:05:12.000 --> 00:05:15.000]  拿出斧頭嚇嚇大家
[00:05:15.000 --> 00:05:17.000]  只是看約翰這個表達
[00:05:17.000 --> 00:05:21.000]  大家覺得他是關心、安慰、鼓勵
[00:05:21.000 --> 00:05:24.000]  還是撩交打呢?
[00:05:24.000 --> 00:05:27.000]  很明顯是撩交打
