
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹早晨
[00:00:02.000 --> 00:00:04.000]  早晨
[00:00:04.000 --> 00:00:08.000]  今日我不知道大家懷著一個什麼心情來敬拜
[00:00:08.000 --> 00:00:10.000]  喜樂?
[00:00:10.000 --> 00:00:12.000]  重膽?
[00:00:12.000 --> 00:00:16.000]  我們回復實體的敬拜
[00:00:16.000 --> 00:00:20.000]  不單止我們在場的
[00:00:20.000 --> 00:00:24.000]  我限聚我們坐在這裡的
[00:00:24.000 --> 00:00:26.000]  每一位弟兄姊妹
[00:00:26.000 --> 00:00:28.000]  主內朋友
[00:00:28.000 --> 00:00:32.000]  網上的一班朋友
[00:00:32.000 --> 00:00:34.000]  我們直播的時候
[00:00:34.000 --> 00:00:36.000]  我們都歡迎你們
[00:00:36.000 --> 00:00:40.000]  透過今天我們同心去領受神的話
[00:00:40.000 --> 00:00:44.000]  我發問的原因
[00:00:44.000 --> 00:00:46.000]  還記得疫情足足一年多
[00:00:46.000 --> 00:00:48.000]  兩年了,接近
[00:00:48.000 --> 00:00:54.000]  不知道你過去每天度過的日子是怎麼樣呢?
[00:00:54.000 --> 00:00:56.000]  有沒有抱著聖經
[00:00:56.000 --> 00:00:58.000]  有沒有緊貼神的話
[00:00:58.000 --> 00:01:02.000]  去跟隨我們的神去教導和提醒呢?
[00:01:02.000 --> 00:01:06.000]  我最深刻的經歷就是
[00:01:06.000 --> 00:01:10.000]  我的腳因為這樣骨裂
[00:01:10.000 --> 00:01:12.000]  因在什麼呢?
[00:01:12.000 --> 00:01:14.000]  原來因在幫人手
[00:01:14.000 --> 00:01:16.000]  這個幫忙
[00:01:16.000 --> 00:01:18.000]  我自己感受到是給我有能力
[00:01:18.000 --> 00:01:22.000]  就是幫一位視像的弟兄去搬家
[00:01:22.000 --> 00:01:24.000]  因為這樣自己又不小心
[00:01:24.000 --> 00:01:26.000]  忘記了自己又矮又肥
[00:01:26.000 --> 00:01:28.000]  根本就沒有力氣去搬
[00:01:28.000 --> 00:01:30.000]  就這麼粗利
[00:01:30.000 --> 00:01:32.000]  骨裂了之後
[00:01:32.000 --> 00:01:34.000]  屈倒
[00:01:34.000 --> 00:01:36.000]  在地上不平的時候屈倒
[00:01:36.000 --> 00:01:38.000]  還硬要回來辦公室
[00:01:38.000 --> 00:01:40.000]  直到自己忍不住
[00:01:40.000 --> 00:01:42.000]  終於照完
[00:01:42.000 --> 00:01:44.000]  知道骨裂
[00:01:44.000 --> 00:01:46.000]  一年多的時間
[00:01:46.000 --> 00:01:48.000]  我都拿了拐杖
[00:01:48.000 --> 00:01:50.000]  今天能夠來到店裡面
[00:01:50.000 --> 00:01:52.000]  歐哥還讚
[00:01:52.000 --> 00:01:54.000]  去敬拜這位榮耀神
[00:01:54.000 --> 00:01:56.000]  我就懷著一個很感恩
[00:01:56.000 --> 00:01:58.000]  很感恩的心
[00:01:58.000 --> 00:02:00.000]  我們同心低頭禱告
[00:02:00.000 --> 00:02:02.000]  主啊
[00:02:02.000 --> 00:02:04.000]  真是懷著一個感恩的心
[00:02:04.000 --> 00:02:06.000]  滿身歡喜
[00:02:06.000 --> 00:02:08.000]  多謝你
[00:02:08.000 --> 00:02:10.000]  每個主日能夠有地方
[00:02:10.000 --> 00:02:14.000]  我們招聚這麼多弟兄姊妹
[00:02:14.000 --> 00:02:16.000]  來還讚你榮耀歸給你
[00:02:16.000 --> 00:02:18.000]  一同敬拜
[00:02:18.000 --> 00:02:20.000]  不是必然的事
[00:02:20.000 --> 00:02:22.000]  但我們懷著
[00:02:22.000 --> 00:02:24.000]  一個再一次
[00:02:24.000 --> 00:02:26.000]  滿有盼望和感謝主的心
[00:02:26.000 --> 00:02:28.000]  來到店裡面敬拜
[00:02:28.000 --> 00:02:30.000]  也都懷著
