
[00:00:00.000 --> 00:00:04.080]  今天很想和大家繼續思考亞國書的內容
[00:00:04.080 --> 00:00:07.480]  開始的時候讓我們一起有個簡單的祈禱
[00:00:07.480 --> 00:00:09.680]  天父瑜多謝讚美你
[00:00:09.680 --> 00:00:13.040]  讓我們能夠在這個地方可以敬拜
[00:00:13.040 --> 00:00:16.000]  也能夠透過詩歌預備我們的心
[00:00:16.000 --> 00:00:18.800]  能夠將我們心裡對你的讚美
[00:00:18.800 --> 00:00:20.680]  都在當中說出來
[00:00:20.680 --> 00:00:21.640]  願你月立
[00:00:21.640 --> 00:00:24.280]  也因代我們能夠在你的說話裡
[00:00:24.280 --> 00:00:25.400]  得著提醒
[00:00:25.400 --> 00:00:27.360]  也得著那份祝福
[00:00:27.360 --> 00:00:28.400]  求你幫助
[00:00:28.400 --> 00:00:29.680]  多謝你聽我們禱告
[00:00:29.680 --> 00:00:31.080]  以上禱告奉主命求
[00:00:31.080 --> 00:00:31.880]  阿們
[00:00:31.880 --> 00:00:38.320]  最近有一則新聞不知道大家有沒有留意
[00:00:38.320 --> 00:00:41.160]  就是有一家火鍋店的放題
[00:00:41.160 --> 00:00:44.160]  又食客又吃又拿
[00:00:44.160 --> 00:00:49.600]  話說有一位男食客被火鍋店的職員發現
[00:00:49.600 --> 00:00:53.480]  原來他將食物放在一個環保袋裡面
[00:00:53.480 --> 00:00:58.800]  當中裝滿了海鮮、肥牛、生蠔、公仔麵
[00:00:58.800 --> 00:01:01.120]  還有很生猛的海蝦
[00:01:01.120 --> 00:01:07.520]  最初這位男食客不承認肥牛是那家火鍋店
[00:01:07.520 --> 00:01:12.160]  但後來經過職員幾番勸告之後
[00:01:12.160 --> 00:01:16.160]  他最終將整袋食物交出來
[00:01:16.160 --> 00:01:20.560]  之後也有記者訪問其他火鍋店的店長
[00:01:20.560 --> 00:01:22.960]  原來客人又食又拿
[00:01:22.960 --> 00:01:25.360]  其實這也是很普遍
[00:01:25.360 --> 00:01:31.320]  有客人更私下取走食物或飲品
[00:01:31.320 --> 00:01:34.720]  不時都會出現在食店裡
[00:01:34.720 --> 00:01:37.240]  較常見他們會拿走什麼呢?
[00:01:37.240 --> 00:01:40.040]  就是拿走麵、烏冬
[00:01:40.040 --> 00:01:44.440]  也有客人拿幾罐飲品回到座位時
[00:01:44.440 --> 00:01:48.400]  但最終收拾桌子可能只剩下一兩罐空的罐
[00:01:48.400 --> 00:01:51.760]  所以很明顯大家都知道發生什麼事
[00:01:51.760 --> 00:01:57.400]  更離譜的是有些客人趁職員忙碌或看不到時
[00:01:57.400 --> 00:02:00.320]  就偷偷換人進食
[00:02:00.320 --> 00:02:02.960]  真是想都想不到
[00:02:02.960 --> 00:02:05.760]  當我看到這些報道時
[00:02:05.760 --> 00:02:10.920]  我真的不敢想像會發生在香港人身上
[00:02:10.920 --> 00:02:18.800]  是不是有人覺得我付了錢就可以輪流換人來吃呢?
[00:02:18.800 --> 00:02:21.600]  有錢是否太大了呢?
[00:02:21.600 --> 00:02:26.320]  為什麼在香港發生這些事也行呢?
[00:02:26.320 --> 00:02:30.240]  是不是不需要守店舖的規矩呢?
[00:02:30.240 --> 00:02:32.920]  所以作為我們香港的基督徒
[00:02:32.920 --> 00:02:36.960]  會不會有時也被世俗的風氣影響我們呢?
[00:02:36.960 --> 00:02:40.880]  如何才能勝過世俗化的誘惑呢?
[00:02:40.880 --> 00:02:44.080]  今天的講題就是勝過世俗化的誘惑
[00:02:44.080 --> 00:02:47.640]  會在《亞國書》裡繼續跟大家分享
[00:02:47.640 --> 00:02:51.920]  首先想跟大家重溫《亞國書》的內容
[00:02:51.920 --> 00:02:57.400]  第一章是鼓勵一群面對試煉和信仰掙扎的人
[00:02:57.400 --> 00:03:00.120]  因為他們也被世界影響
[00:03:00.120 --> 00:03:02.400]  令他們心懷疑惑
[00:03:02.400 --> 00:03:05.120]  一方面想得到屬天的福氣
[00:03:05.120 --> 00:03:10.240]  另一方面又想得到世界的享受
[00:03:10.240 --> 00:03:14.000]  第二章也責備一群憑外貌待人
[00:03:14.000 --> 00:03:15.760]  不行道的信徒
[00:03:15.760 --> 00:03:20.440]  第三章也針對一群在舌頭上容易軟弱的
[00:03:20.440 --> 00:03:25.440]  所以《亞國》指出屬天的智慧和屬地的智慧的分別
[00:03:25.440 --> 00:03:27.960]  屬天的智慧是從神而來的
[00:03:27.960 --> 00:03:31.120]  而屬地的智慧是屬於情慾的
[00:03:31.120 --> 00:03:33.560]  會令人產生很多的私慾
[00:03:33.560 --> 00:03:35.560]  所以作出一些壞事
[00:03:35.560 --> 00:03:37.960]  所以今次第四章的內容
[00:03:37.960 --> 00:03:41.560]  其實就是要承接第三章裡面的討論
[00:03:41.560 --> 00:03:43.160]  首先我們看看
[00:03:43.160 --> 00:03:45.160]  勝過世俗化的誘惑
[00:03:45.160 --> 00:03:48.560]  第一方面是要檢視自己生命
[00:03:48.560 --> 00:03:50.760]  不要順從私慾
[00:03:50.760 --> 00:03:52.280]  與世俗為友
[00:03:52.280 --> 00:03:55.960]  我們一起去讀第四到第五節
[00:03:55.960 --> 00:03:59.160]  「你們這些淫亂的人
[00:03:59.160 --> 00:04:01.800]  豈不知道與世俗為友
[00:04:01.800 --> 00:04:04.040]  就是與神為敵嗎?
[00:04:04.040 --> 00:04:07.520]  所以凡想要與世俗為友的
[00:04:07.520 --> 00:04:09.920]  就是與神為敵了。」
[00:04:09.920 --> 00:04:11.240]  經常說
[00:04:11.240 --> 00:04:14.720]  「神愛安置在我們裡面的靈
[00:04:14.720 --> 00:04:17.160]  愛到疾到的地步
[00:04:17.160 --> 00:04:20.600]  你們以為這話是圖言嗎?」
[00:04:20.600 --> 00:04:21.960]  在三章一節
[00:04:21.960 --> 00:04:25.520]  雅各用「我的弟兄」作為開始
[00:04:25.520 --> 00:04:28.360]  很親切、很正面的一個稱呼
[00:04:28.360 --> 00:04:31.440]  來到第四節的時候
[00:04:31.440 --> 00:04:33.240]  他同樣以一個稱呼
[00:04:33.240 --> 00:04:35.240]  作為一個新的話題
[00:04:35.240 --> 00:04:37.120]  以及新段落的開始
[00:04:37.120 --> 00:04:38.680]  不過今次的稱呼
[00:04:38.680 --> 00:04:40.520]  與之前有點不同
[00:04:40.520 --> 00:04:44.960]  他卻是帶著負面和宅罵的心態
[00:04:44.960 --> 00:04:49.600]  稱呼他們為一群淫亂的人
[00:04:49.600 --> 00:04:53.040]  為什麼雅各會稱呼他們為淫亂呢?
[00:04:53.040 --> 00:04:56.840]  是不是這群信徒搞婚外情呢?
[00:04:56.840 --> 00:04:59.440]  要明白雅各為什麼會這樣說的時候
[00:04:59.440 --> 00:05:03.280]  我們要看回四章一到三節的經文
[00:05:03.280 --> 00:05:05.920]  這段經文雅各指出信徒之間
[00:05:05.920 --> 00:05:08.200]  有很多的爭執
[00:05:08.200 --> 00:05:09.520]  有很多的衝突
[00:05:09.520 --> 00:05:12.200]  也有很多的貪戀和嫉妒
[00:05:12.200 --> 00:05:15.640]  看來信徒之間的關係非常差
[00:05:15.640 --> 00:05:17.400]  嚴重到一個程度
[00:05:17.400 --> 00:05:20.040]  好像在戰場上的殺戮
[00:05:20.040 --> 00:05:22.000]  不是你死就是我亡
