
[00:00:00.000 --> 00:00:04.800]  很想和大家看一張相片
[00:00:04.800 --> 00:00:08.720]  這裡寫著「猶帶曠野」
[00:00:08.720 --> 00:00:10.720]  令你們有什麼感覺?
[00:00:10.720 --> 00:00:17.440]  熱辣辣,像我們今年的夏天一樣
[00:00:17.440 --> 00:00:21.440]  對,猶帶曠野這個地方不單熱
[00:00:21.440 --> 00:00:26.080]  而且是一塊貧脊、乾旱、荒蕪之地
[00:00:26.080 --> 00:00:29.440]  蘊含著不可預測的危險
[00:00:29.440 --> 00:00:35.040]  曠野在聖經裡提及過三百多次
[00:00:35.040 --> 00:00:37.040]  大家即時想起
[00:00:37.040 --> 00:00:40.080]  聖經記載過有什麼在曠野的事蹟
[00:00:40.080 --> 00:00:44.960]  耶穌四十天在曠野受試探了
[00:00:44.960 --> 00:00:50.880]  摩西、以色列人在曠野四十年
[00:00:50.880 --> 00:00:54.880]  記不記得一個逃跑的先知以利亞
[00:00:54.880 --> 00:01:00.320]  他去了曠野躲藏,上帝來找他
[00:01:00.320 --> 00:01:03.440]  《新約聖經》裡最後一個先知
[00:01:03.440 --> 00:01:06.320]  施洗約翰在哪裡工作?
[00:01:06.320 --> 00:01:09.600]  在全道,在曠野全道
[00:01:09.600 --> 00:01:16.080]  這些記載好像呈現了一幅另類的圖畫
[00:01:16.080 --> 00:01:21.120]  就是在環境這麼惡劣或危險的曠野裡
[00:01:21.120 --> 00:01:25.200]  可以成為神與祂相遇的地方
[00:01:25.200 --> 00:01:27.600]  所以今天很想跟大家分享一個題目
[00:01:27.600 --> 00:01:32.320]  叫做曠野也是聖所
[00:01:32.320 --> 00:01:36.320]  邀請大家一起有個禱告開始
[00:01:36.320 --> 00:01:38.720]  我們的神,我們的主
[00:01:38.720 --> 00:01:41.760]  多謝祢與我們同在
[00:01:41.760 --> 00:01:44.160]  無論是康莊的大道
[00:01:44.160 --> 00:01:46.960]  或曠野崎嶇的路
[00:01:46.960 --> 00:01:49.920]  祢都在其中
[00:01:49.920 --> 00:01:54.560]  我們懇求祢在這一刻親自吸引我們
[00:01:54.560 --> 00:01:58.000]  讓我們每一個弟兄姊妹的心都轉向祢
[00:01:58.000 --> 00:02:01.440]  渴慕祢,一心尋求祢
[00:02:01.440 --> 00:02:04.480]  願意聽到祢與我們說的話
[00:02:04.480 --> 00:02:08.400]  願意我們能夠體會這一刻
[00:02:08.400 --> 00:02:13.600]  就是我們與主有甜蜜約會的祝福
[00:02:13.600 --> 00:02:19.600]  祈禱奉靠主耶穌的聖命而求,阿們
[00:02:19.600 --> 00:02:22.080]  詩篇一共有150篇
[00:02:22.080 --> 00:02:26.960]  大家知不知道主要的作者是誰?
[00:02:26.960 --> 00:02:29.520]  大衛,他寫了72篇
[00:02:29.520 --> 00:02:35.280]  而其中有43篇就是他在曠野裡寫的
[00:02:35.280 --> 00:02:37.280]  為什麼他無緣無故跑去曠野?
[00:02:37.280 --> 00:02:40.160]  是不是好像耶穌那樣去退休?
[00:02:40.160 --> 00:02:43.520]  不是,他是被迫的
[00:02:43.520 --> 00:02:46.560]  《撒慕爾記》記載了大衛兩次
[00:02:46.560 --> 00:02:48.640]  在猶大曠野的經歷
[00:02:48.640 --> 00:02:51.120]  第一次就是他做皇帝之前
[00:02:51.120 --> 00:02:54.240]  被數羅王追殺到曠野
[00:02:54.240 --> 00:02:57.360]  而另一次就是在他年老的時候
[00:02:57.360 --> 00:03:03.760]  被自己的兒子阿沙隆叛變而逃亡到曠野
[00:03:03.760 --> 00:03:08.320]  對於大衛來說曠野是一個什麼地方?
[00:03:08.320 --> 00:03:11.520]  走投無路的地方
[00:03:11.520 --> 00:03:15.520]  甚至是一個陷入絕境
[00:03:15.520 --> 00:03:18.640]  一個很絕望的地方
[00:03:18.640 --> 00:03:22.320]  但是為什麼大衛能夠
[00:03:22.320 --> 00:03:28.560]  將曠野之路變成一個朝聖之路呢?
[00:03:28.560 --> 00:03:33.120]  今天我們會透過詩篇第63篇
[00:03:33.120 --> 00:03:40.160]  一起進入大衛他跟神之間的很親密的關係裡面
[00:03:40.160 --> 00:03:42.560]  這篇的標題就寫著
[00:03:42.560 --> 00:03:46.800]  大衛在猶大曠野的時候作了這首詩
[00:03:46.800 --> 00:03:51.280]  因為在第17節提及到詩人是王
[00:03:51.280 --> 00:03:56.640]  你猜是在他作王前還是作王之後寫的?
[00:03:56.640 --> 00:03:58.160]  做皇帝之後
[00:03:58.160 --> 00:04:03.840]  很大機會是被兒子追殺而寫的一篇詩篇
[00:04:03.840 --> 00:04:07.840]  我們先一次過讀完第63篇
[00:04:07.840 --> 00:04:09.200]  一共有11節
[00:04:09.200 --> 00:04:12.560]  不如我們輪流讀我讀單節
[00:04:12.560 --> 00:04:16.560]  請你們讀雙節
[00:04:16.560 --> 00:04:18.560]  詩篇第63篇
[00:04:18.560 --> 00:04:20.720]  神啊,你是我的神
[00:04:20.720 --> 00:04:23.040]  我要切切地尋求你
[00:04:23.040 --> 00:04:26.000]  在乾旱疲乏無水之地
[00:04:26.000 --> 00:04:27.440]  我渴想你
[00:04:27.440 --> 00:04:30.000]  我的心切勿你
[00:04:30.000 --> 00:04:33.680]  我在聖所中曾如此瞻仰你
[00:04:33.680 --> 00:04:37.840]  為要見你的能力和你的榮耀
[00:04:37.840 --> 00:04:41.120]  因你的慈愛比生命更好
[00:04:41.120 --> 00:04:44.240]  我的嘴唇要重讚你
[00:04:44.240 --> 00:04:48.080]  我還活的時候要這樣稱頌你
[00:04:48.080 --> 00:04:51.120]  我要奉你的名舉手
[00:04:51.120 --> 00:04:54.480]  我的心就像飽足了骨髓肥油
[00:04:54.480 --> 00:04:59.440]  我也要以歡樂的嘴唇讚美你
[00:04:59.440 --> 00:05:01.760]  我在床上紀念你
[00:05:01.760 --> 00:05:05.360]  在夜更的時候思念你
[00:05:05.360 --> 00:05:07.520]  因為你曾幫助我
[00:05:07.520 --> 00:05:10.880]  我就在你翅膀的任下歡呼
[00:05:10.880 --> 00:05:13.360]  我心緊緊地跟隨你
[00:05:13.360 --> 00:05:16.160]  你的右手扶持我
[00:05:16.160 --> 00:05:19.600]  但那些尋索要滅我命的人
[00:05:19.600 --> 00:05:22.160]  必往地底下去
[00:05:22.160 --> 00:05:24.640]  他們必被刀劍所殺
[00:05:24.640 --> 00:05:26.800]  被野狗所吃
[00:05:26.800 --> 00:05:29.680]  但是王必因神歡喜
[00:05:29.680 --> 00:05:32.800]  凡指著他發誓的必要誇厚
[00:05:32.800 --> 00:05:37.200]  因為說方知人的口必被塞住
[00:05:37.200 --> 00:05:39.200]  大家在讀的時候有沒有想起
[00:05:39.200 --> 00:05:43.680]  仙頭敬拜隊跟我們一起唱的詩歌
[00:05:43.680 --> 00:05:47.600]  多謝他們很配合今天的經文
[00:05:47.600 --> 00:05:50.800]  預備了我們進入這首詩篇裡面
[00:05:50.800 --> 00:05:51.520]  大家一起
[00:05:51.520 --> 00:05:53.520]  仙頭讀的時候有沒有留意
[00:05:53.520 --> 00:05:55.680]  第一、第五、第八節
[00:05:55.680 --> 00:05:59.600]  三次提及大衛的心
[00:05:59.600 --> 00:06:01.200]  大衛的心
[00:06:01.200 --> 00:06:04.000]  心這個字可以譯作靈魂
[00:06:04.000 --> 00:06:05.280]  渴望
[00:06:05.280 --> 00:06:06.560]  熱情
[00:06:06.560 --> 00:06:07.600]  內心
[00:06:07.600 --> 00:06:11.360]  以至整個人的生命取向
[00:06:11.360 --> 00:06:13.440]  在這條曠野的路上
[00:06:13.440 --> 00:06:17.040]  大衛的心是怎樣的呢?
[00:06:17.040 --> 00:06:19.600]  反映出他是一個怎樣的人
[00:06:19.600 --> 00:06:24.400]  以至他又得到一個什麼結局呢?
[00:06:24.400 --> 00:06:26.720]  我們先看第一個心
[00:06:26.720 --> 00:06:29.040]  我邀請姐妹跟我再讀一次
[00:06:29.040 --> 00:06:32.400]  第一和第二節
[00:06:32.400 --> 00:06:35.040]  神啊,祢是我的神
[00:06:35.040 --> 00:06:37.760]  我要切切地尋求祢
[00:06:37.760 --> 00:06:40.800]  在乾旱疲乏無水之地
[00:06:40.800 --> 00:06:42.400]  我渴想祢
[00:06:42.400 --> 00:06:44.720]  我的心切勿離
[00:06:44.720 --> 00:06:48.400]  我在聖所中曾如此瞻仰祢
[00:06:48.400 --> 00:06:54.000]  為要見祢的能力和祢的榮耀
[00:06:54.000 --> 00:06:59.440]  大衛怎樣形容他身處的地方呢?
[00:06:59.440 --> 00:07:03.040]  乾旱疲乏無水之地,是不是?
[00:07:03.040 --> 00:07:05.280]  乾旱無水,大家都明白
