
[00:00:00.000 --> 00:00:02.000]  各位聽音姐妹大家好
[00:00:02.000 --> 00:00:07.040]  代表恩福東九堂來問候大家
[00:00:07.040 --> 00:00:08.640]  我印象中
[00:00:08.640 --> 00:00:10.960]  我沒來過萬塘廣道
[00:00:10.960 --> 00:00:13.280]  我不知道大家有沒有在萬塘見過我
[00:00:13.280 --> 00:00:14.080]  我應該沒有吧
[00:00:14.080 --> 00:00:15.760]  是啦
[00:00:15.760 --> 00:00:17.080]  所以我也是第一次
[00:00:17.080 --> 00:00:18.520]  我是新朋友
[00:00:18.520 --> 00:00:19.680]  對於你來說
[00:00:19.680 --> 00:00:21.200]  你也是新朋友
[00:00:21.200 --> 00:00:22.760]  我不用你拍手
[00:00:22.760 --> 00:00:24.760]  我不是要你歡迎新朋友
[00:00:24.760 --> 00:00:27.400]  我意思是大家都是新朋友
[00:00:27.400 --> 00:00:28.280]  是啦
[00:00:28.280 --> 00:00:30.680]  由於我不太認識大家
[00:00:30.680 --> 00:00:33.680]  我想初步去認識一下大家
[00:00:33.680 --> 00:00:37.240]  究竟回周六萬塘的弟兄姊妹
[00:00:37.240 --> 00:00:40.440]  你們是不是周六上班的呢?
[00:00:40.440 --> 00:00:42.320]  有多少人是星期六都要上班的?
[00:00:42.320 --> 00:00:43.600]  可以舉手嗎?
[00:00:43.600 --> 00:00:44.680]  都挺多的
[00:00:44.680 --> 00:00:46.000]  是啦
[00:00:46.000 --> 00:00:47.920]  有多少人是星期六不用上班的?
[00:00:47.920 --> 00:00:49.000]  可以舉手嗎?
[00:00:49.000 --> 00:00:50.280]  哇!更多
[00:00:50.280 --> 00:00:51.120]  OK
[00:00:51.120 --> 00:00:54.760]  所以其實周六上班的都有
[00:00:54.760 --> 00:00:55.480]  總之
[00:00:55.480 --> 00:00:57.640]  但anyway 我看到都很多人上班
[00:00:57.640 --> 00:00:58.200]  是啦
[00:00:58.200 --> 00:01:00.200]  我也預備了一條問題
[00:01:00.200 --> 00:01:02.040]  想再了解一下大家
[00:01:02.040 --> 00:01:04.320]  就是
[00:01:04.320 --> 00:01:08.320]  有多少人上班是可以準時下班的?
[00:01:08.320 --> 00:01:10.120]  可以舉手嗎?
[00:01:10.120 --> 00:01:11.040]  也不少
[00:01:11.040 --> 00:01:11.480]  感謝主
[00:01:11.480 --> 00:01:13.160]  我們給他們一點掌聲好嗎?
[00:01:13.160 --> 00:01:16.360]  是啦
[00:01:16.360 --> 00:01:20.400]  有多少人經常都要開OT?
[00:01:20.400 --> 00:01:22.480]  可以舉手嗎?
[00:01:22.480 --> 00:01:23.320]  也不是很多
[00:01:23.320 --> 00:01:24.040]  我們也要感謝主
[00:01:24.040 --> 00:01:24.760]  但很勤力
[00:01:24.760 --> 00:01:25.760]  我們給他們一點掌聲
[00:01:25.760 --> 00:01:28.120]  他們很勤力
[00:01:28.120 --> 00:01:28.840]  是啦
[00:01:28.840 --> 00:01:29.880]  不過
[00:01:29.880 --> 00:01:33.160]  先不要開心
[00:01:33.160 --> 00:01:34.400]  有多少人
[00:01:34.400 --> 00:01:37.560]  無論你需要開OT也好
[00:01:37.560 --> 00:01:39.760]  不需要開OT也好
[00:01:39.760 --> 00:01:41.040]  你下班了
[00:01:41.040 --> 00:01:44.880]  都要回覆公司的WhatsApp
[00:01:44.880 --> 00:01:46.880]  或者是Email的
[00:01:46.880 --> 00:01:48.760]  可以舉手嗎?
[00:01:48.760 --> 00:01:50.120]  哇!也不少
[00:01:50.120 --> 00:01:52.080]  我也要的
[00:01:52.080 --> 00:01:53.560]  是啦
[00:01:53.560 --> 00:01:54.840]  為什麼這樣說呢?
[00:01:54.840 --> 00:01:56.560]  這個世界不同了
[00:01:56.560 --> 00:01:57.600]  以前我們說
[00:01:57.600 --> 00:01:58.960]  不用開OT工作很久
[00:01:58.960 --> 00:02:00.720]  但現在其實不用開OT
[00:02:00.720 --> 00:02:01.920]  其實你也在開OT
[00:02:01.920 --> 00:02:05.680]  因為你也要收不同的信息等等
[00:02:05.680 --> 00:02:06.920]  那麼
[00:02:06.920 --> 00:02:09.400]  有一個好消息給大家知道
[00:02:09.400 --> 00:02:09.880]  就是
[00:02:09.880 --> 00:02:10.800]  不過不是香港
[00:02:10.800 --> 00:02:12.560]  是澳洲的
[00:02:12.560 --> 00:02:15.560]  澳洲在8月就立了一條新的法例
[00:02:15.560 --> 00:02:17.320]  哇!這條法例很棒
[00:02:17.320 --> 00:02:18.680]  它是什麼呢?
[00:02:18.680 --> 00:02:22.360]  是保障那些員工下班之後
[00:02:22.360 --> 00:02:28.760]  他不需要來接老闆的電話
[00:02:28.760 --> 00:02:30.280]  如果有這樣的法例
[00:02:30.280 --> 00:02:32.040]  多少人贊成呢?
[00:02:32.040 --> 00:02:33.840]  哇!非常好
[00:02:33.840 --> 00:02:34.560]  因為我不敢舉手
[00:02:34.560 --> 00:02:35.800]  因為我老闆在這裡
[00:02:35.800 --> 00:02:37.400]  哈哈哈哈
[00:02:37.400 --> 00:02:38.520]  開玩笑的
[00:02:38.520 --> 00:02:39.600]  是啦
[00:02:39.600 --> 00:02:40.360]  那麼今天
[00:02:40.360 --> 00:02:42.240]  這個開場白
[00:02:42.240 --> 00:02:44.080]  和今天的經文有什麼關係呢?
[00:02:44.080 --> 00:02:45.840]  雖然我們也不想開OT
[00:02:45.840 --> 00:02:46.360]  老實說
[00:02:46.360 --> 00:02:47.840]  當然有家人
[00:02:47.840 --> 00:02:49.280]  有很多不同的人需要
[00:02:49.280 --> 00:02:51.280]  有教會的聚會要回
[00:02:51.280 --> 00:02:52.680]  但是其實
[00:02:52.680 --> 00:02:54.800]  其實開OT裡面
[00:02:54.800 --> 00:02:56.960]  也可以有一些經歷神的時間
[00:02:56.960 --> 00:02:58.600]  今天在這段經文裡面
[00:02:58.600 --> 00:03:00.600]  有一群開OT的人
[00:03:00.600 --> 00:03:01.920]  他們其實也不太想開OT的
[00:03:01.920 --> 00:03:04.200]  不過他們在開OT裡面
[00:03:04.200 --> 00:03:05.680]  他們就經歷了一個神蹟
[00:03:05.680 --> 00:03:07.240]  並且改變了他們的生命
[00:03:07.240 --> 00:03:10.000]  我們一起看看究竟發生了什麼事
[00:03:10.000 --> 00:03:11.240]  今天這段經文
[00:03:11.240 --> 00:03:12.520]  如果你上了主一段時間
[00:03:12.520 --> 00:03:14.160]  我相信你也會熟悉的
[00:03:14.160 --> 00:03:17.360]  就是耶穌呼召彼得的經文
[00:03:17.360 --> 00:03:22.600]  我很簡單的分了四張類似的漫畫
[00:03:22.600 --> 00:03:23.720]  不過就是四段經文
[00:03:23.720 --> 00:03:25.520]  來跟大家說的
[00:03:25.520 --> 00:03:28.240]  首先我會看一至三節
[00:03:28.240 --> 00:03:29.720]  然後四至五節
[00:03:29.720 --> 00:03:32.320]  然後是六至九節
[00:03:32.320 --> 00:03:33.960]  最後就說了十至十一節
[00:03:33.960 --> 00:03:36.280]  所以就四幅圖畫
[00:03:36.280 --> 00:03:38.560]  我們首先來讀一讀聖經
[00:03:38.560 --> 00:03:40.760]  我們先看看第一幅圖畫
[00:03:40.760 --> 00:03:44.840]  看到嗎?
[00:03:44.840 --> 00:03:45.520]  看到嗎?
[00:03:45.520 --> 00:03:46.600]  OK,我們一起讀
[00:03:46.600 --> 00:03:47.600]  一二三
[00:03:47.600 --> 00:03:50.680]  「耶穌站在隔離撒勒湖邊
[00:03:50.680 --> 00:03:52.760]  眾人擁擠祂
[00:03:52.760 --> 00:03:54.520]  要聽神的道
[00:03:54.520 --> 00:03:57.800]  祂見有兩隻船靠在湖邊
[00:03:57.800 --> 00:04:00.400]  打雨的人卻離開船
[00:04:00.400 --> 00:04:01.720]  駛往去了
[00:04:01.720 --> 00:04:03.760]  有一隻船是西門的
[00:04:03.760 --> 00:04:05.240]  耶穌就上去
[00:04:05.240 --> 00:04:07.080]  請祂把船撐開
[00:04:07.080 --> 00:04:09.360]  稍微離岸就坐下
[00:04:09.360 --> 00:04:11.760]  在船上教導眾人」
[00:04:11.760 --> 00:04:14.120]  先讀這裡
[00:04:14.840 --> 00:04:17.120]  耶穌在路加福音裡面
[00:04:17.120 --> 00:04:19.280]  其實四方都是這樣
[00:04:19.280 --> 00:04:21.160]  耶穌在受魔鬼試探之後
[00:04:21.160 --> 00:04:23.760]  祂就開始公開的侍奉
[00:04:23.760 --> 00:04:25.200]  祂去了很多地方
[00:04:25.200 --> 00:04:26.000]  又去加利利
[00:04:26.000 --> 00:04:27.280]  又去拿撒勒
[00:04:27.280 --> 00:04:28.040]  又去加伯隆
[00:04:28.040 --> 00:04:28.800]  馬不停蹄
[00:04:28.800 --> 00:04:29.400]  很忙的
[00:04:29.400 --> 00:04:32.240]  除了在祂自己的家鄉拿撒勒之外
[00:04:32.240 --> 00:04:34.200]  耶穌到處都很受人歡迎
[00:04:34.200 --> 00:04:35.960]  因為祂又醫病又趕鬼
[00:04:35.960 --> 00:04:41.280]  所以其實就會吸引一群群眾來跟隨祂
[00:04:41.280 --> 00:04:43.200]  所以今天來到這段經文
[00:04:43.200 --> 00:04:44.400]  也不例外
[00:04:44.400 --> 00:04:47.080]  就是有很多人跟隨著耶穌
[00:04:47.080 --> 00:04:49.960]  去到加利利撒勒湖邊
[00:04:49.960 --> 00:04:52.480]  耶穌在今天的場面
[00:04:52.480 --> 00:04:53.960]  祂就去到湖邊
[00:04:53.960 --> 00:04:57.680]  圍著那群人來港渡
[00:04:57.680 --> 00:05:02.160]  聖經就形容當時的場面是很虛憾
[00:05:02.160 --> 00:05:03.920]  這個背景
[00:05:03.920 --> 00:05:05.920]  就是為了接下來
[00:05:05.920 --> 00:05:11.160]  為什麼耶穌要這麼多人擠擁祂的時候
[00:05:11.160 --> 00:05:15.920]  祂就要找一艘船上去撐開一點呢?
[00:05:15.920 --> 00:05:18.600]  今天因福禮堂的設計
[00:05:18.600 --> 00:05:22.920]  如果你當這裡是
[00:05:22.920 --> 00:05:26.640]  如果跟著耶穌的人圍著祂
[00:05:26.640 --> 00:05:29.120]  你是會堆在前面的
[00:05:29.120 --> 00:05:31.160]  後面的人其實就不容易聽到
[00:05:31.160 --> 00:05:32.400]  因為你堆住了
[00:05:32.400 --> 00:05:34.200]  但是今天港台的設計
[00:05:34.200 --> 00:05:36.040]  其實也是類似這樣
[00:05:36.040 --> 00:05:37.800]  就是要隔開一段距離
[00:05:37.800 --> 00:05:40.120]  所以耶穌上了一艘船的時候
[00:05:40.120 --> 00:05:41.400]  其實就自然而然
[00:05:41.400 --> 00:05:44.840]  那些海水離岸這麼遠的時候
[00:05:44.840 --> 00:05:46.600]  他們就可以聽得清楚一點
[00:05:46.600 --> 00:05:48.840]  可能那個地方
[00:05:48.840 --> 00:05:50.880]  就是沙灘的地方也有點斜
[00:05:50.880 --> 00:05:52.560]  聲音就可以去得遠一點
[00:05:52.560 --> 00:05:55.280]  這個是當時的情況
[00:05:55.280 --> 00:05:58.880]  耶穌在那裡來到港渡的時候
[00:05:58.880 --> 00:05:59.520]  看到很多人
[00:05:59.520 --> 00:06:02.560]  所以祂就擺了一個這樣的設定
[00:06:02.560 --> 00:06:05.240]  但是祂能夠擺這個設定
[00:06:05.240 --> 00:06:08.920]  是因為祂看到當時有些漁夫
[00:06:08.920 --> 00:06:09.920]  在做什麼呢?
[00:06:09.920 --> 00:06:11.400]  他們來了船
[00:06:11.400 --> 00:06:12.400]  駛往去了
[00:06:12.400 --> 00:06:13.120]  我想問一下
[00:06:13.120 --> 00:06:14.840]  他們是開工還是收工?
[00:06:14.840 --> 00:06:16.800]  是,很清楚
[00:06:16.800 --> 00:06:18.800]  是,他們是收工的
[00:06:18.800 --> 00:06:20.560]  那麼耶穌就把握這個機會
[00:06:20.560 --> 00:06:21.800]  先不要收工
[00:06:21.800 --> 00:06:24.560]  不如借一艘船來用一下
[00:06:24.560 --> 00:06:25.480]  讓我先趕到這裡
[00:06:25.480 --> 00:06:26.920]  你們先收工也不遲
[00:06:26.920 --> 00:06:28.560]  借個方便而已
[00:06:28.560 --> 00:06:30.480]  那麼這艘船是誰的船呢?
[00:06:30.480 --> 00:06:31.840]  是西門彼得
[00:06:31.840 --> 00:06:36.000]  之前其實耶穌也醫好了西門彼得的惡母
[00:06:36.000 --> 00:06:39.040]  所以問祂借一艘船應該也沒什麼問題
[00:06:39.040 --> 00:06:41.520]  還有耶穌當時也是拉比
[00:06:41.520 --> 00:06:43.200]  祂也有一個這樣的身份
[00:06:43.200 --> 00:06:45.040]  所以祂就這麼做
[00:06:45.040 --> 00:06:48.160]  所以大家就乖乖的坐在這裡
[00:06:48.160 --> 00:06:49.520]  耶穌就上了船
[00:06:49.520 --> 00:06:51.720]  就是跟人們來到港渡
[00:06:51.720 --> 00:06:53.360]  我再強調的就是
[00:06:53.360 --> 00:06:54.200]  這一群漁夫
[00:06:54.200 --> 00:06:55.240]  他們死亡的原因
[00:06:55.240 --> 00:06:57.000]  就是因為他們正在收工
[00:06:57.000 --> 00:06:57.520]  是吧?
[00:06:57.520 --> 00:07:00.000]  所以你一會兒就繼續留意一下
[00:07:00.000 --> 00:07:02.760]  這一群收工的人的心情
[00:07:02.760 --> 00:07:08.520]  你就會更加明白當中的張力
[00:07:08.520 --> 00:07:11.120]  這是第一幅圖畫
[00:07:11.120 --> 00:07:12.560]  然後呢
[00:07:12.560 --> 00:07:13.920]  就到了第二幅圖畫了
[00:07:13.920 --> 00:07:17.480]  開始進入一個張力在裡面了
[00:07:17.480 --> 00:07:20.760]  我們就繼續讀第二段經文
[00:07:20.760 --> 00:07:22.120]  我們一起讀一讀
[00:07:22.120 --> 00:07:23.440]  四字到第五字
[00:07:23.440 --> 00:07:26.480]  "他講完了,對西門說:"
[00:07:26.480 --> 00:07:30.520]  "把船開到水深的地方,下望打魚"
[00:07:30.520 --> 00:07:31.800]  "西門說:"
[00:07:31.800 --> 00:07:36.000]  "老師,我們整夜勞累,並沒有打著什麼"
[00:07:36.000 --> 00:07:37.840]  "但依從你的話"
[00:07:37.840 --> 00:07:39.840]  "我就下望"
[00:07:39.840 --> 00:07:40.840]  是吧
[00:07:40.840 --> 00:07:45.560]  路加福音通常會記下了耶穌在港渡說了什麼
[00:07:45.560 --> 00:07:45.840]  是吧?
[00:07:45.840 --> 00:07:48.000]  因為那些是重點
[00:07:48.000 --> 00:07:50.280]  但是這段經文很特別的地方就是
[00:07:50.280 --> 00:07:52.520]  第四節一開始就說什麼呢?
[00:07:52.520 --> 00:07:53.520]  "他講完了"
[00:07:53.520 --> 00:07:56.440]  我們很想知道耶穌說了什麼
[00:07:56.440 --> 00:07:57.720]  一上船
[00:07:57.720 --> 00:07:59.920]  然後下一個鏡頭就說完了
[00:07:59.920 --> 00:08:00.240]  是吧?
[00:08:00.240 --> 00:08:03.480]  原來這段經文的重點不是耶穌在港渡
[00:08:03.480 --> 00:08:03.720]  是吧?
[00:08:03.720 --> 00:08:07.120]  所以很快就跳到下一步了
[00:08:07.120 --> 00:08:08.800]  耶穌說了多久呢?
[00:08:08.800 --> 00:08:10.520]  聖經又沒有說
[00:08:10.520 --> 00:08:13.680]  不過如果你看聖經的話
[00:08:13.680 --> 00:08:15.840]  你知道這麼多人跟著耶穌
[00:08:15.840 --> 00:08:17.560]  這裡去那裡去
[00:08:17.560 --> 00:08:18.960]  耶穌每次在港渡
[00:08:18.960 --> 00:08:22.240]  都應該不止半個小時
[00:08:22.240 --> 00:08:25.600]  因福港渡都算是快的了
[00:08:25.600 --> 00:08:27.520]  怕大家黑眼睛
[00:08:27.520 --> 00:08:29.200]  是吧?
[00:08:29.200 --> 00:08:33.120]  但是耶穌在港渡應該也有差不多的時間
[00:08:33.120 --> 00:08:36.160]  所以雖然第四節說"他講完了"好像很快
[00:08:36.160 --> 00:08:39.000]  但其實應該是過了一段時間
[00:08:39.000 --> 00:08:39.640]  那麼
[00:08:39.640 --> 00:08:41.120]  耶穌在港渡
[00:08:41.120 --> 00:08:43.240]  那些漁夫可能就想著
[00:08:43.240 --> 00:08:45.720]  哇!終於可以下班了
[00:08:45.720 --> 00:08:47.160]  借了船給你這麼久
[00:08:47.160 --> 00:08:48.520]  終於還給我了
[00:08:48.520 --> 00:08:49.240]  是吧?
[00:08:49.240 --> 00:08:50.080]  但是
[00:08:50.080 --> 00:08:50.920]  誰不知
[00:08:50.920 --> 00:08:52.640]  耶穌就跟西門這麼說
[00:08:52.640 --> 00:08:57.160]  "把船開到水深之處,下望大嶼"
[00:08:57.160 --> 00:08:58.320]  我想問
[00:08:58.320 --> 00:09:00.120]  如果你是西門
[00:09:00.120 --> 00:09:04.800]  你會怎麼想?
[00:09:04.800 --> 00:09:06.520]  有沒有試過
[00:09:06.520 --> 00:09:10.200]  截的士交更?
[00:09:10.200 --> 00:09:12.200]  可能大家都試過,是吧?
[00:09:12.200 --> 00:09:14.320]  我交更了,不載你了
[00:09:14.320 --> 00:09:15.680]  然後你就一口氣
[00:09:15.680 --> 00:09:16.880]  但是現在反過來
[00:09:16.880 --> 00:09:17.920]  那個人坐上來
[00:09:17.920 --> 00:09:20.440]  要你開到某個地方的時候
[00:09:20.440 --> 00:09:21.440]  到你一口氣
[00:09:21.440 --> 00:09:22.720]  不是乘客一口氣
[00:09:22.720 --> 00:09:24.520]  而是司機一口氣
[00:09:24.520 --> 00:09:25.400]  現在還有什麼呢?
[00:09:25.400 --> 00:09:26.880]  彼得一口氣
[00:09:26.880 --> 00:09:28.880]  我整夜勞累
[00:09:28.880 --> 00:09:31.480]  現在你還要我再來一次?
[00:09:31.480 --> 00:09:33.360]  還有當時那些漁夫
[00:09:33.360 --> 00:09:34.040]  還有彼得
[00:09:34.040 --> 00:09:35.920]  他們已經洗網了
[00:09:35.920 --> 00:09:37.240]  是吧?
[00:09:37.240 --> 00:09:39.360]  類似那個店鋪
[00:09:39.360 --> 00:09:40.440]  那個餐廳
[00:09:40.440 --> 00:09:41.760]  打烊的時候
[00:09:41.760 --> 00:09:42.880]  桌子都收起來了
[00:09:42.880 --> 00:09:43.880]  椅子都搭起來了
[00:09:43.880 --> 00:09:45.200]  你要我再開給你?
[00:09:45.200 --> 00:09:46.400]  有沒有搞錯?
[00:09:46.400 --> 00:09:49.200]  這個真的很難
[00:09:49.200 --> 00:09:50.120]  但是
[00:09:50.120 --> 00:09:51.200]  我們又看到
[00:09:51.200 --> 00:09:56.560]  彼得又不是完全不理耶穌
[00:09:56.560 --> 00:09:58.000]  彼得就這麼說
[00:09:58.000 --> 00:09:58.960]  第五節
[00:09:58.960 --> 00:10:00.960]  我們一起讀讀第五節
[00:10:00.960 --> 00:10:02.640]  你試一下來看看
[00:10:02.640 --> 00:10:05.040]  到底彼得這個話
[00:10:05.040 --> 00:10:06.200]  是代表什麼呢?
[00:10:06.200 --> 00:10:07.080]  我們一起讀第五節
[00:10:07.080 --> 00:10:08.360]  1、2、3
[00:10:08.360 --> 00:10:09.640]  西門說
[00:10:09.640 --> 00:10:10.520]  老師
[00:10:10.520 --> 00:10:11.880]  我們整夜勞力
[00:10:11.880 --> 00:10:13.880]  並沒有打著什麼
[00:10:13.880 --> 00:10:15.320]  但依從你的話
[00:10:15.320 --> 00:10:18.200]  我就下網
[00:10:18.200 --> 00:10:20.440]  這句話
[00:10:20.440 --> 00:10:21.920]  你覺得
[00:10:21.920 --> 00:10:24.520]  彼得也很乖
[00:10:24.520 --> 00:10:25.680]  我想問
[00:10:25.680 --> 00:10:26.800]  你覺得彼得
[00:10:26.800 --> 00:10:27.960]  如果你覺得彼得
[00:10:27.960 --> 00:10:30.120]  說這個話對著耶穌的時候
[00:10:30.120 --> 00:10:32.120]  他是
[00:10:32.120 --> 00:10:33.320]  真的很順服的
[00:10:33.320 --> 00:10:34.640]  耶穌叫他做什麼就做什麼
[00:10:34.640 --> 00:10:36.640]  很乖的
[00:10:36.640 --> 00:10:38.000]  可以舉手嗎?
[00:10:38.000 --> 00:10:40.320]  你覺得彼得是乖的
[00:10:40.320 --> 00:10:41.320]  乖的
[00:10:41.320 --> 00:10:42.040]  哇
[00:10:42.040 --> 00:10:43.560]  好像大家都很反叛
[00:10:43.560 --> 00:10:44.960]  (笑)
[00:10:44.960 --> 00:10:46.680]  你覺得彼得是
[00:10:46.680 --> 00:10:47.600]  不是的
[00:10:47.600 --> 00:10:50.640]  他其實心裡面
[00:10:50.640 --> 00:10:52.240]  是很堅強的
[00:10:52.240 --> 00:10:54.400]  他這樣來跟耶穌說
