
[00:00:00.000 --> 00:00:02.680]  好 各位電影姊妹 早安
[00:00:02.680 --> 00:00:04.680]  睡醒了嗎
[00:00:04.680 --> 00:00:07.800]  嘩 很好
[00:00:07.800 --> 00:00:10.000]  我想問一下這裡是不是初中唇蜜
[00:00:10.000 --> 00:00:11.120]  是呀 應該是吧
[00:00:11.120 --> 00:00:13.120]  哪個中一的舉手
[00:00:13.120 --> 00:00:14.800]  嘩 都很多
[00:00:14.800 --> 00:00:16.800]  哪個中二的舉手
[00:00:16.800 --> 00:00:18.000]  都有的
[00:00:18.000 --> 00:00:20.000]  哪個中三的舉手
[00:00:20.000 --> 00:00:21.400]  嘩 都很大吧
[00:00:21.400 --> 00:00:23.800]  不是中一 不是中二 不是中三的舉手
[00:00:23.800 --> 00:00:25.800]  嘩 導師在這裡
[00:00:25.800 --> 00:00:29.800]  好 先介紹我自己 我是陳佩皓傳導
[00:00:29.800 --> 00:00:33.000]  通常電影姊妹都叫我阿Ho
[00:00:33.000 --> 00:00:36.000]  我想問一下 有誰認識我 可不可以舉手
[00:00:36.000 --> 00:00:38.000]  都是
[00:00:38.000 --> 00:00:40.000]  因為你們從兒童部上來
[00:00:40.000 --> 00:00:42.000]  又說BB君
[00:00:42.000 --> 00:00:45.000]  應該有些認識 有很多可能都不認識我
[00:00:45.000 --> 00:00:50.000]  我其實在青少部很感恩
[00:00:50.000 --> 00:00:54.000]  因為我信了耶穌之後 就來了青少部
[00:00:54.000 --> 00:00:57.000]  不過我不是在青少部做青少年
[00:00:57.000 --> 00:00:59.000]  我是來做導師
[00:00:59.000 --> 00:01:01.000]  一會兒我會說
[00:01:01.000 --> 00:01:04.000]  所以我在青少部已經很多年了
[00:01:04.000 --> 00:01:07.000]  可能有些導師都認識我 都見過
[00:01:07.000 --> 00:01:09.000]  很開心 很感恩
[00:01:09.000 --> 00:01:12.000]  每次回來這裡 都有很多回憶
[00:01:12.000 --> 00:01:14.000]  我記得我第一次
[00:01:14.000 --> 00:01:16.000]  第一次 是不是呢
[00:01:16.000 --> 00:01:18.000]  第一次出來報告
[00:01:18.000 --> 00:01:19.000]  都是在這裡來的
[00:01:19.000 --> 00:01:21.000]  我記得第一次報告
[00:01:21.000 --> 00:01:23.000]  我的手是這樣的
[00:01:23.000 --> 00:01:27.000]  上台 紙是這樣的
[00:01:27.000 --> 00:01:31.000]  第一次講到又在這裡
[00:01:31.000 --> 00:01:34.000]  第一次講到 中途講不到又在這裡
[00:01:34.000 --> 00:01:38.000]  我覺得都是很多回憶在青少部
[00:01:38.000 --> 00:01:40.000]  今天我定了一個題目
[00:01:40.000 --> 00:01:43.000]  叫做 你Firm不Firm
[00:01:43.000 --> 00:01:45.000]  什麼來的呢
[00:01:45.000 --> 00:01:47.000]  阿Ho傳導你說什麼 你Firm不Firm呢
[00:01:47.000 --> 00:01:50.000]  我怕我自己年紀大了 歐了
[00:01:50.000 --> 00:01:52.000]  我當然上網看看
[00:01:52.000 --> 00:01:55.000]  現在的年輕人有什麼潮語
[00:01:55.000 --> 00:01:58.000]  原來有個Firm字
[00:01:58.000 --> 00:02:00.000]  你Firm些什麼呢
[00:02:00.000 --> 00:02:02.000]  你今天你Firm些什麼呢
[00:02:02.000 --> 00:02:04.000]  你Firm不Firm 你Firm些什麼呢
[00:02:04.000 --> 00:02:05.000]  Firm是什麼意思呢
[00:02:05.000 --> 00:02:07.000]  有什麼你覺得你很棒的
