
[00:00:00.000 --> 00:00:03.000]  我們進入今天的講道
[00:00:03.000 --> 00:00:07.000]  不知道大家有沒有看過《天龍百步》呢?
[00:00:07.000 --> 00:00:12.000]  可以是書或電視劇的 有的請舉手
[00:00:12.000 --> 00:00:15.000]  不少不少 沒錯了
[00:00:15.000 --> 00:00:19.000]  在我年少時期
[00:00:19.000 --> 00:00:25.000]  都一定會看金庸其中幾部經典的武俠小說
[00:00:25.000 --> 00:00:27.000]  所以剛才看到很多人舉手
[00:00:27.000 --> 00:00:29.000]  很好 很開心
[00:00:29.000 --> 00:00:33.000]  主角之一的虛竹剛好路過
[00:00:33.000 --> 00:00:37.000]  看到有人想殺一個手無寸鐵的小女孩
[00:00:37.000 --> 00:00:38.000]  他馬上衝過去
[00:00:38.000 --> 00:00:41.000]  背起這個小女孩就跑了
[00:00:41.000 --> 00:00:44.000]  其實這個小女孩是誰呢?
[00:00:44.000 --> 00:00:46.000]  哇 厲害
[00:00:46.000 --> 00:00:52.000]  沒錯了 就是每隔三十年返老還童的天生童老
[00:00:52.000 --> 00:00:56.000]  背起一些東西 甚至背起一個人
[00:00:56.000 --> 00:00:59.000]  肯定是加重了自己的負擔
[00:00:59.000 --> 00:01:01.000]  跑起來都困難很多
[00:01:01.000 --> 00:01:04.000]  虛竹甚至被人在後面追殺
[00:01:04.000 --> 00:01:06.000]  處境是很危險的
[00:01:06.000 --> 00:01:08.000]  他真的很善良
[00:01:08.000 --> 00:01:10.000]  他純粹是為了救一個生命
[00:01:10.000 --> 00:01:13.000]  他就路見不平 出手相助
[00:01:13.000 --> 00:01:15.000]  這樣的危險
[00:01:15.000 --> 00:01:17.000]  還有可能要付出的代價
[00:01:17.000 --> 00:01:20.000]  相信不是每個人都願意去付上
[00:01:20.000 --> 00:01:25.000]  不過虛竹背起的選擇和決定
[00:01:25.000 --> 00:01:29.000]  令他之後經歷了很傳奇的經歷
[00:01:29.000 --> 00:01:33.000]  天生童老不單止教他輕功的訣竅
[00:01:33.000 --> 00:01:36.000]  讓他可以背著她飛高一點
[00:01:36.000 --> 00:01:38.000]  不被人追殺
[00:01:38.000 --> 00:01:41.000]  天生童老還教他不同的武功
[00:01:41.000 --> 00:01:45.000]  在臨死之前還將他一生的功力傳給他
[00:01:45.000 --> 00:01:50.000]  當然這只是武俠小說裡的橋段和故事
[00:01:50.000 --> 00:01:52.000]  我們今天講到的題目是
[00:01:52.000 --> 00:01:55.000]  天天背起十字架 跟從主
[00:01:55.000 --> 00:01:59.000]  我們會透過路加福音9:23-26
[00:01:59.000 --> 00:02:01.000]  主耶穌的教導
[00:02:01.000 --> 00:02:05.000]  一起看看背起很重量的十字架
[00:02:05.000 --> 00:02:07.000]  我們的心態應該是怎樣的
[00:02:07.000 --> 00:02:10.000]  而我們背起十字架跟從主
[00:02:10.000 --> 00:02:12.000]  又會有什麼後果呢
[00:02:12.000 --> 00:02:16.000]  我們先讀路加福音9:23
[00:02:16.000 --> 00:02:18.000]  1 2 3
[00:02:18.000 --> 00:02:20.000]  耶穌對眾人說
[00:02:20.000 --> 00:02:22.000]  若有人要跟從我
[00:02:22.000 --> 00:02:27.000]  就當寫記天天背起自己的十字架來跟從我
[00:02:27.000 --> 00:02:29.000]  23節這節的經文裡
[00:02:29.000 --> 00:02:32.000]  已經有三個命令式的動詞
[00:02:32.000 --> 00:02:34.000]  分別是寫記的寫
[00:02:34.000 --> 00:02:35.000]  背起十字架的背起
[00:02:35.000 --> 00:02:37.000]  跟從我的跟從
[00:02:37.000 --> 00:02:40.000]  第一個命令是要寫記
[00:02:40.000 --> 00:02:43.000]  要寫記是一張
[00:02:43.000 --> 00:02:46.000]  寫記的意思是棄絕否定
[00:02:46.000 --> 00:02:50.000]  寫這個字原文是一個關心語態
[00:02:50.000 --> 00:02:51.000]  叫做Middle Voice
[00:02:51.000 --> 00:02:55.000]  意思是動作是做在自己身上的
[00:02:55.000 --> 00:02:56.000]  寫記
[00:02:56.000 --> 00:02:58.000]  要寫記就是要否定自己
[00:02:58.000 --> 00:03:00.000]  不顧自己 忘記自己
[00:03:00.000 --> 00:03:02.000]  放下自己的喜好 放下自己的計劃
[00:03:02.000 --> 00:03:06.000]  不以自己為生命和行事的中心
[00:03:06.000 --> 00:03:11.000]  要寫記就是要讓神的計劃高過自己的計劃
[00:03:11.000 --> 00:03:16.000]  神是在第一位高過自己高過世界其他東西
[00:03:16.000 --> 00:03:20.000]  路加福音14章26至33節
[00:03:20.000 --> 00:03:23.000]  主更加是跟隨者這樣說
[00:03:23.000 --> 00:03:25.000]  我們一起讀
[00:03:25.000 --> 00:03:27.000]  無論什麼人到我這裡來
[00:03:27.000 --> 00:03:33.000]  若不愛我勝過愛自己的父母 妻子 兒女 兄弟 姐妹
[00:03:33.000 --> 00:03:35.000]  甚至自己的生命
[00:03:35.000 --> 00:03:37.000]  就不能作我的門徒
[00:03:37.000 --> 00:03:41.000]  凡不背著自己的十字架內跟從我的
[00:03:41.000 --> 00:03:43.000]  也不能作我的門徒
[00:03:43.000 --> 00:03:46.000]  這樣你們無論什麼人
[00:03:46.000 --> 00:03:48.000]  若不撇下一切所有的
[00:03:48.000 --> 00:03:50.000]  就不能作我的門徒
[00:03:50.000 --> 00:03:54.000]  這段經文有時令人感覺很難接近
[00:03:54.000 --> 00:03:56.000]  不過我們要知道
[00:03:56.000 --> 00:03:58.000]  主不是要我們連家人都不愛
[00:03:58.000 --> 00:04:01.000]  而是要我們調整我們所愛的次序
[00:04:01.000 --> 00:04:06.000]  特別是當家人 其他人 或者其他東西
[00:04:06.000 --> 00:04:11.000]  甚至我們自己攔阻了神的心意的時候
[00:04:11.000 --> 00:04:15.000]  我們手上 身邊所擁有的
[00:04:15.000 --> 00:04:20.000]  是可以成為我們跟隨主的攔阻或者障礙
[00:04:20.000 --> 00:04:22.000]  這段經文也令我想起
[00:04:22.000 --> 00:04:25.000]  亞伯拉罕獻耳撒的事蹟
[00:04:25.000 --> 00:04:27.000]  亞伯拉罕為了神的吩咐
[00:04:27.000 --> 00:04:30.000]  可以去到多盡 放低多少
[00:04:30.000 --> 00:04:33.000]  這是第一個命令 要寫記
[00:04:33.000 --> 00:04:36.000]  第二個命令是背起十字架
[00:04:36.000 --> 00:04:38.000]  首先我們要記住
[00:04:38.000 --> 00:04:41.000]  主自己已經為我們背起十字架
[00:04:41.000 --> 00:04:45.000]  示範了最極致的寫記
[00:04:45.000 --> 00:04:47.000]  「肥立比書二章六至八節」
[00:04:47.000 --> 00:04:48.000]  這樣說
[00:04:48.000 --> 00:04:49.000]  「他本有神的形象
[00:04:49.000 --> 00:04:51.000]  卻不堅持自己與神同等
[00:04:51.000 --> 00:04:52.000]  反倒虛記
[00:04:52.000 --> 00:04:55.000]  取了奴僕的形象成為人的樣式
[00:04:55.000 --> 00:04:57.000]  既有人的樣子
[00:04:57.000 --> 00:04:58.000]  就謙卑自己
[00:04:58.000 --> 00:05:01.000]  全心信服以至於死
[00:05:01.000 --> 00:05:03.000]  且死在十字架上」
[00:05:03.000 --> 00:05:05.000]  主耶穌放下了自己的尊貴
[00:05:05.000 --> 00:05:07.000]  為我們背起了十字架
[00:05:07.000 --> 00:05:09.000]  並且死在十字架上
[00:05:09.000 --> 00:05:13.000]  第三個命令是要跟隨主
[00:05:13.000 --> 00:05:16.000]  這像是對我們作門徒的呼召
[00:05:16.000 --> 00:05:17.000]  跟隨主
[00:05:17.000 --> 00:05:18.000]  即是Follow me
[00:05:18.000 --> 00:05:20.000]  Be my disciple
[00:05:20.000 --> 00:05:22.000]  主耶穌背起了十字架
[00:05:22.000 --> 00:05:24.000]  是完全跟從了
[00:05:24.000 --> 00:05:26.000]  Follow了父神的意思
[00:05:26.000 --> 00:05:27.000]  是照你的意思
[00:05:27.000 --> 00:05:29.000]  不照我的意思
[00:05:29.000 --> 00:05:32.000]  是對父神呼召絕對的信服
[00:05:32.000 --> 00:05:34.000]  主亦呼召門徒
[00:05:34.000 --> 00:05:36.000]  要跟從他 學校他
[00:05:36.000 --> 00:05:39.000]  我們唯一要跟從學校的對象
[00:05:39.000 --> 00:05:40.000]  只是主
[00:05:40.000 --> 00:05:43.000]  主在馬太福音登山寶範中
[00:05:43.000 --> 00:05:44.000]  亦提醒門徒
[00:05:44.000 --> 00:05:46.000]  「你們不可效法他們」
[00:05:46.000 --> 00:05:48.000]  他們是指那些不屬主
[00:05:48.000 --> 00:05:50.000]  不信主的人
[00:05:50.000 --> 00:05:52.000]  仕途保羅在哥林多前書
[00:05:52.000 --> 00:05:54.000]  亦提醒信徒
[00:05:54.000 --> 00:05:56.000]  「你們該效法我
[00:05:56.000 --> 00:05:58.000]  像我效法基督一樣」
[00:05:58.000 --> 00:06:00.000]  另一方面
[00:06:00.000 --> 00:06:04.000]  要記住主的命令是背起跟隨
[00:06:04.000 --> 00:06:06.000]  而不是單單想起
[00:06:06.000 --> 00:06:08.000]  不是頭腦上的認知
[00:06:08.000 --> 00:06:11.000]  而是要我們一起走出來
[00:06:11.000 --> 00:06:12.000]  而是要跟隨
[00:06:12.000 --> 00:06:13.000]  更加是說出
[00:06:13.000 --> 00:06:17.000]  我們跟主之間有一份緊密親密的關係
[00:06:17.000 --> 00:06:18.000]  跟隨
[00:06:18.000 --> 00:06:19.000]  Follow me
[00:06:19.000 --> 00:06:21.000]  Be my disciple
[00:06:21.000 --> 00:06:22.000]  是主的呼召
[00:06:22.000 --> 00:06:23.000]  主的命令
[00:06:23.000 --> 00:06:27.000]  除了三個命令式動詞之外
[00:06:27.000 --> 00:06:32.000]  另外還有三個字要特別留意
[00:06:32.000 --> 00:06:35.000]  第一是若有人要跟從我的約
[00:06:35.000 --> 00:06:38.000]  表明主的呼召不是強迫我們
[00:06:38.000 --> 00:06:42.000]  人仍然有自由意志選擇和抉擇
[00:06:42.000 --> 00:06:44.000]  第二是天天
[00:06:44.000 --> 00:06:46.000]  即不是只有星期六、日
[00:06:46.000 --> 00:06:49.000]  或星期三或五
[00:06:49.000 --> 00:06:51.000]  跟隨這個字的原文
[00:06:51.000 --> 00:06:53.000]  是一個現在的時態
[00:06:53.000 --> 00:06:56.000]  代表要持續跟隨
[00:06:56.000 --> 00:07:00.000]  學者達雷爾·博克這樣說
[00:07:00.000 --> 00:07:02.000]  藉著他的引導
[00:07:02.000 --> 00:07:04.000]  他把我們轉化得更像他
[00:07:04.000 --> 00:07:07.000]  作門徒是一項全職工作
[00:07:07.000 --> 00:07:08.000]  而不是生活的娛樂
[00:07:08.000 --> 00:07:11.000]  他是一種生活方式和衛生
[00:07:11.000 --> 00:07:13.000]  永遠沒有假期
[00:07:13.000 --> 00:07:14.000]  永遠沒有假期
[00:07:14.000 --> 00:07:16.000]  是不是很慘
[00:07:16.000 --> 00:07:20.000]  教會和團契不是社交群組
[00:07:20.000 --> 00:07:22.000]  讓姐妹會一起生活
[00:07:22.000 --> 00:07:24.000]  生活中也有娛樂的小元素
[00:07:24.000 --> 00:07:26.000]  但不是主菜
[00:07:26.000 --> 00:07:28.000]  第三個要記得
[00:07:28.000 --> 00:07:29.000]  自己的十字架
[00:07:29.000 --> 00:07:32.000]  自己的即是新訂造的十字架
[00:07:32.000 --> 00:07:36.000]  可能每個人要揹起的十字架都不同
[00:07:36.000 --> 00:07:38.000]  放下了自己的尊貴
[00:07:38.000 --> 00:07:42.000]  亦放下了魔鬼要給他世上一切的試探
[00:07:42.000 --> 00:07:43.000]  弟兄姊妹
[00:07:43.000 --> 00:07:45.000]  你要放下的是甚麼
[00:07:45.000 --> 00:07:48.000]  你要背起的十字架是甚麼
[00:07:48.000 --> 00:07:50.000]  可能是你的收入
[00:07:50.000 --> 00:07:52.000]  你的權力
[00:07:52.000 --> 00:07:53.000]  你的工作
[00:07:53.000 --> 00:07:54.000]  你的時間
[00:07:54.000 --> 00:07:57.000]  或者擺上你的恩賜
[00:07:57.000 --> 00:07:58.000]  弟兄姊妹
[00:07:58.000 --> 00:07:59.000]  你要放下的是甚麼
[00:07:59.000 --> 00:08:01.000]  要背起的十字架是甚麼
[00:08:01.000 --> 00:08:04.000]  要放下自己的好處
[00:08:04.000 --> 00:08:07.000]  去follow 馴服上帝的will
[00:08:07.000 --> 00:08:10.000]  take一些unfavorable
[00:08:10.000 --> 00:08:13.000]  對自己可能不是最理想的東西
[00:08:13.000 --> 00:08:15.000]  做一些不favor自己的決定
[00:08:15.000 --> 00:08:16.000]  總是很難的
[00:08:16.000 --> 00:08:21.000]  但2000年來仍然有不少的例子成為我們的鼓勵
[00:08:21.000 --> 00:08:26.000]  2000年前有一班初代教會的教徒
[00:08:26.000 --> 00:08:28.000]  被世界被迷信者排斥迫害
[00:08:28.000 --> 00:08:30.000]  甚至去葬失他們的生命
[00:08:30.000 --> 00:08:32.000]  好像屎提反
[00:08:32.000 --> 00:08:34.000]  近代1939年
[00:08:34.000 --> 00:08:38.000]  神學家潘霍華為了與德國的信徒共渡難關
[00:08:38.000 --> 00:08:40.000]  他不顧自己的安危
[00:08:40.000 --> 00:08:43.000]  毅然由美國回到德國
[00:08:43.000 --> 00:08:47.000]  最後在1945年被秘密處死
[00:08:47.000 --> 00:08:49.000]  死在集中營裏
[00:08:49.000 --> 00:08:52.000]  今日其實不少的創啟地區
[00:08:52.000 --> 00:08:54.000]  對宗教有很多的限制
