
[00:00:00.000 --> 00:00:02.000]  弟兄姊妹平安
[00:00:02.000 --> 00:00:04.000]  平安
[00:00:04.000 --> 00:00:09.000]  最近我看了一套國內的劇集
[00:00:09.000 --> 00:00:13.000]  叫做《知否知否英時綠肥紅瘦》
[00:00:13.000 --> 00:00:16.000]  有沒有弟兄姊妹看過的?
[00:00:16.000 --> 00:00:18.000]  很多人,很厲害
[00:00:18.000 --> 00:00:20.000]  我已經很遲了
[00:00:20.000 --> 00:00:24.000]  因為應該兩三年前已經在電視播過
[00:00:24.000 --> 00:00:27.000]  我看到其中有一個角色
[00:00:27.000 --> 00:00:30.000]  是侯爵的第三任妻子
[00:00:30.000 --> 00:00:33.000]  有看過的都知道是誰
[00:00:33.000 --> 00:00:37.000]  侯爵娶了三個老婆
[00:00:37.000 --> 00:00:42.000]  第一、第二個老婆都各幫他生了一個兒子
[00:00:42.000 --> 00:00:46.000]  而這第三任妻子也都生了一個兒子
[00:00:46.000 --> 00:00:52.000]  她很想自己的兒子能夠承繼侯爵的地位
[00:00:52.000 --> 00:00:55.000]  於是她一生花盡心思
[00:00:55.000 --> 00:00:57.000]  用盡絞骨
[00:00:57.000 --> 00:01:00.000]  姐妹看過她就知道
[00:01:00.000 --> 00:01:04.000]  誰知奸計完全不得情
[00:01:04.000 --> 00:01:08.000]  最後她嚎啕大哭
[00:01:08.000 --> 00:01:10.000]  她很痛悔
[00:01:10.000 --> 00:01:13.000]  她說她的人生就是這樣過了
[00:01:13.000 --> 00:01:17.000]  人生就是這樣摧毀了
[00:01:17.000 --> 00:01:20.000]  看到她的痛悔
[00:01:20.000 --> 00:01:24.000]  我覺得很慨歎,也都很惋惜
[00:01:24.000 --> 00:01:27.000]  錯誤的人生目標
[00:01:27.000 --> 00:01:32.000]  讓一個人一生都輸了
[00:01:32.000 --> 00:01:40.000]  有一位宣教士陳維恩牧師
[00:01:40.000 --> 00:01:42.000]  他寫了一本書叫做
[00:01:42.000 --> 00:01:45.000]  《走到比錢更遠的地方》
[00:01:45.000 --> 00:01:48.000]  其中有一句說話是這樣說的
[00:01:48.000 --> 00:01:51.000]  生命裏面最大的悲劇
[00:01:51.000 --> 00:01:54.000]  就是沒有照神的心意而活
[00:01:54.000 --> 00:01:56.000]  這樣的生命
[00:01:56.000 --> 00:02:02.000]  不管是活了六十、八十或一百年
[00:02:02.000 --> 00:02:05.000]  都是一種浪費
[00:02:05.000 --> 00:02:09.000]  怎樣才叫做不浪費生命
[00:02:09.000 --> 00:02:12.000]  成為生命的贏家呢?
[00:02:12.000 --> 00:02:16.000]  今天我們一起從保羅他的生命
[00:02:16.000 --> 00:02:21.000]  去探索、去看、去學習
[00:02:21.000 --> 00:02:26.000]  我們今天看的經文是
[00:02:26.000 --> 00:02:29.000]  《肥勒比書》一章二十一至二十六節
[00:02:29.000 --> 00:02:31.000]  我們一起讀吧
[00:02:31.000 --> 00:02:34.000]  因我活著就是基督
[00:02:34.000 --> 00:02:36.000]  死裂就有益處
[00:02:36.000 --> 00:02:39.000]  但我在肉身活著
[00:02:39.000 --> 00:02:42.000]  若成就我功夫的果子
[00:02:42.000 --> 00:02:45.000]  我就不知道該挑選什麼
[00:02:45.000 --> 00:02:48.000]  我正在兩難之間
[00:02:48.000 --> 00:02:51.000]  情願離世與基督同在
[00:02:51.000 --> 00:02:54.000]  因為這是好得無比的
[00:02:54.000 --> 00:02:57.000]  然而我在肉身活著
[00:02:57.000 --> 00:03:00.000]  為你們更是要緊的
[00:03:00.000 --> 00:03:03.000]  我既然這樣深信
[00:03:03.000 --> 00:03:06.000]  就知道仍要住在世間
[00:03:06.000 --> 00:03:09.000]  且與你們眾人同住
[00:03:09.000 --> 00:03:12.000]  使你們在所信的道上
[00:03:12.000 --> 00:03:15.000]  又長進又喜樂
[00:03:15.000 --> 00:03:19.000]  叫你們再基督耶穌裡的歡樂
[00:03:19.000 --> 00:03:22.000]  因我再到你們那裡去
[00:03:22.000 --> 00:03:24.000]  就越發加增
[00:03:24.000 --> 00:03:26.000]  好,謝謝
[00:03:26.000 --> 00:03:29.000]  第二十一節
[00:03:29.000 --> 00:03:32.000]  是一個很令人震撼的宣告
[00:03:32.000 --> 00:03:33.000]  保羅說
[00:03:33.000 --> 00:03:36.000]  因我活著就是基督
[00:03:36.000 --> 00:03:39.000]  我死了就有益處
[00:03:39.000 --> 00:03:44.000]  這節經文用「因」這個字開始
[00:03:44.000 --> 00:03:48.000]  其實是解釋第二十節下的那一部分
[00:03:48.000 --> 00:03:49.000]  它說
[00:03:49.000 --> 00:03:51.000]  無論我是生是死
[00:03:51.000 --> 00:03:56.000]  總叫基督在我身上照常顯大
[00:03:56.000 --> 00:03:59.000]  而因我活著就是基督
[00:03:59.000 --> 00:04:04.000]  並不是說保羅自己就是耶穌基督
[00:04:04.000 --> 00:04:06.000]  而是說他整個的生命
[00:04:06.000 --> 00:04:09.000]  都在基督裡面
[00:04:09.000 --> 00:04:12.000]  完全獻身給基督
[00:04:12.000 --> 00:04:15.000]  他對主耶穌的愛和毀身
[00:04:15.000 --> 00:04:19.000]  去到一個沒有自己的地步
[00:04:19.000 --> 00:04:23.000]  他完全被自己的愛和毀身所控制
[00:04:23.000 --> 00:04:25.000]  放下了自己
[00:04:25.000 --> 00:04:27.000]  他被基督充滿
[00:04:27.000 --> 00:04:30.000]  耶穌雖然已經不在世上了
[00:04:30.000 --> 00:04:34.000]  但是人卻可以從保羅的身上
[00:04:34.000 --> 00:04:37.000]  看到主耶穌
[00:04:37.000 --> 00:04:41.000]  他的這個思想包括了這幾方面
[00:04:41.000 --> 00:04:48.000]  將身體當作活祭獻給主耶穌
[00:04:48.000 --> 00:04:52.000]  他的生命就是輕香的祭
[00:04:52.000 --> 00:04:55.000]  完全獻給主
