
[00:00:00.000 --> 00:00:03.640]  喂喂,弟兄姊妹請坐
[00:00:03.640 --> 00:00:06.340]  因為阿Mill剛才叫我們站起來敬拜
[00:00:06.340 --> 00:00:10.800]  所以你可以安坐聽神的話語
[00:00:10.800 --> 00:00:15.260]  我不知道在剛才的敬拜裡面你看到什麼
[00:00:15.260 --> 00:00:18.280]  我很深刻地聽到阿Mill說了一句話
[00:00:18.280 --> 00:00:23.220]  他說我們生活上很多時候都是匆匆子
[00:00:23.220 --> 00:00:26.400]  埋頭苦幹,向著一個目標進發
[00:00:26.400 --> 00:00:28.400]  所有事情都拋諸腦後
[00:00:28.400 --> 00:00:34.340]  但是敬拜讓我們慢慢地慢下來
[00:00:34.340 --> 00:00:38.580]  讓我們找回我們生命的焦點在哪裡
[00:00:38.580 --> 00:00:43.220]  我不知道你在敬拜裡面有什麼體會和得著
[00:00:43.220 --> 00:00:46.260]  我鼓勵你嘗試一下
[00:00:46.260 --> 00:00:48.880]  即使我們現在沒有實體崇拜
[00:00:48.880 --> 00:00:52.400]  但你也可以去細味一下
[00:00:52.400 --> 00:00:54.400]  當每一次敬拜的時候
[00:00:54.400 --> 00:01:00.640]  你有什麼一句話可以總結你剛才那次的敬拜呢?
[00:01:00.640 --> 00:01:05.740]  鼓勵大家,這可能成為我們信仰上的一個點
[00:01:05.740 --> 00:01:09.500]  讓我們去看看神原來有很多提醒和供應在裡面
[00:01:09.500 --> 00:01:12.500]  所以鼓勵大家嘗試一下
[00:01:12.500 --> 00:01:15.500]  今天就到我分享訊息了
[00:01:15.500 --> 00:01:17.500]  如果大家有記得的話
[00:01:17.500 --> 00:01:21.800]  就知道青少保這個月的港獨主題是一個很特別的主題
[00:01:21.800 --> 00:01:26.500]  就是活出積極正面的生命力
[00:01:26.500 --> 00:01:29.700]  這個月就透過Florence、David、Esther
[00:01:29.700 --> 00:01:33.200]  和我們分享在聖經裡面不同的範疇上
[00:01:33.200 --> 00:01:37.700]  我們怎樣將積極正面的生命力活現出來
[00:01:37.700 --> 00:01:40.200]  2月來到我去搜美門
[00:01:40.200 --> 00:01:46.000]  今天分享一個題目叫做突破盲點的生命力
[00:01:46.000 --> 00:01:50.000]  我不知道在你的生活裡面或者在你的朋友圈子裡面
[00:01:50.000 --> 00:01:55.000]  有沒有人經常突破盲點或者突破盲腸呢?
[00:01:55.000 --> 00:01:57.600]  我想到這句話的時候
[00:01:57.600 --> 00:02:01.000]  我就想起我們同工隊裡面一個人
[00:02:01.000 --> 00:02:03.800]  這個就是張曉君傳道
[00:02:03.800 --> 00:02:06.000]  為什麼是張曉君傳道呢?
[00:02:06.000 --> 00:02:12.400]  我本身寫了一個引言的例子
[00:02:12.400 --> 00:02:15.200]  不過我剛才經歷了一個很特別的體會
[00:02:15.200 --> 00:02:20.200]  就是當我完成了港道的powerpoint就會搬過來
[00:02:20.200 --> 00:02:22.400]  阿君就幫我check
[00:02:22.400 --> 00:02:28.000]  她就發現你的港道的slide全部都遮住了自己的樣子
[00:02:28.000 --> 00:02:32.000]  我就發現原來我做港道的powerpoint的時候
[00:02:32.000 --> 00:02:35.000]  很多時候都會很埋頭苦幹去做
[00:02:35.000 --> 00:02:38.200]  將我要說的話都打出來
[00:02:38.200 --> 00:02:40.000]  但是當她看的時候
[00:02:40.000 --> 00:02:42.800]  原來她發現有一個突破盲點
[00:02:42.800 --> 00:02:45.800]  她就發現原來我所有東西都遮住了
[00:02:45.800 --> 00:02:50.600]  然後她就找高手Cowie幫我一次過改裝了
[00:02:50.600 --> 00:02:52.800]  大家就可以看到我的樣子
[00:02:52.800 --> 00:02:55.800]  所以我不知道你身邊有沒有一些人
[00:02:55.800 --> 00:02:59.800]  其實他說話或者他想事情
[00:02:59.800 --> 00:03:02.800]  很多時候都會突破盲點
[00:03:02.800 --> 00:03:05.800]  突破盲點有一個definition
[00:03:05.800 --> 00:03:08.800]  就是打破固有的思想模式
[00:03:08.800 --> 00:03:10.800]  我覺得我們很多時候做人
[00:03:10.800 --> 00:03:16.800]  人云亦云其實是一個最快捷方便的思考模式
[00:03:16.800 --> 00:03:20.200]  因為不用想別人做什麼我們就跟著做
[00:03:20.200 --> 00:03:23.800]  很多時候這些都是我們香港人有的心態
[00:03:23.800 --> 00:03:26.800]  正所謂執書行頭慘過敗家
[00:03:26.800 --> 00:03:32.400]  往往我們這樣埋頭苦幹去做或者人云亦云的時候
[00:03:32.400 --> 00:03:35.200]  很多時候我們都會看錯了
[00:03:35.200 --> 00:03:38.600]  甚至我們有時候會走錯了方向
[00:03:38.600 --> 00:03:41.600]  今天很想透過文素記的一段經文
[00:03:41.600 --> 00:03:43.200]  我們回到信仰裏面
[00:03:43.200 --> 00:03:47.600]  在我們信仰生命裏面有沒有一些都是我們屬靈的盲點呢?
[00:03:47.600 --> 00:03:50.600]  我們又如何可以突破盲腸呢?
[00:03:50.600 --> 00:03:54.200]  今天很想透過文素記的這段經文
[00:03:54.200 --> 00:03:57.200]  我們同樣看看一段已熟能詳的經文
[00:03:57.200 --> 00:03:59.400]  十二個探子去看同一塊地
[00:03:59.400 --> 00:04:01.200]  為什麼有些人突破到
[00:04:01.200 --> 00:04:03.000]  有些人突破不到呢?
[00:04:03.000 --> 00:04:08.800]  很想邀請文姐姐去跟我們讀這幾個經文
[00:04:08.800 --> 00:04:11.400]  就是十三章的十七至二十九節
[00:04:11.400 --> 00:04:12.400]  麻煩文姐姐
[00:04:13.400 --> 00:04:26.400]  (文字)
[00:04:26.400 --> 00:04:29.400]  所住之地是好是歹
[00:04:29.400 --> 00:04:33.000]  所住之處是盈盤是堅城
[00:04:33.000 --> 00:04:37.000]  又看那地土是肥美是脊膊
[00:04:37.000 --> 00:04:39.400]  其中有樹木沒有
[00:04:39.400 --> 00:04:42.000]  你們要放開膽量
[00:04:42.000 --> 00:04:44.400]  把那地的果子帶些來
[00:04:44.400 --> 00:04:48.000]  那時正是葡萄初熟的時候
[00:04:48.000 --> 00:04:50.400]  他們想去窺探那地
[00:04:50.400 --> 00:04:53.000]  從尋的曠野到利峽
[00:04:53.000 --> 00:04:55.000]  直到哈馬口
[00:04:55.000 --> 00:04:57.000]  他們從南地上去
[00:04:57.000 --> 00:04:58.600]  到了希伯倫
[00:04:58.600 --> 00:05:01.000]  在那裏有阿納族人
[00:05:01.000 --> 00:05:02.000]  阿希曼
[00:05:02.000 --> 00:05:03.000]  士西
[00:05:03.000 --> 00:05:04.400]  達邁
[00:05:04.400 --> 00:05:07.000]  原來希伯倫城被建造
[00:05:07.000 --> 00:05:09.800]  比埃及的索安城早七年
[00:05:09.800 --> 00:05:12.000]  他們到了以實角谷
[00:05:12.000 --> 00:05:15.000]  從那裏砍了葡萄樹的一枝
[00:05:15.000 --> 00:05:17.200]  上頭有一掛葡萄
[00:05:17.200 --> 00:05:19.800]  兩個人用鋼台著
[00:05:19.800 --> 00:05:23.000]  又帶了些石榴和無花果來
[00:05:23.000 --> 00:05:27.200]  因為以色列人從那裏砍來的那掛葡萄
[00:05:27.200 --> 00:05:30.600]  所以那地方叫做以實角谷
[00:05:30.600 --> 00:05:32.200]  過了四十天
[00:05:32.200 --> 00:05:35.000]  他們窺探那地才回來
[00:05:35.000 --> 00:05:38.000]  到了巴蘭曠野的迦底斯
[00:05:38.000 --> 00:05:39.800]  見摩西 亞倫
[00:05:39.800 --> 00:05:42.200]  並以色列的傳回眾
[00:05:42.200 --> 00:05:44.000]  回報摩西 亞倫
[00:05:44.000 --> 00:05:45.400]  並傳回眾
[00:05:45.400 --> 00:05:48.200]  又把那地的果子給他們看
[00:05:48.200 --> 00:05:50.000]  又告訴摩西說
[00:05:50.000 --> 00:05:53.200]  我們到了你所打發我們去的那地
[00:05:53.200 --> 00:05:55.600]  果然是流瀾與物之地
[00:05:55.600 --> 00:05:57.800]  這就是那地的果子
[00:05:57.800 --> 00:06:00.200]  然而鑽那地的文強壯
[00:06:00.200 --> 00:06:02.600]  誠意也堅固寬大
[00:06:02.600 --> 00:06:05.000]  並且我們在那裏看見了
[00:06:05.000 --> 00:06:06.400]  阿納族的人
[00:06:06.400 --> 00:06:08.600]  阿瑪力人住在南地
[00:06:08.600 --> 00:06:10.600]  赫人 耶布斯人
[00:06:10.600 --> 00:06:12.800]  阿摩利人住在山地
[00:06:12.800 --> 00:06:14.800]  迦南人住在海邊
[00:06:14.800 --> 00:06:16.200]  並約旦河旁
[00:06:16.200 --> 00:06:18.400]  好 頂節我們一起有個圖
[00:06:18.400 --> 00:06:20.000]  主阿源尼帶領我們
[00:06:20.000 --> 00:06:20.800]  開我們眼睛
[00:06:20.800 --> 00:06:23.800]  讓我們看到這段經文所我們看見的事情
[00:06:23.800 --> 00:06:25.600]  同樣讓我們在當中
[00:06:25.600 --> 00:06:27.000]  我們去反思自己的生命
[00:06:27.000 --> 00:06:29.600]  讓我們看見我們生命的盲點
[00:06:29.600 --> 00:06:31.400]  主阿源尼親自去帶領
[00:06:31.400 --> 00:06:33.800]  祈禱交托 伴隨命求 阿們
[00:06:33.800 --> 00:06:36.800]  這就是剛才文靜姐讀的那段經文
[00:06:36.800 --> 00:06:39.400]  我們先看一些背景
[00:06:39.400 --> 00:06:41.000]  如果你有印象的話
[00:06:41.000 --> 00:06:42.800]  是由出埃及記開始
[00:06:42.800 --> 00:06:44.800]  我們知道以色列人都是一群
[00:06:44.800 --> 00:06:50.000]  經常埋怨這樣埋怨那樣的民族
[00:06:50.000 --> 00:06:52.600]  甚至他們經常犯錯
[00:06:52.600 --> 00:06:54.200]  但是另一方面
[00:06:54.200 --> 00:06:56.600]  神也會在很多不同的時候
[00:06:56.600 --> 00:06:59.200]  供應他們 為他們開路
[00:06:59.200 --> 00:07:01.000]  來到十三章這裏
[00:07:01.000 --> 00:07:03.600]  其實正正來到迦南地的門口
[00:07:03.600 --> 00:07:09.400]  但是這張也是文素記的一個很大的轉捩點
[00:07:09.400 --> 00:07:12.800]  因為這一代人正正是在這件事上
[00:07:12.800 --> 00:07:14.800]  使他們進不了迦南地
[00:07:14.800 --> 00:07:17.600]  或者我們看這段經文的時候
[00:07:17.600 --> 00:07:19.600]  我們會問到一個問題
[00:07:19.600 --> 00:07:23.800]  就是為什麼這十二個探子去看同一塊地
[00:07:23.800 --> 00:07:25.800]  為什麼會有這麼不同的看法
[00:07:25.800 --> 00:07:29.600]  究竟那十個探子所看的東西是不是錯
[00:07:29.600 --> 00:07:34.600]  或者我們會問的就是問題的癥結其實在哪裏
[00:07:34.600 --> 00:07:39.800]  我們先看看摩西叫他們看那塊地的重點
[00:07:39.800 --> 00:07:41.800]  或者探地的重點在哪裏
[00:07:41.800 --> 00:07:44.600]  其實在十三章頭十六節都是說
[00:07:44.600 --> 00:07:47.600]  他們在裏面選擇探子
[00:07:47.600 --> 00:07:50.200]  去打發他們去看迦南地
[00:07:50.200 --> 00:07:54.600]  值得留意的是摩西對探子的命令
[00:07:54.600 --> 00:07:56.600]  在十七節摩西說到一件事
[00:07:56.600 --> 00:07:59.600]  他們說你們要從南地上去
[00:07:59.600 --> 00:08:00.600]  看那地如何
[00:08:00.600 --> 00:08:03.600]  其中的文是強是弱是多是少
[00:08:03.600 --> 00:08:05.600]  所住的地是好是歹
[00:08:05.600 --> 00:08:08.600]  所住的是營盤還是堅城
[00:08:08.600 --> 00:08:10.600]  土地是肥美還是脊膊
[00:08:10.600 --> 00:08:12.600]  這樣喀喀喀這樣
[00:08:12.600 --> 00:08:16.600]  在摩西吩咐探子去打發去看那個地
[00:08:16.600 --> 00:08:19.600]  那個報告裏面要交那個報告裏面
[00:08:19.600 --> 00:08:23.600]  那個中心是那地如何
[00:08:23.600 --> 00:08:27.600]  希望他們給一個整體的評價
[00:08:27.600 --> 00:08:30.600]  而這個評價其實細分兩部分
[00:08:30.600 --> 00:08:32.600]  一方面就要他們看看人的部分
[00:08:32.600 --> 00:08:37.600]  就是那地的文是強是弱是多是少
[00:08:37.600 --> 00:08:42.600]  不過很大很大的篇幅其實是focus在那塊地上
[00:08:42.600 --> 00:08:45.600]  他們叫他們看那個地是好是歹
[00:08:45.600 --> 00:08:47.600]  是堅城還是營盤
[00:08:47.600 --> 00:08:50.600]  有沒有一些很堅固的城邑
[00:08:50.600 --> 00:08:54.600]  甚至他們叫他們看那個地是肥是脊
[00:08:54.600 --> 00:08:56.600]  有沒有樹木
[00:08:56.600 --> 00:08:58.600]  值得留意的是
[00:08:58.600 --> 00:09:01.600]  在這段經文他叫他們去看看
[00:09:01.600 --> 00:09:04.600]  那個地究竟是如何
[00:09:04.600 --> 00:09:07.600]  究竟人的部分還是地的部分
[00:09:07.600 --> 00:09:10.600]  當我們去到看第20節的時候
[00:09:10.600 --> 00:09:13.600]  我們看到摩西叫他們做一件事
[00:09:13.600 --> 00:09:17.600]  摩西叫探子放開膽量
[00:09:17.600 --> 00:09:20.600]  把那地的果子帶下來
[00:09:20.600 --> 00:09:25.600]  放開膽量原文的翻譯是strengthen yourself
[00:09:25.600 --> 00:09:28.600]  也就是說要他們強壯自己
[00:09:28.600 --> 00:09:33.600]  不要怯要將那地的出產的果子帶回來
[00:09:33.600 --> 00:09:35.600]  更加特別的是
[00:09:35.600 --> 00:09:38.600]  這一節的放開膽量
[00:09:38.600 --> 00:09:42.600]  和上面第18節是強是弱的強字
[00:09:42.600 --> 00:09:45.600]  是同一個字在原文裏面
[00:09:45.600 --> 00:09:47.600]  摩西正正要帶出
[00:09:47.600 --> 00:09:51.600]  即使那地的居民是多麼強也好
[00:09:51.600 --> 00:09:53.600]  你仍然要去強壯自己
[00:09:53.600 --> 00:09:56.600]  相信自己是可以的
[00:09:56.600 --> 00:09:59.600]  之後由21至24節他們就出發了
[00:09:59.600 --> 00:10:01.600]  看完整個地方
[00:10:01.600 --> 00:10:04.600]  更加帶了一些葡萄來
[00:10:04.600 --> 00:10:08.600]  還帶了在經文裏面說的石榴、無花果樹
[00:10:08.600 --> 00:10:10.600]  過了40天之後
[00:10:10.600 --> 00:10:13.600]  他們回來和摩西回報
[00:10:13.600 --> 00:10:15.600]  在29至27節
[00:10:15.600 --> 00:10:19.600]  那班探子給了摩西一個很客觀的報告
[00:10:19.600 --> 00:10:22.600]  和給了一些回應
[00:10:22.600 --> 00:10:25.600]  當中說到他們去的地方
[00:10:25.600 --> 00:10:28.600]  果然是流奶與物之地
[00:10:28.600 --> 00:10:33.600]  即是說那裏很適合那些魚蟻、畜牧
[00:10:33.600 --> 00:10:35.600]  因為那裏是一個很好的美地
[00:10:35.600 --> 00:10:37.600]  有很多豐盛的供應
[00:10:37.600 --> 00:10:40.600]  甚至他們帶了當地的果子來
[00:10:40.600 --> 00:10:42.600]  作為一個憑據
[00:10:42.600 --> 00:10:44.600]  在28至29節
[00:10:44.600 --> 00:10:47.600]  同樣探子都帶出他們所要面對的挑戰
[00:10:47.600 --> 00:10:50.600]  就是那裏的地的紋是很強壯的
[00:10:50.600 --> 00:10:52.600]  成葉是很大的
[00:10:52.600 --> 00:10:55.600]  他們更加看到的是有阿納族人
[00:10:55.600 --> 00:10:57.600]  有他們的宿敵阿瑪力人
[00:10:57.600 --> 00:10:58.600]  住在那裏的地方
[00:10:58.600 --> 00:11:01.600]  有些人住在山地
[00:11:01.600 --> 00:11:03.600]  我們會問
[00:11:03.600 --> 00:11:05.600]  為何是挑戰呢?
[00:11:05.600 --> 00:11:07.600]  因為在28至29節
[00:11:07.600 --> 00:11:09.600]  這一群人去描述了之後
[00:11:09.600 --> 00:11:13.600]  其實他們入迦南地只有一個方法
[00:11:13.600 --> 00:11:16.600]  就是打完這裡所有的人
[00:11:16.600 --> 00:11:18.600]  他們就可以擁有這個地方
[00:11:18.600 --> 00:11:21.600]  因為那裏也是一個美地
[00:11:21.600 --> 00:11:24.600]  所以為何會有這麼多不同的族群
[00:11:24.600 --> 00:11:26.600]  都很想擁有這個地方
[00:11:26.600 --> 00:11:31.600]  接下來我們就要回應剛才我們問的問題
[00:11:31.600 --> 00:11:34.600]  其實根據這個客觀的報告
[00:11:34.600 --> 00:11:37.600]  根據探子拿回來的果子
[00:11:37.600 --> 00:11:41.600]  已經分析了其實那是一個美地
[00:11:41.600 --> 00:11:44.600]  為何還會有這麼不同的看法呢?
[00:11:44.600 --> 00:11:48.600]  很想邀請文姐姐幫我們讀接下來的幾節經文
[00:11:48.600 --> 00:11:50.600]  就是31至33節
[00:11:50.600 --> 00:11:51.600]  麻煩文姐姐
[00:11:51.600 --> 00:11:57.600]  迦納在摩西面前安撫百姓說
[00:11:57.600 --> 00:12:00.600]  我們立刻想去得那地吧
[00:12:00.600 --> 00:12:02.600]  我們足能得勝
[00:12:02.600 --> 00:12:05.600]  但那些和他同去的人說
[00:12:05.600 --> 00:12:07.600]  我們不能想去攻擊那民
[00:12:07.600 --> 00:12:10.600]  因為他們比我們強壯
[00:12:10.600 --> 00:12:13.600]  探子中有人論到所窺探之地
[00:12:13.600 --> 00:12:16.600]  向以色列人報惡信說
[00:12:16.600 --> 00:12:21.600]  我們所窺探經過之地是吞噬居民之地
[00:12:21.600 --> 00:12:25.600]  我們在那裏所看見的人民都身量高大
[00:12:25.600 --> 00:12:29.600]  我們在那裏看見雅納族人就是偉人
[00:12:29.600 --> 00:12:31.600]  他們是偉人的後裔
[00:12:31.600 --> 00:12:34.600]  據我們看自己就如渣滿一樣
[00:12:34.600 --> 00:12:37.600]  據他們看我們也是如此
[00:12:37.600 --> 00:12:41.600]  探子給了一個客觀的報告
[00:12:41.600 --> 00:12:46.600]  相信那些群眾聽完之後都很渲染
[00:12:46.600 --> 00:12:48.600]  迦納出頭回應
[00:12:48.600 --> 00:12:51.600]  所以見到經文文姐姐讀的時候
[00:12:51.600 --> 00:12:53.600]  他就說他安撫百姓
[00:12:53.600 --> 00:12:54.600]  希望他們安靜下來
[00:12:54.600 --> 00:12:57.600]  跟著跟他們說我們立刻想去得那地吧
[00:12:57.600 --> 00:12:59.600]  我們贏到的
[00:12:59.600 --> 00:13:05.600]  但之後幾節經文其他探子立刻給了一個回應
[00:13:05.600 --> 00:13:09.600]  他就說我們不能想去攻擊那民
[00:13:09.600 --> 00:13:12.600]  因為他們比我們強壯
[00:13:12.600 --> 00:13:16.600]  甚至經文有形容到那些探子報惡信
[00:13:16.600 --> 00:13:19.600]  特別留意惡信這兩個字
[00:13:19.600 --> 00:13:22.600]  這兩個字其實在聖經裏面出現不是很多次
[00:13:22.600 --> 00:13:24.600]  它出現了九次
[00:13:24.600 --> 00:13:27.600]  不過大部分在聖經裏面的用法
[00:13:27.600 --> 00:13:32.600]  都是用在一些指控、詆毀其他人、中傷人
[00:13:32.600 --> 00:13:36.600]  甚至是目的要令到聽的人很害怕
[00:13:36.600 --> 00:13:39.600]  甚至做了一些錯誤的判斷
[00:13:39.600 --> 00:13:44.600]  所以接下來探子說的這個惡信
[00:13:44.600 --> 00:13:50.600]  雖然他一再強調他們是去那地經過那地的人
[00:13:50.600 --> 00:13:55.600]  但是他所說的話是要令到那些人很害怕
[00:13:55.600 --> 00:14:01.600]  甚至支持他們的決定就是一起不進迦南地
[00:14:01.600 --> 00:14:05.600]  很特別的是當我們看這兩節經文的時候
[00:14:05.600 --> 00:14:08.600]  其實他們不是沒有論點的
[00:14:08.600 --> 00:14:12.600]  他們用兩個重點去帶出他們不應該進迦南地
[00:14:12.600 --> 00:14:16.600]  第一就是他說那地是吞吃居民之地
[00:14:16.600 --> 00:14:18.600]  吞吃居民之地是什麼意思呢
[00:14:18.600 --> 00:14:22.600]  就是說當地是沒有出產、沒有耕種、是荒場
[00:14:22.600 --> 00:14:25.600]  人們是沒有辦法在那裏住的
[00:14:25.600 --> 00:14:30.600]  甚至有些人說吞吃居民之地形容好像陰間一樣
[00:14:30.600 --> 00:14:33.600]  不過其實這個論點是不成立的
[00:14:33.600 --> 00:14:36.600]  因為第一他們已經帶了一些果子來
[00:14:36.600 --> 00:14:39.600]  已經fact check了那一帶是美地
[00:14:39.600 --> 00:14:42.600]  更加重要的是如果那個是吞吃居民之地的話
[00:14:42.600 --> 00:14:43.600]  應該是沒有人住的
[00:14:43.600 --> 00:14:45.600]  為什麼有這麼多族群在那裏呢
