
[00:00:00.000 --> 00:00:02.120]  我們今天進入講道的時候
[00:00:02.120 --> 00:00:05.400]  今天的講題叫《無盡的寬恕人》
[00:00:05.400 --> 00:00:09.080]  上星期是壽苦節和復活節期間
[00:00:09.080 --> 00:00:13.480]  紀念耶穌基督在十字架上的壽死、埋葬和復活
[00:00:13.480 --> 00:00:17.800]  耶穌釘十字架的目的是為了什麼呢?
[00:00:17.800 --> 00:00:19.720]  為了為我們預備救恩
[00:00:19.720 --> 00:00:21.320]  要赦免我們的罪
[00:00:21.320 --> 00:00:24.280]  每次去到耶穌十字架的面前
[00:00:24.280 --> 00:00:27.840]  我都會有這樣的感受或者禱告
[00:00:27.840 --> 00:00:31.720]  我想在過去的壽苦節和復活節期間
[00:00:31.720 --> 00:00:33.040]  我也有這樣禱告
[00:00:33.040 --> 00:00:35.120]  我覺得每次去到神的面前
[00:00:35.120 --> 00:00:36.840]  十字架面前我都會這樣覺得
[00:00:36.840 --> 00:00:40.680]  「耶穌,我想起自己的罪的時候」
[00:00:40.680 --> 00:00:43.560]  「我想起的是自己有多不配」
[00:00:43.560 --> 00:00:47.320]  「有想起的是耶穌每一次釘在十字架上」
[00:00:47.320 --> 00:00:49.200]  「要去寬恕我」
[00:00:49.200 --> 00:00:52.440]  我每次都這樣禱告去感謝神的愛
[00:00:52.440 --> 00:00:53.760]  想起神的寬恕
[00:00:53.760 --> 00:00:57.640]  所以我今天很想和大家一起學習耶穌的寬恕
[00:00:57.640 --> 00:01:00.040]  聖經經常叫我們要做一件事
[00:01:00.040 --> 00:01:02.560]  叫我們要去愛人、相愛
[00:01:02.560 --> 00:01:06.640]  但是要去愛愛你的人似乎是容易的
[00:01:06.640 --> 00:01:07.800]  但反過來想
[00:01:07.800 --> 00:01:09.800]  如果要愛那些不順眼的
[00:01:09.800 --> 00:01:11.400]  甚至得罪你的人
[00:01:11.400 --> 00:01:12.720]  卻是很難的
[00:01:12.720 --> 00:01:14.840]  人與人之間的相處
[00:01:14.840 --> 00:01:17.360]  其實我們各自都有很多次
[00:01:17.360 --> 00:01:20.320]  總是會傷害到人或者被傷害
[00:01:20.320 --> 00:01:21.440]  意見不同
[00:01:21.440 --> 00:01:22.400]  想法不同
[00:01:22.400 --> 00:01:24.720]  容易有很多矛盾出現
[00:01:24.720 --> 00:01:25.440]  憤怒
[00:01:25.440 --> 00:01:27.200]  我們中間又有恨
[00:01:27.200 --> 00:01:28.600]  但我會問的是
[00:01:28.600 --> 00:01:30.200]  關係中有這些東西
[00:01:30.200 --> 00:01:31.800]  我們如何去愛呢?
[00:01:31.800 --> 00:01:34.120]  今天讓我們一起在經文中學習
[00:01:34.120 --> 00:01:35.680]  描述這個功課
[00:01:35.680 --> 00:01:39.880]  看的經文會在《馬太福音》18章21至35節
[00:01:39.880 --> 00:01:41.400]  請大家幫我一起讀
[00:01:41.400 --> 00:01:42.160]  準備
[00:01:42.160 --> 00:01:43.280]  1、2、3
[00:01:43.280 --> 00:01:46.000]  「那時彼得進前來」
[00:01:46.000 --> 00:01:49.320]  「耶穌說:我告訴你」
[00:01:49.320 --> 00:01:53.960]  「我告訴你,不事到七天」
[00:01:53.960 --> 00:01:57.720]  「耶穌說:我告訴你,不事到七次」
[00:01:57.720 --> 00:02:00.080]  「而是七十七次」
[00:02:00.080 --> 00:02:02.400]  「因為天國好像一個王」
[00:02:02.400 --> 00:02:04.520]  「要和他的僕人算帳」
[00:02:04.520 --> 00:02:06.520]  「他開始算的時候」
[00:02:06.520 --> 00:02:10.680]  「有人帶了一個欠一萬他廉德的僕人來」
[00:02:10.680 --> 00:02:13.880]  「因為他沒有什麼償還之物」
[00:02:13.880 --> 00:02:17.240]  「主人下令把他和妻子兒女」
[00:02:17.240 --> 00:02:19.640]  「以及一切所得著」
[00:02:20.920 --> 00:02:25.640]  「那僕人就苦服向他說:寬容我吧」
[00:02:25.640 --> 00:02:27.280]  「我都會還你的」
[00:02:27.280 --> 00:02:30.240]  「那僕人的主人就動了持心」
[00:02:30.240 --> 00:02:33.840]  「把他釋放了,並且免了他的債」
[00:02:33.840 --> 00:02:39.520]  「那僕人出來遇見一個欠他一萬幣的同伴」
[00:02:39.520 --> 00:02:45.480]  「就抽著他,握著他的臉說:把你所欠的還我」
[00:02:45.480 --> 00:02:50.280]  「他的同伴就苦服要求他說:寬容我吧」
[00:02:50.280 --> 00:02:51.880]  「我會還你的」
[00:02:51.880 --> 00:02:55.000]  「他不肯,卻把他下到監會」
[00:02:55.000 --> 00:02:57.800]  「直到他還了所有的債」
[00:02:57.800 --> 00:03:01.880]  「同伴們看見他所做的事就很悲憤」
[00:03:01.880 --> 00:03:05.040]  「買了一輛車來到主人」
[00:03:05.040 --> 00:03:07.200]  「於是主人叫了他來」
[00:03:07.200 --> 00:03:09.920]  「對他說:你這惡勞僕」
[00:03:09.920 --> 00:03:13.880]  「欠的都免了」
[00:03:13.880 --> 00:03:16.440]  「你不應該憐憫你的同伴」
[00:03:16.440 --> 00:03:18.240]  「像我憐憫你嗎?」
[00:03:18.240 --> 00:03:21.840]  「主人就大怒,把他交給私營的」
[00:03:21.840 --> 00:03:24.760]  「直到他還清了所有的債」
[00:03:24.760 --> 00:03:27.760]  「你們各人若甚淚險」
[00:03:27.760 --> 00:03:31.560]  (廣東話)
[00:03:31.560 --> 00:03:33.560]  (廣東話)
[00:03:33.560 --> 00:03:45.640]  (廣東話)
[00:03:45.640 --> 00:03:47.240]  我們進入經文
[00:03:47.240 --> 00:03:51.760]  首先,第21和22節是整個比喻的引言
[00:03:51.760 --> 00:03:53.320]  在21和22節中提到
[00:03:53.320 --> 00:03:54.480]  整個比喻的出現
[00:03:54.480 --> 00:03:57.520]  其實是因為回應彼得問了這個問題
[00:03:57.520 --> 00:04:01.880]  他問:如果有個弟兄一次又一次地得罪自己
[00:04:01.880 --> 00:04:04.720]  我饒恕他七次夠不夠?
[00:04:04.720 --> 00:04:06.480]  彼得作為耶穌的學生
[00:04:06.480 --> 00:04:08.440]  他舉手問老師
[00:04:08.440 --> 00:04:10.800]  關於饒恕這個課題
[00:04:10.800 --> 00:04:13.960]  他問的是饒恕的次數要到多少次就夠呢?
[00:04:13.960 --> 00:04:15.320]  還提出了答案
[00:04:15.320 --> 00:04:17.320]  他也有一點點的懂事
[00:04:17.320 --> 00:04:18.440]  他不是說多少次就夠
[00:04:18.440 --> 00:04:20.320]  而是七次夠不夠呢?
[00:04:20.320 --> 00:04:22.520]  其實彼得應該是一個好學生
[00:04:22.520 --> 00:04:24.520]  因為他問了一個很好的問題
[00:04:24.520 --> 00:04:27.960]  而且也提供了一個很厲害的答案
[00:04:27.960 --> 00:04:28.880]  七次
[00:04:28.880 --> 00:04:32.040]  厲害是因為七次其實已經很多了
[00:04:32.040 --> 00:04:33.520]  七次其實有多少呢?
[00:04:33.520 --> 00:04:35.240]  進入一個現實的生活例子
[00:04:35.240 --> 00:04:38.880]  你可能會感受到饒恕七次其實有多少
[00:04:38.880 --> 00:04:41.360]  早前和朋友出去吃飯
[00:04:41.360 --> 00:04:45.160]  吃飯的時候走的時候要走過馬路
[00:04:45.160 --> 00:04:47.160]  走著走著過馬路的時候
[00:04:47.160 --> 00:04:49.160]  因為有車過來
[00:04:49.160 --> 00:04:51.160]  不是亂說那麼多
[00:04:51.160 --> 00:04:53.160]  沒有紅綠燈所以有車過來
[00:04:53.160 --> 00:04:55.160]  有車過來的時候
[00:04:55.160 --> 00:04:57.160]  我朋友走快了一步
[00:04:57.160 --> 00:04:59.160]  就撞到前面的嬸嬸
[00:04:59.160 --> 00:05:02.440]  嬸嬸就背後轉過來
[00:05:02.440 --> 00:05:05.400]  看到我這個朋友的樣子好像很和善
[00:05:05.400 --> 00:05:06.920]  就說算了
[00:05:06.920 --> 00:05:08.920]  對不起對不起
[00:05:09.240 --> 00:05:11.240]  那天的事情就完結了
[00:05:11.240 --> 00:05:14.040]  不過我嘗試將這個例子
[00:05:14.040 --> 00:05:16.040]  變成一個例子告訴你
[00:05:16.040 --> 00:05:18.040]  你想想試試投入
[00:05:18.040 --> 00:05:19.240]  如果那個嬸嬸
[00:05:19.240 --> 00:05:21.240]  假設你過完馬路
[00:05:21.240 --> 00:05:22.240]  走過路口
[00:05:22.240 --> 00:05:25.240]  然後突然間她又走過來踢你
[00:05:25.240 --> 00:05:27.240]  不是踢你又踢到你
[00:05:27.240 --> 00:05:29.240]  她又踢到你了
[00:05:29.240 --> 00:05:31.240]  那回頭你說又是你?
[00:05:31.240 --> 00:05:33.240]  那你肯定火都來了
[00:05:33.240 --> 00:05:35.240]  但是你看到她的樣子仍然是很誠懇的
