
[00:00:00.000 --> 00:00:05.000]  今晚來到大家當中想講一卷書卷
[00:00:05.000 --> 00:00:08.000]  這卷書卷只有一張
[00:00:08.000 --> 00:00:12.000]  就是在聖經裏面的《肥理門書》
[00:00:12.000 --> 00:00:16.000]  在開始之前我們一起祈禱
[00:00:16.000 --> 00:00:19.000]  我們感謝你
[00:00:19.000 --> 00:00:24.000]  藉著詩歌的歌聲將我們帶到你自己面前
[00:00:24.000 --> 00:00:26.000]  我們求你就如詩歌所講
[00:00:26.000 --> 00:00:28.000]  我們將榮耀歸給你
[00:00:28.000 --> 00:00:30.000]  我們都願意在這一刻
[00:00:30.000 --> 00:00:32.000]  你自己的靈在我們當中
[00:00:32.000 --> 00:00:34.000]  運行在我們心中
[00:00:34.000 --> 00:00:37.000]  以至你自己的名字得到榮耀
[00:00:37.000 --> 00:00:40.000]  求你保守接下來我們的時間
[00:00:40.000 --> 00:00:43.000]  你繼續去感動我們的心靈
[00:00:43.000 --> 00:00:46.000]  讓你所聽見的成為我們生命的祝福
[00:00:46.000 --> 00:00:49.000]  我們這樣禱告交託奉耶穌基督的名
[00:00:49.000 --> 00:00:51.000]  阿們
[00:00:51.000 --> 00:00:56.000]  今天經文就在《肥理門書》
[00:00:56.000 --> 00:01:02.000]  我想藉著這篇經文講到三個概念
[00:01:02.000 --> 00:01:09.000]  自由、平等和博愛是1789年法國大革命的口號
[00:01:09.000 --> 00:01:13.000]  早前有小學生要求現在的法國總統馬克龍
[00:01:13.000 --> 00:01:15.000]  在一分鐘之內解釋
[00:01:15.000 --> 00:01:19.000]  什麼是左派和什麼是右派
[00:01:19.000 --> 00:01:22.000]  他很快的,一個很聰明的人
[00:01:22.000 --> 00:01:29.000]  他說平等或要求絕對的平等是左派
[00:01:29.000 --> 00:01:31.000]  如果要求人人平等
[00:01:31.000 --> 00:01:33.000]  我們是不會有自由的
[00:01:33.000 --> 00:01:35.000]  每個人都賺了這麼多錢
[00:01:35.000 --> 00:01:37.000]  每個人都要打相同的工作
[00:01:37.000 --> 00:01:39.000]  是沒有自由的
[00:01:39.000 --> 00:01:41.000]  而右派或極右的右派
[00:01:41.000 --> 00:01:43.000]  就是要求絕對的自由
[00:01:43.000 --> 00:01:45.000]  如果要求完全的自由
[00:01:45.000 --> 00:01:47.000]  是不會有平等的
[00:01:47.000 --> 00:01:51.000]  甚至政府的稅收都沒有一個理由去進行
[00:01:51.000 --> 00:01:53.000]  因為他們自由賺了這麼多錢
[00:01:53.000 --> 00:01:55.000]  不應該扣除稅
[00:01:55.000 --> 00:01:57.000]  所以他對當時的學生說
[00:01:57.000 --> 00:02:01.000]  既然自由和平等是難以彼此融合的
[00:02:01.000 --> 00:02:04.000]  大家就要博愛了
[00:02:04.000 --> 00:02:08.000]  一分鐘內就把這個信息講得很清楚
[00:02:08.000 --> 00:02:13.000]  但我又想,在1789年或之後的50年
[00:02:13.000 --> 00:02:15.000]  在法國大革命的人都知道
[00:02:15.000 --> 00:02:17.000]  在法國大革命這個口號裏
[00:02:17.000 --> 00:02:21.000]  第一年已經有4萬人上了斷頭台
[00:02:21.000 --> 00:02:23.000]  而在第一年裏面
[00:02:23.000 --> 00:02:25.000]  不上斷頭台,經歷一個恐怖統治
[00:02:25.000 --> 00:02:28.000]  而喪失生命的有15萬人
[00:02:28.000 --> 00:02:32.000]  我想我們大家看過《孤星淚》這套戲
[00:02:32.000 --> 00:02:36.000]  裏面我們看見有慷慨的情節
[00:02:36.000 --> 00:02:39.000]  慷慨激昂是對付法國軍隊
[00:02:39.000 --> 00:02:41.000]  那個革命的警方
[00:02:41.000 --> 00:02:45.000]  但是它留下了一條深長的血路
[00:02:45.000 --> 00:02:49.000]  今天我們想和大家看《肥烈門書》
[00:02:49.000 --> 00:02:57.000]  它在這本書上是想看同樣自由、平等和博愛
[00:02:57.000 --> 00:03:01.000]  這些概念都在這本短短的書信裏面出現
[00:03:01.000 --> 00:03:04.000]  我想和大家一起讀讀這本書信
[00:03:04.000 --> 00:03:07.000]  應該在頭影片裏面會有這本書信
[00:03:07.000 --> 00:03:08.000]  大家一起讀,一起來讀
[00:03:08.000 --> 00:03:09.000]  1、2、3
[00:03:09.000 --> 00:03:15.000]  為基督耶穌被囚的保羅和弟兄提摩泰
[00:03:15.000 --> 00:03:20.000]  寫信給我們所親愛的同工肥烈門
[00:03:20.000 --> 00:03:24.000]  亞肥亞姐妹和我們的戰友阿基布
[00:03:24.000 --> 00:03:27.000]  以及在你家裏的教會
[00:03:27.000 --> 00:03:34.000]  願因平安從我們的父神和主耶穌基督歸給你們
[00:03:34.000 --> 00:03:37.000]  我在禱告中紀念你的時候
[00:03:37.000 --> 00:03:40.000]  常為你感謝我的神
[00:03:40.000 --> 00:03:47.000]  因聽說你對眾聖徒的愛心和你對主耶穌的信心
[00:03:47.000 --> 00:03:52.000]  願你與人分享信心的時候能產生功效
[00:03:52.000 --> 00:03:59.000]  讓人知道我們所行的各樣善事都是為基督做的
[00:03:59.000 --> 00:04:02.000]  弟兄啊,由於你的愛心
[00:04:02.000 --> 00:04:06.000]  我得到極大的快樂和安慰
[00:04:06.000 --> 00:04:10.000]  因為眾聖徒的心從你得到舒暢
[00:04:10.000 --> 00:04:16.000]  雖然我靠著基督能放膽吩咐你做該做的事
[00:04:16.000 --> 00:04:20.000]  可是像我這上了年紀的保羅
[00:04:20.000 --> 00:04:24.000]  現在又是為基督耶穌被囚的
[00:04:24.000 --> 00:04:27.000]  寧可憑著愛心求你
[00:04:27.000 --> 00:04:33.000]  就是為我在困所中所生的兒子亞歷西某求你
[00:04:33.000 --> 00:04:36.000]  從前他與你沒有益處
[00:04:36.000 --> 00:04:39.000]  但如今與你我都有益處
[00:04:39.000 --> 00:04:43.000]  我現在打發他回到你那裡去
[00:04:43.000 --> 00:04:45.000]  他是我心肝
[00:04:45.000 --> 00:04:48.000]  我本來有意將他留下
[00:04:48.000 --> 00:04:53.000]  在我為福音所受的困所中替你治候我
[00:04:53.000 --> 00:04:55.000]  但不知道你的意見
[00:04:55.000 --> 00:04:58.000]  我不願意這樣做
[00:04:58.000 --> 00:05:01.000]  好使你的善行不是出於勉強
[00:05:01.000 --> 00:05:03.000]  而是出於自願
[00:05:03.000 --> 00:05:05.000]  他暫時離開你
[00:05:05.000 --> 00:05:09.000]  也許是要讓你永遠得著他
[00:05:09.000 --> 00:05:12.000]  不再是奴隸而是高過奴隸
[00:05:12.000 --> 00:05:14.000]  是親愛的弟兄
[00:05:14.000 --> 00:05:16.000]  對我確實如此
[00:05:16.000 --> 00:05:18.000]  何況對你呢
[00:05:18.000 --> 00:05:22.000]  無論在肉身或在主裡更是如此
[00:05:22.000 --> 00:05:26.000]  所以你若以我為同伴
[00:05:26.000 --> 00:05:29.000]  就接納他如同接納我一樣
[00:05:29.000 --> 00:05:33.000]  他若虧負你或欠你什麼
[00:05:33.000 --> 00:05:36.000]  都算在我的帳上吧
[00:05:36.000 --> 00:05:38.000]  我必償還
[00:05:38.000 --> 00:05:41.000]  這是我保羅親筆寫的
[00:05:41.000 --> 00:05:43.000]  我並不用對你說
[00:05:43.000 --> 00:05:46.000]  甚至你自己也虧欠我呢
[00:05:46.000 --> 00:05:47.000]  弟兄啊
[00:05:47.000 --> 00:05:51.000]  希望你使我在主裡因你的益處
[00:05:51.000 --> 00:05:55.000]  讓我的心在基督裡得舒暢
[00:05:55.000 --> 00:05:56.000]  我寫信給你
[00:05:56.000 --> 00:05:58.000]  深信你必信服
[00:05:58.000 --> 00:06:00.000]  知道你所要做的
[00:06:00.000 --> 00:06:03.000]  必過於我所說的
[00:06:03.000 --> 00:06:06.000]  此愛還請給我預備住處
[00:06:06.000 --> 00:06:10.000]  因為我盼望藉著你們的禱告
[00:06:10.000 --> 00:06:13.000]  必蒙恩回到你們那裡去
[00:06:13.000 --> 00:06:17.000]  為基督耶穌與我一同坐監的
[00:06:17.000 --> 00:06:19.000]  以巴忽問候你
[00:06:19.000 --> 00:06:22.000]  我的同宮馬可亞彌達古
[00:06:22.000 --> 00:06:25.000]  底瑪盧加也都問候你
[00:06:25.000 --> 00:06:31.000]  願主耶穌的恩與你們的靈同在
[00:06:31.000 --> 00:06:35.000]  願主耶穌基督的恩與你們的靈同在
[00:06:35.000 --> 00:06:39.000]  今天我們讀到新約裡的一段歷史故事
[00:06:39.000 --> 00:06:40.000]  雖然是一封信
[00:06:40.000 --> 00:06:43.000]  但裡面引含了一個很動人的故事
[00:06:43.000 --> 00:06:47.000]  這封書信是保羅在羅馬被囚的時候
[00:06:47.000 --> 00:06:49.000]  他帶著四封書信一起發出的
[00:06:49.000 --> 00:06:53.000]  分別是《以弗所書》、《肥納比書》、《哥羅西書》
[00:06:53.000 --> 00:06:55.000]  和這本《肥利門書》
[00:06:55.000 --> 00:06:57.000]  我們稱之為《獄中書信》
[00:06:57.000 --> 00:07:01.000]  《肥利門》因為是哥羅西家庭教會的領袖
[00:07:01.000 --> 00:07:05.000]  我們想像當時有兩封信是帶著出去的
[00:07:05.000 --> 00:07:07.000]  一本是《肥利門書》
[00:07:07.000 --> 00:07:09.000]  一本是《哥羅西書》
[00:07:09.000 --> 00:07:12.000]  這兩本書信都是同時送達到哥羅西的
[00:07:12.000 --> 00:07:15.000]  《哥羅西書》是給哥羅西宗教會去讀的
[00:07:15.000 --> 00:07:20.000]  《肥利門書》是給哥羅西裡面有個家庭聚會的領袖
[00:07:20.000 --> 00:07:23.000]  叫做肥利門去讀的
[00:07:23.000 --> 00:07:26.000]  為什麼要特意寫一封信給肥利門呢?
[00:07:26.000 --> 00:07:29.000]  因為肥利門有個奴隸叫做阿尼西牟
[00:07:29.000 --> 00:07:31.000]  他逃離了主人
[00:07:31.000 --> 00:07:33.000]  甚至令到肥利門有所虧損
[00:07:33.000 --> 00:07:35.000]  我們不知道是什麼虧損,但是有所虧損
[00:07:35.000 --> 00:07:40.000]  我不知道大家家裡有沒有請外籍傭工呢?
[00:07:40.000 --> 00:07:42.000]  如果有的話,如果你發現外籍傭工
[00:07:42.000 --> 00:07:46.000]  偶爾聽到警方有很少數
[00:07:46.000 --> 00:07:49.000]  有時候會發生偷了主人的錢財
[00:07:49.000 --> 00:07:52.000]  我相信大部分人都會報警處理
[00:07:52.000 --> 00:07:55.000]  當時做奴隸不是這麼簡單
[00:07:55.000 --> 00:07:59.000]  當時普天之下都是羅馬帝國的領土
[00:07:59.000 --> 00:08:02.000]  奴隸是終生制的
[00:08:02.000 --> 00:08:05.000]  他終生是屬於主人
[00:08:05.000 --> 00:08:08.000]  所以叛徒的奴隸或者令到主人有虧損的奴隸
[00:08:08.000 --> 00:08:10.000]  有很悲慘的下場
[00:08:10.000 --> 00:08:12.000]  基本上他們沒有人身自由,即是主人的財產
[00:08:12.000 --> 00:08:15.000]  如果說到法國大革命所說的自由、平等、博愛
[00:08:15.000 --> 00:08:18.000]  這些概念都不會應用在他們身上
[00:08:18.000 --> 00:08:22.000]  當日阿尼西謀可能因為種種原因
[00:08:22.000 --> 00:08:25.000]  跟他的主人不合,上司跟他們上班不合
[00:08:25.000 --> 00:08:26.000]  我們找另一份工作
[00:08:26.000 --> 00:08:29.000]  但對於他來說是沒有這個選擇
[00:08:29.000 --> 00:08:32.000]  他的選擇就是逃離
[00:08:32.000 --> 00:08:35.000]  可能他選擇去了人煙囚物的羅馬
[00:08:35.000 --> 00:08:37.000]  一個較容易落腳的地方
[00:08:37.000 --> 00:08:38.000]  但我們可以想像
[00:08:38.000 --> 00:08:43.000]  他不知道如何在羅馬監倉裡遇上了保羅
[00:08:43.000 --> 00:08:45.000]  一位走投無路的奴隸
[00:08:45.000 --> 00:08:49.000]  保羅認識他的時候就帶他相信了耶穌基督
[00:08:49.000 --> 00:08:51.000]  相信了耶穌基督之後
[00:08:51.000 --> 00:08:54.000]  阿尼西謀就可能分享他昔日自己在哥羅西的背景
[00:08:54.000 --> 00:08:56.000]  一邊說一邊說的時候
[00:08:56.000 --> 00:08:57.000]  保羅突然間會想起
[00:08:57.000 --> 00:09:00.000]  你剛才說的主人肥利門
[00:09:00.000 --> 00:09:02.000]  不是我以前帶他信耶穌
[00:09:02.000 --> 00:09:06.000]  現在在哥羅西做家庭教會領袖的那個肥利門
[00:09:06.000 --> 00:09:08.000]  保羅面對著兩個都是弟兄
[00:09:08.000 --> 00:09:09.000]  肥利門也是他的弟兄
[00:09:09.000 --> 00:09:11.000]  阿尼西謀又是兩個弟兄
[00:09:11.000 --> 00:09:14.000]  兩個交錯的故事、兩個交錯的關係
[00:09:14.000 --> 00:09:19.000]  他如何處理他們彼此之間的一個彼此的問題
[00:09:19.000 --> 00:09:21.000]  或者是阿尼西謀的虧欠呢?
[00:09:21.000 --> 00:09:27.000]  就是這個錯綜複雜的情況造就了我們今天一封很美麗的書信
[00:09:27.000 --> 00:09:28.000]  一封新約
[00:09:28.000 --> 00:09:30.000]  好像我們想像不到
[00:09:30.000 --> 00:09:32.000]  好像戲劇一樣的書信
[00:09:32.000 --> 00:09:35.000]  首先我們要留意這封信是一封公開信
[00:09:35.000 --> 00:09:37.000]  不是一封私人信件
[00:09:37.000 --> 00:09:40.000]  因為他收信人包括了亞肥亞和阿基布
[00:09:40.000 --> 00:09:42.000]  還有包括了肥利門家庭的教會
[00:09:42.000 --> 00:09:43.000]  甚至最後一句說
[00:09:43.000 --> 00:09:48.000]  「願主耶穌基督的恩與你們的靈同在」
[00:09:48.000 --> 00:09:50.000]  收信人是一群人來的,不是一個人
[00:09:50.000 --> 00:09:52.000]  所以這個不是一件私人事件
[00:09:52.000 --> 00:09:55.000]  不是單單保羅和肥利門之間的事
[00:09:55.000 --> 00:09:59.000]  而是整個教會或者我們今天的教會都需要學習的一個功課
[00:09:59.000 --> 00:10:01.000]  第一個要學的功課就是什麼為之愛
[00:10:01.000 --> 00:10:04.000]  或者是馬克龍覺得會解決一切問題的那個字
[00:10:04.000 --> 00:10:06.000]  什麼為之愛
[00:10:06.000 --> 00:10:09.000]  在四至七節裏面保羅提到肥利門的愛的話
[00:10:09.000 --> 00:10:12.000]  在禱告中紀念你的時候常為你感謝我的神
[00:10:12.000 --> 00:10:16.000]  因聽說你對眾聖徒的愛心和你對主耶穌的信心
[00:10:16.000 --> 00:10:20.000]  願你與人分享信心的時候能產生功效
[00:10:20.000 --> 00:10:24.000]  讓人知道我們所行的各樣善事都是為基督做的
[00:10:24.000 --> 00:10:28.000]  弟兄,由於你的愛心,我得到極大的快樂和安慰
[00:10:28.000 --> 00:10:30.000]  因為眾聖徒的心從你得到舒暢
[00:10:30.000 --> 00:10:33.000]  這裡保羅首先提到肥利門的一份愛心
[00:10:33.000 --> 00:10:34.000]  但他說這份愛心很特別
[00:10:34.000 --> 00:10:36.000]  這份愛心是為耶穌基督而做的
[00:10:36.000 --> 00:10:39.000]  這份愛心是當你信了的時候
[00:10:39.000 --> 00:10:42.000]  你分享這個信心的時候產生的一份愛
[00:10:42.000 --> 00:10:45.000]  當你在信上面分享這個字
[00:10:45.000 --> 00:10:47.000]  就是我們今天說的團契這個字
[00:10:47.000 --> 00:10:50.000]  當你與人彼此有信心的團契的時候
[00:10:50.000 --> 00:10:51.000]  你會產生一份愛
[00:10:51.000 --> 00:10:53.000]  這份愛不是一般的愛心
[00:10:53.000 --> 00:10:55.000]  不是一個單一的信心
[00:10:55.000 --> 00:10:57.000]  而是對眾聖徒的愛心
[00:10:57.000 --> 00:10:59.000]  保羅在這裡其實是在說
[00:10:59.000 --> 00:11:02.000]  這份愛不是人世間的愛
[00:11:02.000 --> 00:11:06.000]  不是人自然而然的那些普通的愛
[00:11:06.000 --> 00:11:10.000]  而是因為你因信耶穌而來的愛
[00:11:10.000 --> 00:11:11.000]  可能這樣看的時候
[00:11:11.000 --> 00:11:12.000]  原來這個世界上有兩份愛
[00:11:12.000 --> 00:11:15.000]  一份就是我們大家情投意合的愛
[00:11:15.000 --> 00:11:19.000]  可能這份愛可以不見機在耶穌基督的信上面
[00:11:19.000 --> 00:11:22.000]  但是這些愛總是有它的一些限制
[00:11:22.000 --> 00:11:23.000]  但另一種的愛
[00:11:23.000 --> 00:11:26.000]  就是因為我們信耶穌而產生的愛
[00:11:26.000 --> 00:11:28.000]  中國人也很有智慧
[00:11:28.000 --> 00:11:30.000]  他說了一句話
[00:11:30.000 --> 00:11:31.000]  孟子說的一句話
[00:11:31.000 --> 00:11:33.000]  老不老,以及人之老
[00:11:33.000 --> 00:11:35.000]  又不幼,以及人之幼
[00:11:35.000 --> 00:11:36.000]  他的意思就是說
[00:11:36.000 --> 00:11:37.000]  因為我家有老人家
[00:11:37.000 --> 00:11:39.000]  所以我學會尊敬其他老人家
[00:11:39.000 --> 00:11:41.000]  因為我家有小朋友
[00:11:41.000 --> 00:11:43.000]  所以我學會愛護其他小朋友
[00:11:43.000 --> 00:11:44.000]  但我們可以想像
[00:11:44.000 --> 00:11:46.000]  這種中國人的想法不是不好
[00:11:46.000 --> 00:11:49.000]  不過你隨著關係越來越疏遠的話
[00:11:49.000 --> 00:11:52.000]  你對再遠一點的老人家的愛自然會減少
[00:11:52.000 --> 00:11:54.000]  再遠一點關係的小朋友
[00:11:54.000 --> 00:11:56.000]  你的愛自然會減少
[00:11:56.000 --> 00:11:59.000]  但是聖經啟示了一種的愛
[00:11:59.000 --> 00:12:00.000]  是全然不同的愛
[00:12:00.000 --> 00:12:03.000]  因為信耶穌,你有的一份愛
[00:12:03.000 --> 00:12:08.000]  這份愛令人做一些很特別的事情
[00:12:08.000 --> 00:12:11.000]  這份愛甚至改變了世界
[00:12:11.000 --> 00:12:14.000]  他剛才要求肥理門
[00:12:14.000 --> 00:12:15.000]  你可不可以用這份愛
[00:12:15.000 --> 00:12:18.000]  去延伸到一個得罪過你的人
[00:12:18.000 --> 00:12:20.000]  不單止一個得罪過你的人
[00:12:20.000 --> 00:12:23.000]  甚至一個在未信耶穌的時候就得罪你的人
[00:12:23.000 --> 00:12:25.000]  不單止未信耶穌得罪你的人
[00:12:25.000 --> 00:12:28.000]  甚至一個你很近身背叛你的人
[00:12:28.000 --> 00:12:30.000]  不單止一個近身背叛你的人
[00:12:30.000 --> 00:12:31.000]  而你作為他的主人
[00:12:31.000 --> 00:12:36.000]  你有全權處理他生和死甚至買賣他的人
[00:12:36.000 --> 00:12:38.000]  亞尼西牟從名字去看不是猶太人
[00:12:38.000 --> 00:12:39.000]  是一個外邦人
[00:12:39.000 --> 00:12:40.000]  肥理門可能覺得
[00:12:40.000 --> 00:12:42.000]  如果我放過這個奴隸
[00:12:42.000 --> 00:12:43.000]  那我怎樣管其他的奴隸呢
[00:12:43.000 --> 00:12:45.000]  可能他會這樣想
[00:12:45.000 --> 00:12:47.000]  但是在這裡
[00:12:47.000 --> 00:12:51.000]  保羅說你這份愛心既然不是從人而來
[00:12:51.000 --> 00:12:53.000]  你是因為信耶穌而來
[00:12:53.000 --> 00:12:56.000]  你這份愛心可以走得很遠很遠
[00:12:56.000 --> 00:13:01.000]  以至你能夠產生一份人未有過的愛
[00:13:01.000 --> 00:13:03.000]  而這份愛牽涉到另一個概念
[00:13:03.000 --> 00:13:05.000]  就是自由這個概念
[00:13:05.000 --> 00:13:09.000]  自由這個字我們經常說在嘴邊
[00:13:09.000 --> 00:13:14.000]  馬丁路德在1525年回答一個人民主義學者叫伊拉斯莫
[00:13:14.000 --> 00:13:18.000]  伊拉斯莫說人的意志是自由的
[00:13:18.000 --> 00:13:21.000]  路德回應了他一篇文章
[00:13:21.000 --> 00:13:24.000]  那篇文章叫做《意志的群榜》
[00:13:24.000 --> 00:13:27.000]  他回應了人在犯罪之後
[00:13:27.000 --> 00:13:30.000]  意志是沒有絕對的自由
[00:13:30.000 --> 00:13:32.000]  就正如我們經常說
[00:13:32.000 --> 00:13:35.000]  人在犯罪之後是無力自救
[00:13:35.000 --> 00:13:38.000]  我們很想行狗行善
[00:13:38.000 --> 00:13:40.000]  但是我們卻做不到
[00:13:40.000 --> 00:13:42.000]  這正是路德所說
[00:13:42.000 --> 00:13:47.000]  人在我們的意志上不是完全的自由
[00:13:47.000 --> 00:13:51.000]  甚至他所說的是被罪所困綁
[00:13:51.000 --> 00:13:55.000]  這不是說我們人沒有完全的自由
[00:13:55.000 --> 00:13:57.000]  我們很多事上可以有自由
[00:13:57.000 --> 00:13:58.000]  我們走出去的時候
[00:13:58.000 --> 00:14:00.000]  我們左轉右轉選擇乘巴士還是地鐵
[00:14:00.000 --> 00:14:01.000]  我們有這個自由
[00:14:01.000 --> 00:14:03.000]  但是在救恩和行善上
[00:14:03.000 --> 00:14:05.000]  人確實沒有絕對的自由
[00:14:05.000 --> 00:14:07.000]  這也是你和我生命中真實的經歷
[00:14:07.000 --> 00:14:09.000]  但是路德同時指出
[00:14:09.000 --> 00:14:10.000]  當救恩臨到
[00:14:10.000 --> 00:14:13.000]  人因為信耶穌而得到神的愛
[00:14:13.000 --> 00:14:15.000]  我們去愛的時候
[00:14:15.000 --> 00:14:17.000]  我們有另一份的自由
[00:14:17.000 --> 00:14:21.000]  是我們能夠選擇行善的自由
[00:14:21.000 --> 00:14:22.000]  這個重新定義的自由
[00:14:22.000 --> 00:14:25.000]  正如剛才肥理文書重新定義愛心一樣
[00:14:25.000 --> 00:14:27.000]  他重新定義自由
[00:14:27.000 --> 00:14:29.000]  我們讀八至十四節
[00:14:29.000 --> 00:14:31.000]  我們大概明白路德所說的是什麼
[00:14:31.000 --> 00:14:33.000]  甚至更加要明白保羅所說的是什麼
[00:14:33.000 --> 00:14:35.000]  甚至是聖靈所說的是什麼
[00:14:35.000 --> 00:14:36.000]  八至十四節
[00:14:36.000 --> 00:14:37.000]  正經地寫
[00:14:37.000 --> 00:14:38.000]  雖然我靠著基督能放膽
[00:14:38.000 --> 00:14:40.000]  吩咐你做該做的事
[00:14:40.000 --> 00:14:42.000]  可視像我借上了年紀的保羅
[00:14:42.000 --> 00:14:44.000]  現在又是為基督耶穌被囚的
[00:14:44.000 --> 00:14:46.000]  寧可憑著愛心求你
[00:14:46.000 --> 00:14:50.000]  就是為我在困所中所生的兒子亞彌西某求你
[00:14:50.000 --> 00:14:52.000]  從前他與你沒有益處
[00:14:52.000 --> 00:14:54.000]  但如今與你我都有益處
[00:14:54.000 --> 00:14:57.000]  我現在打發他回到你那裡去
[00:14:57.000 --> 00:14:58.000]  他使我心乾
[00:14:58.000 --> 00:15:00.000]  我本來有意將他留下
[00:15:00.000 --> 00:15:04.000]  在我為福音所受的困所中替你滯後我
[00:15:04.000 --> 00:15:06.000]  但不知你的意見
[00:15:06.000 --> 00:15:07.000]  我不願意這樣做
[00:15:07.000 --> 00:15:08.000]  好使你的善行
[00:15:08.000 --> 00:15:09.000]  不是出於勉強
[00:15:09.000 --> 00:15:11.000]  而是出於自願
[00:15:11.000 --> 00:15:13.000]  自願這個字
[00:15:13.000 --> 00:15:17.000]  是新約聖經唯一出現過自由意志這個字
[00:15:17.000 --> 00:15:18.000]  如果要說自由意志
[00:15:18.000 --> 00:15:19.000]  在新約聖經
[00:15:19.000 --> 00:15:22.000]  這個字唯一一次出現
[00:15:22.000 --> 00:15:24.000]  自願有著自己
[00:15:24.000 --> 00:15:27.000]  出自自己自由意志這個想法
[00:15:27.000 --> 00:15:28.000]  我有時也會想
[00:15:28.000 --> 00:15:30.000]  保羅寫這封信的時候
[00:15:30.000 --> 00:15:32.000]  給肥尼們有多少自願的空間呢
[00:15:32.000 --> 00:15:34.000]  有多少自由的空間呢
[00:15:34.000 --> 00:15:36.000]  當時是仕途寫信求你
[00:15:36.000 --> 00:15:40.000]  仕途說我現在正為耶穌被囚
[00:15:40.000 --> 00:15:41.000]  我是仕途
[00:15:41.000 --> 00:15:42.000]  我已經上了年紀
[00:15:42.000 --> 00:15:44.000]  我的身體不太好
[00:15:44.000 --> 00:15:46.000]  我現在求你做的是你應該做的事
[00:15:46.000 --> 00:15:47.000]  不是叫你犯罪
[00:15:47.000 --> 00:15:50.000]  不是叫你做奇怪的事
[00:15:50.000 --> 00:15:53.000]  正如宋牧師寫信叫我做一件事
[00:15:53.000 --> 00:15:55.000]  一件應該做的事
[00:15:55.000 --> 00:15:57.000]  其實我應該去做
[00:15:57.000 --> 00:16:03.000]  但聖經是一卷追求人自由去愛的情書
[00:16:03.000 --> 00:16:06.000]  人世間充滿了很多強迫的愛
[00:16:06.000 --> 00:16:08.000]  要你愛這樣愛那樣
[00:16:08.000 --> 00:16:09.000]  但聖經裏面的愛
[00:16:09.000 --> 00:16:11.000]  是一個自由的愛
[00:16:11.000 --> 00:16:14.000]  當你能夠領略到
[00:16:14.000 --> 00:16:17.000]  由信而來的那份愛的時候
[00:16:17.000 --> 00:16:21.000]  你有一個自由去愛一些你愛不到的人
[00:16:21.000 --> 00:16:22.000]  你以前沒有這個自由去愛
[00:16:22.000 --> 00:16:25.000]  你以前自然而然不會愛這些人
