
[00:00:00.000 --> 00:00:04.800]  謝謝文姐姐帶領我們有敬拜
[00:00:04.800 --> 00:00:08.920]  突出一個主題,就是「光」
[00:00:08.920 --> 00:00:11.720]  特別對於四月的我們來說
[00:00:11.720 --> 00:00:14.600]  都很需要這個光
[00:00:14.600 --> 00:00:17.640]  相信大家現在在水深火熱中
[00:00:17.640 --> 00:00:18.680]  大專的弟兄姊妹
[00:00:18.680 --> 00:00:22.040]  你應該是射美、交功課等等
[00:00:22.040 --> 00:00:24.200]  我想問,有沒有一些是
[00:00:24.200 --> 00:00:25.800]  你今早考完的實力就回來了
[00:00:25.800 --> 00:00:27.720]  可以舉手來看看嗎
[00:00:27.720 --> 00:00:29.040]  應該有的
[00:00:29.040 --> 00:00:30.480]  中間那些,今早跟…
[00:00:30.480 --> 00:00:32.480]  現在還不是Chris Wong嗎
[00:00:32.480 --> 00:00:33.600]  應該是吧
[00:00:33.600 --> 00:00:35.880]  跟Chris Wong做朋友
[00:00:35.880 --> 00:00:38.400]  現在下午就聽Ernest Fung說到
[00:00:38.400 --> 00:00:39.520]  多開心
[00:00:39.520 --> 00:00:44.000]  是,很開心見到大家
[00:00:44.000 --> 00:00:49.480]  你回來後都可以在DSE、射美中
[00:00:49.480 --> 00:00:52.560]  我們又回來充電
[00:00:52.560 --> 00:00:55.600]  我們今天就進入這個題目
[00:00:55.600 --> 00:00:57.880]  今天跟大家分享的題目是
[00:00:57.880 --> 00:01:01.480]  「基督徒自由嗎?」
[00:01:01.480 --> 00:01:03.000]  剛才文子先生也有提及
[00:01:03.000 --> 00:01:05.240]  不停地強調
[00:01:05.240 --> 00:01:06.840]  今年的主題是
[00:01:06.840 --> 00:01:09.760]  「Transform our lives, calling for Christ」
[00:01:09.760 --> 00:01:11.240]  今天很想繼續用
[00:01:11.240 --> 00:01:12.760]  之前也跟大家分享過
[00:01:12.760 --> 00:01:14.280]  用保羅的生命
[00:01:14.280 --> 00:01:16.760]  去看看他有甚麼生命特質
[00:01:16.760 --> 00:01:18.640]  很值得我們去學習
[00:01:18.640 --> 00:01:22.680]  讓我們在這個世代中為主發光
[00:01:22.680 --> 00:01:25.240]  今天很想跟大家探討一個題目
[00:01:25.240 --> 00:01:27.320]  「自由」
[00:01:27.320 --> 00:01:29.000]  突然之間,我不知道你覺得
[00:01:29.000 --> 00:01:32.920]  你現在的生命自由嗎
[00:01:32.920 --> 00:01:35.040]  可能當你想的時候
[00:01:35.040 --> 00:01:36.760]  好像很難回答
[00:01:36.760 --> 00:01:40.320]  或者再生活一點去想
[00:01:40.320 --> 00:01:41.120]  可能你會覺得
[00:01:41.120 --> 00:01:42.480]  其實我現在挺自由
[00:01:42.480 --> 00:01:43.480]  對比之前
[00:01:43.480 --> 00:01:45.680]  疫情又不能吃飯
[00:01:45.680 --> 00:01:47.000]  不能外出吃飯
[00:01:47.000 --> 00:01:49.280]  又不能去旅行
[00:01:49.280 --> 00:01:51.840]  之後吃飯又要分桌
[00:01:51.840 --> 00:01:53.920]  又要做這個、做那個
[00:01:53.920 --> 00:01:55.280]  其實現在的生活
[00:01:55.280 --> 00:01:57.520]  好像自由得多
[00:01:57.520 --> 00:01:59.600]  不過,我想問大家一個問題
[00:01:59.600 --> 00:02:01.560]  我作為基督徒
[00:02:01.560 --> 00:02:03.200]  你覺得作為基督徒
[00:02:03.200 --> 00:02:06.440]  自由嗎?
[00:02:06.440 --> 00:02:08.160]  可能當你想這個問題的時候
[00:02:08.160 --> 00:02:09.440]  馬上會好像
[00:02:09.440 --> 00:02:12.600]  腦海會有一個爭論
[00:02:12.600 --> 00:02:14.200]  馬上會彈出很多不同的東西
[00:02:14.200 --> 00:02:15.280]  一方面
[00:02:15.280 --> 00:02:16.720]  我們可能會有這樣的想法
[00:02:16.720 --> 00:02:18.640]  「當然是自由」
[00:02:18.640 --> 00:02:20.400]  「耶穌基督為我們而死」
[00:02:20.400 --> 00:02:22.120]  「讓我們從罪的綑綁」
[00:02:22.120 --> 00:02:23.320]  「被釋放出來」
[00:02:23.320 --> 00:02:25.120]  「當然是自由」
[00:02:25.120 --> 00:02:28.400]  可能你的腦海裡面的另一邊
[00:02:28.400 --> 00:02:29.480]  可能你會這樣想
[00:02:29.480 --> 00:02:30.880]  「友方同學」
[00:02:30.880 --> 00:02:32.840]  「你呢」
[00:02:32.840 --> 00:02:34.560]  「希望你先不要生氣」
[00:02:34.560 --> 00:02:36.840]  不過,我想說的是
[00:02:36.840 --> 00:02:38.560]  作為基督徒
[00:02:38.560 --> 00:02:43.200]  確實有很多聖經的原則要守
[00:02:43.200 --> 00:02:44.200]  很不自由
[00:02:44.200 --> 00:02:47.800]  很多規範
[00:02:47.800 --> 00:02:48.800]  可能腦海裡面
[00:02:48.800 --> 00:02:51.720]  都出現一個這樣的爭論
[00:02:51.720 --> 00:02:52.760]  又或者是
[00:02:52.760 --> 00:02:54.400]  我們做人
[00:02:54.400 --> 00:02:56.680]  我們經常說人是有自由意志的
[00:02:56.680 --> 00:02:59.600]  我們想做甚麼就做甚麼
[00:02:59.600 --> 00:03:02.400]  好像腦海裡面有很多這些交戰
[00:03:02.400 --> 00:03:03.960]  其實基督徒
[00:03:03.960 --> 00:03:06.360]  我們應該怎樣看自由呢?
[00:03:06.360 --> 00:03:10.400]  應該怎樣去行使我們的自由呢?
[00:03:10.400 --> 00:03:12.880]  今天很想透過哥林多前書
[00:03:12.880 --> 00:03:14.560]  跟大家探討一下
[00:03:14.560 --> 00:03:16.880]  其實保羅又怎樣看這件事情
[00:03:16.880 --> 00:03:17.960]  又或者是
[00:03:17.960 --> 00:03:19.480]  保羅教導我們的是
[00:03:19.480 --> 00:03:22.320]  怎樣可以在生命裡面活出自由
[00:03:22.320 --> 00:03:25.600]  先說一下哥林多的背景
[00:03:25.600 --> 00:03:27.680]  哥林多城是一個怎樣的城市呢?
[00:03:27.680 --> 00:03:29.600]  其實它是一個很繁華的城市
[00:03:29.600 --> 00:03:31.280]  有很多東西都很發達
[00:03:31.280 --> 00:03:32.800]  不過同時
[00:03:32.800 --> 00:03:35.680]  當地的文化都非常開放
[00:03:35.680 --> 00:03:38.960]  所以有很多文化、宗教和道德上
[00:03:38.960 --> 00:03:41.040]  都帶給當時的哥林多教會的信徒
[00:03:41.040 --> 00:03:42.280]  有很大的衝擊
[00:03:42.280 --> 00:03:43.320]  而哥林多教會
[00:03:43.320 --> 00:03:46.080]  其實是保羅在第二次宣教的旅程中
[00:03:46.080 --> 00:03:47.560]  所建立的教會
[00:03:47.560 --> 00:03:50.320]  當你看哥林多前後書的時候
[00:03:50.320 --> 00:03:52.760]  你會看到保羅有時候都挺狠的
[00:03:52.760 --> 00:03:53.840]  他面對著
[00:03:53.840 --> 00:03:57.720]  因為他整本書都是處理一些教會內部的
[00:03:57.720 --> 00:03:59.800]  生活操守的問題
[00:03:59.800 --> 00:04:01.160]  紀律的問題
[00:04:01.160 --> 00:04:04.360]  怎樣去回應當時的一些挑戰
[00:04:04.360 --> 00:04:07.240]  甚至他去處理很多內部的事情
[00:04:07.240 --> 00:04:09.600]  今天我們看的經文是第九章
[00:04:09.600 --> 00:04:11.680]  其實是在說什麼呢?
[00:04:11.680 --> 00:04:13.400]  其實我們看回第八章
[00:04:13.400 --> 00:04:15.200]  都有一點背景告訴你
[00:04:15.200 --> 00:04:16.480]  第八章是在說什麼呢?
[00:04:16.480 --> 00:04:18.280]  就是在說有些信徒
[00:04:18.280 --> 00:04:22.480]  他信了耶穌之後
[00:04:22.480 --> 00:04:24.040]  原來他做了什麼呢?
[00:04:24.040 --> 00:04:29.280]  他仍然會吃一些拜過偶像的食物
[00:04:29.280 --> 00:04:31.280]  因為那些信徒覺得的是
[00:04:31.280 --> 00:04:35.640]  其實既然偶像是一樣不真實存在的東西的時候
[00:04:35.640 --> 00:04:37.640]  其實我吃的東西都沒有什麼問題
[00:04:37.640 --> 00:04:40.120]  我的生命不會被污染
[00:04:40.120 --> 00:04:41.720]  保羅就用了整章
[00:04:41.720 --> 00:04:44.680]  就和他們處理了這件事情
[00:04:44.680 --> 00:04:45.760]  到了第九章
[00:04:45.760 --> 00:04:49.320]  其實你看到大部分的篇幅
[00:04:49.320 --> 00:04:51.160]  都是在說這些問題
[00:04:51.160 --> 00:04:54.200]  作為一個基督徒信徒應該怎樣去做
[00:04:54.200 --> 00:04:56.840]  保羅更加在第九章的時候
[00:04:56.840 --> 00:04:59.080]  如果你有聖經APP打開的時候
[00:04:59.080 --> 00:05:00.040]  你就會看到
[00:05:00.040 --> 00:05:03.920]  原來保羅更加用了自身的榜樣去表明
[00:05:03.920 --> 00:05:05.440]  他是使徒的身份
[00:05:05.440 --> 00:05:07.440]  他有很多權利和自由
[00:05:07.440 --> 00:05:11.520]  然後他就用這些榜樣去回應的是
[00:05:11.520 --> 00:05:13.000]  究竟作為一個信徒
[00:05:13.000 --> 00:05:15.080]  應該怎樣去回應
[00:05:15.080 --> 00:05:19.000]  我去吃拜偶像的祭物的事情上
[00:05:19.000 --> 00:05:20.880]  應該怎樣去處理呢?
[00:05:20.880 --> 00:05:21.880]  你會看到
[00:05:21.880 --> 00:05:23.880]  當九章的頭半部分
[00:05:23.880 --> 00:05:26.800]  保羅同樣都是在說自由這件事
[00:05:26.800 --> 00:05:28.160]  不過到了後半部分
[00:05:28.160 --> 00:05:29.960]  他說了一句很重要的話
[00:05:29.960 --> 00:05:31.080]  他說
[00:05:31.080 --> 00:05:33.280]  原來我們在這個過程上
[00:05:33.280 --> 00:05:37.240]  我們有沒有成為福音自由流動的阻隔呢?
[00:05:37.240 --> 00:05:40.160]  接著就是我們今天所看的經文
[00:05:40.160 --> 00:05:43.080]  我們一起進入看看今天的經文
[00:05:43.080 --> 00:05:46.640]  是哥林多前書的九章的十九到二十七節
[00:05:46.640 --> 00:05:47.920]  我們先一起去讀
[00:05:47.920 --> 00:05:49.240]  準備起
[00:05:49.240 --> 00:05:52.400]  剛才大家在讀的一串經文
[00:05:52.400 --> 00:05:54.720]  其實這段經文是帶出一個主題
[00:05:54.720 --> 00:05:57.920]  但是我今天分了兩個部分
[00:05:57.920 --> 00:06:00.440]  去看看原來自由這件事
[00:06:00.440 --> 00:06:03.160]  或者我們作為基督徒行使自由這件事
[00:06:03.160 --> 00:06:05.160]  我們可以用兩個眼光去看
[00:06:05.160 --> 00:06:06.800]  第一個眼光其實是說
[00:06:06.800 --> 00:06:09.280]  原來我們很實際地
[00:06:09.280 --> 00:06:11.440]  我們在和人相處的時候
[00:06:11.440 --> 00:06:14.080]  我可以怎樣去行使這個自由
[00:06:14.080 --> 00:06:15.040]  第二部分
[00:06:15.040 --> 00:06:21.000]  其實保羅用了一個好像人生的很大的旅程去看
[00:06:21.000 --> 00:06:23.280]  究竟我們生命上
[00:06:23.280 --> 00:06:26.400]  我們又可以怎樣去活自由呢?
[00:06:26.400 --> 00:06:28.240]  我們先看看第一部分
