
[00:00:00.000 --> 00:00:04.000]  頂智梅早晨
[00:00:04.000 --> 00:00:08.000]  多謝敬拜隊帶領我們好好敬拜
[00:00:08.000 --> 00:00:12.000]  不知道大家有沒有留意剛才的歌詞
[00:00:12.000 --> 00:00:14.000]  有一句很觸動我的
[00:00:14.000 --> 00:00:16.000]  用信心繼續祈禱
[00:00:16.000 --> 00:00:18.000]  迎來更新的國度
[00:00:18.000 --> 00:00:20.000]  接著那句,沒去旅行
[00:00:20.000 --> 00:00:22.000]  醫好傷痛
[00:00:22.000 --> 00:00:24.000]  今天我要分享的訊息
[00:00:24.000 --> 00:00:26.000]  真的很配合
[00:00:26.000 --> 00:00:28.000]  今天要分享的題目是
[00:00:28.000 --> 00:00:30.000]  悲哀中的盼望
[00:00:30.000 --> 00:00:32.000]  如你剛才所說
[00:00:32.000 --> 00:00:34.000]  旅行的傷痛真的很悲哀
[00:00:34.000 --> 00:00:36.000]  大家都知道我們很熱
[00:00:36.000 --> 00:00:39.000]  我們都沒有人會因為熱而死
[00:00:39.000 --> 00:00:41.000]  但你們知不知道過去一個星期
[00:00:41.000 --> 00:00:43.000]  在西班牙葡萄牙
[00:00:43.000 --> 00:00:47.000]  有超過1700人去到熱死
[00:00:47.000 --> 00:00:49.000]  真的很難想像
[00:00:49.000 --> 00:00:52.000]  除了熱浪侵襲歐洲
[00:00:52.000 --> 00:00:54.000]  通貨膨脹也是
[00:00:54.000 --> 00:00:56.000]  大家可能在供樓
[00:00:56.000 --> 00:00:58.000]  有沒有發覺供樓開支又多了
[00:00:58.000 --> 00:01:00.000]  因為加息太厲害了
[00:01:00.000 --> 00:01:05.000]  通脹很可能會重回雙位數
[00:01:05.000 --> 00:01:08.000]  還有能源危機
[00:01:08.000 --> 00:01:10.000]  糧食危機
[00:01:10.000 --> 00:01:12.000]  這些都是沒有人逃得掉的
[00:01:12.000 --> 00:01:14.000]  無論你身處世界任何地方
[00:01:14.000 --> 00:01:19.000]  都是活在這些很大的壓力裏面
[00:01:19.000 --> 00:01:22.000]  除了這些外在的事情
[00:01:22.000 --> 00:01:25.000]  我自己身邊也有很多人要移民
[00:01:25.000 --> 00:01:27.000]  有些人剛剛離開
[00:01:27.000 --> 00:01:29.000]  有些人即將離開
[00:01:29.000 --> 00:01:32.000]  可能有機會在崇拜見最後一次面
[00:01:32.000 --> 00:01:33.000]  然後應復相
[00:01:33.000 --> 00:01:35.000]  就要說再見
[00:01:35.000 --> 00:01:39.000]  所以這些都是沒有辦法去改變的事情
[00:01:39.000 --> 00:01:43.000]  所以有時都會覺得有點無力感
[00:01:43.000 --> 00:01:47.000]  所以今天要分享的是悲哀中的盼望
[00:01:47.000 --> 00:01:49.000]  我們始終都要生活下去
[00:01:49.000 --> 00:01:52.000]  特別是你決定繼續留在香港
[00:01:52.000 --> 00:01:54.000]  有什麼盼望呢?
[00:01:54.000 --> 00:01:57.000]  今天我們就從以西傑書第九章
[00:01:57.000 --> 00:02:01.000]  先知都在悲哀裏面
[00:02:01.000 --> 00:02:03.000]  神給予什麼盼望給他?
[00:02:03.000 --> 00:02:05.000]  讓我們一起動心祈禱
[00:02:05.000 --> 00:02:09.000]  親愛的天父
[00:02:09.000 --> 00:02:11.000]  我們來到你的面前
[00:02:11.000 --> 00:02:13.000]  要聆聽你的說話
[00:02:13.000 --> 00:02:18.000]  求真理的聖靈帶領我們進入你的真理當中
[00:02:18.000 --> 00:02:21.000]  並且加能賜令我們要遵行出來
[00:02:21.000 --> 00:02:25.000]  為祈禱奉耶穌基督聖名求阿門
[00:02:25.000 --> 00:02:28.000]  讓我們一起讀今天的經文
[00:02:28.000 --> 00:02:31.000]  麻煩AV找文件
[00:02:31.000 --> 00:02:35.000]  第九章一至十一節
[00:02:35.000 --> 00:02:37.000]  我們弟兄姊妹輪流讀
[00:02:37.000 --> 00:02:39.000]  先請弟兄讀單節
[00:02:39.000 --> 00:02:40.000]  姊妹讀雙節
[00:02:40.000 --> 00:02:41.000]  預備起
[00:02:41.000 --> 00:02:45.000]  他在我耳邊大聲喊叫說
[00:02:45.000 --> 00:02:49.000]  上前來懲罰這城的人
[00:02:49.000 --> 00:02:53.000]  手中要割拿毀滅的兵器
[00:02:53.000 --> 00:03:14.000]  在基路伯之上
[00:03:14.000 --> 00:03:18.000]  以色列神的榮耀從那裡上升
[00:03:18.000 --> 00:03:20.000]  到殿的入口處
[00:03:20.000 --> 00:03:23.000]  神召那身穿細麻衣
[00:03:23.000 --> 00:03:27.000]  腰間繫著麥合的人前來
[00:03:41.000 --> 00:03:46.000]  我耳中聽見耶和華對其餘的人說
[00:03:46.000 --> 00:03:51.000]  要跟隨他們走遍全城去擊殺
[00:03:51.000 --> 00:03:54.000]  你們的眼不要顧惜
[00:03:54.000 --> 00:03:56.000]  也不要可憐他們
[00:03:56.000 --> 00:04:14.000]  (徒兒們在聽)
[00:04:14.000 --> 00:04:16.000]  他對他們說
[00:04:16.000 --> 00:04:18.000]  要使這殿污穢
[00:04:18.000 --> 00:04:22.000]  使園中遍滿被殺的人
[00:04:22.000 --> 00:04:24.000]  你們出去吧
[00:04:24.000 --> 00:04:26.000]  他們就出去
[00:04:26.000 --> 00:04:28.000]  在城中擊殺
[00:04:28.000 --> 00:04:45.000]  (徒兒們在聽)
[00:04:45.000 --> 00:04:47.000]  我對他們說
[00:04:47.000 --> 00:04:52.000]  以色列家和猶大家的罪孽極其重大
[00:04:52.000 --> 00:04:55.000]  遍地都有流血的事
[00:04:55.000 --> 00:04:57.000]  滿城有冤屈
[00:04:57.000 --> 00:04:59.000]  因為他們說
[00:04:59.000 --> 00:05:02.000]  耶和華已經離棄這地
[00:05:02.000 --> 00:05:05.000]  他看不見我們
[00:05:05.000 --> 00:05:14.000]  (徒兒們在聽)
[00:05:14.000 --> 00:05:15.000]  看哪
[00:05:15.000 --> 00:05:17.000]  那身穿細麻衣
[00:05:17.000 --> 00:05:20.000]  腰間繫著麥合的人
[00:05:20.000 --> 00:05:22.000]  回覆這時說
[00:05:22.000 --> 00:05:27.000]  我已經照你所吩咐的做了
[00:05:27.000 --> 00:05:28.000]  這是第九章
[00:05:28.000 --> 00:05:32.000]  第八至十一章是一個大的段落
[00:05:32.000 --> 00:05:36.000]  第八和第九章的關係十分密切
[00:05:36.000 --> 00:05:37.000]  在第八章
[00:05:37.000 --> 00:05:38.000]  我們今天沒有讀
[00:05:38.000 --> 00:05:43.000]  就是描述猶大國剩餘的祭司和領袖
[00:05:43.000 --> 00:05:46.000]  在聖殿裏偷偷地拜偶像
[00:05:46.000 --> 00:05:52.000]  很嚴重地將可憎之物放在聖殿裏拜
[00:05:52.000 --> 00:05:54.000]  這種屬靈的罪
[00:05:54.000 --> 00:05:56.000]  不單止屬靈的罪
[00:05:56.000 --> 00:06:00.000]  還有很多是流人血的罪
[00:06:00.000 --> 00:06:02.000]  充滿耶路撒冷
[00:06:02.000 --> 00:06:04.000]  滿城都有冤屈的事
[00:06:04.000 --> 00:06:08.000]  所以針對剛才所說的罪
[00:06:08.000 --> 00:06:09.000]  在第九章
[00:06:09.000 --> 00:06:12.000]  耶和華就要對這些人進行報應
[00:06:12.000 --> 00:06:16.000]  所以第八章十二節
[00:06:16.000 --> 00:06:18.000]  我們看到因為他們說
[00:06:18.000 --> 00:06:20.000]  耶和華看不見我們
