
[00:00:00.000 --> 00:00:03.000]  頂屎妹我想問大家一個問題
[00:00:03.000 --> 00:00:08.000]  請問你們是否喜歡吃苦瓜呢?
[00:00:08.000 --> 00:00:12.000]  喜歡?有沒有喜歡的?
[00:00:12.000 --> 00:00:13.000]  很多喔
[00:00:13.000 --> 00:00:16.000]  有沒有不太喜歡的呢?
[00:00:16.000 --> 00:00:18.000]  不太喜歡的也有的
[00:00:18.000 --> 00:00:19.000]  有沒有一半一半呢?
[00:00:19.000 --> 00:00:21.000]  很少的,喜歡的不喜歡的
[00:00:21.000 --> 00:00:25.000]  有沒有人聽到苦瓜就覺得很苦
[00:00:25.000 --> 00:00:28.000]  很皺眉頭的,不想吃的?
[00:00:28.000 --> 00:00:32.000]  但有沒有人,剛才舉手很多人喜歡吃呢?
[00:00:32.000 --> 00:00:34.000]  會不會覺得苦瓜是挺好的
[00:00:34.000 --> 00:00:36.000]  雖然有一點苦
[00:00:36.000 --> 00:00:40.000]  但它夠健康,夠清熱
[00:00:40.000 --> 00:00:44.000]  而且有時越吃越甘甜
[00:00:44.000 --> 00:00:46.000]  不知道有沒有人
[00:00:46.000 --> 00:00:49.000]  以前年輕時不吃苦瓜
[00:00:49.000 --> 00:00:53.000]  但年長了一點就開始吃
[00:00:53.000 --> 00:00:56.000]  年長了一點,跟我一樣
[00:00:58.000 --> 00:01:01.000]  頂屎妹我不知道我們的信仰
[00:01:01.000 --> 00:01:05.000]  會不會有時都有點像苦瓜
[00:01:05.000 --> 00:01:08.000]  初初信主我們都覺得是甘甜的
[00:01:08.000 --> 00:01:10.000]  一定是好的,我們是信主的
[00:01:10.000 --> 00:01:11.000]  初時我們覺得
[00:01:11.000 --> 00:01:14.000]  有沒有人越走信仰的路
[00:01:14.000 --> 00:01:15.000]  越來越覺得
[00:01:15.000 --> 00:01:18.000]  有時跟隨著有一種苦
[00:01:18.000 --> 00:01:21.000]  有沒有這樣覺得?
[00:01:21.000 --> 00:01:23.000]  有頂屎妹這樣說過
[00:01:23.000 --> 00:01:24.000]  我聽過這樣說
[00:01:24.000 --> 00:01:28.000]  回教會做一個信徒有時都挺辛苦
[00:01:28.000 --> 00:01:30.000]  是苦的,為甚麼呢?
[00:01:30.000 --> 00:01:32.000]  因為有很多事情要做
[00:01:32.000 --> 00:01:35.000]  又要早起床,像大家今天這樣
[00:01:35.000 --> 00:01:39.000]  又要每天去靈修讀聖經
[00:01:39.000 --> 00:01:42.000]  還要回到教會是要工作的
[00:01:42.000 --> 00:01:43.000]  做甚麼?
[00:01:43.000 --> 00:01:46.000]  侍奉,關心人,很多事情要做
[00:01:46.000 --> 00:01:49.000]  而且有時在侍奉當中
[00:01:49.000 --> 00:01:51.000]  不一定是被接納的
[00:01:51.000 --> 00:01:53.000]  有時會受傷害
[00:01:53.000 --> 00:01:55.000]  更加聖經還叫我們
[00:01:55.000 --> 00:01:57.000]  要愛神愛人
[00:01:57.000 --> 00:01:58.000]  如果有人打你左邊臉
[00:01:58.000 --> 00:02:00.000]  那你會怎樣?
[00:02:00.000 --> 00:02:03.000]  是不是真的?
[00:02:03.000 --> 00:02:06.000]  總之很多時覺得
[00:02:06.000 --> 00:02:10.000]  做一個基督徒都很多苦
[00:02:10.000 --> 00:02:11.000]  頂屎妹
[00:02:11.000 --> 00:02:15.000]  不知道你現在經歷的信仰是苦
[00:02:15.000 --> 00:02:18.000]  還是苦中帶甘
[00:02:18.000 --> 00:02:21.000]  還是你已經經歷了很多甘甜
[00:02:21.000 --> 00:02:23.000]  今天我們繼續
[00:02:23.000 --> 00:02:26.000]  《中唐崇拜彼得前書》的講道系列
[00:02:26.000 --> 00:02:28.000]  今天我們會講到第三章
[00:02:28.000 --> 00:02:30.000]  彼得前書大家都已經知道
[00:02:30.000 --> 00:02:32.000]  寫作的時候
[00:02:32.000 --> 00:02:34.000]  彼得所身處的時代
[00:02:34.000 --> 00:02:37.000]  當時的信徒正面對信仰的逼迫
[00:02:37.000 --> 00:02:39.000]  很多的挑戰
[00:02:39.000 --> 00:02:42.000]  其實由二章十八節打後
[00:02:42.000 --> 00:02:44.000]  到我們今天的第三章
[00:02:44.000 --> 00:02:46.000]  及至到第四章
[00:02:46.000 --> 00:02:47.000]  整個的大段落
[00:02:47.000 --> 00:02:49.000]  其實都有關於基督受苦
[00:02:49.000 --> 00:02:51.000]  以及彼得吩咐信徒
[00:02:51.000 --> 00:02:54.000]  要為主的緣故行善受苦
[00:02:54.000 --> 00:02:56.000]  這個大主題
[00:02:56.000 --> 00:02:57.000]  由這樣看來
[00:02:57.000 --> 00:02:59.000]  彼得這樣鋪排
[00:02:59.000 --> 00:03:01.000]  好像我們的信仰真的很苦
[00:03:01.000 --> 00:03:02.000]  是不是?
[00:03:02.000 --> 00:03:06.000]  今天我們會分享經文
[00:03:06.000 --> 00:03:08.000]  三章十八至二十二節
[00:03:08.000 --> 00:03:10.000]  讓我們再一次思想
[00:03:10.000 --> 00:03:12.000]  福音的核心
[00:03:12.000 --> 00:03:14.000]  到底是什麼呢?
[00:03:14.000 --> 00:03:16.000]  福音怎樣給我們有力量
[00:03:16.000 --> 00:03:18.000]  在這個受苦的世代
[00:03:18.000 --> 00:03:20.000]  很多挑戰的世代
[00:03:20.000 --> 00:03:22.000]  我們仍然會有活的盼望
[00:03:22.000 --> 00:03:24.000]  好像一章三節這樣說
[00:03:24.000 --> 00:03:28.000]  而不會成為一個苦瓜乾的基督徒
[00:03:28.000 --> 00:03:31.000]  我邀請大家一起讀今天的經文
[00:03:31.000 --> 00:03:33.000]  由十八至二十二節
[00:03:33.000 --> 00:03:35.000]  預備起
[00:03:48.000 --> 00:03:51.000]  但在另類他復會了
[00:03:51.000 --> 00:03:53.000]  但在另類他臣會
[00:03:53.000 --> 00:03:57.000]  能夠實施再監會的職務
[00:03:57.000 --> 00:04:01.000]  就像那些從前在羅馬預備的荒州
[00:04:01.000 --> 00:04:04.000]  想容忍更多的事後
[00:04:04.000 --> 00:04:06.000]  不信從的人
[00:04:06.000 --> 00:04:08.000]  當時進入荒州
[00:04:08.000 --> 00:04:10.000]  藉著水的勾兌不可
[00:04:10.000 --> 00:04:12.000]  只有八個人
[00:04:12.000 --> 00:04:15.000]  藉著水所預表的洗禮
[00:04:15.000 --> 00:04:19.000]  現在藉著耶穌基督的復活拯救你們
[00:04:19.000 --> 00:04:22.000]  不是除掉肉體的污穢
[00:04:22.000 --> 00:04:26.000]  而是向神懇求有無愧的良心
[00:04:26.000 --> 00:04:29.000]  耶穌已經到天上去
[00:04:29.000 --> 00:04:31.000]  在神的右邊
[00:04:31.000 --> 00:04:33.000]  眾天使有權並的
[00:04:33.000 --> 00:04:36.000]  有權能的都服從了他
[00:04:36.000 --> 00:04:38.000]  謝謝大家
[00:04:38.000 --> 00:04:42.000]  受苦這個字在彼得前書出現了很多次
[00:04:42.000 --> 00:04:46.000]  受苦的動詞有多少次
[00:04:46.000 --> 00:04:47.000]  十二次
[00:04:47.000 --> 00:04:48.000]  我不一一讀出
[00:04:48.000 --> 00:04:52.000]  紅色的十八次就是大家讀出三章十八次
[00:04:52.000 --> 00:04:54.000]  講到受苦的部分
[00:04:54.000 --> 00:04:56.000]  而名詞的受苦
[00:04:56.000 --> 00:04:58.000]  或者翻譯為苦難
[00:04:58.000 --> 00:05:00.000]  其實都有四次這麼多
[00:05:00.000 --> 00:05:03.000]  從這個字數來看
