
[00:00:00.000 --> 00:00:02.600]  我們開始先用一齊祈禱
[00:00:02.600 --> 00:00:06.800]  天上的父神,我感謝你
[00:00:06.800 --> 00:00:10.500]  讓我們知道天國近了
[00:00:10.500 --> 00:00:12.600]  我們有個盼望
[00:00:12.600 --> 00:00:14.900]  知道神祢將會快來
[00:00:14.900 --> 00:00:17.400]  但同樣的,我們因為天國近了
[00:00:17.400 --> 00:00:20.500]  所以我們要趕緊向人傳福音
[00:00:20.500 --> 00:00:22.700]  要跟人說你的信息
[00:00:22.700 --> 00:00:25.900]  以致有更多人能夠進入你的國度
[00:00:25.900 --> 00:00:28.600]  得到你的榮耀
[00:00:28.600 --> 00:00:30.500]  可以跟你同享榮耀
[00:00:30.500 --> 00:00:32.100]  神求你真的幫助我們今天
[00:00:32.100 --> 00:00:35.100]  可以聽清楚你要跟我們說的話
[00:00:35.100 --> 00:00:38.600]  以致你的說話在我們心裡不斷運行的時候
[00:00:38.600 --> 00:00:42.600]  我們就可以知道每天怎樣去應付我們的生活
[00:00:42.600 --> 00:00:44.300]  等待神祢再來
[00:00:44.300 --> 00:00:46.300]  我們感謝神祢再聽我們祈禱
[00:00:46.300 --> 00:00:48.300]  禱告開放主耶穌得勝的名球
[00:00:48.300 --> 00:00:52.500]  首先問問大家
[00:00:52.500 --> 00:00:56.900]  不知道你們有沒有習慣去做計劃
[00:00:56.900 --> 00:00:59.300]  或者喜歡未雨綢繆的
[00:00:59.300 --> 00:01:01.500]  這裡有沒有這樣的人
[00:01:01.500 --> 00:01:02.900]  也有些人吧
[00:01:02.900 --> 00:01:04.600]  有些人可以比較謙虛一點
[00:01:04.600 --> 00:01:07.500]  就說我未必是這樣
[00:01:07.500 --> 00:01:09.100]  我們很多時候都會計劃
[00:01:09.100 --> 00:01:10.400]  人生有很多計劃
[00:01:10.400 --> 00:01:12.000]  我們計劃什麼時候結婚
[00:01:12.000 --> 00:01:13.900]  計劃什麼時候退休
[00:01:13.900 --> 00:01:17.000]  計劃在退休之前要存多少錢
[00:01:17.000 --> 00:01:18.500]  或者計劃未來一年
[00:01:18.500 --> 00:01:20.900]  要去哪幾個國家去旅行
[00:01:20.900 --> 00:01:26.700]  回去探訪我們在香港境外的親友
[00:01:26.700 --> 00:01:28.900]  或者在2024年
[00:01:28.900 --> 00:01:31.100]  可能有很多人就像我一樣
[00:01:31.100 --> 00:01:34.900]  計劃要怎樣在政府實施垃圾徵費之前
[00:01:34.900 --> 00:01:38.400]  處理好家裡的垃圾雜物
[00:01:38.400 --> 00:01:39.900]  幸好遲了一點
[00:01:39.900 --> 00:01:42.100]  這樣還有多一點時間
[00:01:42.100 --> 00:01:47.300]  通常我們計劃都是為了應付將來的生活
[00:01:47.300 --> 00:01:50.600]  或者要達到我們一些很嚮往的目標
[00:01:50.600 --> 00:01:55.400]  例如我們會計劃每個星期運動三天
[00:01:55.400 --> 00:01:58.200]  目的是為了保持身體健康
[00:01:58.200 --> 00:02:02.400]  希望在退休之後不會百病纏身
[00:02:02.400 --> 00:02:04.800]  我們或者會計劃吃健康一點
[00:02:04.800 --> 00:02:06.800]  是為了預防三高
[00:02:06.800 --> 00:02:10.400]  我們也會計劃轉工賺多一點錢
[00:02:10.400 --> 00:02:14.200]  都是為了希望讓家人和自己舒服一點生活
[00:02:14.200 --> 00:02:17.300]  或者多供幾份的保險
[00:02:17.300 --> 00:02:20.400]  好讓自己或者家人患病的時候
[00:02:20.400 --> 00:02:22.700]  不會病到沒錢醫
[00:02:22.700 --> 00:02:25.700]  我們知道現在醫藥費實在是很貴
[00:02:25.700 --> 00:02:28.500]  但是不知道大家有沒有覺得
[00:02:28.500 --> 00:02:31.600]  生命越來越無常
[00:02:31.600 --> 00:02:34.700]  尤其是新冠之後這幾年
[00:02:34.700 --> 00:02:40.900]  生活都好像蘊藏了很多的變數
[00:02:40.900 --> 00:02:44.700]  以致我們很多的籌算和計劃
[00:02:44.700 --> 00:02:48.400]  都不能夠如期的進行
[00:02:48.400 --> 00:02:50.100]  這些重複的失望
[00:02:50.100 --> 00:02:52.100]  不能夠達到的目標
[00:02:52.100 --> 00:02:54.300]  確實真的很磨人
[00:02:54.300 --> 00:02:56.700]  不單磨裂我們的心智
[00:02:56.700 --> 00:02:59.100]  也磨滅我們的信念
[00:02:59.100 --> 00:03:00.300]  慢慢地
[00:03:00.300 --> 00:03:03.500]  我們不願意再訂立什麼人生的大計
[00:03:03.500 --> 00:03:06.200]  可能覺得最實際的計劃
[00:03:06.200 --> 00:03:09.700]  就是不做任何的計劃
[00:03:09.700 --> 00:03:12.300]  總之就是主導來就食
[00:03:12.300 --> 00:03:14.700]  行步見步
[00:03:14.700 --> 00:03:16.900]  又不知道當中有多少人
[00:03:16.900 --> 00:03:23.300]  會開始這樣想的呢
[00:03:23.300 --> 00:03:26.100]  然而沒有計劃的生活
[00:03:26.100 --> 00:03:28.900]  就等於沒有方向的生活
[00:03:28.900 --> 00:03:30.500]  沒有方向的生活
[00:03:30.500 --> 00:03:34.100]  也會容易讓人產生焦慮
[00:03:34.100 --> 00:03:36.500]  是不是真的很矛盾呢
[00:03:36.500 --> 00:03:39.700]  讓我們覺得很無奈
[00:03:39.700 --> 00:03:41.500]  盼望今天我們可以透過
[00:03:41.500 --> 00:03:43.700]  我們今天一起查考
[00:03:43.700 --> 00:03:47.500]  試圖行轉一章15至26節的經文
[00:03:47.500 --> 00:03:49.500]  重看第一世紀信徒
[00:03:49.500 --> 00:03:53.500]  如何面對不能預測的前景反應
[00:03:53.500 --> 00:03:55.100]  一起去探討
[00:03:55.100 --> 00:03:57.900]  我們這一班身處21世紀
[00:03:57.900 --> 00:04:01.100]  同樣是面對著很多社會動盪
[00:04:01.100 --> 00:04:02.700]  在柱子裡的人
[00:04:02.700 --> 00:04:04.300]  可以如何去定位
[00:04:04.300 --> 00:04:06.900]  確立一些讓我們可以感到
[00:04:06.900 --> 00:04:14.100]  自在並且落實的計劃
[00:04:14.100 --> 00:04:16.700]  讓我們一起重讀經文
[00:04:16.700 --> 00:04:17.300]  我們一起讀
[00:04:17.300 --> 00:04:18.900]  1、2、3
[00:04:18.900 --> 00:04:22.900]  「那時若有一百二十人聚會
[00:04:22.900 --> 00:04:26.900]  彼得在眾弟兄中間站起來說
[00:04:26.900 --> 00:04:27.900]  弟兄們
[00:04:27.900 --> 00:04:29.300]  經上的說
[00:04:29.300 --> 00:04:32.500]  就是聖靈直著大衛的口
[00:04:32.500 --> 00:04:36.900]  預言那領人捉拿耶穌的猶大的事
[00:04:36.900 --> 00:04:40.300]  是一定會應驗的
[00:04:40.300 --> 00:04:47.100]  他本時一同領受了這積分
[00:04:47.100 --> 00:04:50.900]  他用不義的酬勞買了一塊田
[00:04:50.900 --> 00:04:54.100]  結果到頭栽了下去
[00:04:54.100 --> 00:04:56.300]  腹破腸流
[00:04:56.300 --> 00:04:57.900]  這事
[00:04:57.900 --> 00:05:02.300]  住在耶路撒冷的人全都知道
[00:05:02.300 --> 00:05:04.900]  所以按當地的話
[00:05:04.900 --> 00:05:08.100]  那塊地稱為「雅甲大馬」
[00:05:08.100 --> 00:05:10.500]  意思就是血田
[00:05:10.500 --> 00:05:13.100]  因為詩篇上寫著
[00:05:13.100 --> 00:05:16.700]  願他的住處變為荒場
[00:05:16.700 --> 00:05:19.100]  無人居在其中
[00:05:19.100 --> 00:05:20.100]  又說
[00:05:20.100 --> 00:05:23.500]  願人取代他的積分
[00:05:23.500 --> 00:05:26.700]  所以從約翰施洗起
[00:05:26.700 --> 00:05:29.100]  直到主離開我們
[00:05:29.100 --> 00:05:32.500]  被接上聖那天為止
[00:05:32.500 --> 00:05:36.500]  當他在我們中間來往的時候
[00:05:36.500 --> 00:05:40.500]  那些跟我們尚在一起的人中
[00:05:40.500 --> 00:05:42.900]  應該有一個人出來
[00:05:42.900 --> 00:05:47.500]  與我們一同作耶穌復活的見證人
[00:05:47.500 --> 00:05:50.900]  於是他們提出兩個人
[00:05:50.900 --> 00:05:53.300]  約瑟和馬提雅
[00:05:53.300 --> 00:05:55.100]  就禱告說
[00:05:55.100 --> 00:05:55.900]  主啊
[00:05:55.900 --> 00:05:58.100]  祢知道萬人的心
[00:05:58.100 --> 00:06:00.700]  求祢從這兩個人中
[00:06:00.700 --> 00:06:03.500]  指明祢要選誰
[00:06:03.500 --> 00:06:07.900]  來承擔這使徒的職位和工作
[00:06:07.900 --> 00:06:11.100]  這職位猶太已經放棄
