
[00:00:00.000 --> 00:00:03.000]  一個星期之後是甚麼大日子
[00:00:03.000 --> 00:00:05.000]  不用你回答我
[00:00:05.000 --> 00:00:09.000]  我相信你們坐在這裡
[00:00:09.000 --> 00:00:13.000]  也不可能不知道一個星期後就是聖誕節
[00:00:13.000 --> 00:00:14.000]  是嗎?
[00:00:14.000 --> 00:00:19.000]  到聖誕節你會聽到甚麼呢?
[00:00:19.000 --> 00:00:23.000]  又到聖誕了 又到聖誕了
[00:00:23.000 --> 00:00:27.000]  不知道你聽我這樣唱會有甚麼感覺呢?
[00:00:28.000 --> 00:00:30.000]  唉 難聽到暈
[00:00:30.000 --> 00:00:34.000]  而且年年如是都聽到悶
[00:00:34.000 --> 00:00:40.000]  但問題是焦點不在我那裡
[00:00:40.000 --> 00:00:42.000]  在誰那裡呢?
[00:00:42.000 --> 00:00:45.000]  對了 其實我聽到答案了
[00:00:45.000 --> 00:00:48.000]  但其實不用我問你們
[00:00:48.000 --> 00:00:51.000]  你們都知道焦點在耶穌基督那裡
[00:00:51.000 --> 00:00:55.000]  所以就算我聽了這麼多年聖誕歌
[00:00:55.000 --> 00:00:59.000]  確實有時候會感到有點厭倦
[00:00:59.000 --> 00:01:01.000]  但每一年到這時候
[00:01:01.000 --> 00:01:04.000]  我仍然想聽想唱
[00:01:04.000 --> 00:01:07.000]  歌頌我們主耶穌基督的聖誕歌
[00:01:07.000 --> 00:01:12.000]  除了聽歌聽到厭倦
[00:01:12.000 --> 00:01:17.000]  近年來我們可能有些人會因為世事無人
[00:01:17.000 --> 00:01:22.000]  煩擾我們 擾亂我們慶祝聖誕節的心情
[00:01:22.000 --> 00:01:25.000]  但問題是聖誕節不會因為這個節日
[00:01:25.000 --> 00:01:29.000]  不會因為我的心情不美而不來
[00:01:29.000 --> 00:01:32.000]  慶祝是不會取消的
[00:01:32.000 --> 00:01:38.000]  因為焦點是慶祝主耶穌基督的誕生
[00:01:38.000 --> 00:01:40.000]  而不是我的生日
[00:01:40.000 --> 00:01:48.000]  為了令到我自己不會對不正這個節日的焦點
[00:01:48.000 --> 00:01:53.000]  有些人會在這個時候聽傳統的聖誕歌
[00:01:53.000 --> 00:01:56.000]  而我呢 這兩三年來
[00:01:56.000 --> 00:02:01.000]  我都會在YouTube看一套卡通
[00:02:01.000 --> 00:02:05.000]  這套《查理布朗的聖誕節》
[00:02:05.000 --> 00:02:08.000]  查理布朗的聖誕節
[00:02:08.000 --> 00:02:11.000]  去預備我的心去進入這個節日
[00:02:11.000 --> 00:02:13.000]  在卡通裡面
[00:02:13.000 --> 00:02:15.000]  一個叫Ninus的小朋友
[00:02:15.000 --> 00:02:20.000]  在台上朗讀了路加福音2章8至14節
[00:02:20.000 --> 00:02:23.000]  天使向野外牧羊人報佳音
[00:02:23.000 --> 00:02:26.000]  去講出聖誕節真正的意義
[00:02:26.000 --> 00:02:30.000]  就是救主已經為你和我降生了
[00:02:30.000 --> 00:02:33.000]  除了這個之外
[00:02:33.000 --> 00:02:35.000]  其實很多年前
[00:02:35.000 --> 00:02:39.000]  我已經培養出一個屬於我自己的傳統
[00:02:39.000 --> 00:02:43.000]  每年都差不多這個時間
[00:02:43.000 --> 00:02:46.000]  我都會盡可能在任何方法
[00:02:46.000 --> 00:02:52.000]  YouTube或者電視上去看一套改編
[00:02:52.000 --> 00:02:55.000]  查理斯特迪根斯的小說
[00:02:55.000 --> 00:02:58.000]  聖誕頌歌的電影
[00:02:58.000 --> 00:03:04.000]  因為這套電影很奇怪
[00:03:04.000 --> 00:03:06.000]  每次看完都會觸動我的
[00:03:06.000 --> 00:03:11.000]  讓我知道這個節日不是一個狂歡的節日
[00:03:11.000 --> 00:03:13.000]  而是一個分享的節日
[00:03:13.000 --> 00:03:18.000]  是父神向世人分享他的愛的節日
[00:03:18.000 --> 00:03:24.000]  就一些屬於我個人的傳統
[00:03:24.000 --> 00:03:26.000]  又或者是習慣
[00:03:26.000 --> 00:03:32.000]  每年都會令我去預備好自己的心
[00:03:32.000 --> 00:03:37.000]  真正進入這個節日的慶祝
[00:03:37.000 --> 00:03:39.000]  你又怎樣呢?
[00:03:39.000 --> 00:03:44.000]  你又怎樣預備自己去進入這個節日呢?
[00:03:44.000 --> 00:03:48.000]  今天就讓我們去看一個小人物
[00:03:48.000 --> 00:03:54.000]  怎樣預備自己去進入歷史上第一個聖誕節日
[00:03:54.000 --> 00:03:58.000]  今天我們講到的主角就是約瑟
[00:03:58.000 --> 00:04:01.000]  一個經常被人留意到
[00:04:01.000 --> 00:04:05.000]  經常被忽略的聖經裡的一個小人物
[00:04:05.000 --> 00:04:08.000]  但是留意今天的經文
[00:04:08.000 --> 00:04:11.000]  《馬太福音》一章十八至二十五節
[00:04:11.000 --> 00:04:18.000]  很明顯是從約瑟的觀點去記述整件事
[00:04:18.000 --> 00:04:21.000]  經文的主角絕對就是約瑟
[00:04:21.000 --> 00:04:25.000]  不如我們一起去讀頭兩節
[00:04:25.000 --> 00:04:28.000]  十八至十九節請大家一起讀
[00:04:28.000 --> 00:04:49.000]  (廣東話)
[00:04:49.000 --> 00:04:54.000]  《馬太福音》經文一章十八至二十五節
[00:04:54.000 --> 00:05:01.000]  其實是延續了上面的耶穌基督之前的一至十七節的加譜
[00:05:01.000 --> 00:05:05.000]  在十八節耶穌基督降生
[00:05:05.000 --> 00:05:13.000]  這個降生這個詞原本就是和原文一章一節的加譜是同一個詞
[00:05:13.000 --> 00:05:18.000]  亞伯拉罕的後裔大衛子孫耶穌基督的加譜
[00:05:18.000 --> 00:05:21.000]  由第一節延續到這裡第十八節
[00:05:21.000 --> 00:05:27.000]  很明顯就是指出耶穌的開端是從大衛一系而來
[00:05:27.000 --> 00:05:33.000]  他是大衛的子孫
[00:05:33.000 --> 00:05:36.000]  原文直譯大衛子孫就是大衛之子
[00:05:36.000 --> 00:05:40.000]  當然要名分上歸於大衛
[00:05:40.000 --> 00:05:47.000]  就需要在血脈上真真正正屬於大衛家的約瑟來配合
[00:05:47.000 --> 00:05:53.000]  下文我們會聽到主的使者會稱約瑟為大衛的子孫
[00:05:53.000 --> 00:05:57.000]  大家知不知道大衛的子孫這個稱號
[00:05:57.000 --> 00:06:01.000]  在新約聖經裡面除了形容耶穌之外
[00:06:01.000 --> 00:06:06.000]  唯一的例外就是形容約瑟
[00:06:06.000 --> 00:06:10.000]  而約瑟必須要成為耶穌名義上的父親
[00:06:10.000 --> 00:06:17.000]  才能夠令到耶穌得著從法律上的地位
[00:06:17.000 --> 00:06:24.000]  名正言順地成為大衛的子孫大衛之子
[00:06:24.000 --> 00:06:28.000]  但很吊詭的是馬太福音作者筆下
[00:06:28.000 --> 00:06:36.000]  從來沒有正式描述過約瑟是耶穌的父親
[00:06:36.000 --> 00:06:39.000]  他們只是稱約瑟是
[00:06:39.000 --> 00:06:44.000]  他瑪利亞的丈夫
[00:06:44.000 --> 00:06:52.000]  而瑪利亞才真正被稱為是耶穌的母親
[00:06:52.000 --> 00:06:56.000]  短短兩節經文就已經清楚指出
[00:06:56.000 --> 00:06:59.000]  約瑟不是耶穌真正的父親
[00:06:59.000 --> 00:07:02.000]  你知道一般人是怎樣稱呼他
[00:07:02.000 --> 00:07:07.000]  好聽就稱他為耶穌的義父
[00:07:07.000 --> 00:07:10.000]  我聽過最離譜最難聽的就是
[00:07:10.000 --> 00:07:16.000]  約瑟是耶穌的男性奶媽
[00:07:16.000 --> 00:07:18.000]  即是奶爸
[00:07:18.000 --> 00:07:20.000]  真的很難聽
[00:07:20.000 --> 00:07:23.000]  但聖經怎樣形容約瑟呢?
[00:07:23.000 --> 00:07:24.000]  義人
[00:07:24.000 --> 00:07:27.000]  聖經形容他為義人
[00:07:27.000 --> 00:07:31.000]  那約瑟怎樣去表現出他的義呢?
[00:07:31.000 --> 00:07:35.000]  我們再細細看以下經文
[00:07:36.000 --> 00:07:39.000]  「還未迎娶」
[00:07:39.000 --> 00:07:41.000]  十八字的「還未迎娶」
[00:07:41.000 --> 00:07:45.000]  你知道原文是甚麼意思嗎?
[00:07:45.000 --> 00:07:50.000]  還沒有性關係
[00:07:50.000 --> 00:07:54.000]  所以英文的翻譯很多都說
[00:07:54.000 --> 00:07:56.000]  before they came together
[00:07:56.000 --> 00:07:59.000]  而天主教的詩句聖經更加說
[00:07:59.000 --> 00:08:01.000]  在同居前
[00:08:01.000 --> 00:08:03.000]  在他們住在一起
[00:08:03.000 --> 00:08:07.000]  有性關係之前
[00:08:07.000 --> 00:08:15.000]  而瑪利亞就從聖靈懷了孕
[00:08:15.000 --> 00:08:18.000]  你知道「就」是甚麼意思嗎?
[00:08:18.000 --> 00:08:24.000]  被發現、被揭發
[00:08:24.000 --> 00:08:26.000]  所以史稿聖經說
[00:08:26.000 --> 00:08:28.000]  他因聖神
[00:08:28.000 --> 00:08:30.000]  天主教的聖神即是聖靈
[00:08:30.000 --> 00:08:33.000]  有孕的事而顯示出來
[00:08:33.000 --> 00:08:35.000]  經文當然不是暗示瑪利亞
[00:08:35.000 --> 00:08:37.000]  企圖去隱瞞
[00:08:37.000 --> 00:08:39.000]  但清楚指出
[00:08:39.000 --> 00:08:44.000]  他懷孕的跡象已經越來越明顯
[00:08:44.000 --> 00:08:46.000]  肚子越來越大
[00:08:46.000 --> 00:08:49.000]  不用人去查問都看得出
[00:08:49.000 --> 00:08:53.000]  沒理由叫約瑟不懷疑瑪利亞
[00:08:53.000 --> 00:08:57.000]  犯了姦淫罪
[00:08:57.000 --> 00:09:02.000]  按照猶太人結婚的風俗
[00:09:02.000 --> 00:09:05.000]  男女雙方訂婚後
[00:09:05.000 --> 00:09:08.000]  大概隔一年後才正式成婚
[00:09:08.000 --> 00:09:13.000]  在這長一年的訂婚期中
[00:09:13.000 --> 00:09:17.000]  雙方名義上已經是夫婦
[00:09:17.000 --> 00:09:19.000]  正式的夫婦
[00:09:19.000 --> 00:09:22.000]  而這個結婚的承諾
[00:09:22.000 --> 00:09:25.000]  具有法律的約束力
[00:09:25.000 --> 00:09:29.000]  只有離婚證書才可以終止承諾
[00:09:29.000 --> 00:09:31.000]  而在這個階段
[00:09:31.000 --> 00:09:33.000]  發生任何不徵
[00:09:33.000 --> 00:09:35.000]  被視為姦淫
[00:09:35.000 --> 00:09:43.000]  而瑪利亞這個還沒有迎娶就懷了孕
[00:09:43.000 --> 00:09:48.000]  是會被視為違反了摩西的律法
[00:09:48.000 --> 00:09:51.000]  新聞記22章23至24節說
[00:09:51.000 --> 00:09:52.000]  這樣的情況下
[00:09:52.000 --> 00:09:54.000]  他們會怎樣做?
[00:09:54.000 --> 00:09:56.000]  就是叫他出城門口
[00:09:56.000 --> 00:09:59.000]  用石頭打死他
[00:09:59.000 --> 00:10:05.000]  瑪利亞必須被公開處死
[00:10:05.000 --> 00:10:08.000]  而約瑟這個義人
[00:10:08.000 --> 00:10:11.000]  義人最好的解釋就是
[00:10:11.000 --> 00:10:17.000]  遵守神的律法和教導
[00:10:17.000 --> 00:10:18.000]  這是義人
[00:10:18.000 --> 00:10:21.000]  而義人因為遵行上帝的教導
[00:10:21.000 --> 00:10:26.000]  所以很自然地在道德操守上
[00:10:26.000 --> 00:10:28.000]  就會有所堅持
[00:10:28.000 --> 00:10:32.000]  所以約瑟不可能會當沒有這件事
[00:10:32.000 --> 00:10:36.000]  去迎娶大家都認為是不徵的瑪利亞
[00:10:36.000 --> 00:10:40.000]  普通人好像我這樣都不會
[00:10:40.000 --> 00:10:44.000]  而且如果約瑟去迎娶瑪利亞的話
[00:10:44.000 --> 00:10:49.000]  就是暗示是自己經手的
[00:10:49.000 --> 00:10:54.000]  自己已經和瑪利亞有了性關係
[00:10:54.000 --> 00:10:56.000]  不能夠迎娶瑪利亞
[00:10:56.000 --> 00:10:59.000]  但是約瑟又不願意
[00:10:59.000 --> 00:11:03.000]  去當眾羞辱這位未婚妻
[00:11:03.000 --> 00:11:06.000]  承受那個刑罰
[00:11:06.000 --> 00:11:08.000]  留意19至這裡
