
[00:00:00.000 --> 00:00:04.160]  今天這篇講到其實很想跟大家說
[00:00:04.160 --> 00:00:05.160]  很搞笑的
[00:00:05.160 --> 00:00:07.560]  本來我十月的時候就應該要講
[00:00:07.560 --> 00:00:10.200]  不過那時候我腳有傷
[00:00:10.200 --> 00:00:11.200]  腰也有傷
[00:00:11.200 --> 00:00:12.600]  很多事情發生了
[00:00:12.600 --> 00:00:14.840]  所以一直兜兜轉轉來到這裡
[00:00:14.840 --> 00:00:18.600]  所以今天終於可以跟大家講這一篇了
[00:00:18.600 --> 00:00:22.200]  講的時候其實我寫的時候一直在想
[00:00:22.200 --> 00:00:24.800]  為什麼經常都這麼多事情發生
[00:00:24.800 --> 00:00:27.200]  但是在手詩歌裡面
[00:00:27.200 --> 00:00:29.000]  其實也有一句特別提醒我
[00:00:29.000 --> 00:00:32.000]  無論環境如何我也要繼續敬拜
[00:00:32.000 --> 00:00:35.400]  如果神召喚我回到香港去服事的時候
[00:00:35.400 --> 00:00:38.200]  我不需要擔心我生命裡面發生的事情
[00:00:38.200 --> 00:00:40.200]  我只要勇敢地去面對
[00:00:40.200 --> 00:00:42.600]  去跟隨這個呼召
[00:00:42.600 --> 00:00:45.600]  去為主服事就已經很足夠
[00:00:45.600 --> 00:00:48.200]  所以這件事其實不斷提醒我
[00:00:48.200 --> 00:00:51.200]  我回到香港是神召喚我的
[00:00:51.200 --> 00:00:53.600]  我不需要擔心我生命裡面面對的一切
[00:00:53.600 --> 00:00:56.800]  所以今天很開心可以再次回來
[00:00:56.800 --> 00:00:58.600]  跟大家分享神的話語
[00:00:58.600 --> 00:01:02.000]  那麼今年標稱的年度主題
[00:01:02.000 --> 00:01:03.400]  可能大家都知道
[00:01:03.400 --> 00:01:05.800]  就是成為傳福音的群體
[00:01:05.800 --> 00:01:07.800]  其實也很清晰很清晰
[00:01:07.800 --> 00:01:10.200]  大家都知道這個就是大使命
[00:01:10.200 --> 00:01:11.000]  傳福音
[00:01:11.000 --> 00:01:12.600]  耀使萬民作門徒
[00:01:12.600 --> 00:01:15.400]  其實我們每一個都很清晰知道
[00:01:15.400 --> 00:01:17.400]  其實做基督徒
[00:01:17.400 --> 00:01:20.200]  其實生命裡面有一個使命要去傳福音
[00:01:20.200 --> 00:01:23.600]  但是大家有沒有在生命裡面問過這個問題
[00:01:23.600 --> 00:01:26.000]  為什麼要傳福音
[00:01:26.000 --> 00:01:28.400]  其實傳福音可能你心裡會覺得
[00:01:28.400 --> 00:01:29.600]  有時候會覺得
[00:01:29.600 --> 00:01:31.800]  都不容易
[00:01:31.800 --> 00:01:34.000]  這件事很尷尬
[00:01:34.000 --> 00:01:37.200]  可能很多時候你會害怕被人拒絕
[00:01:37.200 --> 00:01:38.600]  為什麼要傳福音呢
[00:01:38.600 --> 00:01:39.400]  生命裡面
[00:01:39.400 --> 00:01:41.400]  可能很多時候我們都很想
[00:01:41.400 --> 00:01:42.600]  逼自己去傳福音
[00:01:42.600 --> 00:01:43.600]  去推自己去傳福音
[00:01:43.600 --> 00:01:45.600]  但是就欠缺那份熱誠
[00:01:45.600 --> 00:01:47.000]  那份心智
[00:01:47.000 --> 00:01:48.600]  那份動力
[00:01:48.600 --> 00:01:50.000]  究竟我們傳福音裡面
[00:01:50.000 --> 00:01:52.600]  怎樣才可以有那份動力
[00:01:52.600 --> 00:01:54.600]  以致我們可以去
[00:01:54.600 --> 00:01:57.400]  很有力地很希望可以去傳福音呢
[00:01:57.400 --> 00:02:00.000]  今天我很想跟大家去看一篇經文
[00:02:00.000 --> 00:02:01.400]  就是哥林多前書
[00:02:01.400 --> 00:02:03.800]  九章十九至二十三節
[00:02:03.800 --> 00:02:06.200]  這一段經文的作者
[00:02:06.200 --> 00:02:07.600]  就是保羅
[00:02:07.600 --> 00:02:09.400]  保羅是初期教會一個
[00:02:09.400 --> 00:02:10.800]  傳福音的一個叫
[00:02:10.800 --> 00:02:12.200]  我叫他做大師
[00:02:12.200 --> 00:02:13.000]  一個master
[00:02:13.000 --> 00:02:14.000]  現在很流行的
[00:02:14.000 --> 00:02:15.600]  你有沒有看過youtube有些叫
[00:02:15.600 --> 00:02:16.800]  不是youtube
[00:02:16.800 --> 00:02:18.200]  他叫master class
[00:02:18.200 --> 00:02:20.200]  就好像跟大師去學東西
[00:02:20.200 --> 00:02:22.200]  所以今天很想跟大家
[00:02:22.200 --> 00:02:24.000]  一起去跟大師學東西
[00:02:24.000 --> 00:02:25.400]  傳福音的大師
[00:02:25.400 --> 00:02:27.600]  究竟他為什麼可以有這麼有動力
[00:02:27.600 --> 00:02:28.800]  這麼有熱誠去傳福音
[00:02:28.800 --> 00:02:30.400]  以致初期教會
[00:02:30.400 --> 00:02:32.400]  有這麼多的教會可以興起
[00:02:32.400 --> 00:02:34.400]  這麼多的外邦人
[00:02:34.400 --> 00:02:36.800]  他們可以去信主耶穌基督呢
[00:02:36.800 --> 00:02:38.400]  他當中這段經文
[00:02:38.400 --> 00:02:39.400]  就會告訴我們
[00:02:39.400 --> 00:02:42.200]  一個保羅他有的核心價值
[00:02:42.200 --> 00:02:44.600]  以及他的核心價值是怎樣實踐出來
[00:02:44.600 --> 00:02:45.800]  那麼盼望我們
[00:02:45.800 --> 00:02:47.600]  去跟保羅去學的時候
[00:02:47.600 --> 00:02:49.200]  我們生命裡面就可以
[00:02:49.200 --> 00:02:51.200]  在傳福音裡面有多份的動力
[00:02:51.200 --> 00:02:53.000]  多份的熱誠
[00:02:53.000 --> 00:02:55.000]  我們一起去祈禱好不好
[00:02:55.000 --> 00:02:56.400]  參拜天父我們很感謝你
[00:02:56.400 --> 00:02:59.200]  感謝你呼召我們去服侍你的主
[00:02:59.200 --> 00:03:00.400]  我們可能生命裡面
[00:03:00.400 --> 00:03:01.800]  有時候還不是很明白
[00:03:01.800 --> 00:03:04.200]  可能會覺得會有膽怯的時間
[00:03:04.200 --> 00:03:05.400]  求天父你兼顧我們
[00:03:05.400 --> 00:03:06.800]  藉著經文去兼顧我們
[00:03:06.800 --> 00:03:08.800]  以致我們會渴求你更多
[00:03:08.800 --> 00:03:10.800]  我們會渴求去服侍你更多
[00:03:10.800 --> 00:03:11.400]  我們感謝你
[00:03:11.400 --> 00:03:12.000]  祈禱交托
[00:03:12.000 --> 00:03:13.800]  奉主耶穌基督的名而祈求
[00:03:13.800 --> 00:03:15.200]  阿們
[00:03:15.200 --> 00:03:18.400]  我們先看這段經文最後那節
[00:03:18.400 --> 00:03:21.400]  就是九章的二十三節
[00:03:21.400 --> 00:03:23.800]  其實二十三節那裡正正是說到
[00:03:23.800 --> 00:03:26.000]  保羅他一個核心價值
[00:03:26.000 --> 00:03:28.800]  那個核心價值就是他行事為人
[00:03:28.800 --> 00:03:30.600]  都是以福音為先
[00:03:30.600 --> 00:03:32.600]  很多時候這個世界都會叫我們
[00:03:32.600 --> 00:03:34.200]  就是說優先次序
[00:03:34.200 --> 00:03:35.200]  為先
[00:03:35.200 --> 00:03:36.200]  優先次序
[00:03:36.200 --> 00:03:37.800]  很多時候這個世界是教我們
[00:03:37.800 --> 00:03:39.400]  我們要追求什麼
[00:03:39.400 --> 00:03:41.400]  追求自己的安全
[00:03:41.400 --> 00:03:42.400]  我們的健康
[00:03:42.400 --> 00:03:43.400]  我們的幸福
[00:03:43.400 --> 00:03:46.400]  我們怎樣提升自己的生活質素
[00:03:46.400 --> 00:03:47.400]  但是在這裡
[00:03:47.400 --> 00:03:49.800]  保羅就說他有一個核心價值
[00:03:49.800 --> 00:03:51.800]  就是生命裡面行事為人
[00:03:51.800 --> 00:03:53.600]  都是以福音為優先
[00:03:53.600 --> 00:03:55.200]  我們一起先讀這一節
[00:03:55.200 --> 00:03:57.200]  哥林多前書九章第二十三節
[00:03:57.200 --> 00:03:58.200]  我們一起讀
[00:03:58.200 --> 00:04:03.000]  "凡我所行的,都是為福音的緣故"
[00:04:03.000 --> 00:04:06.400]  "為要與人同得這福音的好處"
[00:04:06.400 --> 00:04:07.800]  OK吧
[00:04:07.800 --> 00:04:09.400]  好了,有了這一節了
[00:04:09.400 --> 00:04:15.400]  哥林多前書其實八召十章是一個整體
[00:04:15.400 --> 00:04:18.000]  在九章第二十三節這裡看到的這一節
[00:04:18.000 --> 00:04:20.600]  就是中間一個總結
[00:04:20.600 --> 00:04:22.600]  總結了上半部分的經文
[00:04:22.600 --> 00:04:24.600]  他在這裡
[00:04:24.600 --> 00:04:27.800]  保羅用了一句話去說他的核心價值
[00:04:27.800 --> 00:04:30.400]  就是凡所行的,都是為福音的緣故
[00:04:30.400 --> 00:04:32.400]  為要與人同得福音的好處
[00:04:32.400 --> 00:04:34.200]  原文就更加清晰
[00:04:34.200 --> 00:04:37.200]  原文那裡是說他生命裡面做的一切
[00:04:37.200 --> 00:04:39.200]  都是為了福音而去做的
[00:04:39.200 --> 00:04:41.400]  所以第八召九章告訴我們
[00:04:41.400 --> 00:04:46.000]  就是保羅行事裡面一切都是為福音而去做的
[00:04:46.000 --> 00:04:47.200]  為什麼這麼說呢
[00:04:47.200 --> 00:04:49.800]  我們先看看當中的背景
[00:04:49.800 --> 00:04:52.000]  背景裡面其實就是說
[00:04:52.000 --> 00:04:56.400]  哥林多教會裡面有一個很大的爭議
[00:04:56.400 --> 00:05:01.200]  就是可不可以去祭鬼節日慶典裡面吃當地的肉
[00:05:01.200 --> 00:05:05.200]  不是去拜偶像,不是去祭鬼
[00:05:05.200 --> 00:05:07.000]  只是吃那些肉而已
[00:05:07.000 --> 00:05:10.800]  哥林多教會的人就很冷靜地說
[00:05:10.800 --> 00:05:12.400]  我們都有知識
[00:05:12.400 --> 00:05:13.400]  其實說什麼呢
[00:05:13.400 --> 00:05:15.400]  就是說我們有神學知識
[00:05:15.400 --> 00:05:18.400]  也就是說我們知道這個世界只有一個神
[00:05:18.400 --> 00:05:20.400]  祂創造了這塊肉
[00:05:20.400 --> 00:05:23.400]  也是祂創造了這塊木頭
[00:05:23.400 --> 00:05:24.400]  這塊肉比木頭大
[00:05:24.400 --> 00:05:26.000]  對這塊肉是沒有影響的
[00:05:26.000 --> 00:05:27.400]  所以我就照吃
[00:05:27.400 --> 00:05:30.800]  所以哥林多教會的人很冷靜地說
[00:05:30.800 --> 00:05:32.000]  我們有神學知識
