
[00:00:00.000 --> 00:00:05.520]  今天是教會的主題講道
[00:00:05.520 --> 00:00:08.920]  題目是「轉變中的盼望」
[00:00:08.920 --> 00:00:12.240]  繼續是以西傑書的講道
[00:00:12.240 --> 00:00:14.720]  今天的講題就是
[00:00:14.720 --> 00:00:18.920]  我的題目是「我有多大」
[00:00:18.920 --> 00:00:23.120]  這張PowerPoint我都有上載到IG
[00:00:23.120 --> 00:00:26.920]  有一個弟兄WhatsApp回答我這條問題
[00:00:26.920 --> 00:00:29.080]  「我有多大」是問題來的
[00:00:29.080 --> 00:00:32.080]  他回答我「我有多大」
[00:00:32.080 --> 00:00:34.400]  「大到可以開自我中心」
[00:00:34.400 --> 00:00:36.800]  (可以啊)
[00:00:36.800 --> 00:00:38.800]  可以啊 是不是
[00:00:38.800 --> 00:00:41.200]  (笑)
[00:00:41.200 --> 00:00:43.600]  不錯啊 後來不用想intro了
[00:00:43.600 --> 00:00:45.600]  他幫我想了intro
[00:00:45.600 --> 00:00:52.400]  人的「我」真的會越來越大
[00:00:52.400 --> 00:00:54.000]  但有什麼原因令到
[00:00:54.000 --> 00:00:55.600]  這個「我」是Ego
[00:00:55.600 --> 00:00:57.600]  如果有讀心理學
[00:00:57.600 --> 00:01:01.000]  這個「我」為何會越來越大呢
[00:01:01.000 --> 00:01:05.000]  但聖經又怎樣看關於自我呢
[00:01:05.000 --> 00:01:10.000]  嘩 為何會動呢 很緊張
[00:01:10.000 --> 00:01:13.600]  或者當這個「我」越來越大的時候
[00:01:13.600 --> 00:01:15.600]  又有什麼影響呢
[00:01:15.600 --> 00:01:19.600]  今天很想透過經文提醒一下我們
[00:01:19.600 --> 00:01:24.200]  今天的經文是以西傑書28章
[00:01:24.200 --> 00:01:27.600]  整章 有很多節
[00:01:27.600 --> 00:01:31.600]  我記得Edith那次說到就跟大家說
[00:01:31.600 --> 00:01:35.000]  「不用怕 今天也很準時完」
[00:01:35.000 --> 00:01:38.400]  我就跟大家說「不用怕 整章」
[00:01:38.400 --> 00:01:41.000]  「有很多時間可以坐」
[00:01:41.000 --> 00:01:42.800]  我們分開來讀吧
[00:01:42.800 --> 00:01:46.400]  一次過讀完二十多節就很長了
[00:01:46.400 --> 00:01:49.000]  我們先讀一至十節
[00:01:49.000 --> 00:01:50.800]  邀請大家一起讀
[00:01:50.800 --> 00:01:52.400]  預備起
[00:01:52.400 --> 00:01:55.200]  「耶和華的話臨到我說」
[00:01:55.200 --> 00:01:58.800]  「人子啊 你要對推羅的君王說」
[00:01:58.800 --> 00:02:01.000]  「主耶和華如此說」
[00:02:01.000 --> 00:02:03.200]  「你心裡高傲說」
[00:02:03.200 --> 00:02:07.400]  「我是神明 我在海中坐諸神之位」
[00:02:07.400 --> 00:02:11.000]  「雖然你把你的心比作神明的心」
[00:02:11.000 --> 00:02:14.600]  「你卻不過是人 並不是神」
[00:02:14.600 --> 00:02:18.000]  「漢啊 你比但以你更有智慧」
[00:02:18.000 --> 00:02:21.600]  「任何秘密都不能向你隱藏」
[00:02:21.600 --> 00:02:25.600]  「你靠自己的智慧聰明得了財寶」
[00:02:25.600 --> 00:02:28.000]  「把金銀收入付課」
[00:02:28.000 --> 00:02:30.000]  「你靠自己的大智慧」
[00:02:30.000 --> 00:02:32.400]  「以貿易增添財寶」
[00:02:32.400 --> 00:02:35.400]  「又因你的財寶心裡高傲」
[00:02:35.400 --> 00:02:38.000]  「所以主耶和華如此說」
[00:02:38.000 --> 00:02:41.200]  「因你把你的心比作神明的心」
[00:02:41.200 --> 00:02:44.600]  「所以漢啊 我必是愛國人」
[00:02:44.600 --> 00:02:48.400]  「就是列國中殘暴的人臨到你這裡」
[00:02:48.400 --> 00:02:52.600]  「他們要拔刀摧毀你用智慧得來的美物」
[00:02:52.600 --> 00:02:55.600]  「互為榮光」
[00:02:55.600 --> 00:02:58.600]  「他們必使你墮入地府」
[00:02:58.600 --> 00:03:01.600]  「你要像被刺殺之人的死」
[00:03:01.600 --> 00:03:03.200]  「死在海中」
[00:03:03.200 --> 00:03:05.200]  「在殺你的人面前」
[00:03:05.200 --> 00:03:08.000]  「你還能說我是神明嗎?」
[00:03:08.000 --> 00:03:10.200]  「在你的人手中」
[00:03:10.200 --> 00:03:13.400]  「你不過是人 並不是神明」
[00:03:13.400 --> 00:03:15.800]  「你要死在陌生人手中」
[00:03:15.800 --> 00:03:18.600]  「像未受割禮之人的死」
[00:03:18.600 --> 00:03:20.600]  「因為我曾說過」
[00:03:20.600 --> 00:03:22.600]  「這是主耶和華說的」
[00:03:22.600 --> 00:03:25.400]  「我們一起低頭圖告」
[00:03:25.400 --> 00:03:29.200]  天父上帝 你是大君王
[00:03:29.200 --> 00:03:31.800]  但同樣你也是愛我們的上帝
[00:03:31.800 --> 00:03:34.200]  愛我們的主
[00:03:34.200 --> 00:03:35.800]  天父上帝多謝你
[00:03:35.800 --> 00:03:38.800]  透過耶穌基督的犧牲
[00:03:38.800 --> 00:03:40.800]  能夠挽回我們的生命
[00:03:40.800 --> 00:03:42.800]  能夠成為一個贖神的生命
[00:03:42.800 --> 00:03:46.800]  但有時我們真的要靠自己
[00:03:46.800 --> 00:03:49.600]  求天父你幫助我們
[00:03:49.600 --> 00:03:51.600]  願聖靈打開我們的心
[00:03:51.600 --> 00:03:54.600]  透過經文成為我們的提醒
[00:03:54.600 --> 00:03:57.600]  願你大大同在 與生命說話
[00:03:57.600 --> 00:03:59.600]  我們這樣祈禱交托
[00:03:59.600 --> 00:04:02.600]  奉耶穌基督的名祈求 阿們
[00:04:02.600 --> 00:04:06.600]  先說一些背景給大家聽
[00:04:06.600 --> 00:04:10.200]  雖然大家每個月都聽一次以西傑書
[00:04:10.200 --> 00:04:16.800]  其實耶和華籍才知道以西傑向以色列人宣告審判的信息
[00:04:16.800 --> 00:04:20.800]  但不單止以色列人要面對上帝的審判
[00:04:20.800 --> 00:04:25.200]  外邦人因著自己的惡行都逃不離上帝的審判
[00:04:25.200 --> 00:04:27.600]  其實由25章開始
[00:04:27.600 --> 00:04:33.000]  就說到阿們人、摩訶人、以東人、非利人的罪行
[00:04:33.000 --> 00:04:36.000]  並且將來要受的刑罰
[00:04:36.000 --> 00:04:41.800]  而26至28章就說到推羅的罪和審判
[00:04:41.800 --> 00:04:49.400]  你想想 耶和華聖經用三章篇幅來說推羅的罪
[00:04:49.400 --> 00:04:54.400]  其他國家一章是說了幾個國家
[00:04:54.400 --> 00:05:00.800]  你想想 《量》就知道用三章聖經來罵推羅
[00:05:00.800 --> 00:05:03.800]  說他的罪一點都不簡單
[00:05:03.800 --> 00:05:11.800]  來到28章 經文一開始就說到推羅的罪狀就是驕傲
[00:05:11.800 --> 00:05:16.200]  經文提到推羅王 相信不單止是說那個人
[00:05:16.200 --> 00:05:19.600]  而是說他整個國家都是這樣
[00:05:19.600 --> 00:05:24.000]  甚至到後面20至23節
[00:05:24.000 --> 00:05:28.400]  神同樣要審判他的姊妹城市西頓
[00:05:28.400 --> 00:05:33.000]  很多時候我們新日也有聽推羅西頓經常黏在一起來說
[00:05:33.000 --> 00:05:39.400]  所以在20至23節都提到他的姊妹城市西頓
[00:05:39.400 --> 00:05:44.400]  相信西頓也跟他差不多
[00:05:44.400 --> 00:05:46.800]  推羅王 或者推羅的人
[00:05:46.800 --> 00:05:49.400]  他的驕傲到一個甚麼地步呢
[00:05:49.400 --> 00:05:54.800]  就是當自己是神
[00:05:54.800 --> 00:05:58.400]  他說他是在海中的神明
[00:05:58.400 --> 00:06:01.000]  推羅是一個沿岸的城市
[00:06:01.000 --> 00:06:03.600]  亦有不同的島嶼
[00:06:03.600 --> 00:06:07.400]  當時的推羅王是潔巴力二世
[00:06:07.400 --> 00:06:09.800]  聽到這個名字都很陌生
[00:06:09.800 --> 00:06:12.000]  不認識是很正常的
[00:06:12.000 --> 00:06:14.000]  潔巴力一世是誰呢
[00:06:14.000 --> 00:06:17.200]  潔巴力一世是耶洗別的父親
[00:06:17.200 --> 00:06:20.600]  耶洗別是以色列阿哈王的皇后
[00:06:20.600 --> 00:06:23.000]  聽到這裡就開始熟悉
[00:06:23.000 --> 00:06:25.800]  耶洗別曾經引誘阿哈王
[00:06:25.800 --> 00:06:29.000]  要求在以色列的地方建造巴力的廟
[00:06:29.000 --> 00:06:32.000]  同時又建造亞瑟拉的木柱
[00:06:32.000 --> 00:06:35.000]  要求以色列去拜偶像
[00:06:35.000 --> 00:06:38.000]  甚至後來追殺先知以利亞
[00:06:38.000 --> 00:06:42.400]  可以想像推羅的人是一群怎樣的人
[00:06:42.400 --> 00:06:45.600]  而令他們很驕傲的原因是甚麼呢
[00:06:45.600 --> 00:06:47.800]  3至5節都提到
[00:06:47.800 --> 00:06:49.600]  透過他們的聰明智慧
[00:06:49.600 --> 00:06:54.600]  在海上做的貿易生意做得非常成功和順利
[00:06:54.600 --> 00:06:57.400]  如果你有機會看回前一章27章
[00:06:57.400 --> 00:07:02.800]  你就會知道很多周圍的人都和推羅做貿易生意
[00:07:02.800 --> 00:07:05.800]  他們海上的運輸業非常發達
[00:07:05.800 --> 00:07:09.400]  簡直可以說是一個獨市生意
[00:07:09.400 --> 00:07:12.600]  賺得盆滿缽滿
[00:07:12.600 --> 00:07:15.600]  推羅人用他們的智慧賺很多錢
[00:07:15.600 --> 00:07:18.200]  並且十分成功
[00:07:18.200 --> 00:07:21.800]  成功到令他們覺得自己是無敵
[00:07:21.800 --> 00:07:23.800]  靠自己甚麼都可以
[00:07:23.800 --> 00:07:27.200]  一切都可以掌控在自己的手裏
[00:07:27.200 --> 00:07:29.600]  形容自己是海裏的神
[00:07:29.600 --> 00:07:33.600]  掌握整個海洋
[00:07:33.600 --> 00:07:38.000]  其實賺錢不是問題
[00:07:38.000 --> 00:07:41.200]  事業成功順利都不是問題
[00:07:41.200 --> 00:07:44.400]  問題是當人靠自己的努力
[00:07:44.400 --> 00:07:47.600]  成功地做到自己想做的事
[00:07:47.600 --> 00:07:50.200]  會令人越來越自信
[00:07:50.200 --> 00:07:52.400]  越來越靠自己
[00:07:52.400 --> 00:07:54.800]  那個自我越來越大
[00:07:54.800 --> 00:08:00.000]  大到認為自己的能力可以掌控一切
[00:08:00.000 --> 00:08:03.600]  人的能力大到可以沒有上帝
