
[00:00:00.000 --> 00:00:02.260]  感謝主透過勁拜隊提醒我們
[00:00:02.260 --> 00:00:06.600]  盼望新的一年我們都讓自己成為別人的祝福
[00:00:06.600 --> 00:00:10.560]  感謝你今天可以在2025年第一個主日跟大家靜悼
[00:00:10.560 --> 00:00:13.760]  上年我們中堂透過創世記
[00:00:13.760 --> 00:00:16.320]  大家記得我們一整年一起看創世記
[00:00:16.320 --> 00:00:19.720]  今天我們將會開始在中堂有一個新的講道系列
[00:00:19.720 --> 00:00:23.120]  其實上個禮拜Eric和牧師已經為我們埋了一個關子
[00:00:23.120 --> 00:00:24.800]  上個禮拜我們一起看到
[00:00:24.800 --> 00:00:29.120]  大衛在逃避掃羅追殺的過程當中
[00:00:29.120 --> 00:00:32.520]  在沒有無緣無故的恨裡面
[00:00:32.520 --> 00:00:36.000]  顯出了沒有無緣無故的愛
[00:00:36.000 --> 00:00:38.200]  就是一個領袖在困境當中
[00:00:38.200 --> 00:00:41.600]  如何將恨轉化成愛
[00:00:41.600 --> 00:00:43.200]  就好像先頭的詩歌裡面所說
[00:00:43.200 --> 00:00:44.400]  活出愛
[00:00:44.400 --> 00:00:46.200]  在自身的困難當中
[00:00:46.200 --> 00:00:50.320]  如何轉望神而來的拯救和幫助
[00:00:50.320 --> 00:00:53.720]  2025年音樂家將會繼續我們教會五年的計劃
[00:00:53.720 --> 00:00:56.920]  Knowing, Doing, Being的三部分
[00:00:56.920 --> 00:00:59.520]  就像家喬牧師如果來到新年早討會你都聽過
[00:00:59.520 --> 00:01:00.720]  一年一裝備
[00:01:00.720 --> 00:01:01.920]  一人一事工
[00:01:01.920 --> 00:01:03.720]  一領一侍奉
[00:01:03.720 --> 00:01:07.920]  所以新一年我們將會以愛進入社區
[00:01:07.920 --> 00:01:10.120]  以見證去承傳福音
[00:01:10.120 --> 00:01:14.320]  承傳是我們一個很重要的重點
[00:01:14.320 --> 00:01:15.520]  今天我們環顧教會
[00:01:15.520 --> 00:01:16.920]  其實你看一下
[00:01:16.920 --> 00:01:18.520]  甚至香港也是
[00:01:18.520 --> 00:01:21.520]  我們都是人口老化
[00:01:21.520 --> 00:01:23.520]  不過如果你從正面來看
[00:01:23.520 --> 00:01:25.320]  現在是一個好的機遇
[00:01:25.320 --> 00:01:27.320]  你可能覺得我年紀大
[00:01:27.320 --> 00:01:29.320]  就是年紀大才好
[00:01:29.320 --> 00:01:30.120]  為什麼?
[00:01:30.120 --> 00:01:31.920]  因為你們有很多經驗
[00:01:31.920 --> 00:01:33.920]  人生的閱歷
[00:01:33.920 --> 00:01:36.120]  不單止是食鹽多過你食米
[00:01:36.120 --> 00:01:38.520]  更加信主連日也很多
[00:01:38.520 --> 00:01:41.320]  所以現在可能你會覺得人口老化
[00:01:41.320 --> 00:01:43.120]  其實現在就是一個機遇
[00:01:43.120 --> 00:01:46.320]  將你這麼多年領受神的恩典
[00:01:46.320 --> 00:01:48.320]  傳承下去
[00:01:48.320 --> 00:01:50.920]  現在就是一個好的契機
[00:01:50.920 --> 00:01:53.120]  所以這也是2025年恩福的主題
[00:01:53.120 --> 00:01:54.920]  就是恩福走進社區
[00:01:54.920 --> 00:01:57.320]  全民為主發光
[00:01:57.320 --> 00:02:01.120]  我們中堂將會透過薩姆爾記下一書
[00:02:01.120 --> 00:02:03.120]  一個國度的故事
[00:02:03.120 --> 00:02:04.720]  開始一個新的講道系列
[00:02:04.720 --> 00:02:06.720]  今天我們會透過大衛
[00:02:06.720 --> 00:02:07.720]  去看一看
[00:02:07.720 --> 00:02:08.720]  由大衛開始
[00:02:08.720 --> 00:02:09.720]  其實由今天
[00:02:09.720 --> 00:02:11.920]  我們會看看不同的以色列軍王
[00:02:11.920 --> 00:02:15.320]  當中有什麼屬靈的生命素質
[00:02:15.320 --> 00:02:16.520]  作為一個領袖
[00:02:16.520 --> 00:02:17.520]  作為一個門徒
[00:02:17.520 --> 00:02:19.120]  我們要學習的
[00:02:19.120 --> 00:02:20.520]  這個也是劉志榮博士
[00:02:20.520 --> 00:02:22.520]  有一本書叫做國度的故事
[00:02:22.520 --> 00:02:24.920]  我們今天會多看這本書所說的
[00:02:24.920 --> 00:02:25.520]  他這麼說
[00:02:25.520 --> 00:02:27.520]  他說聖經從創世紀開始
[00:02:27.520 --> 00:02:29.920]  一直到列王紀夏都告訴我們
[00:02:29.920 --> 00:02:31.920]  耶和華神怎樣跟
[00:02:31.920 --> 00:02:34.920]  他所揀選的以色列百姓打交道
[00:02:34.920 --> 00:02:38.120]  其中薩姆爾紀夏主要就是讓我們知道
[00:02:38.120 --> 00:02:41.520]  以色列百姓怎樣在應許之地立國
[00:02:41.520 --> 00:02:44.120]  這本書不單止是薩姆爾
[00:02:44.120 --> 00:02:45.920]  蘇羅和大衛的故事
[00:02:45.920 --> 00:02:48.920]  也不只是以色列百姓的故事
[00:02:48.920 --> 00:02:50.520]  這本書其實是說
[00:02:50.520 --> 00:02:54.720]  神怎樣透過百姓建立國度的故事
[00:02:54.720 --> 00:02:57.720]  所以今年中堂講道就會
[00:02:57.720 --> 00:02:59.920]  主題就是國度的故事
[00:02:59.920 --> 00:03:02.320]  而今天講題就是國度的傳承
[00:03:02.320 --> 00:03:04.320]  就讓我們透過大衛的生命
[00:03:04.320 --> 00:03:07.120]  看看怎樣在神的國度裏面
[00:03:07.120 --> 00:03:09.320]  我們作為一個合神心意的領袖
[00:03:09.320 --> 00:03:11.120]  合神心意的門徒
[00:03:11.120 --> 00:03:13.520]  有求主席著他的生命
[00:03:13.520 --> 00:03:15.520]  讓我們能夠將基督的故事
[00:03:15.520 --> 00:03:17.320]  繼續的傳承下去
[00:03:17.320 --> 00:03:19.920]  新的一代能夠生火相傳
[00:03:19.920 --> 00:03:21.520]  將福音繼續的傳開
[00:03:21.520 --> 00:03:22.920]  讓我們同心的禱告
[00:03:22.920 --> 00:03:25.920]  神大感謝你讓我們眾恩福
[00:03:25.920 --> 00:03:28.520]  家人一齊在新的一年來到
[00:03:28.520 --> 00:03:30.120]  好像先流師哥所說
[00:03:30.120 --> 00:03:31.920]  你讓我們有新的意象
[00:03:31.920 --> 00:03:33.320]  舊的事已過去
[00:03:33.320 --> 00:03:34.920]  2024年很多事發生
[00:03:34.920 --> 00:03:37.320]  但新的一年我們立志在你裏面
[00:03:37.320 --> 00:03:38.520]  將我們在主裏面
[00:03:38.520 --> 00:03:40.320]  順著這麼多年的經歷
[00:03:40.320 --> 00:03:42.520]  不單止我們自己領袖
[00:03:42.520 --> 00:03:44.520]  更加繼續傳揚下去
[00:03:44.520 --> 00:03:45.920]  傳承下去
[00:03:45.920 --> 00:03:47.120]  求你幫助我們
[00:03:47.120 --> 00:03:48.520]  引領我們開我們的心
[00:03:48.520 --> 00:03:50.120]  讓我們聽你的話語
[00:03:50.120 --> 00:03:51.120]  行出你的道
[00:03:51.120 --> 00:03:52.920]  奉主耶穌基督的聖名祈求
[00:03:52.920 --> 00:03:53.720]  阿們
[00:03:53.720 --> 00:03:55.920]  好 就讓我們進入今天講道的大綱
[00:03:55.920 --> 00:03:56.720]  第一點
[00:03:56.720 --> 00:03:59.320]  守約無私的君王
[00:03:59.320 --> 00:04:00.520]  我們一起重讀聖母耳機
[00:04:00.520 --> 00:04:03.120]  下九章一至三節和七至十節
[00:04:03.120 --> 00:04:04.120]  一二三
[00:04:04.120 --> 00:04:05.320]  大衛說
[00:04:05.320 --> 00:04:08.520]  蘇羅加還有剩下的人沒有
[00:04:08.520 --> 00:04:12.720]  我要因約拿丹的緣故向他施恩
[00:04:12.720 --> 00:04:16.120]  蘇羅加有一個僕人名叫洗巴
[00:04:16.120 --> 00:04:18.720]  有人叫他來到大衛那裏
[00:04:18.720 --> 00:04:20.120]  王對他說
[00:04:20.120 --> 00:04:21.920]  你是洗巴嗎?
[00:04:21.920 --> 00:04:22.720]  他說
[00:04:22.720 --> 00:04:24.120]  僕人是
