
[00:00:00.000 --> 00:00:02.000]  平安
[00:00:02.000 --> 00:00:04.000]  不知道大家有沒有玩過一個遊戲
[00:00:04.000 --> 00:00:06.000]  叫做真真假假
[00:00:06.000 --> 00:00:08.000]  或者兩真一假
[00:00:08.000 --> 00:00:10.000]  這個是我們很多時候
[00:00:10.000 --> 00:00:12.000]  參加團契或者一些活動
[00:00:12.000 --> 00:00:14.000]  初相識的時候都會玩的遊戲
[00:00:14.000 --> 00:00:16.000]  因為可以即時
[00:00:16.000 --> 00:00:18.000]  互相了解一下
[00:00:18.000 --> 00:00:20.000]  玩法就是我們自己想
[00:00:20.000 --> 00:00:22.000]  或者寫下三句關於自己的話
[00:00:22.000 --> 00:00:24.000]  其中兩句是真的
[00:00:24.000 --> 00:00:26.000]  一句是假的
[00:00:26.000 --> 00:00:28.000]  然後輪流說出來
[00:00:28.000 --> 00:00:30.000]  就哪句是假的
[00:00:30.000 --> 00:00:32.000]  有沒有玩過?有吧?
[00:00:32.000 --> 00:00:34.000]  很多都玩過
[00:00:34.000 --> 00:00:36.000]  這個遊戲的性質很簡單
[00:00:36.000 --> 00:00:38.000]  又很輕鬆又很快速
[00:00:38.000 --> 00:00:40.000]  大家又可以彼此認識
[00:00:40.000 --> 00:00:42.000]  相比很多破冰遊戲
[00:00:42.000 --> 00:00:44.000]  有時就是知道名字
[00:00:44.000 --> 00:00:46.000]  或者你有什麼興趣
[00:00:46.000 --> 00:00:48.000]  真真假假裡面的真資訊
[00:00:48.000 --> 00:00:50.000]  很多時候都帶給小組
[00:00:50.000 --> 00:00:52.000]  我們會即時認識到對方
[00:00:52.000 --> 00:00:54.000]  一些不是你看樣子就可以知道的
[00:00:54.000 --> 00:00:56.000]  有趣的事情或者他的獨特
[00:00:56.000 --> 00:00:58.000]  大家都猜錯了哪句是假的
[00:00:58.000 --> 00:01:00.000]  不如和大家試一下
[00:01:00.000 --> 00:01:02.000]  兩真一假
[00:01:02.000 --> 00:01:04.000]  看看哪一句是假的
[00:01:04.000 --> 00:01:06.000]  第一我很喜歡看電影
[00:01:06.000 --> 00:01:08.000]  什麼年代的電影
[00:01:08.000 --> 00:01:10.000]  第二我中學在學校多年的
[00:01:10.000 --> 00:01:12.000]  籃球隊田徑隊短跑隊的校隊
[00:01:12.000 --> 00:01:14.000]  第三我十八歲就
[00:01:14.000 --> 00:01:16.000]  被神呼召
[00:01:16.000 --> 00:01:18.000]  立事全時間服侍主
[00:01:18.000 --> 00:01:20.000]  看電影是假的
[00:01:20.000 --> 00:01:22.000]  我問他
[00:01:22.000 --> 00:01:24.000]  籃球短跑隊校隊
[00:01:24.000 --> 00:01:26.000]  是假的
[00:01:26.000 --> 00:01:28.000]  十八歲夢召是假的
[00:01:28.000 --> 00:01:32.000]  大家和我以往玩的
[00:01:32.000 --> 00:01:34.000]  一樣就是
[00:01:34.000 --> 00:01:36.000]  猜錯的人是最多的
[00:01:36.000 --> 00:01:38.000]  其實第二句
[00:01:38.000 --> 00:01:40.000]  籃球隊和短跑隊校隊是真的
[00:01:40.000 --> 00:01:42.000]  我十八歲夢召
[00:01:42.000 --> 00:01:44.000]  都是真的
[00:01:44.000 --> 00:01:46.000]  第一句很喜歡看電影
[00:01:46.000 --> 00:01:48.000]  是假的
[00:01:48.000 --> 00:01:50.000]  大家不要看我五尺高
[00:01:50.000 --> 00:01:52.000]  中了之後其實我已經進了籃球隊
[00:01:52.000 --> 00:01:54.000]  畢業了
[00:01:54.000 --> 00:01:56.000]  只不過一邊打的時候
[00:01:56.000 --> 00:01:58.000]  大家一邊高
[00:01:58.000 --> 00:02:00.000]  老師很好
[00:02:00.000 --> 00:02:02.000]  一邊讓我打
[00:02:02.000 --> 00:02:04.000]  籃球前鋒的快速訓練
[00:02:04.000 --> 00:02:06.000]  應該幫助到我去後來短跑的爆炸力
[00:02:06.000 --> 00:02:08.000]  和大家破了冰
[00:02:08.000 --> 00:02:10.000]  相信
[00:02:10.000 --> 00:02:12.000]  大家從認識我短跑的日子
[00:02:12.000 --> 00:02:14.000]  去回想你自己短跑的日子
[00:02:14.000 --> 00:02:16.000]  的經驗
[00:02:16.000 --> 00:02:18.000]  相信我們在座的每一個
[00:02:18.000 --> 00:02:20.000]  都有短跑的經驗
[00:02:20.000 --> 00:02:22.000]  學校的運動會
[00:02:22.000 --> 00:02:24.000]  我們都要參加一兩項
[00:02:24.000 --> 00:02:26.000]  很多時候我們會選擇100米200米
[00:02:26.000 --> 00:02:28.000]  因為最快
[00:02:28.000 --> 00:02:30.000]  跑完之後
[00:02:30.000 --> 00:02:32.000]  就可以繼續和同學聊天
[00:02:32.000 --> 00:02:34.000]  或者你可能說我沒有短跑的經驗
[00:02:34.000 --> 00:02:36.000]  但你怎樣都有追巴士的經驗
[00:02:36.000 --> 00:02:38.000]  追巴士更厲害
[00:02:38.000 --> 00:02:40.000]  不用100米
[00:02:40.000 --> 00:02:42.000]  可能10米20米30米
[00:02:42.000 --> 00:02:44.000]  都是一個短跑的經驗
[00:02:44.000 --> 00:02:46.000]  我想大家回想一下自己
[00:02:46.000 --> 00:02:48.000]  起跑之前身體各個部位
[00:02:48.000 --> 00:02:50.000]  雙眼看在哪裏
[00:02:50.000 --> 00:02:52.000]  雙角站在哪裏
[00:02:52.000 --> 00:02:54.000]  特別聽到
[00:02:54.000 --> 00:02:56.000]  On your mark, get set
[00:02:56.000 --> 00:02:58.000]  的時候你的心情反應
[00:02:58.000 --> 00:03:00.000]  動作還記得是怎樣嗎
[00:03:00.000 --> 00:03:02.000]  而當go
[00:03:02.000 --> 00:03:04.000]  一聲開槍的時候
[00:03:04.000 --> 00:03:06.000]  你跑步
[00:03:06.000 --> 00:03:08.000]  那份專注和單單
[00:03:08.000 --> 00:03:10.000]  向前跑
[00:03:10.000 --> 00:03:12.000]  或者你只是專注巴士去追的時候
[00:03:12.000 --> 00:03:14.000]  那份專注和感受又是怎樣的呢
[00:03:14.000 --> 00:03:16.000]  我想大家
[00:03:16.000 --> 00:03:18.000]  要留意這個圖像
