
[00:00:00.000 --> 00:00:07.040]  主席都有講到今日是我們標青崇拜最後一個
[00:00:07.040 --> 00:00:10.440]  不是叫主日 叫最後一個崇拜
[00:00:10.440 --> 00:00:18.920]  每逢年尾 很多電視台 很多電台都會舉辦那些頒獎典禮
[00:00:18.920 --> 00:00:20.920]  我不知道你有沒有看
[00:00:20.920 --> 00:00:29.320]  很多時候歌手在年尾都會用拿獎來總結他過一年的工作
[00:00:29.320 --> 00:00:36.960]  都會講一些感言 上台就很感謝電台 唱片公司
[00:00:36.960 --> 00:00:42.880]  很多時候都會這樣講 很開心拿了這個獎
[00:00:42.880 --> 00:00:47.880]  如果要總結今年的話 我就會這樣
[00:00:47.880 --> 00:00:49.880]  很多時候都會這樣講
[00:00:49.880 --> 00:00:54.640]  今日是最後一個崇拜 今年裏面
[00:00:54.640 --> 00:01:00.520]  我不知道大家今年過程是怎樣
[00:01:00.520 --> 00:01:06.560]  如果要大家總結一下今年發生的事
[00:01:06.560 --> 00:01:09.240]  和你的心情和感受的話
[00:01:09.240 --> 00:01:12.760]  不知道你會怎樣形容呢
[00:01:12.760 --> 00:01:16.560]  今年有一套很受歡迎的動畫
[00:01:16.560 --> 00:01:20.200]  我很喜歡的一套動畫 我不知道你喜不喜歡 我就很喜歡
[00:01:20.200 --> 00:01:22.200]  當中有很多角色
[00:01:22.200 --> 00:01:28.400]  如果你在當中裏面用一隻角色去形容一下你今年
[00:01:28.400 --> 00:01:31.120]  總結一下你今年的心情和感受的話
[00:01:31.120 --> 00:01:33.120]  你會選哪一隻呢
[00:01:33.120 --> 00:01:35.120]  你會選哪一隻呢
[00:01:35.120 --> 00:01:37.120]  可不可以選兩隻呀
[00:01:37.120 --> 00:01:40.400]  可不可以選三隻呀
[00:01:40.400 --> 00:01:42.400]  我想問一下 有沒有人
[00:01:42.400 --> 00:01:45.920]  我不知道是不是很多人選阿鑑
[00:01:45.920 --> 00:01:47.920]  有沒有人選阿鑑
[00:01:47.920 --> 00:01:49.920]  沒有吧
[00:01:49.920 --> 00:01:51.920]  有人舉手嗎
[00:01:51.920 --> 00:01:53.920]  有人選阿Joy嗎
[00:01:53.920 --> 00:01:55.920]  有呀
[00:01:55.920 --> 00:01:59.920]  我不知道其他人選了甚麼 可能還在想
[00:01:59.920 --> 00:02:01.920]  不過這樣
[00:02:01.920 --> 00:02:05.920]  說明總結今年發生的事
[00:02:05.920 --> 00:02:07.920]  今日最後一日
[00:02:07.920 --> 00:02:10.920]  無論今年過程怎樣也好
[00:02:10.920 --> 00:02:16.920]  可能你過得很開心 或者過得很不容易
[00:02:16.920 --> 00:02:20.920]  接下來我們就要迎接新的一年
[00:02:20.920 --> 00:02:27.920]  我不知道你抱著甚麼心情 心態 態度去迎接新的一年
[00:02:27.920 --> 00:02:30.920]  又或者這樣說 今天最後一個崇拜
[00:02:30.920 --> 00:02:32.920]  今年最後一個崇拜
[00:02:32.920 --> 00:02:36.920]  上帝又跟你說甚麼去迎接新的一年呢
[00:02:36.920 --> 00:02:41.920]  我們今天要看的經文是《二賽亞書》43章的經文
[00:02:41.920 --> 00:02:45.920]  我設定的講題叫做擁抱新奇時
[00:02:45.920 --> 00:02:47.920]  知道甚麼是新奇時嗎
[00:02:47.920 --> 00:02:50.920]  橙吧 不是吧
[00:02:50.920 --> 00:02:52.920]  暴露了你的年紀
[00:02:52.920 --> 00:02:59.920]  新奇時當然是一些很新很奇妙的事
[00:02:59.920 --> 00:03:06.920]  不過在講內容之前 先解釋一下背景
[00:03:06.920 --> 00:03:11.920]  《二賽亞書》在舊約裏面的大仙之書書卷
[00:03:11.920 --> 00:03:13.920]  講明大仙之書
[00:03:13.920 --> 00:03:15.920]  篇幅是較長的
[00:03:15.920 --> 00:03:17.920]  按照教會的傳統
[00:03:17.920 --> 00:03:20.920]  《二賽亞書》的作者都是叫二賽亞
[00:03:20.920 --> 00:03:26.920]  二賽亞當時在南國裏面 猶大國裏面做仙子
[00:03:26.920 --> 00:03:28.920]  甚麼是南國的猶大國呢
[00:03:28.920 --> 00:03:31.920]  因為當時在大魏王朝之後
[00:03:31.920 --> 00:03:34.920]  他的兒子接任了所羅門王朝
