
[00:00:00.000 --> 00:00:02.680]  感謝神帶領我們到他的寶座前
[00:00:02.680 --> 00:00:04.680]  向他獻上我們的敬拜
[00:00:04.680 --> 00:00:06.880]  各位弟兄姊妹早安
[00:00:06.880 --> 00:00:08.080]  主內平安
[00:00:08.080 --> 00:00:11.000]  讓我們聽到先一同的禱告
[00:00:11.000 --> 00:00:13.880]  主啊 我們多謝祢
[00:00:13.880 --> 00:00:15.520]  祢是榮耀的君王
[00:00:15.520 --> 00:00:18.280]  我們要獻上我們一切的心思意念
[00:00:18.280 --> 00:00:20.880]  我們一切的都是歸向祢
[00:00:20.880 --> 00:00:21.880]  主啊 多謝祢
[00:00:21.880 --> 00:00:24.320]  讓我們今天聽到祢自己的話語
[00:00:24.320 --> 00:00:25.360]  求祢親自的
[00:00:25.360 --> 00:00:26.480]  高門孩子的口
[00:00:26.480 --> 00:00:27.920]  讓我講出的
[00:00:27.920 --> 00:00:29.040]  都是祢的恩言
[00:00:29.040 --> 00:00:30.840]  讓聽的都能夠聽到
[00:00:30.840 --> 00:00:32.360]  神給我們的使命
[00:00:32.360 --> 00:00:34.200]  我們的安慰
[00:00:34.200 --> 00:00:35.480]  祢自己的說話
[00:00:35.480 --> 00:00:36.360]  多謝主
[00:00:36.360 --> 00:00:37.200]  我們今天祈禱
[00:00:37.200 --> 00:00:38.560]  教託我奉主名求
[00:00:38.560 --> 00:00:39.320]  阿們
[00:00:39.320 --> 00:00:41.200]  好 今天的講題是
[00:00:41.200 --> 00:00:42.880]  沒了 沒了
[00:00:42.880 --> 00:00:45.080]  沒了這個詞
[00:00:45.080 --> 00:00:46.160]  不知道大家看到的時候
[00:00:46.160 --> 00:00:47.920]  會不會覺得有點沉重
[00:00:47.920 --> 00:00:50.320]  不過無可避免
[00:00:50.320 --> 00:00:53.160]  人生確實很多時候
[00:00:53.160 --> 00:00:55.720]  都會面對沒了的事情
[00:00:55.720 --> 00:00:57.680]  就好像如果有一天
[00:00:57.680 --> 00:00:59.240]  醫生跟你說
[00:00:59.240 --> 00:01:01.840]  你得了末期的疾病
[00:01:01.840 --> 00:01:05.680]  當配偶說我們結束了
[00:01:05.680 --> 00:01:10.080]  當銀行通知你貸款到期了
[00:01:10.080 --> 00:01:14.480]  當老闆通知你公司要結業了
[00:01:14.480 --> 00:01:17.760]  就好像我們對面的翠豪園
[00:01:17.760 --> 00:01:19.840]  就是盈輝
[00:01:19.840 --> 00:01:21.520]  還有我們熟悉的鄧乃露
[00:01:21.520 --> 00:01:22.640]  新光戲院
[00:01:22.640 --> 00:01:24.640]  海王築店等等
[00:01:25.360 --> 00:01:28.280]  當子女說我要結束我的信仰生活
[00:01:28.280 --> 00:01:29.800]  不再回教會了
[00:01:29.800 --> 00:01:32.600]  當身體告訴你
[00:01:32.600 --> 00:01:34.000]  你在倒退
[00:01:34.000 --> 00:01:36.120]  骨力 視力
[00:01:36.120 --> 00:01:37.960]  都在倒退
[00:01:37.960 --> 00:01:40.240]  當2025年末日
[00:01:40.240 --> 00:01:42.200]  時鐘再撥前一秒
[00:01:42.200 --> 00:01:44.320]  歷來最接近末日
[00:01:44.320 --> 00:01:47.280]  是剩下89秒
[00:01:47.280 --> 00:01:49.760]  因為有核戰的風險
[00:01:49.760 --> 00:01:51.120]  有氣候的變化
[00:01:51.120 --> 00:01:52.160]  有傳染病
[00:01:52.160 --> 00:01:54.000]  最近我們都經常防蚊
[00:01:54.360 --> 00:01:56.200]  還有新興的科技
[00:01:56.200 --> 00:01:59.680]  可能AI會導致自主武器的出現等等
[00:01:59.680 --> 00:02:03.640]  當人生和世界走到末期
[00:02:03.640 --> 00:02:05.760]  不知道你的反應是什麼呢
[00:02:05.760 --> 00:02:07.880]  是不是沒有了
[00:02:07.880 --> 00:02:09.200]  沒有了
[00:02:09.200 --> 00:02:11.520]  或者逃避不去想呢
[00:02:11.520 --> 00:02:15.480]  今天就很想跟大家繼續中堂的講道系列
[00:02:15.480 --> 00:02:17.880]  薩姆爾記下國度的故事
[00:02:17.880 --> 00:02:19.520]  來到尾二的章
[00:02:19.520 --> 00:02:20.640]  23章
[00:02:21.040 --> 00:02:25.600]  來看看我們如何面對人生和世界的末了
[00:02:25.600 --> 00:02:28.320]  我們先來重溫一下
[00:02:28.320 --> 00:02:31.280]  23章是在21-24章裡面的
[00:02:31.280 --> 00:02:33.280]  是傳書的符錄
[00:02:33.280 --> 00:02:34.560]  不是苦錄
[00:02:34.560 --> 00:02:39.440]  很重要是在總結傳書的神學
[00:02:39.440 --> 00:02:40.480]  總結
[00:02:40.480 --> 00:02:42.040]  不是順序的
[00:02:42.040 --> 00:02:46.120]  這幾章有一個很明顯的橫形結構
[00:02:46.120 --> 00:02:47.400]  就是大家看到的
[00:02:47.760 --> 00:02:51.520]  主題就是神建立一個永恆的國度
[00:02:51.520 --> 00:02:53.960]  不會受人的過犯
[00:02:53.960 --> 00:02:55.520]  包括A部分
[00:02:55.520 --> 00:02:58.320]  蘇羅和大衛的過犯影響
[00:02:58.320 --> 00:03:01.960]  神永恆的國度也有勇士的參與
[00:03:01.960 --> 00:03:05.120]  B部分就是勇士的名單和他們的事蹟
[00:03:05.120 --> 00:03:07.920]  C部分的兩首詩歌
[00:03:07.920 --> 00:03:11.120]  22章和今天所講的23章1-7節
[00:03:11.120 --> 00:03:15.360]  都是一個橫形結構的中心位置
[00:03:15.360 --> 00:03:18.440]  帶出了傳捲書的重點
[00:03:18.440 --> 00:03:23.880]  就是永恆的國度是由神去作王
[00:03:23.880 --> 00:03:28.000]  和大衛作為神所揀選的王
[00:03:28.000 --> 00:03:29.840]  他如何去面對
[00:03:29.840 --> 00:03:31.840]  他在臨終的時候
[00:03:31.840 --> 00:03:34.640]  神永恆國度給他的盼望呢
[00:03:34.640 --> 00:03:37.440]  第一個永恆的盼望
[00:03:37.440 --> 00:03:38.800]  我們一起來看
[00:03:38.800 --> 00:03:41.600]  《撒姆爾記》23章第一節
[00:03:41.600 --> 00:03:43.160]  我們一起讀出
[00:03:43.560 --> 00:03:46.560]  以下是大衛沒了的話
[00:03:46.560 --> 00:03:49.760]  耶西的兒子大衛的宣告
[00:03:49.760 --> 00:03:52.320]  被高舉的人的宣告
[00:03:52.320 --> 00:03:55.640]  大衛是雅各的神所高納的
[00:03:55.640 --> 00:03:58.760]  是以色列美妙的詩人
[00:03:58.760 --> 00:04:03.640]  經文一開始就講大衛沒了的話
[00:04:03.640 --> 00:04:06.200]  表達他臨終的時候
[00:04:06.200 --> 00:04:08.120]  他回顧自己的一生
[00:04:08.120 --> 00:04:09.640]  他的身份
[00:04:09.640 --> 00:04:11.960]  第一他就說自己是
[00:04:11.960 --> 00:04:12.800]  誰呢
[00:04:12.960 --> 00:04:14.280]  耶西的兒子
[00:04:14.280 --> 00:04:18.040]  其實是在表達他的身份是很卑微的
[00:04:18.040 --> 00:04:21.360]  他沒有忘記自己在家裡是最小的
[00:04:21.360 --> 00:04:22.040]  是不是
[00:04:22.040 --> 00:04:25.040]  他是被爸爸遺忘的
[00:04:25.040 --> 00:04:27.920]  第二他說自己是誰呢
[00:04:27.920 --> 00:04:29.920]  被高舉的人
[00:04:29.920 --> 00:04:30.640]  是的
[00:04:30.640 --> 00:04:33.120]  他得以在高位
[00:04:33.120 --> 00:04:35.160]  完全是被動的
[00:04:35.160 --> 00:04:36.000]  被
[00:04:36.000 --> 00:04:40.080]  被動地被至高的神來高舉他
[00:04:40.080 --> 00:04:42.200]  並不是他自己有什麼厲害
[00:04:42.600 --> 00:04:45.400]  第三他說他自己是誰呢
[00:04:45.400 --> 00:04:47.760]  雅各的神所高納的
[00:04:47.760 --> 00:04:49.760]  記不記得雅各是誰呢
[00:04:49.760 --> 00:04:51.760]  雅各好嗎
[00:04:51.760 --> 00:04:54.400]  雅各很狡猾的
[00:04:54.400 --> 00:04:54.880]  是不是
[00:04:54.880 --> 00:04:57.600]  曾經也是常常利用人
[00:04:57.600 --> 00:05:01.200]  不過他卻是被神所揀選所塗造
[00:05:01.200 --> 00:05:03.560]  成為了以色列的祖宗
[00:05:03.560 --> 00:05:06.760]  強調的是神的恩典
[00:05:06.760 --> 00:05:09.920]  所以他第四個介紹自己是誰呢
[00:05:10.680 --> 00:05:13.120]  以色列美妙的詩人
[00:05:13.120 --> 00:05:15.000]  他不是介紹自己是一個
[00:05:15.000 --> 00:05:17.000]  哇我曾經打贏過哥利亞
[00:05:17.000 --> 00:05:18.480]  很威水的勇士
[00:05:18.480 --> 00:05:22.800]  他珍惜的是他自己私人的身份
[00:05:22.800 --> 00:05:25.000]  去頌讚神的身份
[00:05:25.000 --> 00:05:28.320]  這四個身份的介紹
[00:05:28.320 --> 00:05:30.640]  其實是在表達他在人生
[00:05:30.640 --> 00:05:33.880]  無論是卑微做木人的階段
[00:05:33.880 --> 00:05:35.680]  還是成為君王
[00:05:35.680 --> 00:05:38.080]  就是一個高位的階段
[00:05:38.080 --> 00:05:41.600]  最重要的不是有沒有人去看到他
[00:05:41.600 --> 00:05:43.160]  爸爸也看不到他
[00:05:43.160 --> 00:05:45.000]  不是有沒有人去記得他
[00:05:45.000 --> 00:05:46.520]  而是神
[00:05:46.520 --> 00:05:47.960]  神看到他
[00:05:47.960 --> 00:05:50.440]  神紀念他和高納他
[00:05:50.440 --> 00:05:53.520]  神不單止看到這位
[00:05:53.520 --> 00:05:55.520]  寂寂無名的大衛
[00:05:55.520 --> 00:05:58.320]  他也看到大衛的勇士
[00:05:58.320 --> 00:06:02.320]  在23章大衛沒了之後
[00:06:02.320 --> 00:06:05.320]  他記載了很多大衛的勇士
[00:06:05.480 --> 00:06:09.600]  其實更加豐富了大衛沒了的話的訊息
[00:06:09.600 --> 00:06:12.480]  所以今天每一段我的大綱
[00:06:12.480 --> 00:06:16.400]  都會連同勇士的名單一起看
[00:06:16.400 --> 00:06:20.000]  首先我們看到8至17節
[00:06:20.000 --> 00:06:22.120]  大衛勇士的名單裡面
[00:06:22.120 --> 00:06:25.640]  很明顯是分了兩段的對比
[00:06:25.640 --> 00:06:27.360]  8至12節
[00:06:27.360 --> 00:06:29.640]  就是介紹了三個
[00:06:29.640 --> 00:06:31.160]  大家看不到小字不要緊
[00:06:31.160 --> 00:06:32.440]  只看大字
[00:06:32.640 --> 00:06:38.040]  就介紹了三個有名字的勇士
[00:06:38.040 --> 00:06:42.040]  為大衛獲得了很大的勝利
[00:06:42.040 --> 00:06:43.480]  稍後會詳細看
[00:06:43.480 --> 00:06:45.360]  還有13至17節
[00:06:45.360 --> 00:06:47.360]  就是三個沒有名字
[00:06:47.360 --> 00:06:48.520]  三個有名字
[00:06:48.520 --> 00:06:49.840]  三個沒有名字
[00:06:49.840 --> 00:06:51.000]  一個對比
[00:06:51.000 --> 00:06:53.000]  但是都是勇士
[00:06:53.000 --> 00:06:55.000]  沒有名字都是勇士
[00:06:55.000 --> 00:06:56.840]  究竟他們做了什麼呢
[00:06:56.840 --> 00:06:58.520]  而且這三個勇士
[00:06:58.520 --> 00:07:01.920]  是很感動大衛的心和我自己的心
[00:07:01.920 --> 00:07:04.920]  我們一起讀13
[00:07:04.920 --> 00:07:06.320]  不用一起讀了
[00:07:06.320 --> 00:07:07.320]  我讀給大家聽
[00:07:07.320 --> 00:07:08.760]  13至17節
[00:07:08.760 --> 00:07:11.000]  收割的時候
[00:07:11.000 --> 00:07:13.520]  就是天氣很乾燥
[00:07:13.520 --> 00:07:14.160]  很乾旱
[00:07:14.160 --> 00:07:15.960]  很缺水的季節的時候
[00:07:15.960 --> 00:07:18.720]  30個勇士中有3個人
[00:07:18.720 --> 00:07:20.920]  就下到阿杜蘭洞
[00:07:20.920 --> 00:07:24.200]  阿杜蘭洞是大衛常常逃難的地方
[00:07:24.200 --> 00:07:26.480]  在那裡去見大衛
[00:07:26.480 --> 00:07:31.160]  有一對菲利士人就在利范陰谷安營
[00:07:31.160 --> 00:07:33.720]  那時大衛在山寨中
[00:07:33.720 --> 00:07:37.000]  菲利士人的駐軍卻在伯利恆
[00:07:37.000 --> 00:07:39.960]  意思是當時大衛已經被圍困
[00:07:39.960 --> 00:07:43.680]  被以色列菲利士人圍困住
[00:07:43.680 --> 00:07:45.960]  又在利范陰谷安營
[00:07:45.960 --> 00:07:48.000]  又在伯利恆城駐軍
[00:07:48.000 --> 00:07:49.400]  那些菲利士人
[00:07:49.400 --> 00:07:51.120]  大衛就渴望說
[00:07:51.120 --> 00:07:55.640]  但願有人將伯利恆城門旁邊井裡的水
[00:07:55.640 --> 00:07:57.640]  拿來給我喝
[00:07:57.640 --> 00:07:59.640]  大衛可能太累了
[00:07:59.640 --> 00:08:01.640]  太口渴了
[00:08:01.640 --> 00:08:04.640]  就想念那裡的水
[00:08:04.640 --> 00:08:07.640]  他自己家鄉伯利恆的水
[00:08:07.640 --> 00:08:10.640]  就好像我們去了外地生活的時候
[00:08:10.640 --> 00:08:13.640]  我們會不會想念香港的絲襪奶茶
[00:08:13.640 --> 00:08:16.640]  雞蛋仔 咖喱魚蛋 菠蘿包
[00:08:16.640 --> 00:08:18.640]  現在說起都流口水
[00:08:18.640 --> 00:08:21.640]  真的很想念
[00:08:21.640 --> 00:08:25.640]  不過想不到這3個勇士
[00:08:25.640 --> 00:08:28.640]  真的闖過菲利士人的營地
[00:08:28.640 --> 00:08:31.640]  從伯利恆城門旁邊的井裡打水
[00:08:31.640 --> 00:08:35.640]  將水拿上來帶到大衛那裡
[00:08:35.640 --> 00:08:36.640]  伯利恆在哪裡呢
[00:08:36.640 --> 00:08:39.640]  就在亞都蘭道東北地方
[00:08:39.640 --> 00:08:43.640]  接近大約20公里的距離
[00:08:43.640 --> 00:08:44.640]  來回40公里
[00:08:44.640 --> 00:08:47.640]  等於整個馬拉松的路程
[00:08:47.640 --> 00:08:51.640]  只是跑去拿水都夠辛苦了
[00:08:51.640 --> 00:08:53.640]  還要進入敵人的軍營
[00:08:53.640 --> 00:08:56.640]  一不小心就連命都沒有
[00:08:56.640 --> 00:08:57.640]  要很小心
[00:08:57.640 --> 00:09:01.640]  他們冒著生命的危險來打水
[00:09:01.640 --> 00:09:03.640]  其實大衛並沒有想過
[00:09:03.640 --> 00:09:06.640]  他們真的會拿水回來給他
[00:09:06.640 --> 00:09:07.640]  這麼危險都去拿
[00:09:07.640 --> 00:09:10.640]  因為3個死士回來的時候
[00:09:10.640 --> 00:09:11.640]  拿了水回來
[00:09:11.640 --> 00:09:12.640]  大衛有沒有喝呢
[00:09:12.640 --> 00:09:14.640]  我們一起看看
[00:09:14.640 --> 00:09:16.640]  我們一起讀
[00:09:16.640 --> 00:09:24.640]  大衛不肯卻把水囂電在耶和華面前
