
[00:00:00.000 --> 00:00:06.000]  今晚的講題是彼得,作新時代的報導者
[00:00:06.000 --> 00:00:11.000]  其實是我們周六晚堂崇拜《使徒行傳》講道系列
[00:00:11.000 --> 00:00:14.000]  來到第幾講呢?大家記不記得?
[00:00:14.000 --> 00:00:18.000]  好,是來到第二講的
[00:00:18.000 --> 00:00:23.000]  這個講道系列都是會以人物為一個主線的
[00:00:23.000 --> 00:00:27.000]  而今晚所講的人物就是彼得了
[00:00:27.000 --> 00:00:36.000]  在逆後,人心是否很剛硬呢?
[00:00:36.000 --> 00:00:39.000]  是否不願意去接受福音呢?
[00:00:39.000 --> 00:00:42.000]  有不同的目者都問過我這個問題
[00:00:42.000 --> 00:00:47.000]  就是其實現在做街頭報導是否很難呢?
[00:00:47.000 --> 00:00:50.000]  有沒有用呢?有沒有人信署呢?
[00:00:50.000 --> 00:01:00.000]  而上一期的三福街頭報導的成果就回答了這個問題
[00:01:00.000 --> 00:01:03.000]  我們上一期的三福街頭報導
[00:01:03.000 --> 00:01:07.000]  在恩福中心附近的社區那裏去接觸不同的街坊
[00:01:07.000 --> 00:01:12.000]  跟他們分享福音
[00:01:12.000 --> 00:01:15.000]  我們有大約一百位的三福的手足
[00:01:15.000 --> 00:01:18.000]  在一個多小時的時間
[00:01:18.000 --> 00:01:22.000]  向了六十一位的朋友講完一個福音
[00:01:22.000 --> 00:01:25.000]  還有十四位朋友決志信主
[00:01:25.000 --> 00:01:28.000]  另外更加有三十七位的朋友
[00:01:28.000 --> 00:01:31.000]  願意留下電話讓我們繼續跟進
[00:01:31.000 --> 00:01:33.000]  邀請他們回教會
[00:01:33.000 --> 00:01:37.000]  其實在現在的騙案這麼猖獗的環境下
[00:01:37.000 --> 00:01:40.000]  能夠有這麼多人留下電話跟進
[00:01:40.000 --> 00:01:42.000]  你說真的是神蹟來的
[00:01:42.000 --> 00:01:44.000]  是神的恩典來的
[00:01:44.000 --> 00:01:48.000]  在三福手足也表達
[00:01:48.000 --> 00:01:51.000]  他們跟附近的街坊傾談的時候
[00:01:51.000 --> 00:01:54.000]  他們看到人心有很多的需要
[00:01:54.000 --> 00:01:57.000]  甚至乎街上的福音對象
[00:01:57.000 --> 00:02:02.000]  他們說多到他們都不能夠逐一跟他們去傾談
[00:02:02.000 --> 00:02:08.000]  有一對三福的手足在街上接觸了一位女士
[00:02:08.000 --> 00:02:13.000]  這位女士一開始就表達跟她的丈夫關係很差
[00:02:13.000 --> 00:02:16.000]  她不喜歡她的丈夫
[00:02:16.000 --> 00:02:20.000]  但是三福的手足就向她傳福音
[00:02:20.000 --> 00:02:27.000]  並且她也願意去相信和接受耶穌基督的救恩
[00:02:27.000 --> 00:02:30.000]  而最戲劇性的一幕是什麼呢?
[00:02:30.000 --> 00:02:33.000]  就是在這個時候
[00:02:33.000 --> 00:02:36.000]  她的丈夫回來找她
[00:02:36.000 --> 00:02:39.000]  而當她聽了福音之後
[00:02:39.000 --> 00:02:42.000]  她已經饒恕了她的丈夫
[00:02:42.000 --> 00:02:46.000]  並且跟她的丈夫來一個合照
[00:02:46.000 --> 00:02:49.000]  合照的時候還好像小鳥依人一樣
[00:02:49.000 --> 00:02:52.000]  將頭靠在她丈夫的肩膀上
[00:02:52.000 --> 00:02:54.000]  非常甜蜜的
[00:02:54.000 --> 00:02:57.000]  我們三福的手足看到
[00:02:57.000 --> 00:03:00.000]  真的很奇妙的改變
[00:03:00.000 --> 00:03:02.000]  原來神的福音真的可以這樣
[00:03:02.000 --> 00:03:06.000]  使一對夫婦的關係重新連結
[00:03:06.000 --> 00:03:08.000]  現在又讓我們去看看
[00:03:08.000 --> 00:03:10.000]  大概是二千年之前
[00:03:10.000 --> 00:03:12.000]  一個新的時代的開始
[00:03:12.000 --> 00:03:17.000]  福音怎樣帶來震撼性的改變
[00:03:17.000 --> 00:03:25.000]  讓我們去讀出《使徒行傳》二章十四至四十二節
[00:03:25.000 --> 00:03:27.000]  這一段經文
[00:03:27.000 --> 00:03:29.000]  在這些powerpoint當中
[00:03:29.000 --> 00:03:32.000]  黑色的字就是旁述
[00:03:32.000 --> 00:03:34.000]  由我讀出的
[00:03:34.000 --> 00:03:38.000]  而藍色的字就是彼得的說話
[00:03:38.000 --> 00:03:41.000]  我想請弟兄讀出
[00:03:41.000 --> 00:03:43.000]  而一會兒會出現紅色的字
[00:03:43.000 --> 00:03:45.000]  就是群眾的說話
[00:03:45.000 --> 00:03:47.000]  想請姐妹讀出
[00:03:47.000 --> 00:03:48.000]  再說一次
[00:03:48.000 --> 00:03:50.000]  黑色的字是旁述
[00:03:50.000 --> 00:03:52.000]  我會讀出
[00:03:52.000 --> 00:03:55.000]  藍色的字是彼得的說話
[00:03:55.000 --> 00:03:56.000]  請弟兄讀出
[00:03:56.000 --> 00:03:59.000]  而一會兒紅色的字是群眾的說話
[00:03:59.000 --> 00:04:01.000]  請姐妹讀出
[00:04:01.000 --> 00:04:05.000]  但在這裡請弟兄留意一下
[00:04:05.000 --> 00:04:11.000]  經文提到彼得是站起來提高聲音
[00:04:11.000 --> 00:04:13.000]  向眾人說話
[00:04:13.000 --> 00:04:18.000]  所以一會兒當弟兄讀出彼得的說話的時候
[00:04:18.000 --> 00:04:23.000]  也請你們站起來儘量提高聲音
[00:04:23.000 --> 00:04:26.000]  而且這一段的說話
[00:04:26.000 --> 00:04:30.000]  大家看到程序表的經文是很長的
[00:04:30.000 --> 00:04:34.000]  但我相信弟兄是可以的
[00:04:34.000 --> 00:04:37.000]  讓我們一起來祈禱
[00:04:37.000 --> 00:04:40.000]  親愛的天父我們感謝你
[00:04:40.000 --> 00:04:42.000]  你將你的話賜給我們
[00:04:42.000 --> 00:04:44.000]  願聖靈在當中引領
[00:04:44.000 --> 00:04:46.000]  幫助我們明白
[00:04:46.000 --> 00:04:49.000]  主你今天要我們所聽到的
[00:04:49.000 --> 00:04:51.000]  也給我們有信心
[00:04:51.000 --> 00:04:55.000]  以致我們能夠回應和行道
[00:04:55.000 --> 00:04:57.000]  祈禱奉主耶穌基督的名
[00:04:57.000 --> 00:04:59.000]  阿門
[00:04:59.000 --> 00:05:03.000]  使徒行傳第二章開始的時候
[00:05:03.000 --> 00:05:05.000]  提到聖靈降臨之後
[00:05:05.000 --> 00:05:08.000]  有兩件事發生在門徒的身上
[00:05:08.000 --> 00:05:10.000]  他們被聖靈充滿
[00:05:10.000 --> 00:05:16.000]  並且開始用其他的語言說話
[00:05:16.000 --> 00:05:20.000]  這些方言和哥林多前書十二章至十四章
[00:05:20.000 --> 00:05:22.000]  所描述的是不同的
[00:05:22.000 --> 00:05:24.000]  因為當時的人
[00:05:24.000 --> 00:05:27.000]  都是明白他們所說的語言
[00:05:27.000 --> 00:05:30.000]  正如九至十一節所說
[00:05:30.000 --> 00:05:32.000]  不同地方的人
[00:05:32.000 --> 00:05:36.000]  都聽見門徒用他們故鄉的語言
[00:05:36.000 --> 00:05:39.000]  去述說神的大作為
[00:05:39.000 --> 00:05:41.000]  神要囂觀聖靈
[00:05:41.000 --> 00:05:44.000]  在各式各樣的人當中
[00:05:44.000 --> 00:05:46.000]  不像舊約時代一樣
[00:05:46.000 --> 00:05:48.000]  只限於先知
[00:05:48.000 --> 00:05:50.000]  君王 濟世
[00:05:50.000 --> 00:05:55.000]  而證據就是意象和語言
[00:05:55.000 --> 00:05:59.000]  第一部分就是
[00:05:59.000 --> 00:06:04.000]  在新的時代把握引入福音的機會
[00:06:04.000 --> 00:06:06.000]  想問問大家
[00:06:06.000 --> 00:06:12.000]  曾經誓言三次不認主的門徒是誰呢?
[00:06:12.000 --> 00:06:14.000]  彼得大家都知道
[00:06:14.000 --> 00:06:19.000]  但這個時候彼得卻是踏步向前
[00:06:19.000 --> 00:06:21.000]  向群眾說話
[00:06:21.000 --> 00:06:23.000]  他不再膽怯
[00:06:23.000 --> 00:06:25.000]  而是變得大有能力
[00:06:25.000 --> 00:06:28.000]  五旬節使他完全不同
[00:06:28.000 --> 00:06:32.000]  在這個時候彼得已經被聖靈充滿
[00:06:32.000 --> 00:06:36.000]  他站起來對聚集的人說話
[00:06:36.000 --> 00:06:42.000]  見證那些已經彰顯出來的奇異現象
[00:06:43.000 --> 00:06:47.000]  在《史唐傳.二章.二至四節》描述
[00:06:47.000 --> 00:06:50.000]  在聖靈降臨之後產生的意象
[00:06:50.000 --> 00:06:54.000]  大家都覺得很詫異 很困惑
[00:06:54.000 --> 00:06:56.000]  也有些人笑他們
[00:06:56.000 --> 00:06:59.000]  說他們是否醉了
[00:06:59.000 --> 00:07:03.000]  但彼得就把握這個時機
[00:07:03.000 --> 00:07:06.000]  運用觀眾感到好奇的事
[00:07:06.000 --> 00:07:08.000]  去贏得他們的恣意
[00:07:08.000 --> 00:07:11.000]  去解釋這個意象
[00:07:11.000 --> 00:07:14.000]  並且之後引入福音
[00:07:14.000 --> 00:07:17.000]  彼得首先去解釋
[00:07:17.000 --> 00:07:19.000]  當日發生的不尋常事件
[00:07:19.000 --> 00:07:22.000]  不是伸手的結果
[00:07:22.000 --> 00:07:27.000]  因為那個時候只是上午九時
[00:07:27.000 --> 00:07:29.000]  從未聽聞過
[00:07:29.000 --> 00:07:31.000]  會有這麼清早的時分
[00:07:31.000 --> 00:07:33.000]  會有這麼多人喝醉
[00:07:33.000 --> 00:07:36.000]  另外五旬節期當日
[00:07:36.000 --> 00:07:40.000]  參與會堂禮拜的猶太人
[00:07:40.000 --> 00:07:42.000]  都會禁戒飲食
[00:07:42.000 --> 00:07:46.000]  直至早上十時甚至正午
[00:07:46.000 --> 00:07:48.000]  而真正的解釋
[00:07:48.000 --> 00:07:51.000]  就是神的靈囂冠下來
[00:07:51.000 --> 00:07:54.000]  正如先知若爾所說
[00:07:54.000 --> 00:07:57.000]  事實上五旬節的事
[00:07:57.000 --> 00:08:01.000]  並未完全應驗若爾的預言
[00:08:01.000 --> 00:08:04.000]  在第十九至二十節
[00:08:04.000 --> 00:08:06.000]  描述的大部分現象
[00:08:06.000 --> 00:08:09.000]  都沒有在那個時候發生
[00:08:09.000 --> 00:08:12.000]  就是宇宙會顯出徵兆
[00:08:12.000 --> 00:08:16.000]  啟示有關末世的景象
[00:08:16.000 --> 00:08:21.000]  但是確實在五旬節發生的是一個序幕
[00:08:21.000 --> 00:08:26.000]  預告那個會在末後日子將會發生的事
[00:08:26.000 --> 00:08:30.000]  這些都是在主大而明顯的日子
[00:08:30.000 --> 00:08:32.000]  未到之前發生的
