
[00:00:00.000 --> 00:00:03.000]  我聽到他們四把聲不同的聲音都開了
[00:00:03.000 --> 00:00:05.000]  剛才我也在聽
[00:00:05.000 --> 00:00:07.000]  我很投入歌詞
[00:00:07.000 --> 00:00:09.000]  我聽不到他們四個的聲音
[00:00:09.000 --> 00:00:11.000]  我聽到坐在我旁邊的弟兄
[00:00:11.000 --> 00:00:15.000]  他的低音喇叭是不炒耳
[00:00:15.000 --> 00:00:17.000]  完全是唱出贊同的詩歌
[00:00:17.000 --> 00:00:19.000]  代替了我養的聲音
[00:00:19.000 --> 00:00:21.000]  待會跟你們分享
[00:00:21.000 --> 00:00:23.000]  所以我聽到四把聲音
[00:00:23.000 --> 00:00:25.000]  我聽到四把聲音
[00:00:25.000 --> 00:00:27.000]  我聽到四把聲音
[00:00:27.000 --> 00:00:30.000]  我養的聲音待會跟你們分享
[00:00:30.000 --> 00:00:33.000]  我知道你們剛才唱得很投入
[00:00:33.000 --> 00:00:36.000]  所以我分辨不到聲音
[00:00:36.000 --> 00:00:39.000]  我們先請今天會水禮的見證一對夫婦
[00:00:39.000 --> 00:00:41.000]  抗禮團的Nelson和Elaine
[00:00:41.000 --> 00:00:43.000]  上來跟大家分享
[00:00:43.000 --> 00:00:45.000]  我們給他們掌聲
[00:00:45.000 --> 00:00:55.000]  各位弟兄姊妹你們好
[00:00:55.000 --> 00:00:57.000]  我是陳明生
[00:00:57.000 --> 00:00:59.000]  抗禮團體彼得安德烈組的
[00:00:59.000 --> 00:01:03.000]  我的原生家庭有十兄弟姊妹
[00:01:03.000 --> 00:01:05.000]  我是排到最後
[00:01:05.000 --> 00:01:07.000]  出來做社會做事之後
[00:01:07.000 --> 00:01:09.000]  一切都順利
[00:01:09.000 --> 00:01:11.000]  在幾年之間
[00:01:11.000 --> 00:01:14.000]  我買了第一層的物業
[00:01:14.000 --> 00:01:16.000]  當年是1990年
[00:01:16.000 --> 00:01:19.000]  因為當時樓價飛升
[00:01:19.000 --> 00:01:23.000]  我很快就成為所謂的白萬富翁
[00:01:23.000 --> 00:01:26.000]  但原來這是一個噩夢的開始
[00:01:26.000 --> 00:01:27.000]  為什麼呢
[00:01:27.000 --> 00:01:30.000]  我就開始驕傲自誇
[00:01:30.000 --> 00:01:32.000]  張狂亂花錢
[00:01:32.000 --> 00:01:35.000]  還亂投資
[00:01:35.000 --> 00:01:39.000]  結果在我無數次的貪心和不甘心下
[00:01:39.000 --> 00:01:42.000]  就搞到自己債台高築
[00:01:42.000 --> 00:01:46.000]  每天只去借錢還錢
[00:01:46.000 --> 00:01:50.000]  不停地兜兜轉轉
[00:01:50.000 --> 00:01:54.000]  我很感謝神
[00:01:54.000 --> 00:01:58.000]  我當時的心情是很差很差
[00:01:58.000 --> 00:02:01.000]  是極度痛苦無助
[00:02:01.000 --> 00:02:05.000]  沒有將來甚至沒有明天
[00:02:05.000 --> 00:02:07.000]  但原來神很感謝神
[00:02:07.000 --> 00:02:10.000]  一定是早在動工
[00:02:10.000 --> 00:02:12.000]  祂並沒有離棄我
[00:02:12.000 --> 00:02:13.000]  可以這麼說
[00:02:13.000 --> 00:02:17.000]  我當時也是求主耶穌
[00:02:17.000 --> 00:02:19.000]  我至少有宗教的信仰
[00:02:19.000 --> 00:02:22.000]  相信世間萬物有主宰
[00:02:22.000 --> 00:02:26.000]  雖然我沒有回教會和去決志
[00:02:26.000 --> 00:02:30.000]  在這段艱辛和困苦的日子中
[00:02:30.000 --> 00:02:34.000]  我就去尋找神的道理
[00:02:34.000 --> 00:02:37.000]  在YouTube上聽到很多牧者的講道
[00:02:37.000 --> 00:02:44.000]  甚至聽到詩歌的歌詞
[00:02:44.000 --> 00:02:48.000]  在神透過牧者的講道和詩歌歌詞
[00:02:48.000 --> 00:02:53.000]  就深深地安慰了我
[00:02:53.000 --> 00:02:57.000]  我再一次將所有的日子交給神
[00:02:57.000 --> 00:03:00.000]  但我一次一次地禱告
[00:03:00.000 --> 00:03:02.000]  求神幫我解決這些困難
[00:03:02.000 --> 00:03:06.000]  但仍然是解決不了
[00:03:06.000 --> 00:03:09.000]  我甚至埋怨神
[00:03:09.000 --> 00:03:13.000]  到底基督徒是不是應該這樣過生活呢?
[00:03:13.000 --> 00:03:16.000]  但在我極度的迷戀之中
[00:03:16.000 --> 00:03:19.000]  偶爾也聽到聖經的話語
[00:03:19.000 --> 00:03:22.000]  在哥倫多書十章十三節
[00:03:22.000 --> 00:03:23.000]  你們所受試探的
[00:03:23.000 --> 00:03:26.000]  無非是人所受得起
[00:03:26.000 --> 00:03:27.000]  神是信實的
[00:03:27.000 --> 00:03:30.000]  祂必不容許你們受試探
[00:03:30.000 --> 00:03:34.000]  過於你們能忍受得住
[00:03:34.000 --> 00:03:37.000]  而且在你們受試探的時候
[00:03:37.000 --> 00:03:40.000]  必定給你們一條出路
[00:03:40.000 --> 00:03:42.000]  使你們能忍受得住
[00:03:42.000 --> 00:03:45.000]  我正在等待這一條出路
[00:03:45.000 --> 00:03:47.000]  我當時唯一能做到的
[00:03:47.000 --> 00:03:49.000]  就只有繼續禱告
[00:03:49.000 --> 00:03:50.000]  不住去禱告
[00:03:50.000 --> 00:03:52.000]  甚至流淚去禱告
[00:03:52.000 --> 00:03:56.000]  人的盡頭是神的開始
[00:03:56.000 --> 00:03:58.000]  神是有祂的時間表的
[00:03:58.000 --> 00:03:59.000]  就在我走到絕路
[00:03:59.000 --> 00:04:01.000]  去到死陰的幽谷的時候
[00:04:01.000 --> 00:04:03.000]  財困爆煲
[00:04:03.000 --> 00:04:06.000]  祂就派遣了祂的天使
[00:04:06.000 --> 00:04:08.000]  我的兄子
[00:04:08.000 --> 00:04:11.000]  他們義無反悔地去
[00:04:11.000 --> 00:04:12.000]  集資去幫助我
[00:04:12.000 --> 00:04:14.000]  解決了我的財困
[00:04:14.000 --> 00:04:17.000]  其實當時我的兄子都各有難處
[00:04:17.000 --> 00:04:19.000]  也都不能夠肯定
[00:04:19.000 --> 00:04:22.000]  我在再生之年還能還那筆錢給他們
[00:04:22.000 --> 00:04:24.000]  但是他們仍然是幫助我
[00:04:24.000 --> 00:04:25.000]  試問一下
[00:04:25.000 --> 00:04:27.000]  如果不是神的奇蹟
[00:04:27.000 --> 00:04:30.000]  是怎麼做得出這件事呢
[00:04:30.000 --> 00:04:31.000]  之後我還很感恩
[00:04:31.000 --> 00:04:34.000]  神讓我找到一份新的工作
[00:04:34.000 --> 00:04:35.000]  所以我應該很快
[00:04:35.000 --> 00:04:38.000]  就可以把這個債還清了
[00:04:38.000 --> 00:04:39.000]  在這個機會
[00:04:39.000 --> 00:04:41.000]  我也感謝我太太
[00:04:41.000 --> 00:04:44.000]  對我的不離不棄
[00:04:44.000 --> 00:04:47.000]  我在2019年4月份
[00:04:47.000 --> 00:04:49.000]  就和太太一起去決志信主
[00:04:49.000 --> 00:04:51.000]  就加入了恩福堂
[00:04:51.000 --> 00:04:53.000]  這個抗禮團體
[00:04:53.000 --> 00:04:54.000]  在信主之後
[00:04:54.000 --> 00:04:56.000]  我的人生有很大的改變
[00:04:56.000 --> 00:04:58.000]  以前的貪心
[00:04:58.000 --> 00:05:00.000]  和忙一朝發達
[00:05:00.000 --> 00:05:01.000]  喜歡賭博
[00:05:01.000 --> 00:05:02.000]  以發脾氣
[00:05:02.000 --> 00:05:05.000]  喜歡偽裝和說謊
[00:05:05.000 --> 00:05:07.000]  現在就已經沒有了
[00:05:07.000 --> 00:05:08.000]  腳踏實地
[00:05:08.000 --> 00:05:09.000]  在生活中
[00:05:09.000 --> 00:05:12.000]  每一天去感受神的恩典
[00:05:12.000 --> 00:05:14.000]  我知道這條神聖的道路
[00:05:14.000 --> 00:05:16.000]  還是很長遠
[00:05:16.000 --> 00:05:18.000]  我願意全然地交託給神
[00:05:18.000 --> 00:05:21.000]  每當我每次受到考驗的時候
[00:05:21.000 --> 00:05:23.000]  我都記起聖經上的一句話
[00:05:23.000 --> 00:05:25.000]  就是不要恨耶和華
[00:05:25.000 --> 00:05:27.000]  認為惡的是
[00:05:27.000 --> 00:05:28.000]  我相信主
[00:05:28.000 --> 00:05:30.000]  我相信聖靈
[00:05:30.000 --> 00:05:32.000]  祂必帶領我
[00:05:32.000 --> 00:05:34.000]  無畏無懼地繼續向前行
[00:05:34.000 --> 00:05:36.000]  Amen
[00:05:36.000 --> 00:05:43.000]  各位弟兄姊妹
[00:05:43.000 --> 00:05:44.000]  主禮平安
[00:05:44.000 --> 00:05:47.000]  從小我就給人一種乖乖女的感覺
[00:05:47.000 --> 00:05:48.000]  循規蹈矩
[00:05:48.000 --> 00:05:50.000]  生活平平淡淡
[00:05:50.000 --> 00:05:52.000]  沒有想過有任何宗教的需要
[00:05:52.000 --> 00:05:53.000]  直到有一天
[00:05:53.000 --> 00:05:57.000]  我先生借下這麼大的債務
[00:05:57.000 --> 00:05:59.000]  是沒有辦法上還的
[00:05:59.000 --> 00:06:02.000]  在我們一籌莫展的時候
[00:06:02.000 --> 00:06:05.000]  他的家人竟然肯集資
[00:06:05.000 --> 00:06:07.000]  幫他還清所有的債務
[00:06:07.000 --> 00:06:09.000]  我真的沒有辦法想像
[00:06:09.000 --> 00:06:11.000]  是不是神救了我們呢
[00:06:11.000 --> 00:06:13.000]  受到他姐姐的鼓勵
[00:06:13.000 --> 00:06:14.000]  我們回教會
[00:06:14.000 --> 00:06:16.000]  當時我心想
[00:06:16.000 --> 00:06:18.000]  所有宗教都是導人向善
[00:06:18.000 --> 00:06:21.000]  我也很希望藉著宗教
[00:06:21.000 --> 00:06:24.000]  幫我先生能夠改過自新
[00:06:24.000 --> 00:06:28.000]  於是我們一起去主日崇拜
[00:06:28.000 --> 00:06:29.000]  一起回團契
[00:06:29.000 --> 00:06:31.000]  一起回主日學
[00:06:31.000 --> 00:06:33.000]  感覺上就好像有一個無形的恩首
[00:06:33.000 --> 00:06:35.000]  牽帶著我們
[00:06:35.000 --> 00:06:39.000]  一點一滴地更加去認識神
[00:06:39.000 --> 00:06:41.000]  要像福音這樣說
[00:06:41.000 --> 00:06:42.000]  神愛世人
[00:06:42.000 --> 00:06:45.000]  甚至將他的獨生子賜給他們
[00:06:45.000 --> 00:06:48.000]  叫一切信他的人不致滅亡
[00:06:48.000 --> 00:06:50.000]  凡得永生
[00:06:50.000 --> 00:06:51.000]  我很感動
[00:06:51.000 --> 00:06:55.000]  是怎樣的愛才能夠讓主耶穌
[00:06:55.000 --> 00:06:58.000]  甘願感受這麼巨大的屈辱和痛苦
[00:06:58.000 --> 00:07:02.000]  給丁十二家請教這個卑微的我
[00:07:02.000 --> 00:07:05.000]  我根本不值得去這樣做
[00:07:05.000 --> 00:07:07.000]  神不但赦免了我們的罪
[00:07:07.000 --> 00:07:10.000]  還賜給我們永生的盼望
[00:07:10.000 --> 00:07:14.000]  我們將來可以和心愛的人在天下聚聚
[00:07:14.000 --> 00:07:17.000]  這是一個多大的恩賜
[00:07:17.000 --> 00:07:19.000]  是用宗教換來的
[00:07:19.000 --> 00:07:21.000]  是我們不配得的
[00:07:21.000 --> 00:07:24.000]  我們怎能不回報神的恩典呢
[00:07:24.000 --> 00:07:27.000]  我是一個很多淚悲觀的人
[00:07:27.000 --> 00:07:31.000]  以前經常為經濟和將來擔心
[00:07:31.000 --> 00:07:33.000]  但是主是信實的
[00:07:33.000 --> 00:07:36.000]  他應許過會與我們同在
[00:07:36.000 --> 00:07:39.000]  所以我不再擔心
[00:07:39.000 --> 00:07:41.000]  也不需要感到害怕
[00:07:41.000 --> 00:07:43.000]  因為我不是孤單一個人
[00:07:43.000 --> 00:07:46.000]  心裡也有平安
[00:07:46.000 --> 00:07:47.000]  感謝主
[00:07:47.000 --> 00:07:49.000]  感謝祢的陪伴
[00:07:49.000 --> 00:07:51.000]  感謝祢的恩慈信實
[00:07:51.000 --> 00:07:53.000]  也感謝祢愛我
[00:07:53.000 --> 00:07:56.000]  願以重贊歸於給我們天實的父親
[00:07:56.000 --> 00:07:58.000]  Amen
[00:08:18.000 --> 00:08:23.000]  謝謝Nelson和Elaine縮短了分享見證
[00:08:23.000 --> 00:08:26.000]  我打算在《抗禮團》再講出版本
[00:08:26.000 --> 00:08:30.000]  我們一起祈禱吧
[00:08:30.000 --> 00:08:32.000]  榮耀天父,我來到你面前
[00:08:32.000 --> 00:08:33.000]  聽到弟兄姊妹
[00:08:33.000 --> 00:08:35.000]  下次看他們寫的見證
[00:08:35.000 --> 00:08:36.000]  雖然很濃縮
[00:08:36.000 --> 00:08:39.000]  但弟兄姊妹在他們的詞彙當中
[00:08:39.000 --> 00:08:42.000]  充分反映了這位真光基督
[00:08:42.000 --> 00:08:44.000]  他們如何降伏在神自己的預備
[00:08:44.000 --> 00:08:45.000]  神自己的洗滌
[00:08:45.000 --> 00:08:48.000]  和神自己的更新裡面
[00:08:48.000 --> 00:08:50.000]  所以神啊,我們今天都願意
[00:08:50.000 --> 00:08:52.000]  在每一年的聖誕佳節裡面
[00:08:52.000 --> 00:08:57.000]  願意聖嬰進駐在我們心裡面的時候
[00:08:57.000 --> 00:09:00.000]  我們被祂的光充散我們的憂暗
