
[00:00:00.000 --> 00:00:04.000]  感謝敬拜隊帶領我們敬拜
[00:00:04.000 --> 00:00:07.000]  很觸動,有一個很好的提醒
[00:00:07.000 --> 00:00:12.000]  告訴我們生命中,安靜是一個很遙遠的字
[00:00:12.000 --> 00:00:16.000]  我認識的大家,已經升上中學
[00:00:16.000 --> 00:00:18.000]  開始有很多繁忙的時間
[00:00:18.000 --> 00:00:24.000]  有時會覺得靜下來,安靜去尋求神是很不容易的
[00:00:24.000 --> 00:00:32.000]  很盼望,原來在這個流程提醒我們,回到神的裏面,來得更加緊要
[00:00:32.000 --> 00:00:35.000]  因為我們可以看得見,我們的倚靠是誰
[00:00:35.000 --> 00:00:39.000]  所以很盼望,我知道大家快要考試了
[00:00:39.000 --> 00:00:44.000]  六月初的時間,大家在裏面都可以學習倚靠神
[00:00:44.000 --> 00:00:50.000]  可能在忙亂,擔憂的裏面,倚靠神,讓你心裏有平安
[00:00:50.000 --> 00:00:53.000]  這些東西,這個世界是給不到我們的
[00:00:53.000 --> 00:00:55.000]  很盼望,大家可以一起去倚靠神
[00:00:55.000 --> 00:00:57.000]  不如我們一起開始有個祈禱
[00:00:57.000 --> 00:01:02.000]  親愛的天父,我們很感謝你帶領我們認識到你
[00:01:02.000 --> 00:01:08.000]  主要是我們去親近你,認識你的聲音,令你更加緊要在我們生命裏
[00:01:08.000 --> 00:01:12.000]  因為正正你的話語是我們腳前的燈,路上的光
[00:01:12.000 --> 00:01:17.000]  你的光照我們,你去帶領我們,以致我們心裏可以有平安和喜樂
[00:01:17.000 --> 00:01:20.000]  主一求你帶領我們,讓我們看得見你更加多
[00:01:20.000 --> 00:01:23.000]  奉主耶穌基督的名義祈求,阿門
[00:01:23.000 --> 00:01:29.000]  2016年的時候,有兩個作者,Ted Clark和Ronnie Martin
[00:01:29.000 --> 00:01:33.000]  寫了一本書,叫做Bright Silla of Christ
[00:01:33.000 --> 00:01:34.000]  是什麼意思呢?
[00:01:34.000 --> 00:01:39.000]  Bright其實是指新娘,就是基督的新娘
[00:01:39.000 --> 00:01:42.000]  聖經裏面形容基督的新娘是教會
[00:01:42.000 --> 00:01:46.000]  因為教會和基督結連,就好像結婚的樣式
[00:01:46.000 --> 00:01:49.000]  所以就說基督的新娘子
[00:01:49.000 --> 00:01:53.000]  但基督的新娘子形容得有點負面
[00:01:53.000 --> 00:01:56.000]  他們形容她好像哥斯拉一樣
[00:01:56.000 --> 00:01:58.000]  Bright Silla
[00:01:58.000 --> 00:02:00.000]  哥斯拉,這邊應該按
[00:02:00.000 --> 00:02:05.000]  懸疑氣氛,大家請多一點
[00:02:05.000 --> 00:02:07.000]  可以嗎?
[00:02:07.000 --> 00:02:09.000]  對了,哇,哥斯拉
[00:02:09.000 --> 00:02:10.000]  哥斯拉這樣
[00:02:10.000 --> 00:02:14.000]  很多時候,教會給我們一個憧憬
[00:02:14.000 --> 00:02:16.000]  大家都會期待,教會是怎樣的
[00:02:16.000 --> 00:02:19.000]  哇,一個美好的家,回來就抱頭抱頸
[00:02:19.000 --> 00:02:26.000]  大家一起唱歌,這份情永遠都不變
[00:02:26.000 --> 00:02:28.000]  很開心的樣子
[00:02:28.000 --> 00:02:30.000]  但是不是永遠都是這樣呢?
[00:02:30.000 --> 00:02:33.000]  其實有時候回來教會,都會令我們失望
[00:02:33.000 --> 00:02:36.000]  有時候回到小組,很多時候都吵架
[00:02:36.000 --> 00:02:38.000]  或者很生氣
[00:02:38.000 --> 00:02:42.000]  或者很多時候覺得,為什麼我的組員都不太疼我
[00:02:42.000 --> 00:02:46.000]  或者為什麼好像很多紛爭不和
[00:02:46.000 --> 00:02:49.000]  有時候教會,我們憧憬一個美好的家的感覺
[00:02:49.000 --> 00:02:52.000]  但到最後好像變成了哥斯拉
[00:02:52.000 --> 00:02:55.000]  很兇,有時候會令人卻步
[00:02:55.000 --> 00:02:59.000]  究竟教會裏面,怎樣才可以找到那份平安
[00:02:59.000 --> 00:03:03.000]  怎樣才可以讓弟兄姊妹去融洽相處呢?
[00:03:03.000 --> 00:03:07.000]  很記得,Edith,我太太
[00:03:07.000 --> 00:03:09.000]  她在澳洲回教會的時候
[00:03:09.000 --> 00:03:12.000]  那時候去了一間教會,有八多人
[00:03:12.000 --> 00:03:14.000]  本身都好好的
[00:03:14.000 --> 00:03:17.000]  突然有個執事買了一套鼓回來教會
[00:03:17.000 --> 00:03:20.000]  一買了那套鼓,就開始出事了
[00:03:20.000 --> 00:03:22.000]  就開始大家在吵架
[00:03:22.000 --> 00:03:24.000]  就說不應該用鼓
[00:03:24.000 --> 00:03:27.000]  教會不應該用這麼邪惡的樂器
[00:03:27.000 --> 00:03:29.000]  大大聲聲吵著
[00:03:29.000 --> 00:03:32.000]  結果就開始分了兩派人
[00:03:32.000 --> 00:03:35.000]  一派就是支持有鼓,一派是支持沒有鼓
[00:03:35.000 --> 00:03:37.000]  結果到最後整間教會分裂
[00:03:37.000 --> 00:03:39.000]  有八十人離開教會
[00:03:39.000 --> 00:03:43.000]  剩下的是二十人和那套鼓
[00:03:43.000 --> 00:03:47.000]  很淒慘,很悲涼的一個圖畫
[00:03:47.000 --> 00:03:49.000]  本身好好的一間教會
[00:03:49.000 --> 00:03:53.000]  只是因為一套鼓,就令整間教會分裂
[00:03:53.000 --> 00:03:56.000]  的確,事實上,教會裏面
[00:03:56.000 --> 00:03:58.000]  你仔細想一想,其實很不容易
[00:03:58.000 --> 00:04:00.000]  每一個人都有不同的想法
[00:04:00.000 --> 00:04:04.000]  不同的喜好,不同的信念,不同的喜歡
[00:04:04.000 --> 00:04:07.000]  只是說,完了之後去哪裏吃飯
[00:04:07.000 --> 00:04:09.000]  可能大家都有不同的想法
[00:04:09.000 --> 00:04:12.000]  KFC,麥當勞,或者譚仔
[00:04:12.000 --> 00:04:14.000]  或者可能去家聚,去家聚做甚麼
[00:04:14.000 --> 00:04:16.000]  又吵一頓
[00:04:16.000 --> 00:04:18.000]  每一個人都有不同的想法和信念
