
[00:00:00.000 --> 00:00:04.000]  謝謝敬拜隊帶領我們去敬拜
[00:00:04.000 --> 00:00:09.000]  突然之間今天你坐在一些新的椅子上
[00:00:09.000 --> 00:00:10.000]  我不知道你有什麼感覺
[00:00:10.000 --> 00:00:14.000]  我剛才坐下去的時候覺得背部很堅挺
[00:00:14.000 --> 00:00:20.000]  沒有了以前坐在後面會有種反的感覺
[00:00:20.000 --> 00:00:25.000]  讓我們在過程中更加專心
[00:00:25.000 --> 00:00:29.000]  亦可以讓我們更加精神地聽到感覺
[00:00:29.000 --> 00:00:32.000]  這樣我們也可以一起去敬拜
[00:00:32.000 --> 00:00:35.000]  今天你會見到少了一些人
[00:00:35.000 --> 00:00:37.000]  因為有些弟兄姊妹去了Campbell
[00:00:37.000 --> 00:00:40.000]  所以他們應該兩天後才會回香港
[00:00:40.000 --> 00:00:43.000]  所以你組員如果他現在在Campbell的話
[00:00:43.000 --> 00:00:47.000]  都鼓勵大家問一下他們有什麼為你祈禱
[00:00:47.000 --> 00:00:50.000]  我們都可以守望一下他們
[00:00:50.000 --> 00:00:53.000]  今天和大家分享訊息
[00:00:53.000 --> 00:00:55.000]  很想在開始之前
[00:00:55.000 --> 00:00:56.000]  不如我們有個祈禱
[00:00:56.000 --> 00:00:58.000]  我們進入今天的講道
[00:01:00.000 --> 00:01:02.000]  主願你打開我們的心
[00:01:02.000 --> 00:01:04.000]  讓我們在當中
[00:01:04.000 --> 00:01:07.000]  就好像剛才詩歌所唱
[00:01:07.000 --> 00:01:09.000]  我們的心能夠貼近你的心
[00:01:09.000 --> 00:01:12.000]  我們的眼光能夠專注在你那裡
[00:01:12.000 --> 00:01:14.000]  願你的話語都對我們說話
[00:01:14.000 --> 00:01:17.000]  讓我們在當中都有很多不同的反思
[00:01:17.000 --> 00:01:18.000]  願你引領我們
[00:01:18.000 --> 00:01:19.000]  感謝你
[00:01:19.000 --> 00:01:20.000]  祈禱交托
[00:01:20.000 --> 00:01:21.000]  奉主名求
[00:01:21.000 --> 00:01:22.000]  阿門
[00:01:22.000 --> 00:01:27.000]  今個月大家如果之前有聽過不同的道
[00:01:27.000 --> 00:01:29.000]  上個禮拜Kare都有講過
[00:01:29.000 --> 00:01:31.000]  今個月的主題是
[00:01:31.000 --> 00:01:34.000]  在聖經裡面怎樣去看伏事
[00:01:34.000 --> 00:01:37.000]  話這麼快又來到六月的最後一個禮拜
[00:01:37.000 --> 00:01:41.000]  又是我去守美門和大家分享伏事這件事情
[00:01:41.000 --> 00:01:43.000]  今天和大家分享一個題目叫做
[00:01:43.000 --> 00:01:46.000]  這些機會不是屬於我的
[00:01:46.000 --> 00:01:48.000]  是什麼來的呢
[00:01:48.000 --> 00:01:50.000]  我想適逢大家暑假
[00:01:50.000 --> 00:01:53.000]  很多時候我們都有很多不同的機會
[00:01:53.000 --> 00:01:54.000]  我們參與伏事
[00:01:54.000 --> 00:01:57.000]  可能你又報Camp Corps
[00:01:57.000 --> 00:01:59.000]  可能你又參加短孫
[00:01:59.000 --> 00:02:03.000]  或者你可能又來參加不同的伏事團隊
[00:02:03.000 --> 00:02:05.000]  又有不同的崗位
[00:02:05.000 --> 00:02:10.000]  我不知道大家在填寫報名表的時候
[00:02:10.000 --> 00:02:12.000]  你有沒有發現每一份表格
[00:02:12.000 --> 00:02:13.000]  你去報伏事的時候
[00:02:13.000 --> 00:02:15.000]  通常都有一個共通點
[00:02:15.000 --> 00:02:17.000]  不是叫你寫級
[00:02:17.000 --> 00:02:19.000]  不是叫你寫名的那些共通點
[00:02:19.000 --> 00:02:21.000]  而是大家有沒有發現
[00:02:21.000 --> 00:02:24.000]  那些表格上通常都有一個格子寫著
[00:02:24.000 --> 00:02:27.000]  你有什麼技能
[00:02:27.000 --> 00:02:30.000]  我覺得永遠看這些表格的時候
[00:02:30.000 --> 00:02:33.000]  我都覺得這個部分我最喜歡看的
[00:02:33.000 --> 00:02:36.000]  因為發覺大家的回應都相當有創意
[00:02:36.000 --> 00:02:38.000]  有些人會寫什麼呢
[00:02:38.000 --> 00:02:41.000]  我很記得這次報忘了什麼Camp
[00:02:41.000 --> 00:02:43.000]  有一個人在技能上寫什麼
[00:02:43.000 --> 00:02:46.000]  他說我的技能是賣笑
[00:02:46.000 --> 00:02:51.000]  還要他括弧寫著Claire那種
[00:02:51.000 --> 00:02:52.000]  很特別
[00:02:52.000 --> 00:02:54.000]  我忘了他是誰
[00:02:54.000 --> 00:02:59.000]  有些人就寫他的技能是按PowerPoint
[00:02:59.000 --> 00:03:03.000]  有些人就直接空白了他
[00:03:03.000 --> 00:03:06.000]  沒有寫到
[00:03:06.000 --> 00:03:08.000]  我不知道大家報名的時候
[00:03:08.000 --> 00:03:10.000]  通常面對這個範疇的時候
[00:03:10.000 --> 00:03:13.000]  你的感覺是什麼
[00:03:13.000 --> 00:03:15.000]  有些人會覺得很困難
[00:03:15.000 --> 00:03:16.000]  隨便寫些什麼
[00:03:16.000 --> 00:03:19.000]  有些人就會覺得隨便寫些什麼
[00:03:19.000 --> 00:03:20.000]  到時候面試再問
