
[00:00:00.000 --> 00:00:05.440]  很感恩今早我們能夠一同來到主的面前聚集敬拜祂
[00:00:05.440 --> 00:00:08.840]  不單止我們是一同的敬拜
[00:00:08.840 --> 00:00:13.440]  而主也是深深的認識我們每一個人
[00:00:13.440 --> 00:00:15.780]  他剛才詩歌提醒我們
[00:00:15.780 --> 00:00:20.140]  我們每個人都是祂捍衛自保的
[00:00:20.140 --> 00:00:22.700]  今早
[00:00:22.700 --> 00:00:25.640]  跟大家會去研讀一段經文
[00:00:25.640 --> 00:00:31.240]  教會一直用書卷帶領我們學習
[00:00:31.240 --> 00:00:35.440]  到底一個成熟的屬靈生命是什麼呢?
[00:00:35.440 --> 00:00:38.040]  如果我問大家
[00:00:38.040 --> 00:00:41.740]  你覺得自己最近是不是多了智慧呢?
[00:00:41.740 --> 00:00:43.640]  覺得嗎?
[00:00:43.640 --> 00:00:47.840]  一定會說「是的,我多了智慧」
[00:00:47.840 --> 00:00:49.040]  為什麼呢?
[00:00:49.040 --> 00:00:51.840]  現在每個人都有一個幫手
[00:00:51.840 --> 00:00:54.040]  就是人工智能
[00:00:54.040 --> 00:00:55.840]  這是AI
[00:00:55.840 --> 00:00:58.640]  人工智能
[00:00:58.640 --> 00:01:01.240]  AI可以幫你做什麼呢?
[00:01:01.240 --> 00:01:05.640]  譬如
[00:01:05.640 --> 00:01:08.040]  做你的智能助手
[00:01:08.040 --> 00:01:12.840]  好像聽聞今次十號風球來之前
[00:01:12.840 --> 00:01:16.140]  有些人都嘗試用AI來猜測
[00:01:16.140 --> 00:01:18.740]  他們的路線會怎麼走呢?
[00:01:18.740 --> 00:01:21.640]  什麼時候會襲擊到香港呢?
[00:01:22.240 --> 00:01:24.840]  又或者簡單地日常生活
[00:01:24.840 --> 00:01:27.140]  我想從荔枝角去沙頭角
[00:01:27.140 --> 00:01:28.440]  怎麼去呢?
[00:01:28.440 --> 00:01:30.840]  AI都可以幫你找一條最好的路
[00:01:30.840 --> 00:01:34.840]  有些人家居設備裡面
[00:01:34.840 --> 00:01:37.640]  都有人工智能的幫助
[00:01:37.640 --> 00:01:40.440]  譬如說你想找一個節目
[00:01:40.440 --> 00:01:41.840]  在電視機裡面
[00:01:41.840 --> 00:01:45.240]  或者找一些音樂在手機裡面
[00:01:45.240 --> 00:01:46.840]  還有
[00:01:46.840 --> 00:01:49.840]  我也聽過很多弟兄姊妹
[00:01:50.240 --> 00:01:53.240]  如果要預備查經資料
[00:01:53.240 --> 00:01:57.440]  是不是都會找AI幫忙呢?
[00:01:57.440 --> 00:02:01.040]  我記得有一次有位組長跟我分享
[00:02:01.040 --> 00:02:03.240]  他準備了查經資料
[00:02:03.240 --> 00:02:04.840]  但後來他想
[00:02:04.840 --> 00:02:05.540]  咦?
[00:02:05.540 --> 00:02:07.640]  可不可以做一些圖像
[00:02:07.640 --> 00:02:09.840]  用一個PowerPoint給弟兄姊妹看一下
[00:02:09.840 --> 00:02:12.040]  經文裡面的一些背景
[00:02:12.040 --> 00:02:13.640]  一些象徵物呢?
[00:02:13.640 --> 00:02:16.840]  權上就要花很多時間
[00:02:16.840 --> 00:02:18.640]  但現在很簡單
[00:02:18.640 --> 00:02:21.240]  一句話問一下AI幫忙
[00:02:21.240 --> 00:02:22.640]  啜一聲
[00:02:22.640 --> 00:02:24.440]  很多東西就出來了
[00:02:24.440 --> 00:02:25.840]  他讓我看一下
[00:02:25.840 --> 00:02:28.040]  真的挺令人驚訝的
[00:02:28.040 --> 00:02:29.640]  是非常好的
[00:02:29.640 --> 00:02:32.640]  當然對很多父母來說
[00:02:32.640 --> 00:02:34.840]  你知不知道現在AI
[00:02:34.840 --> 00:02:37.840]  都可以做你心蚊仔的補習老師
[00:02:37.840 --> 00:02:40.040]  是啊
[00:02:40.040 --> 00:02:41.440]  我聽到有人說
[00:02:41.440 --> 00:02:43.840]  還有如果你說放假
[00:02:43.840 --> 00:02:45.240]  以前我們做父母
[00:02:45.240 --> 00:02:46.640]  第一件事是什麼呢?
[00:02:46.640 --> 00:02:48.240]  放假之前
[00:02:48.440 --> 00:02:50.440]  就去那些書局找一下
[00:02:50.440 --> 00:02:54.240]  暑假的假期作業
[00:02:54.240 --> 00:02:57.640]  這是必備的暑期活動
[00:02:57.640 --> 00:02:59.240]  但現在呢
[00:02:59.240 --> 00:03:00.240]  不用了
[00:03:00.240 --> 00:03:03.040]  AI隨時可以在電腦裡面
[00:03:03.040 --> 00:03:04.240]  幫你做一些
[00:03:04.240 --> 00:03:07.040]  你想要的假期作業
[00:03:07.040 --> 00:03:09.040]  最好就是什麼呢?
[00:03:09.040 --> 00:03:11.040]  他幫你改了
[00:03:11.040 --> 00:03:12.840]  因為很多小父母最慘就是
[00:03:12.840 --> 00:03:14.840]  還要幫小孩子改功課
[00:03:14.840 --> 00:03:16.240]  好了
[00:03:16.240 --> 00:03:17.040]  放假
[00:03:17.040 --> 00:03:18.240]  你想去旅行
[00:03:19.040 --> 00:03:19.840]  現在呢
[00:03:19.840 --> 00:03:23.040]  AI都可以做你的假期旅遊觀問
[00:03:23.040 --> 00:03:24.840]  幫你安排行程
[00:03:24.840 --> 00:03:26.040]  又幫你找
[00:03:26.040 --> 00:03:29.040]  按照家庭成員不同的興趣
[00:03:29.040 --> 00:03:31.840]  推薦你的景點或者娛樂活動
[00:03:31.840 --> 00:03:34.240]  你最開心的是什麼呢?
[00:03:34.240 --> 00:03:36.840]  大家就不可以再埋怨你
[00:03:36.840 --> 00:03:38.440]  行程安排得不好
[00:03:38.440 --> 00:03:41.240]  因為你說AI幫我做的
[00:03:41.240 --> 00:03:46.240]  不僅是日常生活裡面的事務
[00:03:46.240 --> 00:03:48.040]  更加重要的是什麼呢?
[00:03:48.440 --> 00:03:49.840]  原來AI呢
[00:03:49.840 --> 00:03:54.640]  可以幫你做溝通的諮詢顧問
[00:03:54.640 --> 00:03:57.240]  最近有朋友跟我說
[00:03:57.240 --> 00:03:59.040]  他得罪了一個人
[00:03:59.040 --> 00:04:01.840]  想跟他寫一封道歉信
[00:04:01.840 --> 00:04:03.640]  通常呢
[00:04:03.640 --> 00:04:06.240]  讚人的信就很容易寫
[00:04:06.240 --> 00:04:08.640]  道歉信就很難
[00:04:08.640 --> 00:04:10.440]  於是他就想到
[00:04:10.440 --> 00:04:11.840]  AI幫幫忙
[00:04:11.840 --> 00:04:13.240]  我問他
[00:04:13.240 --> 00:04:15.440]  那你怎麼叫AI幫你呢?
[00:04:15.440 --> 00:04:17.040]  他說很簡單
[00:04:17.440 --> 00:04:18.640]  我跟AI說
[00:04:18.640 --> 00:04:20.840]  你幫我寫一封道歉信
[00:04:20.840 --> 00:04:21.440]  就要
[00:04:21.440 --> 00:04:24.240]  情詞兼備的
[00:04:24.240 --> 00:04:25.640]  不過呢
[00:04:25.640 --> 00:04:27.840]  就要加一些溫柔的口吻
[00:04:27.840 --> 00:04:30.240]  你想要什麼都可以
[00:04:30.240 --> 00:04:34.440]  但是AI是不是全部都是幫手呢?
[00:04:34.440 --> 00:04:37.240]  如果大家有留意
[00:04:37.240 --> 00:04:39.640]  其實政府的宣傳片都很多
[00:04:39.640 --> 00:04:42.640]  AI的詐騙手法
[00:04:42.640 --> 00:04:44.640]  也都令人很擔心的
[00:04:44.640 --> 00:04:47.240]  可能當你家裡的電話響
[00:04:47.240 --> 00:04:48.840]  或者你手機電話響的時候
[00:04:48.840 --> 00:04:52.040]  你聽到一把熟悉的聲音告訴你
[00:04:52.040 --> 00:04:53.440]  哎呀我又急需
[00:04:53.440 --> 00:04:55.040]  麻煩你匯點錢給我吧
[00:04:55.040 --> 00:04:57.640]  那現在你就要提防了
[00:04:57.640 --> 00:04:59.840]  那把聲音呢
[00:04:59.840 --> 00:05:01.240]  可能是假的
[00:05:01.240 --> 00:05:03.040]  不是你的親友來的
[00:05:03.040 --> 00:05:06.040]  又或者有人給你一條片看一下
[00:05:06.040 --> 00:05:06.640]  你看一下
[00:05:06.640 --> 00:05:07.840]  這個名人呢
[00:05:07.840 --> 00:05:10.440]  就推薦一些投資方案
[00:05:10.440 --> 00:05:11.840]  好像很不錯
[00:05:11.840 --> 00:05:14.840]  那你同樣又要fact check一下
[00:05:14.840 --> 00:05:16.440]  看一下是不是真的
[00:05:16.640 --> 00:05:20.040]  因為那個影片裡面那個所謂的名人呢
[00:05:20.040 --> 00:05:23.040]  其實可能是製造出來的假象
[00:05:23.040 --> 00:05:26.640]  那當然更加可怕的就是假若
[00:05:26.640 --> 00:05:29.640]  有一天你收到一些新聞的信息
[00:05:29.640 --> 00:05:32.040]  說有些什麼災難發生呢
[00:05:32.040 --> 00:05:35.240]  原來現在都不要隨便亂信
[00:05:35.240 --> 00:05:36.240]  因為呢
[00:05:36.240 --> 00:05:37.240]  AI呢
[00:05:37.240 --> 00:05:38.640]  同樣可以被人
[00:05:38.640 --> 00:05:40.040]  被一些歹徒呢
[00:05:40.040 --> 00:05:43.640]  去製造一些假的災難的新聞暴露給你
[00:05:45.040 --> 00:05:46.840]  那當然也有很多人說
[00:05:46.840 --> 00:05:48.640]  用了多AI呢
[00:05:48.640 --> 00:05:50.240]  有一個很大的危險是什麼呢
[00:05:50.240 --> 00:05:50.840]  知道嗎
[00:05:50.840 --> 00:05:53.840]  你會變得越來越蠢了
[00:05:53.840 --> 00:05:55.440]  是不是
[00:05:55.440 --> 00:05:57.440]  有人說頭
[00:05:57.440 --> 00:06:00.440]  因為經常靠AI這樣
[00:06:00.440 --> 00:06:03.040]  讓我的腦袋開始長壽
[00:06:03.040 --> 00:06:03.640]  是不是
[00:06:03.640 --> 00:06:05.840]  那同時有些人覺得
[00:06:05.840 --> 00:06:06.440]  哎呀
[00:06:06.440 --> 00:06:07.240]  AI呢
[00:06:07.240 --> 00:06:09.640]  就可能搶了我的工作
[00:06:09.640 --> 00:06:11.440]  今早我看新聞呢
[00:06:11.440 --> 00:06:13.640]  聽到一個美國的很大的公司
[00:06:13.640 --> 00:06:14.840]  就要裁員
[00:06:15.240 --> 00:06:16.240]  就因為為什麼呢
[00:06:16.240 --> 00:06:17.640]  因為有些員工呢
[00:06:17.640 --> 00:06:18.840]  就適應不了
[00:06:18.840 --> 00:06:21.840]  怎麼用AI在他們的工作上面
[00:06:21.840 --> 00:06:26.440]  當然面對生活的困難和需要呢
