
[00:00:00.000 --> 00:00:06.760]  問問大家,你們有誰會有延遲症?
[00:00:06.760 --> 00:00:09.360]  想拖延的呢?
[00:00:09.360 --> 00:00:10.080]  有沒有?
[00:00:10.080 --> 00:00:11.080]  都有吧?
[00:00:11.080 --> 00:00:16.320]  對了,通常你在什麼事情上會拖延呢?
[00:00:16.320 --> 00:00:19.280]  所有事情,是吧?
[00:00:19.280 --> 00:00:20.280]  哦,真是的
[00:00:20.280 --> 00:00:24.440]  我呢,慶幸我不是一個會延遲的人
[00:00:24.440 --> 00:00:29.320]  在工作上,延遲不是我去面對壓力的一件事
[00:00:29.320 --> 00:00:32.880]  慶幸我工作上不是一個會延遲的人
[00:00:32.880 --> 00:00:35.520]  不過,我有一個很奇怪的習慣
[00:00:35.520 --> 00:00:38.960]  就是我會延遲出門去試新事物
[00:00:38.960 --> 00:00:43.000]  因為我本身是不喜歡試新事物的
[00:00:43.000 --> 00:00:45.560]  我知道試新事物是好事
[00:00:45.560 --> 00:00:47.880]  但是我不喜歡試新事物
[00:00:47.880 --> 00:00:49.680]  所以對我來說
[00:00:49.680 --> 00:00:53.680]  出門試新事物是沒有動力去做的
[00:00:53.680 --> 00:00:58.920]  所以我很難很有動力去試新事物
[00:00:58.920 --> 00:01:01.160]  另外,我太喜歡我家了
[00:01:01.160 --> 00:01:03.920]  因為我家實在太舒服了
[00:01:03.920 --> 00:01:11.400]  但我又很想去很多不同的咖啡店試試
[00:01:11.400 --> 00:01:14.280]  去享受咖啡,去看書
[00:01:14.280 --> 00:01:16.800]  可惜我不喜歡試新事物
[00:01:16.800 --> 00:01:17.920]  但我又想試新事物
[00:01:17.920 --> 00:01:19.560]  所以很矛盾
[00:01:19.560 --> 00:01:25.240]  我在OpenRise上標註了很多咖啡店
[00:01:25.240 --> 00:01:27.120]  我是想去的
[00:01:27.120 --> 00:01:30.400]  但我發覺到我真的想去的時候
[00:01:30.400 --> 00:01:33.120]  其實很多都已經結業了
[00:01:33.120 --> 00:01:36.200]  我不知道是因為我實在太慢
[00:01:36.200 --> 00:01:40.680]  還是香港結業潮實在太快了
[00:01:40.680 --> 00:01:43.600]  聽聞香港人有一個習慣
[00:01:43.600 --> 00:01:48.440]  就是不結業也不會排隊去光顧
[00:01:48.440 --> 00:01:53.360]  我家街尾有一間咖啡店是我很心繫的
[00:01:53.360 --> 00:01:58.120]  我和幾個比較要好的朋友才去的
[00:01:58.120 --> 00:01:59.880]  是我們的秘密地方
[00:01:59.880 --> 00:02:03.320]  可惜去年結業了
[00:02:03.320 --> 00:02:06.520]  對我來說,我真的失落了一段時間
[00:02:06.520 --> 00:02:10.200]  很後悔為什麼我不去多一點
[00:02:10.200 --> 00:02:13.080]  我真的失落了一段時間
[00:02:13.080 --> 00:02:16.040]  每次很想去的時候
[00:02:16.040 --> 00:02:18.280]  也不去的時候
[00:02:18.280 --> 00:02:19.880]  總有原因的
[00:02:19.880 --> 00:02:21.480]  總有藉口
[00:02:21.480 --> 00:02:24.960]  每次想去,不去都有原因
[00:02:24.960 --> 00:02:27.920]  而原因背後其實就是覺得
[00:02:27.920 --> 00:02:31.320]  還有時間,還有下一次
[00:02:31.320 --> 00:02:33.200]  在我家街尾而已
[00:02:33.200 --> 00:02:35.520]  走去三分鐘,是不是?
[00:02:35.520 --> 00:02:37.680]  直到再沒有下一次
[00:02:37.680 --> 00:02:40.440]  就後悔莫及
[00:02:40.440 --> 00:02:45.160]  我不知道你通常在什麼事情上拖延
[00:02:45.160 --> 00:02:50.680]  也不知道你有沒有試過因為拖延而後悔莫及
[00:02:50.680 --> 00:02:54.000]  今天我們會認識一群拖延的人
[00:02:54.000 --> 00:02:58.880]  同樣地,他們也覺得還不是時候去做一些事情
[00:02:58.880 --> 00:03:01.640]  他們為了什麼?他們有什麼要做
[00:03:01.640 --> 00:03:03.520]  但又覺得還不是時候
[00:03:03.520 --> 00:03:08.840]  上帝對於他們的拖延又有什麼想法呢?
[00:03:08.840 --> 00:03:09.880]  在座的你
[00:03:09.880 --> 00:03:11.680]  近日有沒有一些事情
[00:03:11.680 --> 00:03:13.760]  你知道你是需要做
[00:03:13.760 --> 00:03:17.320]  但是你一直在拖延呢?
[00:03:17.320 --> 00:03:19.320]  為什麼你會拖延呢?
[00:03:19.320 --> 00:03:24.160]  你覺得上帝對你這個拖延又有什麼想法呢?
[00:03:24.160 --> 00:03:27.880]  今天我們會認識一群拖延的猶太人
[00:03:27.880 --> 00:03:30.920]  經文來自哈該書
[00:03:30.920 --> 00:03:32.920]  進入經文哈該書之前
[00:03:32.920 --> 00:03:36.760]  我們要認識一下哈該書的背景
[00:03:36.760 --> 00:03:40.320]  以上帝的子民本身只有一個國家
[00:03:40.320 --> 00:03:43.080]  後來分開成為兩個國家
[00:03:43.080 --> 00:03:44.920]  在上面的就是以色列國
[00:03:44.920 --> 00:03:47.080]  下面的就是猶大國
[00:03:47.080 --> 00:03:51.840]  北國首先被亞述國侵略了
[00:03:51.840 --> 00:03:53.840]  因為亞述的政策
[00:03:53.840 --> 00:03:56.320]  他的國策就是將他統治的人
[00:03:56.320 --> 00:03:58.680]  將他們分散到不同的地方
[00:03:58.680 --> 00:04:01.760]  所以當時的北國就全散了
[00:04:01.760 --> 00:04:05.800]  不過接著巴比倫就將亞述侵佔了
[00:04:05.800 --> 00:04:09.440]  又侵佔了猶大國
[00:04:09.440 --> 00:04:11.880]  他們的國策就是將部分的猶太人
[00:04:11.880 --> 00:04:13.160]  特別是精英
[00:04:13.160 --> 00:04:14.960]  擄去巴比倫
[00:04:14.960 --> 00:04:17.440]  所以有些人就留在耶路撒冷
[00:04:17.440 --> 00:04:19.160]  有些人就去了巴比倫
[00:04:19.160 --> 00:04:22.760]  而巴比倫侵略猶太人的時候
[00:04:22.760 --> 00:04:24.760]  他們就拆毀了聖殿
[00:04:24.760 --> 00:04:27.960]  不過接著就是波斯興起
[00:04:27.960 --> 00:04:30.520]  就將巴比倫打敗了
[00:04:30.520 --> 00:04:32.720]  波斯的國策又不同了
[00:04:32.720 --> 00:04:34.320]  他就是將他統治的人
[00:04:34.320 --> 00:04:37.040]  容許他們回到自己的地方
[00:04:37.040 --> 00:04:40.000]  所以在猶太人被擄去巴比倫
[00:04:40.000 --> 00:04:43.480]  大概50年之後左右
[00:04:43.480 --> 00:04:49.000]  波斯王就能夠讓他們回到耶路撒冷
[00:04:49.000 --> 00:04:53.280]  也可以讓他們興起他們的聖殿
[00:04:53.280 --> 00:04:57.080]  部分的猶太人就由巴比倫回到耶路撒冷
[00:04:57.080 --> 00:04:58.160]  兩年之後
[00:04:58.160 --> 00:05:03.480]  一個人叫做索羅巴伯就開始重建聖殿了
[00:05:03.480 --> 00:05:05.680]  不過重建了兩年之後
[00:05:05.680 --> 00:05:06.880]  又停了工
[00:05:06.880 --> 00:05:09.680]  因為周邊的人就阻攔他們
[00:05:09.680 --> 00:05:13.040]  不讓他們繼續興建聖殿
[00:05:13.040 --> 00:05:15.480]  直到今天的經文尾
[00:05:15.480 --> 00:05:20.080]  他們才重啟重建聖殿的工程
[00:05:20.080 --> 00:05:23.680]  當時他們已經是回到耶路撒冷
