
[00:00:00.000 --> 00:00:01.000]  特別的呢?
[00:00:01.000 --> 00:00:02.000]  我覺得自己
[00:00:02.000 --> 00:00:05.200]  剛才主席說今天是一個很特別的晚上
[00:00:05.200 --> 00:00:07.000]  我剛才坐在那裡也覺得很特別
[00:00:07.000 --> 00:00:08.600]  因為正正經經告訴你
[00:00:08.600 --> 00:00:10.600]  其實麥克風這麼大聲也不能靜下來
[00:00:10.600 --> 00:00:11.800]  不過我想告訴你
[00:00:11.800 --> 00:00:15.400]  原來主席的兒子應該兩歲左右吧
[00:00:15.400 --> 00:00:18.200]  而且也一起坐在那裡敬拜
[00:00:18.200 --> 00:00:19.400]  我覺得很感動的是
[00:00:19.400 --> 00:00:21.800]  剛才在祈禱裡面
[00:00:21.800 --> 00:00:23.000]  在之前的祈禱
[00:00:23.000 --> 00:00:26.000]  知道主席和太太一起來出敬拜隊
[00:00:26.000 --> 00:00:28.800]  其實也是帶著兒子一起來
[00:00:28.800 --> 00:00:31.800]  我覺得他們真的是一家人一起去服侍我們
[00:00:31.800 --> 00:00:33.800]  看到兒子在旁邊這樣愁
[00:00:33.800 --> 00:00:34.800]  有一點點愁
[00:00:34.800 --> 00:00:35.800]  爸爸啊
[00:00:35.800 --> 00:00:37.400]  他們之後一起去敬拜
[00:00:37.400 --> 00:00:39.400]  我覺得是一個很感動的事
[00:00:39.400 --> 00:00:41.400]  我想家裡有小朋友
[00:00:41.400 --> 00:00:44.400]  一個也是要繼續照顧的
[00:00:44.400 --> 00:00:46.400]  但是仍然願意出來侍奉
[00:00:46.400 --> 00:00:48.000]  我覺得是很值得我們尊敬的
[00:00:48.000 --> 00:00:49.400]  所以多謝主席
[00:00:49.400 --> 00:00:51.200]  多謝主席的一家人
[00:00:51.200 --> 00:00:52.200]  敬拜隊
[00:00:52.200 --> 00:00:56.400]  甚至多謝侍奉團隊為我們所預備所服侍的
[00:00:56.400 --> 00:00:59.400]  今天進入講道的時間
[00:00:59.400 --> 00:01:03.000]  我今天要講的講題叫《風浪下的信靠》
[00:01:03.000 --> 00:01:06.400]  裡面講的故事主要看一個人物
[00:01:06.400 --> 00:01:07.400]  他叫彼得
[00:01:07.400 --> 00:01:09.200]  說起彼得的時候
[00:01:09.200 --> 00:01:11.400]  如果你稍微認識福音書
[00:01:11.400 --> 00:01:14.000]  你應該大概知道他是誰了
[00:01:14.000 --> 00:01:15.400]  他是《十二門徒之一》
[00:01:15.400 --> 00:01:18.400]  他是我們叫《十二門徒之首》
[00:01:18.400 --> 00:01:19.400]  他是誰呢
[00:01:19.400 --> 00:01:20.400]  他是那個
[00:01:20.400 --> 00:01:22.400]  大概講一下故事題
[00:01:22.400 --> 00:01:24.400]  他那個被主呼召的時候
[00:01:24.400 --> 00:01:26.400]  你開到水深裡面吧
[00:01:26.400 --> 00:01:28.400]  然後一看一大堆魚
[00:01:28.400 --> 00:01:29.400]  見到神跡之後
[00:01:29.400 --> 00:01:32.400]  他跪在那裡又要悔改
[00:01:32.400 --> 00:01:34.400]  又要跟從耶穌
[00:01:34.400 --> 00:01:35.400]  他又是誰呢
[00:01:35.400 --> 00:01:38.400]  他上山看到耶穌
[00:01:38.400 --> 00:01:39.400]  看到摩西爾利亞的時候
[00:01:39.400 --> 00:01:41.400]  嘩 瘋瘋癲癲的
[00:01:41.400 --> 00:01:44.400]  我要在這裡再這裡真好
[00:01:44.400 --> 00:01:46.400]  他又是誰呢
[00:01:46.400 --> 00:01:47.400]  他是那個耶穌說
[00:01:47.400 --> 00:01:49.400]  我快要死了 上十字架
[00:01:49.400 --> 00:01:51.400]  然後他說不要啊
[00:01:51.400 --> 00:01:52.400]  耶穌指著他
[00:01:52.400 --> 00:01:53.400]  推我後面去吧
[00:01:53.400 --> 00:01:54.400]  又是被人罵的那個
[00:01:54.400 --> 00:01:55.400]  衝出來的那個
[00:01:55.400 --> 00:01:56.400]  他又是誰呢
[00:01:56.400 --> 00:01:57.400]  更出名的就是
[00:01:57.400 --> 00:02:01.400]  他是那個明明今晚就說完話
[00:02:01.400 --> 00:02:03.400]  我死了也不會不認你的
[00:02:03.400 --> 00:02:05.400]  然後早上三次不認主
[00:02:05.400 --> 00:02:08.400]  然後又多幾個早上的時候
[00:02:08.400 --> 00:02:10.400]  又三次被主挽回
[00:02:10.400 --> 00:02:13.400]  成為教會領袖的那個
[00:02:13.400 --> 00:02:16.400]  當你想起這件事的時候
[00:02:16.400 --> 00:02:17.400]  你大概記得
[00:02:17.400 --> 00:02:20.400]  有個印象彼得是一個什麼人
[00:02:20.400 --> 00:02:23.400]  他是一個很衝動的人
[00:02:23.400 --> 00:02:26.400]  他好像說話不是很經大腦
[00:02:26.400 --> 00:02:28.400]  喂喂喂喂
[00:02:28.400 --> 00:02:30.400]  他一有事就衝出來
[00:02:30.400 --> 00:02:32.400]  其實沒有事他就衝出來
[00:02:32.400 --> 00:02:34.400]  但又不是很能幫忙
[00:02:34.400 --> 00:02:35.400]  說話奇奇怪怪
[00:02:35.400 --> 00:02:37.400]  不過從正面去看的時候
[00:02:37.400 --> 00:02:39.400]  他確是一個很熱情
[00:02:39.400 --> 00:02:40.400]  很主動
[00:02:40.400 --> 00:02:44.400]  很認真要回應神的一個人
[00:02:44.400 --> 00:02:46.400]  今天我們也會看一個故事
[00:02:46.400 --> 00:02:47.400]  也是有彼得在裡面
[00:02:47.400 --> 00:02:49.400]  也是一個大家很熟悉的故事
[00:02:49.400 --> 00:02:52.400]  那個叫輕功水上飄
[00:02:52.400 --> 00:02:54.400]  就是耶穌在水上行的故事
[00:02:54.400 --> 00:02:56.400]  經文是《馬太福音》
[00:02:56.400 --> 00:02:58.400]  14章22至32節
[00:02:58.400 --> 00:03:00.400]  邀請你一起去讀
[00:03:00.400 --> 00:03:02.400]  我們1 2 3
[00:03:02.400 --> 00:03:04.400]  耶穌隨即
[00:03:04.400 --> 00:03:33.400]  (廣東話)
[00:03:33.400 --> 00:03:58.400]  (廣東話)
[00:03:58.400 --> 00:04:26.400]  (廣東話)
[00:04:26.400 --> 00:04:30.400]  (廣東話)
[00:04:30.400 --> 00:04:32.400]  讓我們一起祈禱
[00:04:32.400 --> 00:04:34.400]  讓我們去到你面前
[00:04:34.400 --> 00:04:35.400]  去領受你的說話
[00:04:35.400 --> 00:04:38.400]  領受你對我們所分享的道
[00:04:38.400 --> 00:04:40.400]  聖靈就在我們同在
[00:04:40.400 --> 00:04:42.400]  幫助我們明白
[00:04:42.400 --> 00:04:44.400]  並且願意去行你的道
[00:04:44.400 --> 00:04:45.400]  我們禱告奉主耶穌
[00:04:45.400 --> 00:04:46.400]  都不致祈求
[00:04:46.400 --> 00:04:48.400]  今天會有兩個分題
[00:04:48.400 --> 00:04:49.400]  第一個分題叫
[00:04:49.400 --> 00:04:51.400]  敢於認證得答案
[00:04:51.400 --> 00:04:54.400]  經文會在22至28節
[00:04:54.400 --> 00:04:56.400]  先看22至23節
[00:04:56.400 --> 00:04:58.400]  22節這裡說
[00:04:58.400 --> 00:05:03.400]  耶穌即催門徒上船
[00:05:03.400 --> 00:05:07.400]  催這個字原文有一個意思
[00:05:07.400 --> 00:05:09.400]  我不懂得讀
[00:05:09.400 --> 00:05:11.400]  意思是強迫
[00:05:11.400 --> 00:05:13.400]  勉強的意思
[00:05:13.400 --> 00:05:15.400]  即是說這裡一開始的時候
[00:05:15.400 --> 00:05:17.400]  耶穌就勉強
[00:05:17.400 --> 00:05:19.400]  強迫門徒上船
[00:05:19.400 --> 00:05:21.400]  為什麼要迫呢
[00:05:21.400 --> 00:05:23.400]  迫的原因很簡單
[00:05:23.400 --> 00:05:25.400]  因為門徒不自願上去
[00:05:25.400 --> 00:05:27.400]  所以就要迫
[00:05:27.400 --> 00:05:30.400]  為什麼門徒不想上去呢
[00:05:30.400 --> 00:05:33.400]  原來這個晚上是一個什麼晚上呢
[00:05:33.400 --> 00:05:39.400]  是剛剛發生完五餅二魚事件的晚上
[00:05:39.400 --> 00:05:41.400]  五餅二魚事件
[00:05:41.400 --> 00:05:43.400]  為什麼門徒不想走呢
[00:05:43.400 --> 00:05:45.400]  試想一下一件事
[00:05:45.400 --> 00:05:46.400]  如果你在場
[00:05:46.400 --> 00:05:49.400]  剛剛就發生過山頭野嶺
[00:05:49.400 --> 00:05:51.400]  剛剛就發生了五個餅
[00:05:51.400 --> 00:05:53.400]  五個餅 兩條魚
[00:05:53.400 --> 00:05:55.400]  餵飽在場 撕下撕下
[00:05:55.400 --> 00:05:58.400]  餵飽在場五千多個男人
[00:05:58.400 --> 00:06:01.400]  再加上不知道有多少個女士
[00:06:01.400 --> 00:06:04.400]  還要吃到大家肚子大的時候
[00:06:04.400 --> 00:06:08.400]  還有剩下12個男子的食物
[00:06:08.400 --> 00:06:10.400]  那一刻的狀況就是
[00:06:10.400 --> 00:06:12.400]  無論是門徒還是群眾
[00:06:12.400 --> 00:06:16.400]  都沉醉在神跡奇幻的氣氛裡
[00:06:16.400 --> 00:06:17.400]  我想問的是
[00:06:17.400 --> 00:06:18.400]  在這個氣氛裡
[00:06:18.400 --> 00:06:21.400]  其實人們對耶穌會有什麼幻想
[00:06:21.400 --> 00:06:23.400]  有什麼想像呢
[00:06:23.400 --> 00:06:25.400]  試試拉近一點
[00:06:25.400 --> 00:06:27.400]  又讓你進入一個想像
[00:06:27.400 --> 00:06:30.400]  試試想像你是一個足球員
[00:06:30.400 --> 00:06:31.400]  都是強的那一類
[00:06:31.400 --> 00:06:33.400]  看你們身形都是強的那一類
[00:06:33.400 --> 00:06:37.400]  這個足球員剛剛就加盟了國家隊
[00:06:37.400 --> 00:06:39.400]  第一場比賽
[00:06:39.400 --> 00:06:42.400]  你是世界盃初賽
[00:06:42.400 --> 00:06:45.400]  一踏進去的時候
[00:06:45.400 --> 00:06:46.400]  你真棒
[00:06:46.400 --> 00:06:49.400]  突然間前鋒神乎其技
[00:06:49.400 --> 00:06:52.400]  一場足球是踢90分鐘的
[00:06:52.400 --> 00:06:55.400]  這個神乎其技的前鋒
[00:06:55.400 --> 00:06:57.400]  一碰到球
[00:06:57.400 --> 00:06:58.400]  入了
[00:06:58.400 --> 00:06:59.400]  一開球
[00:06:59.400 --> 00:07:00.400]  入了
[00:07:00.400 --> 00:07:01.400]  入了
[00:07:01.400 --> 00:07:03.400]  90分鐘裡
[00:07:03.400 --> 00:07:06.400]  總數是5400比0
[00:07:06.400 --> 00:07:08.400]  完場的時候
[00:07:08.400 --> 00:07:09.400]  大家驚嘆
[00:07:09.400 --> 00:07:11.400]  對著這個球神
[00:07:11.400 --> 00:07:12.400]  球王
[00:07:12.400 --> 00:07:15.400]  足球之神都在我身旁
[00:07:15.400 --> 00:07:16.400]  真棒
[00:07:16.400 --> 00:07:18.400]  帶領我們國家衝出去
[00:07:18.400 --> 00:07:19.400]  拿下世界盃
[00:07:19.400 --> 00:07:21.400]  就算有宇宙盃
[00:07:21.400 --> 00:07:22.400]  打外星人都不怕
[00:07:22.400 --> 00:07:24.400]  國家隊有希望
[00:07:24.400 --> 00:07:26.400]  大概大家就是這樣的狀況
[00:07:26.400 --> 00:07:27.400]  不過記住
[00:07:27.400 --> 00:07:29.400]  這一刻你是足球員
[00:07:29.400 --> 00:07:31.400]  你是他的隊友
[00:07:31.400 --> 00:07:33.400]  你也有份量場踢
[00:07:33.400 --> 00:07:34.400]  我想問
[00:07:34.400 --> 00:07:38.400]  你會不會陶醉在這個勝利的場面裡
[00:07:38.400 --> 00:07:39.400]  當然會
[00:07:39.400 --> 00:07:40.400]  心想
[00:07:40.400 --> 00:07:42.400]  拍到一個好碼頭
[00:07:42.400 --> 00:07:44.400]  動都不用動
[00:07:44.400 --> 00:07:46.400]  他一定會帶領我
[00:07:46.400 --> 00:07:47.400]  你差不多想起來
[00:07:47.400 --> 00:07:49.400]  那個大力神杯
[00:07:49.400 --> 00:07:50.400]  在這裡親一口
[00:07:50.400 --> 00:07:51.400]  坐在花車上
[00:07:51.400 --> 00:07:53.400]  全部人都在慶祝
[00:07:53.400 --> 00:07:54.400]  他焦點
[00:07:54.400 --> 00:07:56.400]  但我在旁邊也爽
[00:07:56.400 --> 00:07:58.400]  大概是一個這樣的場面
[00:07:58.400 --> 00:08:01.400]  回到五餅二魚的現場
[00:08:01.400 --> 00:08:03.400]  現場的情況
[00:08:03.400 --> 00:08:05.400]  確實是這樣的
[00:08:05.400 --> 00:08:07.400]  約翰福音書裡
[00:08:07.400 --> 00:08:10.400]  記載五餅二魚事件的時候的經文
[00:08:10.400 --> 00:08:13.400]  導出了這一群眾人的聲音
[00:08:13.400 --> 00:08:14.400]  那裡說
[00:08:14.400 --> 00:08:19.400]  耶穌既然知道眾人要來強迫祂做王
[00:08:19.400 --> 00:08:22.400]  祂就獨自退到山上
[00:08:22.400 --> 00:08:24.400]  當時的群眾在想
[00:08:24.400 --> 00:08:26.400]  哇 耶穌你這麼厲害
[00:08:26.400 --> 00:08:27.400]  不如你做我們的王吧
[00:08:27.400 --> 00:08:28.400]  要不要交稅
[00:08:28.400 --> 00:08:29.400]  他變餅了
[00:08:29.400 --> 00:08:30.400]  交稅來做什麼
[00:08:30.400 --> 00:08:31.400]  把餅賣掉
[00:08:31.400 --> 00:08:32.400]  他更多錢
[00:08:32.400 --> 00:08:34.400]  吃飽的群眾
[00:08:34.400 --> 00:08:36.400]  當然會想耶穌來做他的王
[00:08:36.400 --> 00:08:39.400]  而有份傳這些餅和魚的門徒
[00:08:39.400 --> 00:08:41.400]  應該同樣會這樣想
