
[00:00:00.000 --> 00:00:04.000]  好開心的見到大家,我是Marcus
[00:00:04.000 --> 00:00:08.000]  今天我們的經文是《仕途行轉》第15章
[00:00:08.000 --> 00:00:12.000]  第1至2節,如果你有時間的話可以打開
[00:00:12.000 --> 00:00:16.000]  或者有Apps都可以打開
[00:00:16.000 --> 00:00:24.000]  好,如果準備好的話,可不可以幫我讀這兩節的經文
[00:00:24.000 --> 00:00:30.000]  1、2、3,請
[00:00:52.000 --> 00:00:54.000]  好,我們開始先有個祈禱
[00:00:54.000 --> 00:00:58.000]  山下主,我們感謝你,我們今天可以在舊會裡面見拜你
[00:00:58.000 --> 00:01:01.000]  希望你可以祝福我們以下的時間
[00:01:01.000 --> 00:01:05.000]  我們知道我們何時會為你去Fight
[00:01:05.000 --> 00:01:08.000]  何時會為你去Sacrifice,去犧牲
[00:01:08.000 --> 00:01:12.000]  祝福我們以下的時間,奉主耶穌基督的命祈求
[00:01:12.000 --> 00:01:17.000]  我們今天的經文是《仕途行轉》第15章
[00:01:17.000 --> 00:01:22.000]  這章節在整卷書裡面是非常重要的章節
[00:01:22.000 --> 00:01:27.000]  裡面有一個叫做耶路撒冷的會議
[00:01:27.000 --> 00:01:31.000]  Jerusalem Council,他們在耶路撒冷有一個討論
[00:01:31.000 --> 00:01:34.000]  討論一個很重要的神學議題
[00:01:34.000 --> 00:01:37.000]  在這個會議裡面有兩個不同的Party
[00:01:37.000 --> 00:01:41.000]  他們最後得到的結果
[00:01:41.000 --> 00:01:45.000]  他們做的決定將會影響到第一世紀
[00:01:45.000 --> 00:01:49.000]  以及之後所有基督徒怎樣去傳福音
[00:01:49.000 --> 00:01:55.000]  這個決定會影響到全部人怎樣去傳福音這個風範
[00:01:55.000 --> 00:01:59.000]  所以《仕途行轉》第15章是非常重要的
[00:01:59.000 --> 00:02:03.000]  我們今天的經文是保羅
[00:02:03.000 --> 00:02:08.000]  他完成了他第一次宣教之後所發生的事情
[00:02:08.000 --> 00:02:12.000]  有一次保羅在一個地方叫做安提亞
[00:02:12.000 --> 00:02:16.000]  在距離耶路撒冷大概一個月的時間
[00:02:16.000 --> 00:02:19.000]  行路一個月的時間的地區叫做安提亞
[00:02:19.000 --> 00:02:23.000]  他在這個地區跟他的好朋友,好大軒叫做巴拿巴
[00:02:23.000 --> 00:02:27.000]  遇到一班從猶太地區來的一班教師
[00:02:27.000 --> 00:02:30.000]  教東地的基督徒
[00:02:30.000 --> 00:02:36.000]  跟他們說如果你沒有受割禮就不可以得到救恩
[00:02:36.000 --> 00:02:40.000]  下一章
[00:02:40.000 --> 00:02:45.000]  他跟他們說如果你們沒有接受摩沙的規條
[00:02:45.000 --> 00:02:47.000]  就不可以得救
[00:02:47.000 --> 00:02:50.000]  當保羅和巴拿巴聽到這件事的時候
[00:02:50.000 --> 00:02:52.000]  他們就覺得很驚喜
[00:02:52.000 --> 00:02:57.000]  因為這件事的救度跟他們的信仰是有衝突的
[00:02:57.000 --> 00:03:00.000]  所以保羅和巴拿巴聽到這件事之後
[00:03:00.000 --> 00:03:04.000]  他們就決定要跟這班教師跟他們談一談
[00:03:04.000 --> 00:03:06.000]  跟他們討論一下神學的議題
[00:03:06.000 --> 00:03:10.000]  所以保羅和巴拿巴就跟他們談了很長時間
[00:03:10.000 --> 00:03:13.000]  不斷地談,談到最後
[00:03:13.000 --> 00:03:17.000]  這班教師都信服於保羅和巴拿巴的救度之後
[00:03:17.000 --> 00:03:21.000]  他們就結束了這次的討論
[00:03:21.000 --> 00:03:26.000]  這班教師就信服保羅和巴拿巴的救度
[00:03:26.000 --> 00:03:29.000]  當這件事件結束之後
[00:03:29.000 --> 00:03:32.000]  東地的基督徒,東地的教會就覺得
[00:03:32.000 --> 00:03:34.000]  可能有些不對
[00:03:34.000 --> 00:03:40.000]  他們推論這班有太人的教師
[00:03:40.000 --> 00:03:44.000]  可能是從耶路撒冷被差派過來
[00:03:44.000 --> 00:03:48.000]  教這班本地的基督徒這個神學
[00:03:48.000 --> 00:03:51.000]  他們特意過來教維繃人
[00:03:51.000 --> 00:03:55.000]  他們需要經過這個國禮才可以得教
[00:03:55.000 --> 00:03:57.000]  所以他們就開始談
[00:03:57.000 --> 00:04:00.000]  覺得這個事情是很嚴重
[00:04:00.000 --> 00:04:05.000]  所以決定東地教會就差派保羅和巴拿巴
[00:04:05.000 --> 00:04:07.000]  上去到耶路撒冷
[00:04:07.000 --> 00:04:10.000]  跟那裡的教會,跟那裡的領袖
[00:04:10.000 --> 00:04:14.000]  跟他們談一下這個很重要的議題
[00:04:14.000 --> 00:04:16.000]  到底維繃人,到底我們
[00:04:16.000 --> 00:04:21.000]  需要不需要接受國禮才可以得到救恩
[00:04:21.000 --> 00:04:25.000]  他們知道如果他們要上去耶路撒冷
[00:04:25.000 --> 00:04:27.000]  是一個很挑戰的事情
[00:04:27.000 --> 00:04:32.000]  因為他們將會跟那班有很好的訓練的
[00:04:32.000 --> 00:04:35.000]  有太人跟他們聊天,跟他們討論
[00:04:35.000 --> 00:04:39.000]  甚至乎將會有衝突
[00:04:39.000 --> 00:04:42.000]  這個會議一定會有很大的張力
[00:04:42.000 --> 00:04:43.000]  很大的挑戰
[00:04:43.000 --> 00:04:48.000]  肯定比之前跟那班導師
[00:04:48.000 --> 00:04:51.000]  跟他們聊天張力還要大
[00:04:51.000 --> 00:04:52.000]  挑戰更加大
[00:04:52.000 --> 00:04:55.000]  所以他們想了很久,祈禱,祈禱
[00:04:55.000 --> 00:04:57.000]  後來他們做了一個決心
[00:04:57.000 --> 00:04:59.000]  他們要去耶路撒冷
[00:04:59.000 --> 00:05:04.000]  他們要去跟這班耶路撒冷的有太人
[00:05:04.000 --> 00:05:07.000]  去談這個聖學議題
[00:05:07.000 --> 00:05:09.000]  大英姐妹,我想問你
[00:05:09.000 --> 00:05:11.000]  如果今天你是保羅,你是巴拿巴
[00:05:11.000 --> 00:05:14.000]  你願不願意接受這個挑戰
[00:05:14.000 --> 00:05:16.000]  接受這個任務去耶路撒冷
[00:05:16.000 --> 00:05:22.000]  去跟那班聖經的教師,去跟他們談呢?
[00:05:22.000 --> 00:05:27.000]  換句話說,你願不願意當你見到一些不適合神學的事情
[00:05:27.000 --> 00:05:30.000]  不適合基督教的事情,你願不願意去談呢?
[00:05:30.000 --> 00:05:33.000]  或者你生活上,如果遇到不好的事情
[00:05:33.000 --> 00:05:36.000]  你願不願意為了耶穌基督,為了舊會
[00:05:36.000 --> 00:05:39.000]  去對抗,去打這場仗呢?
[00:05:39.000 --> 00:05:41.000]  你願不願意呢?
[00:05:41.000 --> 00:05:42.000]  在我們華人的文化裏面
[00:05:42.000 --> 00:05:45.000]  其實我們是不喜歡有人學的衝突
[00:05:45.000 --> 00:05:49.000]  我們相信有關係就沒有關係
[00:05:49.000 --> 00:05:51.000]  沒有關係就有關係
[00:05:51.000 --> 00:05:55.000]  我們希望我們可以跟身邊的好朋友
[00:05:55.000 --> 00:06:00.000]  跟我們身邊的任何人都可以保持著一個好的關係
[00:06:00.000 --> 00:06:01.000]  一個好關係
[00:06:01.000 --> 00:06:03.000]  因為有關係就沒有關係
[00:06:03.000 --> 00:06:05.000]  沒有關係就真的有關係
[00:06:05.000 --> 00:06:07.000]  這個是我們相信的
[00:06:07.000 --> 00:06:09.000]  OK?
