
[00:00:00.000 --> 00:00:02.000]  (觀眾)
[00:00:02.000 --> 00:00:04.000]  Hello 大英姊妹
[00:00:04.000 --> 00:00:06.000]  不知道你…
[00:00:06.000 --> 00:00:11.000]  剛才阿君帶我們唱詩歌去敬拜主的時候
[00:00:11.000 --> 00:00:14.000]  你不知道你有什麼體會
[00:00:14.000 --> 00:00:18.000]  我剛才唱詩的時候有一種體會想跟大家分享
[00:00:18.000 --> 00:00:21.000]  就是好像你剛才在敬拜的過程中
[00:00:21.000 --> 00:00:24.000]  好像我拿著一個杯子
[00:00:24.000 --> 00:00:28.000]  可能只有很少水或者是刺的
[00:00:28.000 --> 00:00:31.000]  但是上帝透過詩歌提醒我
[00:00:31.000 --> 00:00:37.000]  原來他的活水、他的愛就是這樣慢慢倒進去
[00:00:37.000 --> 00:00:40.000]  我覺得這個很特別的過程
[00:00:40.000 --> 00:00:42.000]  特別是我們現在沒有實體聚會
[00:00:42.000 --> 00:00:45.000]  或者大家和有些頂尖會談過的時候
[00:00:45.000 --> 00:00:51.000]  發現大家最近靈命都是有些淹淹一色或者差一點
[00:00:51.000 --> 00:00:56.000]  透過這些每一個星期我們回來去敬拜上帝的時候
[00:00:56.000 --> 00:01:01.000]  就好像原來那些水再一次倒進我們的杯子裡
[00:01:01.000 --> 00:01:04.000]  以致我們能夠再回去上帝那裡
[00:01:04.000 --> 00:01:07.000]  經歷下個星期的困難和挑戰
[00:01:07.000 --> 00:01:12.000]  所以鼓勵大家繼續去保持我們的敬拜
[00:01:12.000 --> 00:01:14.000]  保持我們的崇拜
[00:01:14.000 --> 00:01:17.000]  我們一起保持我們的小組
[00:01:17.000 --> 00:01:19.000]  怎麼會想到保持這個字
[00:01:19.000 --> 00:01:21.000]  貼著你的小組
[00:01:21.000 --> 00:01:22.000]  在這個過程中
[00:01:22.000 --> 00:01:28.000]  我們一起盼望有一天我們真的能夠實體再次相見
[00:01:28.000 --> 00:01:30.000]  進入今天的講道
[00:01:30.000 --> 00:01:32.000]  今天的分享題目很特別
[00:01:32.000 --> 00:01:34.000]  就是給掙扎的牧羊
[00:01:34.000 --> 00:01:39.000]  相信大家知道這個月的主題都是牧羊
[00:01:39.000 --> 00:01:42.000]  在青少報六個主題之一
[00:01:42.000 --> 00:01:47.000]  不過很想在這裡先破除一些大家對牧羊的迷思
[00:01:47.000 --> 00:01:50.000]  因為和一些頂尖會談過的時候
[00:01:50.000 --> 00:01:55.000]  發現牧羊這個主題好像很遠
[00:01:55.000 --> 00:01:57.000]  我們會問一問
[00:01:57.000 --> 00:02:02.000]  究竟牧羊這兩個字是不是真的天那麼高呢
[00:02:02.000 --> 00:02:04.000]  不不不 弟兄姊妹
[00:02:04.000 --> 00:02:06.000]  很簡單 你試想像一下
[00:02:06.000 --> 00:02:10.000]  如果一個小組要說一起去彼此同行
[00:02:10.000 --> 00:02:12.000]  要說一起彼此相愛
[00:02:12.000 --> 00:02:14.000]  一起說彼此提醒
[00:02:14.000 --> 00:02:16.000]  彼此鼓勵 彼此代求的時候
[00:02:16.000 --> 00:02:19.000]  其實要說承擔別人的生命
[00:02:19.000 --> 00:02:21.000]  這就是大家正在做的事
[00:02:21.000 --> 00:02:25.000]  這就是彼此牧羊的方法
[00:02:25.000 --> 00:02:27.000]  其實牧羊
[00:02:27.000 --> 00:02:30.000]  如果大家有聽上個禮拜Astah說
[00:02:30.000 --> 00:02:33.000]  牧羊是基於愛和關係的
[00:02:33.000 --> 00:02:37.000]  上個禮拜Astah他用約翰一書去說
[00:02:37.000 --> 00:02:39.000]  牧羊裏面愛的重要性
[00:02:39.000 --> 00:02:42.000]  他說到我們要藉著去認識神的愛
[00:02:42.000 --> 00:02:44.000]  然後我們要去行動
[00:02:44.000 --> 00:02:45.000]  要去實踐愛
[00:02:45.000 --> 00:02:48.000]  要為他者的緣故去付出
[00:02:48.000 --> 00:02:51.000]  不過當我們知道了之後
[00:02:51.000 --> 00:02:53.000]  下一步可能我們會問的問題就是
[00:02:53.000 --> 00:02:54.000]  當我們下到場
[00:02:54.000 --> 00:02:56.000]  要去打這場球
[00:02:56.000 --> 00:02:58.000]  我們會面對的就是
[00:02:58.000 --> 00:03:02.000]  有時好像為什麼我們所想像的
[00:03:02.000 --> 00:03:06.000]  和現實的東西好像有點不同呢
[00:03:06.000 --> 00:03:07.000]  舉個例子
[00:03:07.000 --> 00:03:09.000]  如果你是道師組長
[00:03:09.000 --> 00:03:12.000]  可能一開始做這個post的時候
[00:03:12.000 --> 00:03:14.000]  你會有雄心壯志 滿懷心志
[00:03:14.000 --> 00:03:18.000]  很想你的小組分享得好一點 親密一點
[00:03:18.000 --> 00:03:21.000]  又希望小組有些有營養的對話
[00:03:21.000 --> 00:03:23.000]  屬靈氣氛又好一點
[00:03:23.000 --> 00:03:25.000]  又或者你可能是組員
[00:03:25.000 --> 00:03:28.000]  你很想小組的關係真誠一點
[00:03:28.000 --> 00:03:31.000]  很想這些組員大家查經的時候
[00:03:31.000 --> 00:03:32.000]  分享得深入一點
[00:03:32.000 --> 00:03:35.000]  不過當你下到球場的時候
[00:03:35.000 --> 00:03:37.000]  打這場仗 打這場球的時候
[00:03:37.000 --> 00:03:40.000]  發現你會面對很多困難和挑戰
[00:03:40.000 --> 00:03:41.000]  舉個例子
[00:03:41.000 --> 00:03:43.000]  譬如大家現在疫情
[00:03:43.000 --> 00:03:44.000]  問問大家
[00:03:44.000 --> 00:03:45.000]  開zoom的時候
[00:03:45.000 --> 00:03:47.000]  或者開視像小組的時候
[00:03:47.000 --> 00:03:49.000]  可能你會見到組員
[00:03:49.000 --> 00:03:51.000]  頹廢到cam都不開
[00:03:51.000 --> 00:03:53.000]  有些組員無緣無故開小組
[00:03:53.000 --> 00:03:55.000]  又在做功課 multitasking
[00:03:55.000 --> 00:03:58.000]  有些組員更加十問九不應
[00:03:58.000 --> 00:04:01.000]  可能你身處其中一份子的時候
[00:04:01.000 --> 00:04:04.000]  你都會覺得很頹廢不知道怎麼做
[00:04:04.000 --> 00:04:06.000]  當滿腔的熱誠
[00:04:06.000 --> 00:04:09.000]  滿腔的期待和心智
[00:04:09.000 --> 00:04:11.000]  遇上困難和挑戰的時候
[00:04:11.000 --> 00:04:15.000]  我們都會有一種很掙扎的感覺
[00:04:15.000 --> 00:04:18.000]  牧羊同行的路途上面
[00:04:18.000 --> 00:04:21.000]  其實我們都會面對一個又一個的掙扎
[00:04:21.000 --> 00:04:22.000]  不過下到場
[00:04:22.000 --> 00:04:25.000]  我們又如何回應這些掙扎呢
[00:04:25.000 --> 00:04:27.000]  今天很想透過以利亞的經歷
[00:04:27.000 --> 00:04:30.000]  去看看這個先知
[00:04:30.000 --> 00:04:33.000]  就是耶和華呼召他去做以色列人的先知
[00:04:33.000 --> 00:04:35.000]  他都面對一些挑戰和困難
[00:04:35.000 --> 00:04:38.000]  他又如何回應這些掙扎呢
[00:04:38.000 --> 00:04:41.000]  我們今天的經文是《列王記》上的十九章
[00:04:41.000 --> 00:04:42.000]  即是一至十八節
[00:04:42.000 --> 00:04:46.000]  很想邀請Howard幫我們讀這十八節的經文
[00:04:46.000 --> 00:04:49.000]  Howard將以利亞一切所行的和
[00:04:49.000 --> 00:04:54.000]  他用刀殺中先知的事都告訴耶洗別
[00:04:54.000 --> 00:04:57.000]  耶洗別就差遣人去見以利亞
[00:04:57.000 --> 00:04:58.000]  告訴他說
[00:04:58.000 --> 00:05:00.000]  明日若在這時候
[00:05:00.000 --> 00:05:02.000]  我若不使你的性命
[00:05:02.000 --> 00:05:05.000]  像那些人的性命一樣
[00:05:05.000 --> 00:05:08.000]  願神明重重地降乏於我
[00:05:08.000 --> 00:05:11.000]  以利亞見者剛景就起來逃命
[00:05:11.000 --> 00:05:14.000]  到了猶大的別氏吧
[00:05:14.000 --> 00:05:16.000]  將僕人留在那裡
[00:05:16.000 --> 00:05:19.000]  自己在曠野走了一日的路程
[00:05:19.000 --> 00:05:22.000]  來到一火羅騰樹下
[00:05:22.000 --> 00:05:25.000]  就坐在那裡求死說
[00:05:25.000 --> 00:05:27.000]  耶和華罷了
[00:05:27.000 --> 00:05:29.000]  求你取我的性命
[00:05:29.000 --> 00:05:31.000]  因為我不勝於我的列祖
[00:05:31.000 --> 00:05:35.000]  他就躺在羅騰樹下睡著了
[00:05:35.000 --> 00:05:37.000]  有一個天使怕他說
[00:05:37.000 --> 00:05:38.000]  起來吃罷
[00:05:38.000 --> 00:05:40.000]  他觀看
[00:05:40.000 --> 00:05:45.000]  見頭旁有一瓶水與炭火燒的餅
[00:05:45.000 --> 00:05:48.000]  他就吃了喝了仍然躺下
[00:05:48.000 --> 00:05:51.000]  耶和華的使者第二次來怕他說
[00:05:51.000 --> 00:05:53.000]  起來吃罷
[00:05:53.000 --> 00:05:55.000]  因為你當走的路甚遠
[00:05:55.000 --> 00:05:58.000]  他就起來吃了喝了
[00:05:58.000 --> 00:06:01.000]  象著者飲食的力
[00:06:01.000 --> 00:06:03.000]  走了四十宙夜
[00:06:03.000 --> 00:06:06.000]  到了神的山就是河列山
[00:06:06.000 --> 00:06:08.000]  他在那裡進了一個洞
[00:06:08.000 --> 00:06:10.000]  就住在洞中
[00:06:10.000 --> 00:06:12.000]  耶和華的話到他說
[00:06:12.000 --> 00:06:13.000]  以你呀
[00:06:13.000 --> 00:06:15.000]  你在這裡做什麼
[00:06:15.000 --> 00:06:16.000]  他說
[00:06:16.000 --> 00:06:20.000]  那位耶和華萬鈞之神大發熱心
[00:06:20.000 --> 00:06:24.000]  因為以你以色列人背棄了你的藥
[00:06:24.000 --> 00:06:26.000]  毀壞了你的壇
[00:06:26.000 --> 00:06:28.000]  用刀殺了你的先知
[00:06:28.000 --> 00:06:30.000]  只剩下我一個人
