
[00:00:00.000 --> 00:00:03.960]  很感恩今天可以跟大家去傳講神的話語
[00:00:03.960 --> 00:00:07.880]  今天講一個我覺得我很喜歡的人物
[00:00:07.880 --> 00:00:10.180]  就是講俄別爾東的故事
[00:00:10.180 --> 00:00:12.540]  在一個大時代裡面
[00:00:12.540 --> 00:00:16.700]  以色列人在一個很低沉的時代
[00:00:16.700 --> 00:00:19.840]  慢慢慢慢轉入一個光輝的歲月
[00:00:19.840 --> 00:00:23.240]  低沉的時代是士思的時代
[00:00:23.240 --> 00:00:25.240]  士思的時代如果我們讀聖經
[00:00:25.240 --> 00:00:27.040]  士思既是講到以色列人
[00:00:27.040 --> 00:00:29.640]  一代不如一代,一代不如一代
[00:00:29.640 --> 00:00:33.480]  那個屬靈的氣氛越來越陰暗
[00:00:33.480 --> 00:00:35.080]  但是在這個時候
[00:00:35.080 --> 00:00:37.200]  是有蘇羅,當然有薩姆爾
[00:00:37.200 --> 00:00:39.840]  有蘇羅,接著有大衛王
[00:00:39.840 --> 00:00:42.680]  接著迎接光輝的一個歲月
[00:00:42.680 --> 00:00:44.760]  但是在這個大時代裡面
[00:00:44.760 --> 00:00:46.760]  一個大改變裡面
[00:00:46.760 --> 00:00:49.520]  其實有很多不同的需要
[00:00:49.520 --> 00:00:54.480]  今天很想分享一個我們很少去留意的小插曲
[00:00:54.480 --> 00:00:58.280]  但是這個小插曲卻是極之重要
[00:00:58.280 --> 00:01:00.280]  因為它是一個踏腳石
[00:01:00.280 --> 00:01:01.880]  去改變了大衛
[00:01:01.880 --> 00:01:05.000]  以致大衛更加的很決心
[00:01:05.000 --> 00:01:06.400]  知道他要做的事情
[00:01:06.400 --> 00:01:09.120]  以致大衛迎接約桂
[00:01:09.120 --> 00:01:11.600]  去到耶路撒冷,去到大衛城裡面
[00:01:11.600 --> 00:01:14.400]  接著去迎接這個光輝的歲月
[00:01:14.400 --> 00:01:19.080]  所以今天講題是大時代裡面的小人物
[00:01:19.080 --> 00:01:20.280]  講俄別爾東
[00:01:20.280 --> 00:01:22.560]  但是俄別爾東的記載聖經不是很多
[00:01:22.560 --> 00:01:23.760]  待會慢慢跟你講
[00:01:23.760 --> 00:01:25.480]  但是要認識俄別爾東
[00:01:25.480 --> 00:01:27.760]  我們要認識那個大時代
[00:01:27.760 --> 00:01:31.600]  是一個怎樣樣特別的時代呢?
[00:01:31.600 --> 00:01:34.040]  如果我們去讀聖經的時候
[00:01:34.040 --> 00:01:35.040]  你聽我讀吧
[00:01:35.040 --> 00:01:36.360]  也有很多的經文
[00:01:36.360 --> 00:01:41.160]  去到歷代之上第十三章那裡這樣去講
[00:01:41.160 --> 00:01:42.680]  大衛就跟千夫長
[00:01:42.680 --> 00:01:44.200]  大衛已經得國了
[00:01:44.200 --> 00:01:45.840]  大衛已經贏了
[00:01:45.840 --> 00:01:49.080]  蘇來王已經離世
[00:01:49.080 --> 00:01:50.760]  大衛得國的時候
[00:01:50.760 --> 00:01:51.560]  大衛就說
[00:01:51.560 --> 00:01:53.720]  我想跟千夫長、百夫長
[00:01:53.720 --> 00:01:55.600]  就是一切的首領去談
[00:01:55.600 --> 00:01:56.560]  談什麼呢?
[00:01:56.560 --> 00:01:58.280]  他說有一樣事情大衛要做
[00:01:58.280 --> 00:02:00.880]  就是對以色列的傳會眾說
[00:02:00.880 --> 00:02:02.640]  「你們若以為美」
[00:02:02.640 --> 00:02:05.320]  「見這是事出於耶和華我們的神」
[00:02:05.320 --> 00:02:08.800]  「我們就差派人走遍以色列地」
[00:02:08.800 --> 00:02:10.840]  「見我們未來的弟兄」
[00:02:10.840 --> 00:02:15.040]  「又見住在郊野之城的祭司利美人」
[00:02:15.040 --> 00:02:17.000]  「使他們都來」
[00:02:17.000 --> 00:02:18.360]  「這裡來聚集」
[00:02:18.360 --> 00:02:21.760]  「我們要把神的約櫃運到我們這裡來」
[00:02:21.760 --> 00:02:23.440]  「因為在蘇羅的年間」
[00:02:23.440 --> 00:02:26.800]  「我們沒有在約櫃前求問神」
[00:02:26.800 --> 00:02:28.000]  大衛做了一件事
[00:02:28.000 --> 00:02:30.720]  他說很想在全以色列裡面
[00:02:30.720 --> 00:02:33.080]  去招聚一群人回來
[00:02:33.080 --> 00:02:34.120]  那群人是什麼人呢?
[00:02:34.120 --> 00:02:36.440]  原來是祭司和利美人
[00:02:36.440 --> 00:02:37.960]  這個問題你要問的
[00:02:37.960 --> 00:02:42.480]  為什麼要招聚祭司和利美人來到耶路撒冷呢?
[00:02:42.480 --> 00:02:48.120]  為什麼要將神的約櫃搬來大衛城呢?
[00:02:48.120 --> 00:02:49.720]  之前發生什麼事情呢?
[00:02:49.720 --> 00:02:52.400]  之前是事司的年代
[00:02:52.400 --> 00:02:55.560]  事司的年代以色列人敬不敬拜神呢?
[00:02:55.560 --> 00:02:56.600]  不是很敬拜
[00:02:56.600 --> 00:02:58.200]  剛才說的一代不如一代
[00:02:58.200 --> 00:02:59.040]  越來越差
[00:02:59.040 --> 00:03:00.120]  每況越下
[00:03:00.120 --> 00:03:02.280]  在事司的時代
[00:03:02.280 --> 00:03:06.640]  祭司利美人得到的際遇是怎麼樣的呢?
[00:03:06.640 --> 00:03:08.120]  有沒有熟悉呢?
[00:03:08.120 --> 00:03:10.240]  了不了解呢?
[00:03:10.240 --> 00:03:12.400]  利美人有沒有地呢?
[00:03:12.400 --> 00:03:14.000]  有沒有產業呢?
[00:03:14.000 --> 00:03:14.640]  沒有啊
[00:03:14.640 --> 00:03:17.040]  如果以色列人不去敬拜神
[00:03:17.040 --> 00:03:19.400]  如果以色列人不做十一奉獻
[00:03:19.400 --> 00:03:22.800]  那麼利美派的生活是怎麼樣的呢?
[00:03:22.800 --> 00:03:24.160]  就很艱苦了
[00:03:24.160 --> 00:03:26.160]  其實你去讀事司記
[00:03:26.160 --> 00:03:27.000]  你會讀到
[00:03:27.000 --> 00:03:29.680]  利美人和祭司淪落街頭
[00:03:29.680 --> 00:03:33.440]  去到不同的地方去服侍外邦的人
[00:03:33.440 --> 00:03:35.520]  所以大衛去德國的時候
[00:03:35.520 --> 00:03:36.800]  他說不要這樣了
[00:03:36.800 --> 00:03:41.120]  為什麼服侍神的祭司沒有人去理會祂呢?
[00:03:41.120 --> 00:03:41.680]  所以他說
[00:03:41.680 --> 00:03:42.720]  大家若以為美
[00:03:42.720 --> 00:03:45.400]  我們招聚祭司回來
[00:03:45.400 --> 00:03:47.480]  招聚利美人回來
[00:03:47.480 --> 00:03:49.280]  然後還有一件事我們要問
[00:03:49.280 --> 00:03:50.760]  那麼
[00:03:50.760 --> 00:03:52.280]  在那個時候
[00:03:52.280 --> 00:03:52.920]  大衛說
[00:03:52.920 --> 00:03:54.320]  在掃羅的年間
[00:03:54.320 --> 00:03:58.240]  我們沒有在約櫃前求問耶和華神
[00:03:58.240 --> 00:04:00.280]  哇!這是一個很大的指控
[00:04:00.280 --> 00:04:02.400]  掃羅的年間很長的
[00:04:02.400 --> 00:04:03.600]  那麼
[00:04:03.600 --> 00:04:05.520]  發生什麼事情呢?
[00:04:05.520 --> 00:04:09.840]  約櫃在以色列人的信仰裡面重要嗎?
[00:04:09.840 --> 00:04:10.840]  很重要啊
[00:04:10.840 --> 00:04:11.680]  最重要啊
[00:04:11.680 --> 00:04:13.280]  所有的敬拜
[00:04:13.280 --> 00:04:15.000]  所有的求問
[00:04:15.000 --> 00:04:15.480]  是不是?
[00:04:15.480 --> 00:04:17.600]  然後所有的獻祭
[00:04:17.600 --> 00:04:18.880]  所有的節期
[00:04:18.880 --> 00:04:21.000]  原來在掃羅年間
[00:04:21.000 --> 00:04:23.640]  大衛有一個這樣的結論
[00:04:23.640 --> 00:04:27.240]  在掃羅年間我們沒有去約櫃
[00:04:27.240 --> 00:04:30.480]  實際上約櫃有一個漂流的事件
[00:04:30.480 --> 00:04:32.040]  不知道大家有沒有印象
[00:04:32.040 --> 00:04:35.440]  其實就是事司的末年的時候
[00:04:35.440 --> 00:04:37.320]  有一個祭司叫做以利
[00:04:37.320 --> 00:04:38.280]  認識我吧?
[00:04:38.280 --> 00:04:39.920]  撒姆爾記就在說
[00:04:39.920 --> 00:04:42.600]  以利有兩個兒子
[00:04:42.600 --> 00:04:45.000]  那個時候
[00:04:45.000 --> 00:04:48.840]  撒姆爾的媽媽就去哪裡敬拜耶和華神呢?
[00:04:48.840 --> 00:04:50.040]  認識嗎?
[00:04:50.040 --> 00:04:51.440]  沒有錯
[00:04:51.440 --> 00:04:56.200]  撒姆爾的媽媽哈娜和以利加拿就去視羅
[00:04:56.200 --> 00:04:57.600]  來敬拜耶和華神
[00:04:57.600 --> 00:05:00.440]  那個時候約櫃放在哪裡呢?
[00:05:00.440 --> 00:05:01.880]  約櫃就放在視羅
[00:05:01.880 --> 00:05:03.440]  為什麼放在視羅呢?
[00:05:03.440 --> 00:05:05.560]  因為耶和華神命定的
[00:05:05.560 --> 00:05:07.800]  在出埃及進加南的時候就說
[00:05:07.800 --> 00:05:09.680]  約櫃就要放在視羅
[00:05:09.680 --> 00:05:11.840]  因為那個地方是安穩之處
[00:05:11.840 --> 00:05:13.520]  是一個沒有戰役的地方
[00:05:13.520 --> 00:05:15.720]  是一個安息的地方
[00:05:15.720 --> 00:05:17.720]  約櫃是要放在視羅的
[00:05:17.720 --> 00:05:22.120]  所以撒姆爾的媽媽就去視羅
[00:05:22.120 --> 00:05:23.200]  來敬拜神
[00:05:23.200 --> 00:05:25.080]  去禱告求兒子
[00:05:25.080 --> 00:05:26.360]  是吧?
[00:05:26.360 --> 00:05:27.040]  接著發生的事情
[00:05:27.040 --> 00:05:28.560]  你大概有些印象
[00:05:28.560 --> 00:05:30.040]  以色列人打仗
[00:05:30.040 --> 00:05:30.880]  打敗了
[00:05:30.880 --> 00:05:31.440]  輸了
[00:05:31.440 --> 00:05:32.320]  那怎麼辦呢?
[00:05:32.320 --> 00:05:33.640]  以利兩個兒子就說
[00:05:33.640 --> 00:05:34.400]  不如這樣
[00:05:34.400 --> 00:05:38.400]  我們將耶和華神的約櫃抬到哪裡呢?
[00:05:38.400 --> 00:05:40.000]  抬到戰場
[00:05:40.000 --> 00:05:41.640]  和非利士人打仗
[00:05:41.640 --> 00:05:42.200]  哇!
[00:05:42.200 --> 00:05:44.200]  如果你看電影的那些
[00:05:44.200 --> 00:05:46.200]  Marvel 片
[00:05:46.200 --> 00:05:47.600]  用神器去打仗
[00:05:47.600 --> 00:05:49.040]  哇!大家就真的這樣
[00:05:49.040 --> 00:05:50.440]  哇!很害怕啊!
[00:05:50.440 --> 00:05:52.200]  非利士人全軍都害怕
[00:05:52.200 --> 00:05:54.840]  怎樣可以打敗耶和華神的約櫃呢?
[00:05:54.840 --> 00:05:56.040]  大家都有聽過
[00:05:56.040 --> 00:05:57.520]  紅海出埃及
[00:05:57.520 --> 00:05:58.520]  很多的事蹟
[00:05:58.520 --> 00:05:59.760]  哇!這次糟糕了
[00:05:59.760 --> 00:06:02.360]  有神的約櫃在以色列人同在
[00:06:02.360 --> 00:06:03.960]  結果怎麼樣?
[00:06:03.960 --> 00:06:04.920]  結果輸了
[00:06:04.920 --> 00:06:06.080]  竟然是輸了
[00:06:06.080 --> 00:06:07.200]  很有趣的
[00:06:07.200 --> 00:06:09.040]  以利的媳婦
[00:06:09.040 --> 00:06:11.160]  她老公在戰場死了
[00:06:11.160 --> 00:06:12.440]  以利的媳婦就說
[00:06:12.440 --> 00:06:15.440]  耶和華的榮耀離開以色列
[00:06:15.440 --> 00:06:17.000]  是不是呢?
[00:06:17.000 --> 00:06:18.120]  其實不是
[00:06:18.120 --> 00:06:19.400]  耶和華的榮耀
[00:06:19.400 --> 00:06:21.720]  隨著約櫃去到非利士境
[00:06:21.720 --> 00:06:23.720]  然後那個約櫃放在哪裡呢?
[00:06:23.720 --> 00:06:25.280]  放在大骨廟那裡
[00:06:25.280 --> 00:06:27.080]  然後大骨廟就倒塌了
[00:06:27.080 --> 00:06:28.360]  然後那個約櫃
[00:06:28.360 --> 00:06:30.200]  非利士人說這個約櫃很厲害
[00:06:30.200 --> 00:06:31.640]  不簡單
[00:06:31.640 --> 00:06:33.760]  不如去一些更大的城
[00:06:33.760 --> 00:06:35.160]  希望那些更大的神明
[00:06:35.160 --> 00:06:37.360]  來鎮住這個耶和華
[00:06:37.360 --> 00:06:38.160]  結果
[00:06:38.160 --> 00:06:42.040]  約櫃在不同的非利士城鎮裡面
[00:06:42.040 --> 00:06:43.320]  去巡迴
[00:06:43.320 --> 00:06:46.360]  非利士的城鎮都得了很大的災禍
[00:06:46.360 --> 00:06:47.640]  非利士人就說
[00:06:47.640 --> 00:06:48.480]  不要搞了
[00:06:48.480 --> 00:06:50.400]  我們要歸還約櫃
[00:06:50.400 --> 00:06:51.720]  怎麼歸還呢?
[00:06:51.720 --> 00:06:54.120]  試試拿一些牛車
[00:06:54.120 --> 00:06:56.960]  將約櫃放在牛車上
[00:06:56.960 --> 00:06:59.800]  如果牛車會自己回家的話
[00:06:59.800 --> 00:07:01.320]  回以色列地
[00:07:01.320 --> 00:07:04.200]  這樣就證明這個事情
[00:07:04.200 --> 00:07:07.280]  就是神是活神的意思
[00:07:07.280 --> 00:07:09.440]  大家有沒有養過牛?
[00:07:09.440 --> 00:07:10.760]  這個當然是笑話
[00:07:10.760 --> 00:07:12.400]  香港很少人養牛
[00:07:12.400 --> 00:07:13.440]  我小時候
[00:07:13.440 --> 00:07:15.000]  我現在不是很大了
[00:07:15.000 --> 00:07:16.040]  我小時候
[00:07:16.040 --> 00:07:16.800]  真的是笑話
[00:07:16.800 --> 00:07:18.440]  我小時候回大陸
[00:07:18.440 --> 00:07:21.480]  我爸爸的家鄉是耕田的
[00:07:21.480 --> 00:07:24.280]  所以我小時候都有機會看到牛
[00:07:24.280 --> 00:07:26.680]  牛是不是像馬、狗一樣
[00:07:26.680 --> 00:07:28.720]  四處跑來跑去的?
[00:07:28.720 --> 00:07:29.520]  不是的
[00:07:29.520 --> 00:07:31.240]  牛你用腳踢牠
[00:07:31.240 --> 00:07:32.520]  牠都不動的
[00:07:32.520 --> 00:07:33.280]  牠用尾巴
[00:07:33.280 --> 00:07:34.560]  甩來甩去
[00:07:34.560 --> 00:07:35.760]  就在陰涼的地方
[00:07:35.760 --> 00:07:37.440]  就站在那裡
[00:07:37.440 --> 00:07:38.680]  牛是不會動的
[00:07:38.680 --> 00:07:41.040]  牛是不會自己回家的
[00:07:41.040 --> 00:07:43.280]  牛不是柴犬
[00:07:43.280 --> 00:07:44.480]  不適合的
[00:07:44.480 --> 00:07:46.800]  不會的
[00:07:46.800 --> 00:07:48.480]  再講一個笑話給你聽
[00:07:48.480 --> 00:07:50.040]  我以前在香港大學
[00:07:50.040 --> 00:07:51.760]  final year 第三年的時候
[00:07:51.760 --> 00:07:53.160]  我要做實驗的
[00:07:53.160 --> 00:07:55.560]  我們叫 final year project 那些
[00:07:55.560 --> 00:07:57.080]  我讀科學的
[00:07:57.080 --> 00:07:58.120]  我讀什麼呢?
[00:07:58.120 --> 00:07:59.160]  我是讀菇
[00:07:59.160 --> 00:08:00.160]  就是 fungus
[00:08:00.160 --> 00:08:01.400]  就是冬菇那些菇
[00:08:01.400 --> 00:08:03.760]  但我讀哪些菇你知道嗎?
[00:08:03.760 --> 00:08:06.440]  我讀牛屎菇
[00:08:06.440 --> 00:08:07.760]  是啊,我說真的
[00:08:07.760 --> 00:08:10.240]  所以學校的指引就是
[00:08:10.240 --> 00:08:13.280]  我們要找新鮮的嘟嘟
[00:08:13.280 --> 00:08:14.480]  新鮮的
[00:08:14.480 --> 00:08:16.120]  就是說我就是這樣
[00:08:16.120 --> 00:08:17.640]  坐在那裡看著牛
[00:08:17.640 --> 00:08:19.080]  什麼時候有東西給我
[00:08:19.080 --> 00:08:20.320]  因為我一定要新鮮
[00:08:20.320 --> 00:08:21.080]  如果不是的話
[00:08:21.080 --> 00:08:23.400]  空氣過了之後就 contaminated(污染)了
[00:08:23.400 --> 00:08:25.600]  就污染了那個嘟嘟
[00:08:25.600 --> 00:08:27.200]  我要很新鮮的嘟嘟
[00:08:27.200 --> 00:08:29.360]  以至我可以做到實驗
[00:08:29.360 --> 00:08:30.360]  我的實驗是怎樣的呢?
[00:08:30.360 --> 00:08:31.560]  就是看著那個嘟嘟
[00:08:31.560 --> 00:08:32.760]  噴一些水給牠
[00:08:32.760 --> 00:08:34.480]  在沒有菌的地方噴水
