
[00:00:00.000 --> 00:00:04.200]  我們很感謝敬拜隊唱一首很美妙的歌聲
[00:00:04.200 --> 00:00:05.400]  還有一首詩歌
[00:00:05.400 --> 00:00:07.600]  「愛讓我們牽起手來」
[00:00:07.600 --> 00:00:10.200]  我們將榮耀歸案給上人第一題鼓掌
[00:00:10.200 --> 00:00:14.700]  (掌聲)
[00:00:14.700 --> 00:00:17.200]  今天他們選的歌
[00:00:17.200 --> 00:00:20.200]  跟我今天說的題目很接近
[00:00:20.200 --> 00:00:23.700]  因為題目是「我們與愛的距離」
[00:00:23.700 --> 00:00:26.200]  好像台劇名的感覺
[00:00:26.200 --> 00:00:28.800]  希望我們彼此聽完這篇道之後
[00:00:28.800 --> 00:00:30.600]  或者看完神的話語當中
[00:00:30.600 --> 00:00:34.000]  我們都能夠拉近我們彼此愛的距離
[00:00:34.000 --> 00:00:36.600]  和拉近我們與神的愛的距離
[00:00:36.600 --> 00:00:38.000]  在講道之先
[00:00:38.000 --> 00:00:42.000]  我想歡迎第一次來到恩福堂聚會的新朋友
[00:00:42.000 --> 00:00:43.200]  在座當中
[00:00:43.200 --> 00:00:44.200]  哪一位第一次來到的
[00:00:44.200 --> 00:00:46.000]  請你舉手或者站起來
[00:00:46.000 --> 00:00:47.600]  好 這邊有一位 歡迎你
[00:00:47.600 --> 00:00:50.800]  教會有一份禮物會送給你的
[00:00:50.800 --> 00:00:54.400]  當中有介紹教會的內容
[00:00:54.400 --> 00:00:56.600]  和留名的資料
[00:00:56.600 --> 00:00:57.600]  散會之後
[00:00:57.600 --> 00:00:59.800]  可以去到一樓的接待處
[00:00:59.800 --> 00:01:00.800]  有新來賓的
[00:01:00.800 --> 00:01:02.200]  那邊有沒有?
[00:01:02.200 --> 00:01:03.600]  前面有一個
[00:01:03.600 --> 00:01:04.600]  好 收到了
[00:01:04.600 --> 00:01:06.200]  歡迎你
[00:01:06.200 --> 00:01:10.200]  上面有沒有?有沒有遺漏了?
[00:01:10.200 --> 00:01:12.600]  歡迎你來到恩福堂
[00:01:12.600 --> 00:01:14.800]  願意在恩福堂成為你屬靈的家
[00:01:14.800 --> 00:01:16.800]  彼此學習成長
[00:01:16.800 --> 00:01:20.000]  今天我們按照教會的要求
[00:01:20.000 --> 00:01:23.200]  就會講主題的解經
[00:01:23.200 --> 00:01:27.000]  就是《已忽所書》第五章二十一到六章
[00:01:27.000 --> 00:01:28.000]  九節
[00:01:28.000 --> 00:01:29.400]  這段經文
[00:01:29.400 --> 00:01:33.400]  大家經常在婚禮聽過的經文
[00:01:33.400 --> 00:01:36.400]  什麼妻子信服丈夫
[00:01:36.400 --> 00:01:39.000]  丈夫要愛妻子的教導
[00:01:39.000 --> 00:01:41.400]  大家聽過無限多次
[00:01:41.400 --> 00:01:43.600]  加上第二段的經文
[00:01:43.600 --> 00:01:45.800]  就關於父子的教導
[00:01:45.800 --> 00:01:50.200]  或者第三段主人和僕人的教導
[00:01:50.200 --> 00:01:52.200]  三段經文放在一起
[00:01:52.200 --> 00:01:53.800]  我們怎麼處理呢?
[00:01:53.800 --> 00:01:57.600]  我嘗試用一個概念式的處理
[00:01:57.600 --> 00:02:00.600]  總合歸納了這幾個原則
[00:02:00.600 --> 00:02:02.200]  讓大家去明白
[00:02:02.200 --> 00:02:06.400]  我想在這段經文講到這裡
[00:02:06.400 --> 00:02:08.000]  我們讀一讀這段經文
[00:02:08.000 --> 00:02:09.800]  一次過讀完它
[00:02:09.800 --> 00:02:11.000]  很簡單
[00:02:11.000 --> 00:02:12.400]  首先第一版
[00:02:12.400 --> 00:02:16.200]  就是二十一至二十七節
[00:02:16.200 --> 00:02:19.000]  我們請姐妹先讀
[00:02:19.000 --> 00:02:21.000]  因為關於妻子的教導
[00:02:21.000 --> 00:02:22.400]  刻骨銘心一點
[00:02:22.400 --> 00:02:24.800]  第二版關於丈夫的教導
[00:02:24.800 --> 00:02:26.600]  所以第二版弟兄先讀
[00:02:26.600 --> 00:02:28.000]  第三版我讀
[00:02:28.000 --> 00:02:29.800]  第四版一起讀好不好?
[00:02:29.800 --> 00:02:33.200]  大家心領神會神的教導
[00:02:33.200 --> 00:02:34.400]  我們請姐妹先讀
[00:02:34.400 --> 00:02:35.600]  預備起
[00:02:35.600 --> 00:02:38.800]  由當全敬畏基督的心
[00:02:38.800 --> 00:02:40.400]  彼此服侍
[00:02:40.400 --> 00:02:42.400]  領容作妻子的
[00:02:42.400 --> 00:02:44.800]  當信服自己的丈夫
[00:02:44.800 --> 00:02:46.600]  如同信服主
[00:02:46.600 --> 00:02:49.400]  因為丈夫是妻子的頭
[00:02:49.400 --> 00:02:52.000]  如同基督是教會的頭
[00:02:52.000 --> 00:02:55.200]  他又是教會全體的救主
[00:02:55.200 --> 00:02:57.800]  教會怎樣信服基督
[00:02:57.800 --> 00:03:01.800]  妻子也要怎樣信服老屬丈夫
[00:03:01.800 --> 00:03:03.600]  你們作丈夫的
[00:03:03.600 --> 00:03:05.800]  要愛你們的妻子
[00:03:05.800 --> 00:03:08.000]  正如基督愛教會
[00:03:08.000 --> 00:03:10.000]  為教會社稷
[00:03:10.000 --> 00:03:12.000]  要用水積著道
[00:03:12.000 --> 00:03:14.000]  把教會洗淨
[00:03:14.000 --> 00:03:15.600]  成為聖潔
[00:03:15.600 --> 00:03:17.600]  可以獻給自己
[00:03:17.600 --> 00:03:19.800]  作榮耀我們的教會
[00:03:19.800 --> 00:03:21.400]  毫無沾污
[00:03:21.400 --> 00:03:23.400]  皺紋等類的病
[00:03:23.400 --> 00:03:26.600]  乃是聖潔沒有瑕疵的
[00:03:26.600 --> 00:03:27.800]  第二段
[00:03:27.800 --> 00:03:31.600]  丈夫也當照樣愛妻子
[00:03:31.600 --> 00:03:34.200]  如同愛自己的身子
[00:03:34.200 --> 00:03:37.000]  愛妻子便是愛自己了
[00:03:37.000 --> 00:03:40.400]  從來沒有人恨惡自己的身子
[00:03:40.400 --> 00:03:42.600]  總是保養固息
[00:03:42.600 --> 00:03:45.600]  正像基督待教會一樣
[00:03:45.600 --> 00:03:48.800]  因我們是祂身上的肢體
[00:03:48.800 --> 00:03:52.600]  為這個緣故人要離開父母
[00:03:52.600 --> 00:03:54.400]  與妻子連合
[00:03:54.400 --> 00:03:56.400]  以人成為一體
[00:03:56.400 --> 00:03:58.800]  這是極大的奧秘
[00:03:58.800 --> 00:04:02.200]  但我是指著基督和教會說的
[00:04:02.200 --> 00:04:06.000]  然而你們各人都當愛妻子
[00:04:06.000 --> 00:04:08.000]  如同愛自己一樣
[00:04:08.000 --> 00:04:11.800]  丈夫也正當敬重他的丈夫
[00:04:11.800 --> 00:04:14.000]  第三版請聽我讀
[00:04:14.000 --> 00:04:15.800]  你們作兒女的
[00:04:15.800 --> 00:04:18.400]  要在主裡聽從父母
[00:04:18.400 --> 00:04:20.400]  這是理所當然的
[00:04:20.400 --> 00:04:23.000]  要敲敬父母使你得福
[00:04:23.000 --> 00:04:24.800]  在世長壽
[00:04:24.800 --> 00:04:27.600]  這是第一條大英許的誡命
[00:04:27.600 --> 00:04:29.200]  你們作父親的
[00:04:29.200 --> 00:04:31.200]  不要惹兒女的氣
[00:04:31.200 --> 00:04:35.400]  只要照著主的教訓和警戒
[00:04:35.400 --> 00:04:37.200]  育養他們
[00:04:37.200 --> 00:04:38.600]  第四段一起讀好不好
[00:04:38.600 --> 00:04:40.200]  預備一二三
[00:04:40.200 --> 00:04:42.200]  你們作僕人的
[00:04:42.200 --> 00:04:44.200]  要警惕
[00:04:44.200 --> 00:04:45.800]  用誠實的心
[00:04:45.800 --> 00:04:48.400]  聽從你們肉身的主人
[00:04:48.400 --> 00:04:51.000]  好像聽從基督一般
[00:04:51.000 --> 00:04:53.800]  不要只在眼前服從
[00:04:53.800 --> 00:04:55.800]  像是土人喜歡
[00:04:55.800 --> 00:04:58.200]  要像基督的僕人
[00:04:58.200 --> 00:05:01.000]  從心裡盡大神的旨意
[00:05:01.000 --> 00:05:02.600]  凡誠至今
[00:05:02.600 --> 00:05:04.600]  不像真正主
[00:05:04.600 --> 00:05:06.200]  不像服侍人
[00:05:06.200 --> 00:05:09.400]  僅為各一個人所行的善事
[00:05:09.400 --> 00:05:12.800]  不論是為了利益
[00:05:12.800 --> 00:05:16.600]  都必按著得主的上次
[00:05:16.600 --> 00:05:18.600]  你們作主人的
[00:05:18.600 --> 00:05:20.800]  待僕人也是一例
[00:05:20.800 --> 00:05:22.800]  不要威嚇他們
[00:05:22.800 --> 00:05:25.400]  因為知道他們和你們
[00:05:25.400 --> 00:05:28.200]  有同一位主在天上
[00:05:28.200 --> 00:05:30.400]  他並不偏待人
[00:05:30.400 --> 00:05:31.400]  好聖經獨筆
[00:05:31.400 --> 00:05:33.400]  我們低頭有個禱告
[00:05:33.400 --> 00:05:35.800]  沒有恩典
[00:05:35.800 --> 00:05:37.600]  沒有慈愛天父
[00:05:37.600 --> 00:05:40.000]  你人世間設立秩序
[00:05:40.000 --> 00:05:42.600]  你人世間設立智慧
[00:05:42.600 --> 00:05:45.000]  你人世間設立愛
[00:05:45.000 --> 00:05:48.800]  讓我們透過上帝給我們的種種教導
[00:05:48.800 --> 00:05:51.600]  甚至生命的提醒
[00:05:51.600 --> 00:05:53.000]  心裡的言論
[00:05:53.000 --> 00:05:57.600]  讓我們能夠服在上帝的秩序和愛當中
[00:05:57.600 --> 00:05:59.200]  故此我們祈求上帝
[00:05:59.200 --> 00:06:01.000]  你給我們有屬靈的智慧
[00:06:01.000 --> 00:06:03.000]  屬天靈的感動
[00:06:03.000 --> 00:06:04.600]  去明白你的心意
[00:06:04.600 --> 00:06:06.200]  我們讀你的話語
[00:06:06.200 --> 00:06:07.800]  叫得怎樣行出來
[00:06:07.800 --> 00:06:10.200]  我們的禱告奉耶穌名求
[00:06:10.200 --> 00:06:11.200]  阿門
[00:06:12.400 --> 00:06:15.600]  我不知道你們有沒有遇到這樣的情景
[00:06:15.600 --> 00:06:17.600]  我想老公經常遇到
[00:06:17.600 --> 00:06:19.600]  老婆就會問老公
[00:06:19.600 --> 00:06:22.600]  老公電腦壞了
[00:06:22.600 --> 00:06:24.000]  我就會問
[00:06:24.000 --> 00:06:26.200]  你之前做過什麼
[00:06:26.200 --> 00:06:27.000]  不知道
[00:06:27.000 --> 00:06:28.600]  它無緣無故壞的
[00:06:28.600 --> 00:06:29.600]  是不是
[00:06:29.600 --> 00:06:31.200]  或者手機
[00:06:31.200 --> 00:06:33.200]  手機不運作
[00:06:33.200 --> 00:06:34.800]  你之前按過什麼按鈕
[00:06:34.800 --> 00:06:35.400]  不知道
[00:06:35.400 --> 00:06:37.400]  無緣無故壞的
[00:06:37.400 --> 00:06:40.800]  通常我們處理這個方法只有三招
[00:06:40.800 --> 00:06:41.400]  第一
[00:06:41.400 --> 00:06:42.600]  Reboot
[00:06:42.600 --> 00:06:43.200]  第二
[00:06:43.200 --> 00:06:44.400]  清除記憶
[00:06:44.400 --> 00:06:45.000]  第三
[00:06:45.000 --> 00:06:46.600]  關機再開
[00:06:46.600 --> 00:06:48.800]  其實三樣只有一樣東西
[00:06:48.800 --> 00:06:50.800]  就是開過手機
[00:06:50.800 --> 00:06:53.600]  在《以弗所書》
[00:06:53.600 --> 00:06:56.400]  它也好像我老婆的情景一樣
[00:06:56.400 --> 00:06:59.400]  它說到我們人世間很多事情很不運作
[00:06:59.400 --> 00:07:02.600]  甚至我們人世間的關係很輕
[00:07:02.600 --> 00:07:05.200]  我們彼此過去那一套
[00:07:05.200 --> 00:07:08.400]  搞到我們大家活在地獄一樣
[00:07:08.400 --> 00:07:11.600]  於是《以弗所書》的一到三章就說
[00:07:11.600 --> 00:07:14.000]  我們因為基督的緣故
[00:07:14.000 --> 00:07:16.200]  我們人生不再一樣
[00:07:16.200 --> 00:07:18.600]  以前那套東西是垃圾的
[00:07:18.600 --> 00:07:20.200]  但是耶穌介入之後
[00:07:20.200 --> 00:07:22.600]  我們活出一個新的
[00:07:22.600 --> 00:07:24.600]  豐富的人生
[00:07:24.600 --> 00:07:26.400]  然後後三章
[00:07:26.400 --> 00:07:29.000]  第四五六章就叫做
[00:07:29.000 --> 00:07:30.400]  畫公仔畫出腸
[00:07:30.400 --> 00:07:31.000]  就說
[00:07:31.000 --> 00:07:32.800]  你如何因為基督的緣故
[00:07:32.800 --> 00:07:36.000]  我們每一個關係重新Reboot過
[00:07:36.000 --> 00:07:39.600]  去到《以弗所書》的第五章到第六章
[00:07:39.600 --> 00:07:43.600]  就會Reboot我們人生的三個關係
[00:07:43.600 --> 00:07:47.000]  這個關係就是我們的夫婦關係
[00:07:47.000 --> 00:07:50.400]  我們父母兒女的關係
[00:07:50.400 --> 00:07:52.400]  甚至我們
[00:07:52.400 --> 00:07:53.400]  甚至
[00:07:53.400 --> 00:07:55.200]  它那時候是主人僕人
[00:07:55.200 --> 00:07:58.200]  我們現在沒有奴隸制度
[00:07:58.200 --> 00:08:00.800]  雖然大家好像做到奴隸一樣
[00:08:00.800 --> 00:08:02.200]  但是我們也可以說
[00:08:02.200 --> 00:08:04.000]  博士與下屬的關係
[00:08:04.000 --> 00:08:06.000]  簡單一點明白
[00:08:06.000 --> 00:08:07.000]  代入法
[00:08:07.000 --> 00:08:10.000]  當我們Reboot了人生的時候
[00:08:10.000 --> 00:08:12.000]  我們關係不再一樣
[00:08:12.000 --> 00:08:16.200]  至於關於五章二十一節到三十三節
[00:08:16.200 --> 00:08:19.800]  那裡說到夫妻的關係的時候
[00:08:19.800 --> 00:08:22.000]  去劈頭第一句就說
