
[00:00:00.000 --> 00:00:04.080]  我們小時候有上學,也有上很多不同的學科
[00:00:04.080 --> 00:00:05.200]  有多少人還記得
[00:00:05.200 --> 00:00:08.000]  Psi和cosi哪條邊除哪條邊?
[00:00:08.000 --> 00:00:09.880]  有多少人記得?
[00:00:09.880 --> 00:00:12.360]  我今早有很多人記得,舉手來看看
[00:00:12.360 --> 00:00:15.840]  這麼多女生記得,真的很厲害
[00:00:15.840 --> 00:00:18.920]  我已經完全不記得哪條邊除哪條邊
[00:00:18.920 --> 00:00:20.720]  我們小時候讀過很多學科
[00:00:20.720 --> 00:00:23.440]  譬如健康教育、free camp拜、中史
[00:00:23.440 --> 00:00:25.720]  讀完之後,考完之後就可以沒事
[00:00:25.720 --> 00:00:27.400]  可以馬上不記得
[00:00:27.400 --> 00:00:31.160]  考完那一科之後,盡快忘記考另一科
[00:00:31.160 --> 00:00:36.040]  甚至去到大學,我們讀哲學、經濟、物理、數學
[00:00:36.040 --> 00:00:39.440]  大部分考的時候都是考我們腦子裡記得多少
[00:00:39.440 --> 00:00:44.720]  就不會問你會不會有按著這些讀書的方法走出來
[00:00:44.720 --> 00:00:46.240]  很少這樣問你
[00:00:46.240 --> 00:00:48.720]  總之你記得多少就給多少分,ABCDE
[00:00:48.720 --> 00:00:52.160]  沒有說你讀完哲學,按著哲學做多少出來給分
[00:00:52.160 --> 00:00:55.920]  但信仰生活有些像我讀的科,我讀社工的
[00:00:55.920 --> 00:00:57.920]  要實習,是不是有點像
[00:00:57.920 --> 00:00:59.320]  或者讀醫科也是要實習
[00:00:59.320 --> 00:01:01.760]  你猜想,去到醫院醫生跟你說
[00:01:01.760 --> 00:01:04.560]  我讀完六年醫的,不過我沒有實習過
[00:01:04.560 --> 00:01:06.360]  不過今天跟你做手術吧
[00:01:06.360 --> 00:01:08.280]  那你就可能很害怕
[00:01:08.280 --> 00:01:11.400]  但即使是這些要實習的學科
[00:01:11.400 --> 00:01:15.560]  其實都不會問到我們生命上每個細節的生活
[00:01:15.560 --> 00:01:18.000]  是不是按著這些學科的原則去生活
[00:01:18.000 --> 00:01:21.760]  但是能夠走出來的力量是巨大的
[00:01:21.760 --> 00:01:25.160]  我最近在看戈爾巴喬夫的自傳
[00:01:25.160 --> 00:01:27.160]  原來1917年的俄國革命
[00:01:27.160 --> 00:01:30.000]  是把他學到的東西完全運用出來
[00:01:30.000 --> 00:01:32.560]  令到整個世界有一個很大的改變
[00:01:32.560 --> 00:01:34.960]  行出來的力量是巨大的
[00:01:34.960 --> 00:01:38.640]  甚至行動是定義一個群體,甚至一個個人
[00:01:38.640 --> 00:01:41.360]  不是你認識多少,而是你的行動
[00:01:41.360 --> 00:01:43.280]  所以在今年,因福的裏面
[00:01:43.280 --> 00:01:46.440]  我們有窮盡一生在我們的壽苦節晚會
[00:01:46.440 --> 00:01:49.720]  在裏面講我們對整個世界的關懷
[00:01:49.720 --> 00:01:51.840]  我們在崇拜周刊裏面
[00:01:51.840 --> 00:01:54.360]  你見到我們的Logo是一個四向的箭咀
[00:01:54.360 --> 00:01:56.200]  我們期望用行動回應時代
[00:01:56.200 --> 00:01:58.760]  在日後我們再一次跟社區連結
[00:01:58.760 --> 00:02:01.760]  我們今天也是用亞國書
[00:02:01.760 --> 00:02:04.040]  藉著亞國書去捲港行動的書
[00:02:04.040 --> 00:02:09.200]  三合一去建議我們成為一個用行動去回應的一個群體
[00:02:09.200 --> 00:02:11.440]  早前,你也知道我夠不夠上大陸
[00:02:11.440 --> 00:02:14.120]  早前上大陸見到一個很大的遊戲空間
[00:02:14.120 --> 00:02:16.520]  叫做玩密室逃脫
[00:02:16.520 --> 00:02:18.520]  我想問有多少人玩過這些遊戲?
[00:02:18.520 --> 00:02:20.160]  密室逃脫
[00:02:20.160 --> 00:02:21.840]  早堂也有,你也有少一點
[00:02:21.840 --> 00:02:24.000]  有些年輕的玩過
[00:02:24.000 --> 00:02:26.520]  原來上網查一查,什麼叫密室逃脫?
[00:02:26.520 --> 00:02:27.520]  原來一個很大的空間
[00:02:27.520 --> 00:02:29.560]  在裏面有很多不同的房間
[00:02:29.560 --> 00:02:30.760]  我們隔壁D2也有
[00:02:30.760 --> 00:02:32.480]  有這樣的遊戲,你很喜歡去玩
[00:02:32.480 --> 00:02:33.760]  裏面有很多不同的房間
[00:02:33.760 --> 00:02:34.760]  有不同的裝置
[00:02:34.760 --> 00:02:37.280]  有些有臭覺、味覺、香味
[00:02:37.280 --> 00:02:38.760]  令人沉醉期間
[00:02:38.760 --> 00:02:40.640]  然後一個人或者群人
[00:02:40.640 --> 00:02:43.480]  在一個房間裏面嘗試解鎖裏面的難題
[00:02:43.480 --> 00:02:45.240]  解鎖了,你出了這個房間
[00:02:45.240 --> 00:02:46.840]  就進入另一個房間
[00:02:46.840 --> 00:02:49.000]  年輕人可以用來挑戰自己
[00:02:49.000 --> 00:02:51.280]  公司可以用來做團隊建立
[00:02:51.280 --> 00:02:52.800]  原來我聽說最多人玩
[00:02:52.800 --> 00:02:55.640]  上網查最多人玩的一個密室逃脫的主題
[00:02:55.640 --> 00:02:58.640]  叫做逃出香港
[00:02:58.640 --> 00:03:00.760]  大家真的很有共鳴
[00:03:00.760 --> 00:03:02.760]  生活上我們覺得
[00:03:02.760 --> 00:03:03.520]  青年人玩的
[00:03:03.520 --> 00:03:05.920]  其實我們中年人可能也是在玩密室逃脫
[00:03:05.920 --> 00:03:07.960]  在自己公司玩
[00:03:07.960 --> 00:03:09.720]  不斷地解鎖難題
[00:03:09.720 --> 00:03:11.440]  面對著很可怕的人事關係
[00:03:11.440 --> 00:03:13.360]  解鎖完一個又有另一個
[00:03:13.360 --> 00:03:15.000]  或者面對公司快裁員
[00:03:15.000 --> 00:03:17.440]  關稅戰、山窮水盡
[00:03:17.440 --> 00:03:18.320]  不知怎辦
[00:03:18.320 --> 00:03:20.840]  在另一個密室如何保住自己的工作
[00:03:20.840 --> 00:03:22.320]  即或保住了自己的工作
[00:03:22.320 --> 00:03:23.600]  又面對中年
[00:03:23.600 --> 00:03:24.760]  江郎才俊
[00:03:24.760 --> 00:03:25.640]  壓力爆煲
[00:03:25.640 --> 00:03:26.320]  都不知怎樣做
[00:03:26.320 --> 00:03:27.720]  年輕人湧過來
[00:03:27.720 --> 00:03:29.640]  又是另一個密室逃脫
[00:03:29.640 --> 00:03:30.960]  即或去到另一份工作
[00:03:30.960 --> 00:03:31.760]  離開這份工作
[00:03:31.760 --> 00:03:33.160]  可能也是另一個密室
[00:03:33.160 --> 00:03:34.760]  但我覺得最慘的密室
[00:03:34.760 --> 00:03:36.320]  都未必是工作
[00:03:36.320 --> 00:03:37.760]  可能是家中
[00:03:37.760 --> 00:03:40.120]  在家中很多時候見到婚姻
[00:03:40.120 --> 00:03:41.200]  經常吵架
[00:03:41.200 --> 00:03:42.200]  好像走到盡頭
[00:03:42.200 --> 00:03:43.560]  兩夫婦去到中年
[00:03:43.560 --> 00:03:45.760]  都各自有各自的
[00:03:45.760 --> 00:03:46.880]  自己的追求
[00:03:46.880 --> 00:03:47.960]  很難走在一起
[00:03:47.960 --> 00:03:49.400]  是另一個密室
[00:03:49.400 --> 00:03:51.600]  又或者可能你的密室是親子的關係
[00:03:51.600 --> 00:03:52.680]  小朋友的反叛
[00:03:52.680 --> 00:03:54.800]  你已經放手兼放棄
