
[00:00:00.000 --> 00:00:01.280]  晚安,兄弟姐妹
[00:00:01.280 --> 00:00:05.000]  知不知道今天晚上有什麼特別呢?
[00:00:05.000 --> 00:00:07.600]  對了,聽到了
[00:00:07.600 --> 00:00:10.440]  第四子堂的崇拜
[00:00:10.440 --> 00:00:13.320]  所以在開始講道之前
[00:00:13.320 --> 00:00:15.000]  我們先要播放一段影片
[00:00:15.000 --> 00:00:16.160]  看看,好不好?
[00:00:16.160 --> 00:00:38.720]  (影片播放)
[00:00:38.720 --> 00:00:41.520]  很感恩,有建立牧師、二米牧師
[00:00:41.520 --> 00:00:43.800]  和他們的隊工已經籌組起來
[00:00:43.800 --> 00:00:47.480]  在北區尋找上帝給他們的和祥和機遇
[00:00:47.480 --> 00:00:49.640]  很期望你能夠一起參與
[00:00:49.640 --> 00:00:52.760]  特別我們期望在未來的日子
[00:00:52.760 --> 00:00:53.960]  我們幾間子堂
[00:00:53.960 --> 00:00:55.760]  連同新的子堂和母堂一起
[00:00:55.760 --> 00:00:57.040]  無論在宣教上
[00:00:57.040 --> 00:00:58.960]  無論在我們的神學上
[00:00:58.960 --> 00:01:01.320]  彼此結連成為更有力的群體
[00:01:01.320 --> 00:01:04.280]  回應上帝在恩福家所攀下的照明
[00:01:04.280 --> 00:01:05.960]  願意你都能夠一起參與
[00:01:05.960 --> 00:01:07.920]  支持第四子的開展
[00:01:11.760 --> 00:01:15.800]  過去幾年香港社會的氣氛急劇轉變
[00:01:15.800 --> 00:01:18.040]  移民的浪潮持續出現
[00:01:18.040 --> 00:01:20.040]  經濟發展下行
[00:01:20.040 --> 00:01:23.720]  所以難免我們都會面對異常的挑戰
[00:01:23.720 --> 00:01:26.440]  但是教會和社會很不同的地方
[00:01:26.440 --> 00:01:27.840]  就是信仰的群體
[00:01:27.840 --> 00:01:30.600]  我們相信神的同在
[00:01:30.600 --> 00:01:33.360]  所以社會面對的挑戰越大
[00:01:33.360 --> 00:01:36.640]  教會的使命和責任就更加大
[00:01:36.640 --> 00:01:39.560]  在第四子堂的發展策略上
[00:01:39.560 --> 00:01:42.880]  由最初的啟德新發展區到東涌
[00:01:42.880 --> 00:01:45.600]  最後落實在新界的北區
[00:01:45.600 --> 00:01:48.040]  讓我深深體會神的意念
[00:01:48.040 --> 00:01:49.360]  高過人的意念
[00:01:49.360 --> 00:01:51.360]  回顧五年前第三間子堂
[00:01:51.360 --> 00:01:53.520]  都是在夾縫當中成長
[00:01:53.520 --> 00:01:56.200]  但是神的恩典處處
[00:01:56.200 --> 00:01:57.320]  所以我很盼望
[00:01:57.320 --> 00:02:00.880]  我們一起來建立第四間子堂
[00:02:00.880 --> 00:02:03.960]  同心為神的國度來拓展
[00:02:07.360 --> 00:02:08.200]  大英姐妹
[00:02:08.200 --> 00:02:10.480]  可能你對北區的認識不多
[00:02:10.480 --> 00:02:12.560]  印象可能停留在偏遠
[00:02:12.560 --> 00:02:14.920]  農地、魚塘、郊區
[00:02:14.920 --> 00:02:17.920]  但是隨著北部都會區的發展
[00:02:17.920 --> 00:02:20.360]  將來北區有很大的轉變
[00:02:20.360 --> 00:02:23.120]  人口和就業機會將會大增
[00:02:23.120 --> 00:02:26.960]  北區也是全港位列第三的貧窮區域
[00:02:26.960 --> 00:02:29.480]  裏面有很多基層人士的需要
[00:02:29.480 --> 00:02:31.080]  我們怎樣可以接觸他們
[00:02:31.080 --> 00:02:32.920]  將福音帶給他們呢?
[00:02:32.920 --> 00:02:33.680]  嗯
[00:02:33.680 --> 00:02:34.360]  見諒
[00:02:34.360 --> 00:02:37.000]  這個真是很值得我們思考的課題
[00:02:37.000 --> 00:02:38.800]  《耳福碩書》二章提到
[00:02:38.800 --> 00:02:40.320]  要傳和平的福音
[00:02:40.320 --> 00:02:41.920]  無論給遠處的人
[00:02:41.920 --> 00:02:43.560]  還是近處的人
[00:02:43.560 --> 00:02:44.960]  第四子堂的開展
[00:02:44.960 --> 00:02:48.480]  正是要回應本地宣教的需要
[00:02:48.480 --> 00:02:51.200]  我們很想跨越地理和文化
[00:02:51.200 --> 00:02:53.720]  將福音帶給北區的居民
[00:02:53.720 --> 00:02:54.480]  大英姐妹
[00:02:54.480 --> 00:02:55.720]  邀請你禱告
[00:02:55.720 --> 00:02:59.440]  求主讓你看見本地宣教的角色
[00:02:59.440 --> 00:03:00.840]  讓我們用基督的愛
[00:03:00.840 --> 00:03:02.760]  一起建立神的國
[00:03:02.760 --> 00:03:06.040]  四子宣教齊起黨
[00:03:06.040 --> 00:03:07.280]  Play and Act
[00:03:07.280 --> 00:03:07.960]  Let's go
[00:03:07.960 --> 00:03:08.480]  好
[00:03:08.480 --> 00:03:22.080]  四子宣教齊起動
[00:03:22.080 --> 00:03:22.800]  是不是?
[00:03:22.800 --> 00:03:23.600]  接著呢
[00:03:23.600 --> 00:03:26.600]  Play and Act
[00:03:26.600 --> 00:03:30.000]  一起禱告和一起行動
[00:03:30.000 --> 00:03:32.480]  今天我給了一個題目
[00:03:32.480 --> 00:03:34.880]  第四子堂的主日
[00:03:34.880 --> 00:03:38.520]  叫做《肥立比教會的景觀》
[00:03:38.520 --> 00:03:40.840]  景觀的意思是
[00:03:40.840 --> 00:03:43.680]  他所呈現出來的一個面貌
[00:03:43.680 --> 00:03:45.680]  以及讓人看的人
[00:03:45.680 --> 00:03:48.760]  他內心裡面產生的觀感
[00:03:48.760 --> 00:03:53.960]  裡面的經文在《四子經》第十六章
[00:03:53.960 --> 00:03:55.280]  六至四十節
[00:03:55.280 --> 00:03:57.720]  以及《肥立比書》部分的經節
[00:03:57.720 --> 00:04:01.120]  我會隨著去到某個階段
[00:04:01.120 --> 00:04:02.840]  來中讀那些經文
[00:04:03.160 --> 00:04:07.240]  大家也可以在你的周刊裡面
[00:04:07.240 --> 00:04:09.000]  應該也有經文存在
[00:04:09.000 --> 00:04:11.720]  在土耳其的中部
[00:04:11.720 --> 00:04:16.160]  有一個世界文化的自然遺產
[00:04:16.160 --> 00:04:18.000]  叫做卡帕多奇亞
[00:04:18.000 --> 00:04:22.160]  卡帕多奇亞
[00:04:22.160 --> 00:04:26.720]  這個名字可能不是太多人認識
[00:04:26.720 --> 00:04:27.760]  或者比較陌生
[00:04:27.760 --> 00:04:29.720]  但是如果用另一個名字
[00:04:29.720 --> 00:04:31.120]  我相信很多人都聽過
[00:04:31.120 --> 00:04:34.040]  就是土耳其的奇石林
[00:04:34.040 --> 00:04:35.200]  有沒有人去過?
