
[00:00:00.000 --> 00:00:03.680]  感恩讓我們再一次一起來敬拜神
[00:00:03.680 --> 00:00:06.000]  特別今天是年十三
[00:00:06.000 --> 00:00:07.720]  仍然是新年的時節
[00:00:07.720 --> 00:00:10.640]  祝願大家新年快樂
[00:00:10.640 --> 00:00:12.760]  以及馬年夢福
[00:00:12.760 --> 00:00:15.440]  更有能力地愛我們的耶穌
[00:00:15.440 --> 00:00:17.320]  想問問大家
[00:00:17.320 --> 00:00:21.400]  不知道大家有沒有試過這樣的情況
[00:00:21.400 --> 00:00:24.600]  在茶餐廳裡點餐的時候
[00:00:24.600 --> 00:00:28.160]  明明自己先坐下和下單
[00:00:28.400 --> 00:00:33.520]  但是後來那些人就來點單
[00:00:33.520 --> 00:00:36.800]  先來點餐
[00:00:36.800 --> 00:00:39.120]  然後你就問那個員工
[00:00:39.120 --> 00:00:41.400]  為什麼還沒到呢?
[00:00:41.400 --> 00:00:43.600]  原來員工說已經下單了
[00:00:43.600 --> 00:00:45.480]  又或者
[00:00:45.480 --> 00:00:47.400]  在你去看醫生的時候
[00:00:47.400 --> 00:00:49.480]  你去到醫務所
[00:00:49.480 --> 00:00:51.600]  先來掛號等候
[00:00:51.600 --> 00:00:55.960]  但是看到有些遲來的人去掛號
[00:00:55.960 --> 00:00:59.600]  但是他就先來看醫生
[00:00:59.600 --> 00:01:01.960]  好像遲來的人
[00:01:01.960 --> 00:01:04.400]  更早一點來看醫生
[00:01:04.400 --> 00:01:06.080]  又或者
[00:01:06.080 --> 00:01:07.920]  在你的職場上
[00:01:07.920 --> 00:01:10.720]  和你同期入職的同事
[00:01:10.720 --> 00:01:13.080]  大家一起付出努力
[00:01:13.080 --> 00:01:15.640]  一起去開OT
[00:01:15.640 --> 00:01:18.720]  盡心盡力地為公司賺錢
[00:01:18.720 --> 00:01:23.280]  甚至你也給同事更加努力
[00:01:23.280 --> 00:01:26.440]  在工作上付出工作
[00:01:26.440 --> 00:01:30.520]  但是到推薦升職的時候
[00:01:30.520 --> 00:01:34.480]  卻是和主管關係比較好的同事
[00:01:34.480 --> 00:01:37.040]  他可以升職
[00:01:37.040 --> 00:01:40.000]  而你卻沒有份
[00:01:40.000 --> 00:01:42.920]  遇到這些事情的時候
[00:01:42.920 --> 00:01:46.400]  可能我們心裡也會覺得
[00:01:46.400 --> 00:01:47.920]  不太公平
[00:01:47.920 --> 00:01:50.840]  或者覺得有點抱怨
[00:01:50.840 --> 00:01:52.520]  甚至有點生氣
[00:01:52.520 --> 00:01:55.560]  其實在生活當中
[00:01:55.560 --> 00:01:59.480]  這些情況其實很多時候也會遇到
[00:01:59.480 --> 00:02:01.800]  面對這些不太公平
[00:02:01.800 --> 00:02:04.760]  或者受委屈的情況之下
[00:02:04.760 --> 00:02:07.200]  我們怎樣去面對呢?
[00:02:07.200 --> 00:02:09.040]  在《媒體經文之詩》
[00:02:09.040 --> 00:02:11.000]  我們一起去祈禱
[00:02:11.000 --> 00:02:14.320]  主耶穌求你親自帶領
[00:02:14.320 --> 00:02:15.880]  帶領這天的時間
[00:02:15.880 --> 00:02:19.120]  讓神你自己的話語成為我們的提醒
[00:02:19.120 --> 00:02:20.760]  成為我們的幫助
[00:02:20.760 --> 00:02:24.320]  也讓聖靈親自在我們心裡作供
[00:02:24.320 --> 00:02:25.280]  感動我們
[00:02:25.280 --> 00:02:28.520]  讓我們明白神你自己的話語的時候
[00:02:28.520 --> 00:02:31.040]  得到那份幫助和激勵
[00:02:31.040 --> 00:02:32.000]  多謝主
[00:02:32.000 --> 00:02:33.000]  你看我們禱告
[00:02:33.000 --> 00:02:34.800]  禱告奉主耶穌基督的名
[00:02:34.800 --> 00:02:35.800]  阿們
[00:02:36.800 --> 00:02:40.800]  今天我們繼續彼得前書的講道系列
[00:02:40.800 --> 00:02:44.400]  上個月Roger牧師提到
[00:02:44.400 --> 00:02:47.800]  彼得前書第二章4-12節
[00:02:47.800 --> 00:02:51.800]  信徒在耶穌基督裡面有一個新的身份
[00:02:51.800 --> 00:02:55.800]  這個身份就是蒙神憐憫的身份
[00:02:55.800 --> 00:02:58.080]  能夠宣揚主的生命
[00:02:58.080 --> 00:03:03.240]  使人能夠藉著信徒的善行
[00:03:03.240 --> 00:03:05.240]  將榮耀歸給神
[00:03:05.240 --> 00:03:08.520]  接下來我們經文去看
[00:03:08.520 --> 00:03:12.320]  講到信徒在現實的困境當中
[00:03:12.320 --> 00:03:15.640]  在一些受委屈的情況裡面
[00:03:15.640 --> 00:03:19.720]  去實踐信仰的態度和方法
[00:03:19.720 --> 00:03:22.920]  彼得如何教導信徒呢?
[00:03:22.920 --> 00:03:25.520]  我們一起去看經文
[00:03:25.520 --> 00:03:29.920]  彼得前書第二章13-17節
[00:03:29.920 --> 00:03:31.920]  我們一起讀出
[00:03:32.800 --> 00:03:34.800]  你們為主的緣故
[00:03:34.800 --> 00:03:37.800]  要信服人的一切制度
[00:03:37.800 --> 00:03:39.800]  或是在上的君王
[00:03:39.800 --> 00:03:41.800]  或是君王所派
[00:03:41.800 --> 00:03:44.600]  情惡上善的官員
[00:03:44.600 --> 00:03:46.200]  因為神的旨意
[00:03:46.200 --> 00:03:48.600]  原是要你們以行善
[00:03:48.600 --> 00:03:52.200]  來堵住糊塗無知人的口
[00:03:52.200 --> 00:03:54.600]  雖然你們是自由的
[00:03:54.600 --> 00:03:56.800]  卻不可藉著自由
[00:03:56.800 --> 00:03:58.400]  遮蓋惡毒
[00:03:58.400 --> 00:04:00.800]  總要作神的僕人
[00:04:00.800 --> 00:04:03.000]  務要尊重眾人
[00:04:03.000 --> 00:04:06.200]  要敬愛教宗的弟兄姊妹
[00:04:06.200 --> 00:04:07.800]  要敬畏神
[00:04:07.800 --> 00:04:09.800]  要尊敬君王
[00:04:09.800 --> 00:04:13.000]  在第13至14節提到
[00:04:13.000 --> 00:04:15.600]  作為信徒一個很基本的責任
[00:04:15.600 --> 00:04:19.200]  其中一個責任就是要信服人的制度
[00:04:19.200 --> 00:04:22.200]  信服在上的君王
[00:04:22.200 --> 00:04:24.200]  而在新約的時代
[00:04:24.200 --> 00:04:26.800]  有很多信徒都是愛邦人
[00:04:26.800 --> 00:04:30.200]  或是一些猶太背景的平民
[00:04:30.200 --> 00:04:34.400]  他們生活在羅馬帝國的統治之下
[00:04:34.400 --> 00:04:39.200]  信徒很多時候都要面對社會的排斥
[00:04:39.200 --> 00:04:47.200]  倘若這些信徒沒有參與羅馬帝國的一些制治活動
[00:04:47.200 --> 00:04:51.600]  就有機會被視為不孝忠國家
[00:04:51.600 --> 00:04:56.000]  因而可能會遭受到毀謗或是迫不得已
[00:04:56.000 --> 00:04:58.600]  都是充滿偏見
[00:04:58.600 --> 00:05:04.600]  而這些信徒在信仰上實踐的時候
[00:05:04.600 --> 00:05:09.600]  確實面對著很多的艱難和困苦
[00:05:09.600 --> 00:05:11.600]  就在這些處境之下
[00:05:11.600 --> 00:05:14.600]  信徒應該怎樣面對呢?
[00:05:14.600 --> 00:05:21.000]  彼得教導信徒要信服在上的君王和官員
[00:05:21.000 --> 00:05:23.000]  信服這個動詞
[00:05:23.000 --> 00:05:25.600]  原文帶有命令的語氣
[00:05:25.600 --> 00:05:29.600]  意思就是敬重和尊敬
[00:05:29.600 --> 00:05:34.000]  彼得強調信服這個舉動
[00:05:34.000 --> 00:05:37.200]  不單只是對掌權者的尊重
[00:05:37.200 --> 00:05:41.200]  或是受人為規矩的約束
[00:05:41.200 --> 00:05:43.200]  更重要的原因
[00:05:43.200 --> 00:05:48.200]  就是因為信徒要為主的緣故來信服
[00:05:48.200 --> 00:05:50.200]  經文說
[00:05:50.200 --> 00:05:52.200]  為主緣故
[00:05:52.200 --> 00:05:56.200]  主這個字指的是基督或神
[00:05:56.200 --> 00:05:59.200]  彼得提醒信徒
[00:05:59.200 --> 00:06:01.800]  作為一個國家的公民
[00:06:01.800 --> 00:06:05.200]  是有責任來遵守國家的律法
[00:06:05.200 --> 00:06:07.200]  而信徒信服
[00:06:07.200 --> 00:06:10.200]  遵守的動機和原則
[00:06:10.200 --> 00:06:12.200]  是基於主的緣故
[00:06:12.200 --> 00:06:16.200]  即使在位者未必信主
[00:06:16.200 --> 00:06:21.800]  又或不以基督信仰的價值來管治國家
[00:06:21.800 --> 00:06:25.800]  但信徒也應該來信服他們
[00:06:25.800 --> 00:06:27.800]  因為信服的原因
[00:06:27.800 --> 00:06:32.800]  就是源於信徒有屬神的身份
[00:06:32.800 --> 00:06:34.800]  即是神的旨文
[00:06:34.800 --> 00:06:36.800]  之前上文二章九節也提及過
[00:06:36.800 --> 00:06:40.800]  以及神對信徒的旨意
[00:06:40.800 --> 00:06:45.800]  這種信服不是唯命是從的信服
[00:06:45.800 --> 00:06:48.800]  而是有目的和意義的
[00:06:48.800 --> 00:06:51.800]  信徒的信服是一種見證
[00:06:51.800 --> 00:06:53.800]  是要讓世人來看見
[00:06:53.800 --> 00:06:57.800]  信徒無論在任何的境況中
[00:06:57.800 --> 00:07:00.800]  都仍然能夠持守良善
[00:07:00.800 --> 00:07:06.800]  這反映出信徒對神主權的敬畏和尊崇
[00:07:06.800 --> 00:07:10.800]  而這種信服是一種有意識
[00:07:10.800 --> 00:07:12.800]  能夠勇敢行善
[00:07:12.800 --> 00:07:15.800]  活出見證的一種信服目標
[00:07:15.800 --> 00:07:18.800]  認識一位弟兄
[00:07:18.800 --> 00:07:23.800]  他在公司做金融財務管理員
[00:07:23.800 --> 00:07:27.800]  他分享報稅時
[00:07:27.800 --> 00:07:35.800]  行內的人通常用灰色地帶的方法來報稅
[00:07:35.800 --> 00:07:37.800]  表面上是合法
[00:07:37.800 --> 00:07:39.800]  但實際上是取巧
[00:07:39.800 --> 00:07:42.800]  目的是少交稅
[00:07:42.800 --> 00:07:45.800]  但這位弟兄知道
[00:07:45.800 --> 00:07:49.800]  這樣的做法其實神不會喜悅
[00:07:49.800 --> 00:07:52.800]  於是他如實地來報稅
[00:07:52.800 --> 00:07:55.800]  寧願多交稅
[00:07:55.800 --> 00:08:01.800]  也不願意在交稅這件事上得罪神
[00:08:01.800 --> 00:08:02.800]  因為他知道
[00:08:02.800 --> 00:08:06.800]  他所賺的或有賺錢的能力
[00:08:06.800 --> 00:08:10.800]  這些全部都是神所給過他的
[00:08:10.800 --> 00:08:12.800]  而這位弟兄以正確的途徑
[00:08:12.800 --> 00:08:16.800]  盡上公民的責任來繳交稅款
[00:08:16.800 --> 00:08:19.800]  背後的理念目的就是
[00:08:19.800 --> 00:08:20.800]  要向神交代
[00:08:20.800 --> 00:08:23.800]  專注在神的身上
[00:08:23.800 --> 00:08:26.800]  對神保持正直
[00:08:26.800 --> 00:08:28.800]  而在經文16節繼續提到
[00:08:28.800 --> 00:08:31.800]  雖然你們是自由的
[00:08:31.800 --> 00:08:35.800]  為何彼得在這裡提到自由呢?
