
[00:00:00.000 --> 00:00:05.000]  今日繼續我們的系列講獵王技常
[00:00:05.000 --> 00:00:08.000]  今日我給個題目是揭穿偽裝
[00:00:08.000 --> 00:00:13.000]  記在獵王技的十四章一至二十節
[00:00:13.000 --> 00:00:23.000]  有一日,大家知不知道我們辦公室在哪裏?
[00:00:23.000 --> 00:00:28.000]  在永明,我在這裏工作
[00:00:28.000 --> 00:00:32.000]  工作時間突然間電話響
[00:00:32.000 --> 00:00:35.000]  通常我們電話響,看甚麼?
[00:00:35.000 --> 00:00:38.000]  電話號碼,九字頭
[00:00:38.000 --> 00:00:40.000]  難道是弟兄姊妹找我?
[00:00:40.000 --> 00:00:43.000]  那就馬上接
[00:00:43.000 --> 00:00:47.000]  一聽,普通話,是講我全名
[00:00:47.000 --> 00:00:50.000]  講我全名,誰呀?
[00:00:50.000 --> 00:00:56.000]  我是上海中國移動的職員
[00:00:56.000 --> 00:01:01.000]  你的身分證號碼是不是ABCDEFG?
[00:01:01.000 --> 00:01:03.000]  嘩!全中!
[00:01:03.000 --> 00:01:06.000]  然後我的心跳加速
[00:01:06.000 --> 00:01:08.000]  甚麼事?
[00:01:08.000 --> 00:01:13.000]  前台你和弟弟在前台申請一張卡
[00:01:13.000 --> 00:01:16.000]  當他申請的時候
[00:01:16.000 --> 00:01:21.000]  發現你有罪案在大陸
[00:01:21.000 --> 00:01:25.000]  然後我跟他說,不會的
[00:01:25.000 --> 00:01:28.000]  然後轉給他上司,是女上司
[00:01:28.000 --> 00:01:30.000]  用普通話跟我說
[00:01:30.000 --> 00:01:34.000]  重複核對我的名字和身分證
[00:01:34.000 --> 00:01:37.000]  跟著說,如果你不處理這宗案件
[00:01:37.000 --> 00:01:40.000]  你以後不可以回大陸
[00:01:40.000 --> 00:01:42.000]  跟著我就跟他說
[00:01:42.000 --> 00:01:47.000]  我沒有堂兄弟在上海
[00:01:47.000 --> 00:01:49.000]  也沒有人在那裏住
[00:01:49.000 --> 00:01:51.000]  不回大陸,無所謂
[00:01:51.000 --> 00:01:53.000]  可不可以幫我報公安?
[00:01:53.000 --> 00:01:55.000]  跟著他就收線了
[00:01:55.000 --> 00:01:59.000]  可能我早前在台北旅行的時候
[00:01:59.000 --> 00:02:01.000]  掉了我的身分證
[00:02:01.000 --> 00:02:02.000]  所以被他抓到
[00:02:02.000 --> 00:02:04.000]  知道了我所有事情
[00:02:04.000 --> 00:02:06.000]  所以大家都不要這麼笨
[00:02:06.000 --> 00:02:09.000]  特別現在的手機、身分證很重要
[00:02:09.000 --> 00:02:14.000]  一掉就變成了騙案的開始
[00:02:14.000 --> 00:02:17.000]  大家都可能知道現在有很多騙案
[00:02:17.000 --> 00:02:21.000]  今天也會看一看聖經裏面的騙案
[00:02:21.000 --> 00:02:26.000]  我們一起先祈禱
[00:02:26.000 --> 00:02:29.000]  天父我求祢親自打開祢的說話
[00:02:29.000 --> 00:02:33.000]  藉著聖靈使我們心裏明白祢的道
[00:02:33.000 --> 00:02:36.000]  好讓我們在世上可以活出信仰
[00:02:36.000 --> 00:02:38.000]  見證基督
[00:02:38.000 --> 00:02:42.000]  祈禱是奉主耶穌基督的命求
[00:02:42.000 --> 00:02:46.000]  我們一起進入經文
[00:02:46.000 --> 00:02:48.000]  我們首先看第一節
[00:02:48.000 --> 00:02:54.000]  這是一個事件的起因
[00:02:54.000 --> 00:02:56.000]  我們一起讀第一節
[00:02:56.000 --> 00:03:02.000]  那時耶羅邦的兒子亞比亞病了
[00:03:02.000 --> 00:03:05.000]  夠了一節夠了
[00:03:05.000 --> 00:03:08.000]  在聖經的病其實有很多意思
[00:03:08.000 --> 00:03:10.000]  也代表那個人很軟弱
[00:03:10.000 --> 00:03:12.000]  病到下不了床
[00:03:12.000 --> 00:03:14.000]  體力不支
[00:03:14.000 --> 00:03:17.000]  也可以說他好像打仗一樣
[00:03:17.000 --> 00:03:19.000]  中了箭
[00:03:19.000 --> 00:03:22.000]  中了其他的外傷
[00:03:22.000 --> 00:03:25.000]  被打擊到不能起床
[00:03:25.000 --> 00:03:28.000]  也可以解釋是心靈的痛苦
[00:03:28.000 --> 00:03:30.000]  憂傷難過
[00:03:30.000 --> 00:03:33.000]  所以令他精神萎靡
[00:03:33.000 --> 00:03:36.000]  但這個事件的發生
[00:03:36.000 --> 00:03:40.000]  讓我們知道亞比亞的病其實是很嚴重
[00:03:40.000 --> 00:03:43.000]  可能進了ICU等死
[00:03:43.000 --> 00:03:47.000]  所以耶羅邦作為他爸爸
[00:03:47.000 --> 00:03:49.000]  一定很擔心
[00:03:49.000 --> 00:03:53.000]  大家記不記得耶羅邦之前做過什麼
[00:03:53.000 --> 00:03:55.000]  重複一下
[00:03:55.000 --> 00:03:57.000]  他犯了很大的罪
[00:03:57.000 --> 00:03:59.000]  記不記得什麼罪
[00:03:59.000 --> 00:04:03.000]  帶領整個北角拜什麼
[00:04:03.000 --> 00:04:05.000]  拜金牛
[00:04:05.000 --> 00:04:07.000]  拜兩個金牛
[00:04:07.000 --> 00:04:10.000]  領納祭司群體
[00:04:10.000 --> 00:04:14.000]  於是還把節日改了
[00:04:14.000 --> 00:04:17.000]  改了律法的節日
[00:04:17.000 --> 00:04:19.000]  於是我不重溫了
[00:04:19.000 --> 00:04:22.000]  因為上次嘉義牧師和卡臣傳道
[00:04:22.000 --> 00:04:25.000]  都在上兩星期說過
[00:04:25.000 --> 00:04:29.000]  我們看看對照耶羅邦說的話
[00:04:29.000 --> 00:04:31.000]  和十誡有沒有關係呢
[00:04:31.000 --> 00:04:33.000]  我們一起讀
[00:04:33.000 --> 00:04:35.000]  十誡的第二誡
[00:04:35.000 --> 00:04:38.000]  記載在出埃及的二十章四至六節
[00:04:38.000 --> 00:04:40.000]  我們一起讀
[00:05:08.000 --> 00:05:10.000]  恨我的,我必追討他的罪
[00:05:10.000 --> 00:05:14.000]  自父及子直到千代
[00:05:14.000 --> 00:05:17.000]  我們在黃色字裡看到
[00:05:17.000 --> 00:05:21.000]  恨我的,我必追討他的罪
[00:05:21.000 --> 00:05:25.000]  自父及子直到三、四代
[00:05:25.000 --> 00:05:28.000]  耶羅邦的兒子的病
[00:05:28.000 --> 00:05:30.000]  是不是預示了
[00:05:30.000 --> 00:05:36.000]  神開始審判耶羅邦和他的後人呢
[00:05:36.000 --> 00:05:39.000]  就算不是神即時審判
[00:05:39.000 --> 00:05:41.000]  往後的經文也顯示
[00:05:41.000 --> 00:05:48.000]  這個王子的病迫使耶羅邦尋求神
[00:05:48.000 --> 00:05:50.000]  我們繼續讀下去
[00:05:50.000 --> 00:05:54.000]  看看二至四節發生什麼事
[00:05:54.000 --> 00:05:56.000]  我們一起讀
[00:05:56.000 --> 00:05:57.000]  一二三
[00:05:57.000 --> 00:06:00.000]  耶羅邦對他的妻子說
[00:06:00.000 --> 00:06:06.000]  你起來改裝,你是耶羅邦的妻子
[00:06:06.000 --> 00:06:12.000]  你往事裡才是雅希雅
[00:06:12.000 --> 00:06:14.000]  她曾告訴我說
[00:06:14.000 --> 00:06:17.000]  你必作者百世的禍
[00:06:17.000 --> 00:06:20.000]  現在你手裡要帶著十個餅
[00:06:20.000 --> 00:06:23.000]  幾個薄餅和一瓶蜜
[00:06:23.000 --> 00:06:25.000]  到她那裡去
[00:06:25.000 --> 00:06:29.000]  她必告訴你孩子會怎樣
[00:06:29.000 --> 00:06:32.000]  耶羅邦的妻子就這樣
[00:06:32.000 --> 00:06:34.000]  起來往事裡去
[00:06:34.000 --> 00:06:37.000]  到了雅希雅的家
[00:06:37.000 --> 00:06:39.000]  雅希雅因年紀老慢
[00:06:39.000 --> 00:06:41.000]  眼睛發直
[00:06:41.000 --> 00:06:43.000]  不能看見
[00:06:43.000 --> 00:06:47.000]  整個事件就是因耶羅邦的罪而起
[00:06:47.000 --> 00:06:49.000]  她不肯去面對
[00:06:49.000 --> 00:06:54.000]  反而命令她太太起來改裝
[00:06:54.000 --> 00:06:58.000]  尋求昔日向她發預言的先知
[00:06:58.000 --> 00:07:03.000]  起來改裝是一個連續的雙連動詞
[00:07:03.000 --> 00:07:06.000]  表達耶羅邦心情很急
[00:07:06.000 --> 00:07:10.000]  證明他兒子病得很重
[00:07:10.000 --> 00:07:12.000]  迫使他不找先知
[00:07:12.000 --> 00:07:15.000]  但他又不想先知知道
[00:07:15.000 --> 00:07:17.000]  那個女人是自己的太太
[00:07:17.000 --> 00:07:23.000]  那就叫他偽裝成為一個平民百姓
[00:07:23.000 --> 00:07:24.000]  我們解釋一下
[00:07:24.000 --> 00:07:26.000]  起來偽裝這個雙動詞
[00:07:26.000 --> 00:07:29.000]  起來其實原文叫站立
[00:07:29.000 --> 00:07:32.000]  即是告訴大家他要開始行動
[00:07:32.000 --> 00:07:34.000]  所以是有急促的意思
[00:07:34.000 --> 00:07:38.000]  改裝即是要將自己喬裝起來
[00:07:38.000 --> 00:07:40.000]  目的是甚麼
[00:07:40.000 --> 00:07:42.000]  欺騙
[00:07:42.000 --> 00:07:47.000]  耶羅邦不單要求太太立即改裝成為一個平民
[00:07:47.000 --> 00:07:49.000]  還要她帶甚麼手信
[00:07:49.000 --> 00:07:51.000]  十個餅
[00:07:51.000 --> 00:07:52.000]  幾個甚麼
[00:07:52.000 --> 00:07:55.000]  薄餅和一瓶蜜糖
[00:07:55.000 --> 00:07:57.000]  為何聖經要記載這些呢
[00:07:57.000 --> 00:08:02.000]  原來這些是一般平民百姓日常的手信
[00:08:02.000 --> 00:08:04.000]  這樣說出來
[00:08:04.000 --> 00:08:08.000]  其實這場欺騙先知的劇集
[00:08:08.000 --> 00:08:10.000]  耶羅邦想甚麼
[00:08:10.000 --> 00:08:12.000]  不被揭穿
[00:08:12.000 --> 00:08:14.000]  一定要演下去
[00:08:14.000 --> 00:08:16.000]  為何他要這樣做呢
[00:08:16.000 --> 00:08:22.000]  耶羅邦可能不想人民或官員知道自己兒子有病
[00:08:22.000 --> 00:08:24.000]  如果太子有病會產生甚麼
[00:08:24.000 --> 00:08:26.000]  政治動盪
[00:08:26.000 --> 00:08:31.000]  但經文重點更暗示他想欺騙甚麼
[00:08:31.000 --> 00:08:34.000]  雅希雅欺騙先知
[00:08:34.000 --> 00:08:38.000]  雅希雅曾預告他作王
[00:08:38.000 --> 00:08:45.000]  但他心裏知道沒有跟從神的命令去作王
[00:08:45.000 --> 00:08:50.000]  所以他就找他老婆過橋
[00:08:50.000 --> 00:08:52.000]  去找先知
[00:08:52.000 --> 00:08:56.000]  他想在先知的口裏知道兒子怎樣
[00:08:56.000 --> 00:09:03.000]  可能更加想先知可以治好兒子
[00:09:03.000 --> 00:09:05.000]  偽裝
[00:09:05.000 --> 00:09:07.000]  可能想隱藏他自己的身份
[00:09:07.000 --> 00:09:10.000]  或他所犯的罪
[00:09:10.000 --> 00:09:12.000]  我想他也猜到
[00:09:12.000 --> 00:09:13.000]  過了這麼多年
[00:09:13.000 --> 00:09:16.000]  先知已經老了
[00:09:16.000 --> 00:09:19.000]  聖經形容他是兩眼發直
[00:09:19.000 --> 00:09:20.000]  這個字很有趣
[00:09:20.000 --> 00:09:25.000]  這個發直和起來是一樣的
[00:09:25.000 --> 00:09:28.000]  其實很諷刺
[00:09:28.000 --> 00:09:30.000]  一個起來是甚麼
[00:09:30.000 --> 00:09:31.000]  改裝
[00:09:31.000 --> 00:09:32.000]  偽裝
[00:09:32.000 --> 00:09:35.000]  一個眼睛起來是甚麼
[00:09:35.000 --> 00:09:37.000]  看不到東西
[00:09:37.000 --> 00:09:38.000]  看到我們心裏
[00:09:38.000 --> 00:09:40.000]  看到聖經裏
[00:09:40.000 --> 00:09:45.000]  大家會否覺得這次欺騙很容易成功
[00:09:45.000 --> 00:09:52.000]  我想耶路撒冷也會覺得這次欺騙很容易成功
[00:09:52.000 --> 00:09:54.000]  說起偽裝
[00:09:54.000 --> 00:09:56.000]  最近看了一段新聞
[00:09:56.000 --> 00:09:57.000]  挺有趣的
[00:09:57.000 --> 00:09:59.000]  看到這個人
[00:09:59.000 --> 00:10:00.000]  他是牧師
[00:10:00.000 --> 00:10:03.000]  看到很多人聽他講道嗎
[00:10:03.000 --> 00:10:06.000]  他是一個靈恩派的牧師
[00:10:06.000 --> 00:10:09.000]  叫做肖恩伯茨
