
[00:00:00.000 --> 00:00:02.000]  我Pow Pow起頭就是
[00:00:02.000 --> 00:00:05.000]  我途中的No More Mr. Nice Guy
[00:00:05.000 --> 00:00:06.500]  即是不再做好人
[00:00:06.500 --> 00:00:08.500]  大家看到有什麼感想呢?
[00:00:08.500 --> 00:00:11.000]  其實我就很想有一隻的
[00:00:11.000 --> 00:00:12.500]  那麼
[00:00:12.500 --> 00:00:14.500]  這裡是我暫時還沒有的
[00:00:14.500 --> 00:00:16.500]  所以我連我的名字都刻上去
[00:00:16.500 --> 00:00:18.500]  不過如果真的有的時候
[00:00:18.500 --> 00:00:20.500]  傳到兩個字可能要刪掉
[00:00:20.500 --> 00:00:26.000]  刻上去告訴你我是一個怎樣的人
[00:00:26.000 --> 00:00:28.500]  記得我小時候
[00:00:29.500 --> 00:00:32.000]  反叛期開始的其中一個原因就是
[00:00:32.000 --> 00:00:34.000]  不想做乖孩子
[00:00:34.000 --> 00:00:36.000]  尤其是在媽媽面前
[00:00:36.000 --> 00:00:38.000]  開始頂撞她
[00:00:38.000 --> 00:00:41.000]  唉,我想起我這個五逆仔
[00:00:41.000 --> 00:00:43.000]  真是辛苦了她
[00:00:43.000 --> 00:00:45.000]  如果她在我面前
[00:00:45.000 --> 00:00:47.000]  我會跟她說聲抱歉
[00:00:47.000 --> 00:00:50.000]  但是最近認識了一位
[00:00:50.000 --> 00:00:53.000]  去旅行的時候認識了一位朋友
[00:00:53.000 --> 00:00:57.000]  大家彼此說話都很投契
[00:00:57.000 --> 00:01:01.000]  我們都可以很坦誠地分享
[00:01:01.000 --> 00:01:03.000]  他知道我在教會服事
[00:01:03.000 --> 00:01:05.000]  他不知道我是傳道
[00:01:05.000 --> 00:01:08.000]  主動問我幾個有關於信仰的問題
[00:01:08.000 --> 00:01:10.000]  其中一個就是
[00:01:10.000 --> 00:01:13.000]  憑良心做好這一生
[00:01:13.000 --> 00:01:15.000]  對得住天地
[00:01:15.000 --> 00:01:17.000]  又不求永生的
[00:01:17.000 --> 00:01:19.000]  那我為什麼要信呢?
[00:01:19.000 --> 00:01:22.000]  即是說我是一個好人
[00:01:22.000 --> 00:01:24.000]  對得住天地良心
[00:01:24.000 --> 00:01:26.000]  我為什麼要信耶穌呢?
[00:01:26.000 --> 00:01:29.000]  其實我覺得他有點問錯了人
[00:01:29.000 --> 00:01:33.000]  因為即使我有時都覺得自己是不差
[00:01:33.000 --> 00:01:37.000]  但是都是一個No more nice guy
[00:01:37.000 --> 00:01:39.000]  是壞人來的
[00:01:39.000 --> 00:01:42.000]  所以很多時候我都好像一首詩歌
[00:01:42.000 --> 00:01:45.000]  經常都每天都需要上帝
[00:01:45.000 --> 00:01:50.000]  說真的,他這個問題其實很難回答的
[00:01:50.000 --> 00:01:52.000]  好像蘇牧師那麼厲害
[00:01:52.000 --> 00:01:54.000]  都用了很長時間
[00:01:54.000 --> 00:01:58.000]  才令到田家丙信主的田先生
[00:01:58.000 --> 00:02:00.000]  絕對是好人一個
[00:02:00.000 --> 00:02:04.000]  好人,什麼好人呢?
[00:02:04.000 --> 00:02:06.000]  怎麼宣誓好人呢?
[00:02:06.000 --> 00:02:08.000]  引發我今天講道
[00:02:08.000 --> 00:02:13.000]  正正是講道經文當中第24節有這句
[00:02:13.000 --> 00:02:16.000]  「這巴拿巴原是個好人」
[00:02:16.000 --> 00:02:18.000]  《聖經》這樣記載巴拿巴
[00:02:18.000 --> 00:02:20.000]  是不是因為他是好人一個呢?
[00:02:20.000 --> 00:02:23.000]  開始講道之前要搞清楚兩點
[00:02:23.000 --> 00:02:26.000]  兩點都是我曾經有些個人誤會的
[00:02:26.000 --> 00:02:31.000]  首先就是「好」字其實沒有什麼特別的屬靈含義
[00:02:31.000 --> 00:02:33.000]  就很表面的
[00:02:33.000 --> 00:02:35.000]  大家不用想多
[00:02:35.000 --> 00:02:37.000]  就好像中文字的「好」字一樣
[00:02:37.000 --> 00:02:39.000]  這是中文的古字
[00:02:39.000 --> 00:02:42.000]  你看見兩個「好」字
[00:02:42.000 --> 00:02:46.000]  中文你看見大那個是個女人
[00:02:46.000 --> 00:02:48.000]  千萬不要誤會
[00:02:48.000 --> 00:02:51.000]  以為一男一女走在一起就是好
[00:02:51.000 --> 00:02:54.000]  不要以為你生了一男一女
[00:02:54.000 --> 00:02:57.000]  即是打媽已經非常好
[00:02:57.000 --> 00:02:58.000]  搞錯了
[00:02:58.000 --> 00:03:00.000]  其實「好」這個古字
[00:03:00.000 --> 00:03:03.000]  為什麼女人旁特別大呢?
[00:03:03.000 --> 00:03:05.000]  因為媽媽牽著小朋友
[00:03:05.000 --> 00:03:07.000]  彼此相親相愛
[00:03:07.000 --> 00:03:12.000]  人生就是一個人的親善美
[00:03:12.000 --> 00:03:18.000]  同樣《聖經》裡面這個「好」字的希臘原文
[00:03:18.000 --> 00:03:22.000]  曾經在路加也用過這個字
[00:03:22.000 --> 00:03:29.000]  就是23章50節形容埋葬耶穌的那個藥室
[00:03:29.000 --> 00:03:32.000]  中文的和收版翻譯就是「善良」
[00:03:32.000 --> 00:03:34.000]  「善良」是同一個字
[00:03:34.000 --> 00:03:37.000]  《聖經》這樣形容巴拿巴整體來說
[00:03:37.000 --> 00:03:39.000]  就是因為他是一個善良的人
[00:03:39.000 --> 00:03:42.000]  沒有什麼特別的屬靈含義
[00:03:42.000 --> 00:03:45.000]  不是說他是一個屬靈偉人
[00:03:45.000 --> 00:03:49.000]  而是一個普通的善良人
[00:03:49.000 --> 00:03:54.000]  好像我們每一個都是一個普通的善良人一樣
[00:03:54.000 --> 00:03:56.000]  第二個誤會就是
[00:03:56.000 --> 00:04:01.000]  我一直以為巴拿巴是一個男人的真名
[00:04:01.000 --> 00:04:06.000]  曾經接觸過一個機構叫巴拿巴愛心服務團
[00:04:06.000 --> 00:04:11.000]  是一個為女性戒毒服務的機構
[00:04:11.000 --> 00:04:13.000]  當時我真的不明白
[00:04:13.000 --> 00:04:19.000]  為什麼服務女性的機構會找一個男人的名字命名呢?
[00:04:19.000 --> 00:04:22.000]  但後來我再看清楚經文
[00:04:22.000 --> 00:04:25.000]  原來巴拿巴這個名字其實是一個綽號
[00:04:25.000 --> 00:04:27.000]  就是花名
[00:04:27.000 --> 00:04:33.000]  在《少林寺行傳》4章36至37節是這麼說的
[00:04:33.000 --> 00:04:35.000]  他說他的名字叫什麼?
[00:04:35.000 --> 00:04:37.000]  藥室
[00:04:37.000 --> 00:04:39.000]  不過被人叫他叫巴拿巴
[00:04:39.000 --> 00:04:41.000]  這是一個花名
[00:04:41.000 --> 00:04:43.000]  為什麼會被人改一個花名?
[00:04:43.000 --> 00:04:45.000]  我想大家都有很多了
[00:04:45.000 --> 00:04:48.000]  為什麼你會被人改一個花名呢?
[00:04:48.000 --> 00:04:53.000]  肯定是因為有些事情令人有一個很深刻的印象
[00:04:53.000 --> 00:04:55.000]  譬如是你的性格
[00:04:55.000 --> 00:04:57.000]  你的樣貌、身形、行為
[00:04:57.000 --> 00:05:00.000]  又或者是一件很特別的事情發生在你身上
[00:05:00.000 --> 00:05:03.000]  令人留下很難忘、很深刻的印象
[00:05:03.000 --> 00:05:06.000]  所以就為你專有一個花名
[00:05:06.000 --> 00:05:08.000]  從此而起
[00:05:08.000 --> 00:05:10.000]  我讀書的時候
[00:05:10.000 --> 00:05:12.000]  我沒有同學在
[00:05:12.000 --> 00:05:16.000]  有一個同學是恩福的
[00:05:16.000 --> 00:05:19.000]  我的花名是叫山貓
[00:05:19.000 --> 00:05:25.000]  這個花名當然和我的樣貌、性格是沒有關係的
[00:05:25.000 --> 00:05:28.000]  我這麼帥、大而美
[00:05:28.000 --> 00:05:30.000]  怎麼可能叫山貓呢?
[00:05:31.000 --> 00:05:39.000]  但是我是讀一條龍的幼稚園小學、中學的一間學校
[00:05:39.000 --> 00:05:42.000]  在小學畢業營的時候
[00:05:42.000 --> 00:05:44.000]  我們做了一個短劇
[00:05:44.000 --> 00:05:47.000]  短劇的名字就是「母寵打貓」
[00:05:47.000 --> 00:05:50.000]  因為我做得太好了
[00:05:50.000 --> 00:05:51.000]  大家很欣賞
[00:05:51.000 --> 00:05:54.000]  所以以後整個中學階段
[00:05:54.000 --> 00:05:57.000]  都被人尊稱我是山貓
[00:05:57.000 --> 00:05:59.000]  我原本沒有英文名字
[00:05:59.000 --> 00:06:01.000]  有人叫著叫著
[00:06:01.000 --> 00:06:03.000]  由山貓變成Samuel
[00:06:03.000 --> 00:06:08.000]  所以他還要叫我
[00:06:08.000 --> 00:06:10.000]  你不可以有其他英文名字
[00:06:10.000 --> 00:06:12.000]  只可以叫Samuel
[00:06:12.000 --> 00:06:14.000]  夠不夠誇張?
[00:06:14.000 --> 00:06:17.000]  更誇張的是中五畢業那年
[00:06:17.000 --> 00:06:18.000]  居然有人說
[00:06:18.000 --> 00:06:20.000]  「你就是山貓?」
[00:06:20.000 --> 00:06:23.000]  他們只聽過山貓
[00:06:23.000 --> 00:06:26.000]  就不知道我原本的名字
[00:06:26.000 --> 00:06:30.000]  巴拿巴一樣這麼誇張
[00:06:30.000 --> 00:06:32.000]  不問你
[00:06:32.000 --> 00:06:35.000]  你都不知道他的真名叫「藥室」
[00:06:35.000 --> 00:06:37.000]  藥室
[00:06:37.000 --> 00:06:39.000]  誰記得這麼多藥室
[00:06:39.000 --> 00:06:42.000]  藥室這個名字實在太普通了
[00:06:42.000 --> 00:06:45.000]  但是這個藥室就一點都不普通
[00:06:45.000 --> 00:06:48.000]  他一出場就先聲奪人
[00:06:48.000 --> 00:06:50.000]  賣了自己的地
[00:06:50.000 --> 00:06:51.000]  奉獻給教會
[00:06:51.000 --> 00:06:54.000]  令我們每個人都印象深刻
[00:06:54.000 --> 00:06:58.000]  而且他應該是給人不少的安慰
[00:06:58.000 --> 00:06:59.000]  鼓勵和勸勉
[00:06:59.000 --> 00:07:02.000]  所以被人很難忘的
[00:07:02.000 --> 00:07:04.000]  就叫他是「勸慰者」
[00:07:04.000 --> 00:07:06.000]  「安慰之子」巴拿巴
[00:07:06.000 --> 00:07:11.000]  所以一出場就令人很難忘
[00:07:11.000 --> 00:07:13.000]  就好像我這個山貓一樣
[00:07:13.000 --> 00:07:17.000]  以愛心為不幸的吸毒者
[00:07:17.000 --> 00:07:19.000]  提供支援、鼓勵和安慰
[00:07:19.000 --> 00:07:20.000]  所以這個機構
[00:07:20.000 --> 00:07:24.000]  名為「巴拿巴愛心服事團」
[00:07:24.000 --> 00:07:27.000]  這個名字真的改得非常好
[00:07:27.000 --> 00:07:30.000]  非常有意思
[00:07:30.000 --> 00:07:31.000]  巴拿巴第二次出現
[00:07:31.000 --> 00:07:34.000]  在《少行傳》九章二十七節
[00:07:34.000 --> 00:07:39.000]  路加藉著他將掃羅引薦給仕途
[00:07:39.000 --> 00:07:42.000]  之後就是我們今天的講道經文
[00:07:42.000 --> 00:07:44.000]  《少行傳》十一章十九至三十節
[00:07:44.000 --> 00:07:47.000]  巴拿巴是第三次出現
[00:07:47.000 --> 00:07:52.000]  這段經文十一章十九至三十節
[00:07:52.000 --> 00:07:57.000]  有些學者將它放在《少行傳》十章以後
[00:07:57.000 --> 00:08:01.000]  是彼得向外邦人哥利留傳福音之後
[00:08:01.000 --> 00:08:02.000]  一個接續
[00:08:02.000 --> 00:08:06.000]  就是對外邦人傳福音的真正開始
[00:08:06.000 --> 00:08:10.000]  亦是安提亞的外邦教會的開始
[00:08:10.000 --> 00:08:13.000]  亦有人將這篇經文
[00:08:13.000 --> 00:08:16.000]  這篇經文從第八章開始
[00:08:16.000 --> 00:08:18.000]  斯大林死了之後
[00:08:18.000 --> 00:08:22.000]  耶路撒冷受迫害
[00:08:22.000 --> 00:08:27.000]  而反而是外邦教會開始興旺擴展
[00:08:27.000 --> 00:08:28.000]  做一個對比
[00:08:28.000 --> 00:08:31.000]  是一上一落的一個對比
[00:08:31.000 --> 00:08:34.000]  無論如何都是有關福音工作
[00:08:34.000 --> 00:08:37.000]  傳到外邦人的開始
[00:08:37.000 --> 00:08:40.000]  是一個非常重要的轉接階段
[00:08:40.000 --> 00:08:46.000]  是基督教能夠成為一個世界性的宗教
[00:08:46.000 --> 00:08:49.000]  而不再是局限在巴勒斯坦
[00:08:49.000 --> 00:08:53.000]  一個地方性的信仰
[00:08:53.000 --> 00:08:57.000]  外邦人大規模歸主的情況開始出現
[00:08:57.000 --> 00:09:03.000]  其中一個很重要的地方就是安提亞
[00:09:03.000 --> 00:09:06.000]  請聽我讀出十九至二十一節
[00:09:06.000 --> 00:09:11.000]  那些因為撕離反的事遭患難而四處分散的門徒
[00:09:11.000 --> 00:09:16.000]  直走到斐理基、塞浦路斯和安提亞
[00:09:16.000 --> 00:09:19.000]  他們不向其他人講道
[00:09:19.000 --> 00:09:21.000]  只向猶太人
[00:09:21.000 --> 00:09:22.000]  二十節
[00:09:22.000 --> 00:09:25.000]  但當中有塞浦路斯和古利內人
[00:09:25.000 --> 00:09:26.000]  他們到了安提亞
[00:09:26.000 --> 00:09:30.000]  也向希臘人傳講主耶穌的福音
[00:09:30.000 --> 00:09:34.000]  也至主的手與他們同在
[00:09:34.000 --> 00:09:38.000]  信而歸主的人數很多
[00:09:38.000 --> 00:09:39.000]  十九至二十一節
[00:09:39.000 --> 00:09:41.000]  這是一個背景引入
[00:09:41.000 --> 00:09:43.000]  是帶出主角巴拿巴
[00:09:43.000 --> 00:09:48.000]  十九和二十節可以說是一個對比
[00:09:48.000 --> 00:09:50.000]  四處分散的人
[00:09:50.000 --> 00:09:54.000]  有些人只是向猶太人傳福音
[00:09:54.000 --> 00:09:57.000]  而有些塞浦路斯人和古利內人
[00:09:57.000 --> 00:09:59.000]  就在安提亞這個地方
[00:09:59.000 --> 00:10:01.000]  向外邦人傳福音
[00:10:01.000 --> 00:10:05.000]  向希臘人傳講耶穌基督的福音
[00:10:05.000 --> 00:10:10.000]  而且信而歸主的人很多
[00:10:10.000 --> 00:10:13.000]  雖然奧加沒有提及
[00:10:13.000 --> 00:10:16.000]  猶太人信主的情況多不多
[00:10:16.000 --> 00:10:20.000]  但這種自我設限的傳福音
[00:10:20.000 --> 00:10:23.000]  相信成效不會太大
[00:10:23.000 --> 00:10:26.000]  而往後的歷史也告訴我們
[00:10:26.000 --> 00:10:29.000]  這是一進一退的情況
[00:10:29.000 --> 00:10:31.000]  相比之下
[00:10:31.000 --> 00:10:33.000]  向外邦人傳福音
[00:10:33.000 --> 00:10:36.000]  而信主的人很多
[00:10:36.000 --> 00:10:39.000]  亦都是小徒行傳在這裡
