
[00:00:00.000 --> 00:00:03.080]  鄧英姐妹我相信我們都活了不少日子
[00:00:03.080 --> 00:00:04.680]  都會感覺到我們的社會
[00:00:04.680 --> 00:00:09.200]  都慣常用成就、財富、外觀
[00:00:09.200 --> 00:00:11.200]  去判定一個人的價值
[00:00:11.200 --> 00:00:13.040]  可能有時會覺得你有錢點
[00:00:13.040 --> 00:00:14.680]  住間屋又大點
[00:00:14.680 --> 00:00:15.720]  職位高點
[00:00:15.720 --> 00:00:17.160]  甚至做老闆
[00:00:17.160 --> 00:00:18.760]  帶多點名牌
[00:00:18.760 --> 00:00:20.160]  好像個人都勁點
[00:00:20.160 --> 00:00:21.880]  人又看得起你多點
[00:00:21.880 --> 00:00:23.320]  我身邊真的有一些朋友
[00:00:23.320 --> 00:00:24.800]  他成身都是名牌
[00:00:24.800 --> 00:00:25.960]  以前做事的時候
[00:00:25.960 --> 00:00:27.960]  金光閃閃的
[00:00:27.960 --> 00:00:29.240]  他不是真的有錢
[00:00:29.240 --> 00:00:32.080]  但因為他的錢全部用來買名牌
[00:00:32.080 --> 00:00:33.800]  所以他變得沒錢
[00:00:33.800 --> 00:00:37.200]  變得很想人去看得起他
[00:00:37.200 --> 00:00:40.200]  我記得很小的時候
[00:00:40.200 --> 00:00:42.920]  有一首左倫友理經常播的歌
[00:00:42.920 --> 00:00:44.800]  是許冠傑的一首舊歌
[00:00:44.800 --> 00:00:46.200]  不知道大家有沒有聽過
[00:00:46.200 --> 00:00:48.800]  先敬羅衣後敬人
[00:00:48.800 --> 00:00:49.760]  放心我不會唱
[00:00:49.760 --> 00:00:52.600]  因為我不是很喜歡這首歌
[00:00:52.600 --> 00:00:55.320]  這首歌的內容我讀少少給大家聽
[00:00:55.320 --> 00:00:57.240]  都幾押韻的
[00:00:57.240 --> 00:00:58.160]  又是正
[00:00:58.160 --> 00:00:59.600]  寧願少吃一餐
[00:00:59.600 --> 00:01:01.160]  時裝錢米慳
[00:01:01.160 --> 00:01:03.120]  就算水乾記得要撐
[00:01:03.120 --> 00:01:04.240]  如果識著衫
[00:01:04.240 --> 00:01:05.800]  泥鯭沖正班
[00:01:05.800 --> 00:01:07.080]  做嘢亨通
[00:01:07.080 --> 00:01:08.200]  包無華難
[00:01:08.200 --> 00:01:09.320]  讀到這裡
[00:01:09.320 --> 00:01:14.160]  我相信大家都大約get到歌詞說什麼
[00:01:14.160 --> 00:01:16.720]  小時候其實我不太明白歌詞說什麼
[00:01:16.720 --> 00:01:18.520]  加上旋律又一般
[00:01:18.520 --> 00:01:20.160]  我不太喜歡這首歌
[00:01:20.160 --> 00:01:25.480]  不過都覺得這首歌說的不是什麼好東西
[00:01:25.480 --> 00:01:28.520]  不過當時我記得小時候
[00:01:28.520 --> 00:01:31.160]  家裡都經常要鼓勵我們要努力讀書
[00:01:31.160 --> 00:01:32.800]  求上進
[00:01:32.800 --> 00:01:34.320]  好好賺錢
[00:01:34.320 --> 00:01:35.720]  做好的職位
[00:01:35.720 --> 00:01:39.680]  以免將來長大的時候不要被人小看
[00:01:39.680 --> 00:01:40.920]  我不知道你有沒有試過
[00:01:40.920 --> 00:01:43.920]  曾經可能因為你讀書不厲害
[00:01:43.920 --> 00:01:46.560]  又或者你工作的職位不是很高
[00:01:46.560 --> 00:01:48.000]  你又被人小看過
[00:01:48.000 --> 00:01:49.360]  不知道鄧英哲你們有沒有經歷過
[00:01:49.360 --> 00:01:50.560]  我都經歷過
[00:01:50.560 --> 00:01:54.720]  小時候我記得我們住在很窮的母區
[00:01:54.720 --> 00:01:57.720]  當時住母區沒什麼
[00:01:57.720 --> 00:01:58.680]  很開心
[00:01:58.680 --> 00:02:01.680]  左鄰右里非常照顧彼此
[00:02:01.680 --> 00:02:04.360]  現在已經沒有了這些情況
[00:02:04.360 --> 00:02:07.640]  但後來當我讀中學的時候
[00:02:07.640 --> 00:02:11.000]  因為我讀的中學就在我住的母屋的斜對面
[00:02:11.000 --> 00:02:12.160]  那時候就不知道為什麼
[00:02:12.160 --> 00:02:15.440]  就很不想讓同學知道我住在母區
[00:02:15.440 --> 00:02:17.640]  後來都東窗事發
[00:02:17.640 --> 00:02:22.800]  有些很壞的同學就都知道我住在那個位置
[00:02:22.800 --> 00:02:24.440]  他們都真的很壞
[00:02:24.440 --> 00:02:30.440]  放學的時候就經常在我住的母屋的門口叫囂
[00:02:30.440 --> 00:02:32.680]  又說我是母屋仔
[00:02:32.680 --> 00:02:36.800]  當時其實立志就很想擺脫那個工作的環境
[00:02:36.800 --> 00:02:39.040]  還有很想將來都出人頭地
[00:02:39.040 --> 00:02:40.360]  也試過讀書的時候
[00:02:40.360 --> 00:02:41.840]  因為我讀的
[00:02:41.840 --> 00:02:43.480]  我是讀商科班的當時
[00:02:43.480 --> 00:02:45.840]  商科班在我那間中學來說
[00:02:45.840 --> 00:02:50.680]  是老師認定我們很快就要出來工作
[00:02:50.680 --> 00:02:52.800]  我們應該是讀不到大學的
[00:02:52.800 --> 00:02:55.000]  我記得當時很多老師都跟我們說
[00:02:55.000 --> 00:02:58.440]  你們跌埋心水找工作
[00:02:58.440 --> 00:03:00.360]  但我當時心裏面都很倔強
[00:03:00.360 --> 00:03:01.920]  心裏面都說
[00:03:01.920 --> 00:03:05.040]  你覺得我讀不到大學我就讀給你看
[00:03:05.040 --> 00:03:07.600]  後來都真的讀到給他看
[00:03:07.600 --> 00:03:11.160]  但我覺得今天回想是上帝的恩典
[00:03:11.160 --> 00:03:14.440]  丁子妹我不知道你有沒有試過被人輕視
[00:03:14.440 --> 00:03:17.080]  有沒有試過被人評頭品足
[00:03:17.080 --> 00:03:20.040]  有沒有試過因為你的條件不及別人你充滿
[00:03:20.040 --> 00:03:23.000]  你覺得你自己沒有自信
[00:03:23.000 --> 00:03:25.600]  盼望今天我們一起去看雅各書
[00:03:25.600 --> 00:03:27.800]  我們想一想這些價值觀
[00:03:27.800 --> 00:03:29.840]  耶穌基督是否重要
[00:03:29.840 --> 00:03:32.840]  我們一起看今天雅各書的經文
[00:03:32.840 --> 00:03:36.480]  我們一起先讀二章一到七節
[00:03:36.480 --> 00:03:37.200]  我們一起讀
[00:03:37.200 --> 00:03:38.880]  預備一二三
[00:03:38.880 --> 00:03:40.200]  我的弟兄們
[00:03:40.200 --> 00:03:43.840]  你們信奉我們榮耀的主耶穌基督
[00:03:43.840 --> 00:03:46.680]  就不可按著外貌待人
[00:03:46.680 --> 00:03:49.720]  若有一個人戴著金戒指
[00:03:49.720 --> 00:03:53.680]  穿著華麗的衣服進入你們的會堂
[00:03:53.680 --> 00:03:58.320]  又有一個窮人穿著骯髒的衣服也進去
[00:03:58.320 --> 00:04:02.920]  而你們也只葬送那穿華麗衣服的人說
[00:04:02.920 --> 00:04:04.680]  請坐在這裡
[00:04:04.680 --> 00:04:06.520]  又對那窮人說
[00:04:06.520 --> 00:04:11.120]  你站在那裡或坐在我腳下
[00:04:11.120 --> 00:04:14.160]  這豈不是你們偏心待人
[00:04:14.160 --> 00:04:16.680]  用惡意評斷人嗎
[00:04:16.680 --> 00:04:18.480]  我親愛的弟兄們
[00:04:18.480 --> 00:04:23.520]  請聽 神豈不是揀選了世上的貧窮人
[00:04:23.520 --> 00:04:26.480]  使他們在信心上富足
[00:04:26.480 --> 00:04:28.800]  並承受他所應許
[00:04:28.800 --> 00:04:31.680]  給那些愛他之人的國嗎
[00:04:31.680 --> 00:04:34.560]  你們卻羞辱貧窮的人
[00:04:34.560 --> 00:04:35.840]  欺壓你們
[00:04:35.840 --> 00:04:38.320]  拉你們到公堂去的
[00:04:38.320 --> 00:04:41.280]  不就是這些富有的人嗎
[00:04:41.280 --> 00:04:45.480]  毀謗為你們求告時所奉的尊名的
[00:04:45.480 --> 00:04:48.960]  不就是他們嗎
[00:04:48.960 --> 00:04:51.040]  我要再一次在這裡說一些背景
[00:04:51.040 --> 00:04:53.000]  就是《雅各書》是《雅各》寫給
[00:04:53.000 --> 00:04:55.800]  當時散居在不同地方
[00:04:55.800 --> 00:04:58.320]  信了耶穌的以色列人
[00:04:58.320 --> 00:05:01.040]  他們又有很濃厚的舊約背景
[00:05:01.040 --> 00:05:03.920]  在二章一節我們很快會看到
[00:05:03.920 --> 00:05:08.000]  當時《雅各》見到那些信仰的群體
[00:05:08.000 --> 00:05:10.040]  同樣也存在了一些情況
[00:05:10.040 --> 00:05:12.280]  他們存在了什麼情況?
[00:05:12.280 --> 00:05:13.320]  二章一節說什麼?
[00:05:13.320 --> 00:05:15.680]  他們有什麼問題?
[00:05:15.680 --> 00:05:19.120]  他們按著外貌待人
[00:05:19.120 --> 00:05:21.960]  按外貌待人按照原文的意思
[00:05:21.960 --> 00:05:24.880]  其實是指按照一個人的外觀
[00:05:24.880 --> 00:05:26.640]  去決定接不接受他
[00:05:26.640 --> 00:05:28.960]  其實還有一個更深的層面
[00:05:28.960 --> 00:05:30.800]  可能基於一些因素
[00:05:30.800 --> 00:05:32.920]  基於一些的情面
[00:05:32.920 --> 00:05:34.880]  就決定怎樣去對待他
[00:05:34.880 --> 00:05:36.200]  或者優待他
[00:05:36.200 --> 00:05:38.640]  今天的術語我們叫給面
[00:05:38.640 --> 00:05:40.320]  其實當時《雅各》
[00:05:40.320 --> 00:05:42.000]  見到當時這個教會有這些
[00:05:42.000 --> 00:05:43.800]  以外貌待人的情況
[00:05:43.800 --> 00:05:47.600]  他很具體說了當時的一些現象
[00:05:47.600 --> 00:05:50.360]  當他見到一個人戴著金戒指
[00:05:50.360 --> 00:05:51.840]  穿著華麗的衣服
[00:05:51.840 --> 00:05:55.120]  華麗衣服原文是指金光閃閃的意思
[00:05:55.120 --> 00:05:57.360]  穿得金光閃閃又戴得金戒指
[00:05:57.360 --> 00:05:59.240]  就是有錢人還是沒錢人?
[00:05:59.240 --> 00:06:00.320]  有錢人
[00:06:00.320 --> 00:06:01.800]  這個有錢人來到的時候
[00:06:01.800 --> 00:06:06.000]  他們怎樣對待他?
[00:06:06.000 --> 00:06:09.720]  是好好招呼還是惡劣地招呼?
[00:06:09.720 --> 00:06:11.120]  好好地招呼他們
