
[00:00:00.000 --> 00:00:02.200]  今天我要講的經文
[00:00:02.200 --> 00:00:07.720]  其實就是我們教會的年度主題
[00:00:07.720 --> 00:00:10.080]  其實教會今年的主題就是
[00:00:10.080 --> 00:00:14.240]  用行動回應時代
[00:00:14.240 --> 00:00:18.080]  其實由社會運動開始
[00:00:18.080 --> 00:00:21.120]  到疫情的這幾年
[00:00:21.120 --> 00:00:24.040]  其實我猜我們都生活在一個
[00:00:24.040 --> 00:00:27.440]  很低沉的社會氣氛裡面
[00:00:27.440 --> 00:00:31.160]  教會很希望能夠透過這幅所書
[00:00:31.160 --> 00:00:33.600]  去鼓勵弟兄姊妹
[00:00:33.600 --> 00:00:35.520]  其實無論環境如何
[00:00:35.520 --> 00:00:38.480]  無論外面有多大風雨
[00:00:38.480 --> 00:00:40.040]  但是我們要記住
[00:00:40.040 --> 00:00:42.400]  我們仍然要活出
[00:00:42.400 --> 00:00:47.280]  跟蒙召的恩相稱的有力見證
[00:00:47.280 --> 00:00:48.600]  各位弟兄姊妹
[00:00:48.600 --> 00:00:50.360]  我也想問一下你們
[00:00:50.360 --> 00:00:53.920]  其實你們是不是真的生活在一個
[00:00:53.920 --> 00:00:57.000]  很低沉的氣氛裡面呢?
[00:00:57.000 --> 00:01:00.960]  例如經濟環境不理想
[00:01:00.960 --> 00:01:02.840]  我們身邊有很多親人
[00:01:02.840 --> 00:01:06.320]  我們有很多朋友跟我們離別
[00:01:06.320 --> 00:01:10.240]  大家對前景有不同的看法
[00:01:10.240 --> 00:01:15.280]  甚至乎我們在信仰生活裡面的實踐
[00:01:15.280 --> 00:01:16.800]  等等的問題
[00:01:16.800 --> 00:01:20.560]  是不是都令到我們都覺得有一種很迷茫
[00:01:20.560 --> 00:01:24.400]  有一種好像沒什麼出路的感覺呢?
[00:01:24.400 --> 00:01:27.480]  其實在我準備這個講道的時候
[00:01:27.480 --> 00:01:29.760]  其實我內心都在打架
[00:01:29.760 --> 00:01:32.000]  去到打架打到我好累
[00:01:32.000 --> 00:01:33.600]  然後我覺得不行了
[00:01:33.600 --> 00:01:35.760]  我真的要逼自己休息一下
[00:01:35.760 --> 00:01:40.200]  我就去跟我老公看了這一套我很想看的電影
[00:01:40.200 --> 00:01:41.600]  就是《Inside Out 2》
[00:01:41.600 --> 00:01:43.920]  《玩轉老朋友》
[00:01:43.920 --> 00:01:47.520]  我覺得好像神要帶我去看這一套電影
[00:01:47.520 --> 00:01:49.680]  因為在這套電影裡面
[00:01:49.680 --> 00:01:51.960]  其實對於我今天講道的經文
[00:01:51.960 --> 00:01:55.400]  它給了我很多很多的提醒
[00:01:55.400 --> 00:01:56.240]  在電影中的
[00:01:56.240 --> 00:01:57.160]  我不會劇透的
[00:01:57.160 --> 00:01:59.000]  不用擔心
[00:01:59.000 --> 00:01:59.720]  是的
[00:01:59.720 --> 00:02:01.640]  電影中的主角韋莉
[00:02:01.640 --> 00:02:03.600]  她在成長的時候
[00:02:03.600 --> 00:02:08.800]  因為面對著她很多外在和內在的衝擊
[00:02:08.800 --> 00:02:11.400]  而影響了她跟人
[00:02:11.400 --> 00:02:14.160]  還有跟自己的關係
[00:02:14.160 --> 00:02:16.080]  我去到這麼多而已
[00:02:16.080 --> 00:02:20.600]  其實這個正正都是我們正在面對的東西
[00:02:20.600 --> 00:02:22.840]  無論我們在工作
[00:02:22.840 --> 00:02:24.600]  我們在家庭
[00:02:24.600 --> 00:02:26.440]  甚至我們在教會
[00:02:26.440 --> 00:02:29.520]  其實我們都受著很多很多的改變
[00:02:29.520 --> 00:02:34.200]  而影響了我們的思想和我們的心境
[00:02:34.200 --> 00:02:37.400]  所以當我們面對著這些衝擊的時候
[00:02:37.400 --> 00:02:43.760]  其實到底我們要以一個怎樣的心態去面對呢?
[00:02:43.760 --> 00:02:45.600]  而今天我要講道的經文
[00:02:45.600 --> 00:02:47.640]  本來就是在教導我們
[00:02:47.640 --> 00:02:49.880]  我們的關係上的根基
[00:02:49.880 --> 00:02:52.640]  就是愛和合一
[00:02:52.640 --> 00:02:54.720]  我們就透過今天的訊息
[00:02:54.720 --> 00:02:58.480]  我們去分享這個這麼重要的根基
[00:02:58.480 --> 00:02:59.560]  首先我講一講
[00:02:59.560 --> 00:03:01.520]  我們今天要講經文的背景
[00:03:01.520 --> 00:03:04.920]  其實《已忽所書》今天已經是第四講了
[00:03:04.920 --> 00:03:06.040]  記不記得上一次是
[00:03:06.040 --> 00:03:09.480]  埃斯塔木斯他講的二章一至十節
[00:03:09.480 --> 00:03:12.400]  他那次講的是我們個人的層面
[00:03:12.400 --> 00:03:14.880]  其實在我們未接受福音之前
[00:03:14.880 --> 00:03:18.320]  其實我們每一個都是靈裡面死亡的人
[00:03:18.320 --> 00:03:22.600]  從前我們活在了惡者的勢力之下
[00:03:22.600 --> 00:03:25.520]  但因為神的憐憫和慈愛
[00:03:25.520 --> 00:03:27.920]  而賜下了恩典給我們
[00:03:27.920 --> 00:03:30.240]  使我們因為耶穌基督的救贖
[00:03:30.240 --> 00:03:32.400]  我們得到了一個新的生命
[00:03:32.400 --> 00:03:34.840]  成為了新的人
[00:03:34.840 --> 00:03:40.160]  而今天要講的就是接續的二章十一至二十二節
[00:03:40.160 --> 00:03:43.160]  那裡是由個人的層面轉去
[00:03:43.160 --> 00:03:46.240]  關於基督的群體
[00:03:46.240 --> 00:03:50.640]  其實我們是一群被耶穌基督拯救的人
[00:03:50.640 --> 00:03:54.680]  我們因為耶穌基督死在十字架上
[00:03:54.680 --> 00:03:58.400]  所以我們能夠在基督裡面
[00:03:58.400 --> 00:04:00.520]  我們是平等的
[00:04:00.520 --> 00:04:04.720]  並且我們成為了一個新的群體
[00:04:04.720 --> 00:04:07.520]  這個群體就是教會
[00:04:07.520 --> 00:04:09.880]  因此我們是要彼此合一
[00:04:09.880 --> 00:04:12.880]  我們要去建立教會
[00:04:12.880 --> 00:04:15.480]  但是我想問問大家
[00:04:15.480 --> 00:04:16.880]  講到合一
[00:04:16.880 --> 00:04:19.120]  你覺得難不難?
[00:04:19.120 --> 00:04:20.080]  我想說
[00:04:20.080 --> 00:04:21.000]  對我們來說
[00:04:21.000 --> 00:04:23.440]  這個字很容易理解
[00:04:23.440 --> 00:04:25.280]  很容易明白
[00:04:25.280 --> 00:04:29.880]  但是很難做得到
[00:04:29.880 --> 00:04:33.280]  而今天經文就是要教導我們
[00:04:33.280 --> 00:04:35.600]  面對無論什麼環境
[00:04:35.600 --> 00:04:37.800]  低沉的氣氛都好
[00:04:37.800 --> 00:04:41.600]  究竟我們是怎樣的心態
[00:04:41.600 --> 00:04:44.080]  去跟神、跟人
[00:04:44.080 --> 00:04:47.400]  還有跟自己相處呢?
[00:04:47.400 --> 00:04:49.320]  我們讀經文之前
[00:04:49.320 --> 00:04:52.080]  我們一起祈禱好嗎?
[00:04:52.080 --> 00:04:53.120]  七夕天父
[00:04:53.120 --> 00:04:54.200]  很感謝祢
[00:04:54.200 --> 00:04:55.520]  感謝祢透過敬拜
[00:04:55.520 --> 00:04:58.160]  讓我們體會到
[00:04:58.160 --> 00:05:00.000]  無論前面風浪有多大
[00:05:00.000 --> 00:05:03.960]  無論我們眼前的環境有多惡劣
[00:05:03.960 --> 00:05:05.320]  或者多不如意
[00:05:05.320 --> 00:05:08.440]  但是神祢就是那個持平安的神
[00:05:08.440 --> 00:05:11.400]  就讓我們能夠回到祢的裡面
[00:05:11.400 --> 00:05:14.680]  讓我們在祢裡面找到我們的力量
[00:05:14.680 --> 00:05:16.760]  讓我們去定精在祢裡面
[00:05:16.760 --> 00:05:19.760]  就讓這個時間去交上給祢
[00:05:19.760 --> 00:05:22.160]  求主去讓我們透過你的經文
[00:05:22.160 --> 00:05:23.480]  透過你的話語
[00:05:23.480 --> 00:05:24.800]  去告訴外人
[00:05:24.800 --> 00:05:27.080]  到底我們這個群體
[00:05:27.080 --> 00:05:29.480]  我們怎樣可以在裡面
[00:05:29.480 --> 00:05:31.600]  成為一群合一的人
[00:05:31.600 --> 00:05:34.320]  成為一群能夠彼此建立
[00:05:34.320 --> 00:05:35.720]  造就教會的人
[00:05:35.720 --> 00:05:37.680]  將我們每一個交上給祢
[00:05:37.680 --> 00:05:38.800]  將我們一時之間
[00:05:38.800 --> 00:05:40.840]  我所預備的都交上給祢
[00:05:40.840 --> 00:05:42.360]  求主祢去使用
[00:05:42.360 --> 00:05:43.040]  感謝祢
[00:05:43.040 --> 00:05:45.360]  奉主基督的聖名祈求
[00:05:45.360 --> 00:05:46.360]  阿們
[00:05:46.360 --> 00:05:52.240]  不如我們先讀出11-22節
[00:05:52.240 --> 00:05:53.880]  1 2 3
[00:05:53.880 --> 00:05:56.160]  所以你們要記得
[00:05:56.160 --> 00:05:59.280]  從前你們按肉體是愛邦人
[00:05:59.280 --> 00:06:01.280]  是沒有受割禮的
[00:06:01.280 --> 00:06:02.840]  這明示那時
[00:06:02.840 --> 00:06:07.240]  (重複)
[00:06:07.240 --> 00:06:09.000]  要記得那時候
[00:06:09.000 --> 00:06:11.000]  你們與基督無關
[00:06:11.000 --> 00:06:13.960]  與以色列選民團體隔絕
[00:06:13.960 --> 00:06:17.000]  在所應許的約上是局外人
[00:06:17.000 --> 00:06:19.480]  而且在世上沒有子王
[00:06:19.480 --> 00:06:20.720]  沒有神
[00:06:20.720 --> 00:06:23.320]  從前你們是遠離神的人
[00:06:23.320 --> 00:06:25.760]  如今卻在基督耶穌裡
[00:06:25.760 --> 00:06:29.760]  靠著他的血得以親近了
[00:06:29.760 --> 00:06:32.600]  因為他自己是我們的和平
[00:06:32.600 --> 00:06:34.760]  使雙方合而為一
