
[00:00:00.000 --> 00:00:08.000]  七天父感謝你今早藉著《默想》詩篇49
[00:00:08.000 --> 00:00:14.000]  藉著剛才的詩歌敬拜裡面我們的默想
[00:00:14.000 --> 00:00:18.000]  你已經預備我們去聆聽你的說話
[00:00:18.000 --> 00:00:23.000]  你已經預備我們去聽你的聲音
[00:00:23.000 --> 00:00:27.000]  願意我們不去拒絕你的話語
[00:00:27.000 --> 00:00:30.000]  以致今早你要向我們說話
[00:00:30.000 --> 00:00:33.000]  你要我們去悔改
[00:00:33.000 --> 00:00:34.000]  你要我們去改
[00:00:34.000 --> 00:00:36.000]  我們都願意
[00:00:36.000 --> 00:00:39.000]  就因為我們已經聆聽到你的說話
[00:00:39.000 --> 00:00:40.000]  求你幫助我們
[00:00:40.000 --> 00:00:42.000]  以致今天你的說話說進我們的心
[00:00:42.000 --> 00:00:45.000]  我們能夠成為不一樣的群體
[00:00:45.000 --> 00:00:47.000]  求你去開放我們的心
[00:00:47.000 --> 00:00:49.000]  聽你的說話
[00:00:49.000 --> 00:00:51.000]  我們以上的禱告奉主命求
[00:00:51.000 --> 00:00:52.000]  阿門
[00:00:52.000 --> 00:00:55.000]  大家早安
[00:00:55.000 --> 00:00:56.000]  大家早安
[00:00:56.000 --> 00:01:01.000]  俗語有云
[00:01:01.000 --> 00:01:03.000]  太公分豬肉
[00:01:03.000 --> 00:01:05.000]  人人有份
[00:01:05.000 --> 00:01:08.000]  但相信太公分豬肉
[00:01:08.000 --> 00:01:10.000]  都會有厚此薄彼
[00:01:10.000 --> 00:01:12.000]  我網上查過
[00:01:12.000 --> 00:01:18.000]  大細昭這句字是怎樣來的呢
[00:01:18.000 --> 00:01:20.000]  我就Google過了
[00:01:20.000 --> 00:01:23.000]  從前有兩兄弟
[00:01:23.000 --> 00:01:25.000]  大哥叫大昭
[00:01:25.000 --> 00:01:29.000]  弟弟叫細昭
[00:01:29.000 --> 00:01:31.000]  當太公分豬肉的時候
[00:01:31.000 --> 00:01:34.000]  因為大哥是長子的孫
[00:01:34.000 --> 00:01:37.000]  所以他分的豬肉就多些
[00:01:37.000 --> 00:01:39.000]  比弟弟細昭少些
[00:01:39.000 --> 00:01:41.000]  所以就有這句俗語
[00:01:41.000 --> 00:01:43.000]  就是大細昭
[00:01:43.000 --> 00:01:46.000]  形容不公平的對待
[00:01:46.000 --> 00:01:51.000]  我不知道你有沒有被大細昭過呢
[00:01:51.000 --> 00:01:53.000]  當然有
[00:01:53.000 --> 00:01:54.000]  真慘
[00:01:54.000 --> 00:01:57.000]  你有沒有被人不公平對待過
[00:01:57.000 --> 00:01:59.000]  和偏心對待過呢
[00:01:59.000 --> 00:02:02.000]  兄弟姐妹之間
[00:02:02.000 --> 00:02:05.000]  覺得父母有大細昭有偏心
[00:02:05.000 --> 00:02:07.000]  是最正常不過的
[00:02:07.000 --> 00:02:09.000]  有誰在座的父母覺得
[00:02:09.000 --> 00:02:12.000]  你的子女告訴你是偏心的
[00:02:12.000 --> 00:02:14.000]  都有吧
[00:02:14.000 --> 00:02:17.000]  有誰覺得你的父母偏心你
[00:02:17.000 --> 00:02:19.000]  或者偏心你其他人都有
[00:02:19.000 --> 00:02:22.000]  我當然也是有的
[00:02:22.000 --> 00:02:24.000]  我小時候也覺得
[00:02:24.000 --> 00:02:27.000]  我父母是偏心我妹妹的
[00:02:27.000 --> 00:02:30.000]  當時我當然是小時候
[00:02:30.000 --> 00:02:32.000]  想事不全面的
[00:02:32.000 --> 00:02:33.000]  激進的
[00:02:33.000 --> 00:02:34.000]  偏激的
[00:02:34.000 --> 00:02:35.000]  鑽牛角尖的
[00:02:35.000 --> 00:02:38.000]  又小氣又小心眼
[00:02:38.000 --> 00:02:41.000]  所以覺得父母偏心我
[00:02:41.000 --> 00:02:43.000]  這是感覺
[00:02:43.000 --> 00:02:45.000]  但又很真實的
[00:02:45.000 --> 00:02:46.000]  我不得不承認
[00:02:46.000 --> 00:02:48.000]  我妹妹小時候
[00:02:48.000 --> 00:02:50.000]  我也覺得她很可愛
[00:02:50.000 --> 00:02:51.000]  是不是很可愛
[00:02:51.000 --> 00:02:54.000]  又可愛又白又肥
[00:02:54.000 --> 00:02:56.000]  我一出生就黑漆漆的
[00:02:56.000 --> 00:02:58.000]  樣子也沒有她那麼可愛
[00:02:58.000 --> 00:03:00.000]  我也是很壞的
[00:03:00.000 --> 00:03:02.000]  小時候我經常都會黑起臉
[00:03:02.000 --> 00:03:05.000]  所以外出的時候
[00:03:05.000 --> 00:03:09.000]  人們就會和我妹妹玩笑
[00:03:09.000 --> 00:03:12.000]  我只好站在一旁
[00:03:12.000 --> 00:03:14.000]  可能因為我是大女兒
[00:03:14.000 --> 00:03:18.000]  所以我父母對我的要求
[00:03:18.000 --> 00:03:19.000]  和規矩
[00:03:19.000 --> 00:03:20.000]  是多一點
[00:03:20.000 --> 00:03:22.000]  嚴厲一點的
[00:03:22.000 --> 00:03:24.000]  我當然覺得不公平
[00:03:24.000 --> 00:03:26.000]  不過近年
[00:03:26.000 --> 00:03:28.000]  我媽媽時不時
[00:03:28.000 --> 00:03:29.000]  她會說
[00:03:29.000 --> 00:03:31.000]  我當年對你太嚴了
[00:03:31.000 --> 00:03:33.000]  所以弄到我現在這個樣子
[00:03:33.000 --> 00:03:35.000]  我不知道她覺得我現在是什麼樣子
