
[00:00:00.000 --> 00:00:02.000]  [音樂停止]
[00:00:02.000 --> 00:00:04.000]  各位弟兄姊妹,早安
[00:00:04.000 --> 00:00:06.000]  會不會太大聲?
[00:00:06.000 --> 00:00:08.000]  都OK
[00:00:08.000 --> 00:00:10.000]  很開心在
[00:00:10.000 --> 00:00:12.000]  北區堂見到大家
[00:00:12.000 --> 00:00:14.000]  我代表恩福猛山堂
[00:00:14.000 --> 00:00:16.000]  我們猛山
[00:00:16.000 --> 00:00:18.000]  都不是距離很遠
[00:00:18.000 --> 00:00:20.000]  代表那邊教會
[00:00:20.000 --> 00:00:22.000]  送上祝福
[00:00:22.000 --> 00:00:24.000]  送上文安
[00:00:24.000 --> 00:00:26.000]  很開心,很羨慕你們
[00:00:26.000 --> 00:00:28.000]  這裡是地舖,哇,很好
[00:00:28.000 --> 00:00:30.000]  我們是天台教會
[00:00:30.000 --> 00:00:32.000]  在商場的平台
[00:00:32.000 --> 00:00:34.000]  要搭電梯上去
[00:00:34.000 --> 00:00:36.000]  沒那麼方便
[00:00:36.000 --> 00:00:38.000]  但來這裡很方便
[00:00:38.000 --> 00:00:40.000]  見到梁牧師
[00:00:40.000 --> 00:00:42.000]  他休假當中
[00:00:42.000 --> 00:00:44.000]  他很溫馨
[00:00:44.000 --> 00:00:46.000]  發了地址給我
[00:00:46.000 --> 00:00:48.000]  很清晰的指引
[00:00:48.000 --> 00:00:50.000]  不用怎麼想
[00:00:50.000 --> 00:00:52.000]  跟著就來到了
[00:00:52.000 --> 00:00:54.000]  很開心,也見到一些
[00:00:54.000 --> 00:00:56.000]  猛山堂的弟兄姊妹
[00:00:56.000 --> 00:00:58.000]  很開心見到你們
[00:00:58.000 --> 00:01:00.000]  來到很多熟悉的面孔
[00:01:00.000 --> 00:01:02.000]  很開心見到
[00:01:02.000 --> 00:01:04.000]  很久沒見的弟兄姊妹
[00:01:04.000 --> 00:01:06.000]  都很感恩
[00:01:06.000 --> 00:01:08.000]  來到之後
[00:01:08.000 --> 00:01:10.000]  見到地方很漂亮
[00:01:10.000 --> 00:01:12.000]  亦看到
[00:01:12.000 --> 00:01:14.000]  求主補充辦公室
[00:01:14.000 --> 00:01:16.000]  我們請到同工人手
[00:01:16.000 --> 00:01:18.000]  可以一起去服侍主
[00:01:18.000 --> 00:01:20.000]  BB房
[00:01:20.000 --> 00:01:22.000]  祈禱房
[00:01:22.000 --> 00:01:24.000]  多用途房間
[00:01:24.000 --> 00:01:26.000]  很欣賞
[00:01:26.000 --> 00:01:28.000]  很多很深思的設計
[00:01:28.000 --> 00:01:30.000]  我要回去
[00:01:30.000 --> 00:01:32.000]  跟Fanny說一定要再來
[00:01:32.000 --> 00:01:34.000]  要看看這個地方
[00:01:34.000 --> 00:01:36.000]  好
[00:01:36.000 --> 00:01:38.000]  我們
[00:01:38.000 --> 00:01:40.000]  今天會說浪子比喻
[00:01:40.000 --> 00:01:42.000]  不少人看浪子比喻
[00:01:42.000 --> 00:01:44.000]  覺得很感動
[00:01:44.000 --> 00:01:48.000]  有父親等待兒子
[00:01:48.000 --> 00:01:50.000]  浪子回家
[00:01:50.000 --> 00:01:52.000]  父子相擁
[00:01:52.000 --> 00:01:54.000]  這些名場面
[00:01:54.000 --> 00:01:56.000]  大家都很有畫面
[00:01:56.000 --> 00:01:58.000]  但感動歸感動
[00:01:58.000 --> 00:02:00.000]  這個比喻
[00:02:00.000 --> 00:02:02.000]  用在父親
[00:02:02.000 --> 00:02:04.000]  管教子女
[00:02:04.000 --> 00:02:06.000]  做教材
[00:02:06.000 --> 00:02:08.000]  教學材料
[00:02:08.000 --> 00:02:10.000]  你說合用嗎
[00:02:10.000 --> 00:02:12.000]  會不會有些冒險呢
[00:02:12.000 --> 00:02:14.000]  有沒有人聽過浪子的比喻
[00:02:14.000 --> 00:02:16.000]  看過
[00:02:16.000 --> 00:02:18.000]  都有大部份
[00:02:18.000 --> 00:02:20.000]  父親好像
[00:02:20.000 --> 00:02:22.000]  對兒子有點縱容
[00:02:22.000 --> 00:02:24.000]  甚至偏心
[00:02:24.000 --> 00:02:26.000]  我們有
[00:02:26.000 --> 00:02:28.000]  長者團契
[00:02:28.000 --> 00:02:30.000]  我們的目者
[00:02:30.000 --> 00:02:32.000]  跟老友記一起查這段經文
[00:02:32.000 --> 00:02:34.000]  查浪子比喻的時候
[00:02:34.000 --> 00:02:36.000]  有老友記直接形容
[00:02:36.000 --> 00:02:40.000]  這個父親真是
[00:02:40.000 --> 00:02:42.000]  慈父多敗兒
[00:02:42.000 --> 00:02:44.000]  而對大兒子
[00:02:44.000 --> 00:02:46.000]  又不公道
[00:02:46.000 --> 00:02:48.000]  忽略了他
[00:02:48.000 --> 00:02:50.000]  當大兒子的付出
[00:02:50.000 --> 00:02:52.000]  是應份的
[00:02:52.000 --> 00:02:54.000]  所以這個比喻
[00:02:54.000 --> 00:02:56.000]  不太適合做教仔用
[00:02:56.000 --> 00:02:58.000]  是不是真的呢
[00:02:58.000 --> 00:03:00.000]  不如我們一起看看這段經文
[00:03:00.000 --> 00:03:02.000]  打開大綱
[00:03:02.000 --> 00:03:04.000]  或看頭影片
[00:03:04.000 --> 00:03:06.000]  我們有這段經文
[00:03:06.000 --> 00:03:08.000]  時間關係
[00:03:08.000 --> 00:03:10.000]  我們只看
[00:03:10.000 --> 00:03:12.000]  老家福音浪子的比喻
[00:03:12.000 --> 00:03:14.000]  在十一節開始
[00:03:16.000 --> 00:03:18.000]  在大綱中粗體的比喻
[00:03:18.000 --> 00:03:24.000]  十一節至三十二節
[00:03:24.000 --> 00:03:26.000]  如果大家看到的時候
[00:03:26.000 --> 00:03:28.000]  或者看到頭影片
[00:03:28.000 --> 00:03:30.000]  我們一起讀
[00:03:30.000 --> 00:03:32.000]  耶穌說
[00:03:32.000 --> 00:03:34.000]  一個人有兩個兒子
[00:03:34.000 --> 00:03:36.000]  小兒子對父親說
