
[00:00:00.000 --> 00:00:03.300]  不如我也先介紹一下自己 有新朋友
[00:00:03.300 --> 00:00:09.180]  五堂其實我也是第一次來聖人堂講道
[00:00:09.180 --> 00:00:11.400]  所以我也介紹一下自己
[00:00:11.400 --> 00:00:15.720]  我叫Watchman
[00:00:15.720 --> 00:00:20.100]  Watchman是我們清少部大專的童工
[00:00:20.100 --> 00:00:21.640]  如果很多人認識我的話
[00:00:21.640 --> 00:00:23.900]  可能會是因為我爸爸是數目師
[00:00:23.900 --> 00:00:25.760]  所以就會認識我
[00:00:25.760 --> 00:00:31.800]  感恩到現在我仍然在教會裏面去服侍
[00:00:31.800 --> 00:00:33.860]  曾經有人這樣說過
[00:00:33.860 --> 00:00:40.080]  培育一個小朋友要整條村去合作才可以發生
[00:00:40.080 --> 00:00:41.340]  一個家庭不夠
[00:00:41.340 --> 00:00:42.380]  所以其實
[00:00:52.380 --> 00:00:58.060]  我很想多謝恩福的過去陪伴我的路
[00:00:58.060 --> 00:01:01.260]  每一個叔叔阿姨在我的生命裏面
[00:01:01.260 --> 00:01:07.800]  他們建立了也讓我在生命裏面認識到主耶穌基督
[00:01:07.800 --> 00:01:11.140]  這是我很珍惜和感恩的一件事
[00:01:11.140 --> 00:01:13.460]  所以很盼望大家弟兄姊妹
[00:01:13.460 --> 00:01:17.260]  當往後你可以去認識到一些青少年
[00:01:17.260 --> 00:01:19.220]  一些比較年輕的
[00:01:19.220 --> 00:01:21.300]  你們其實都可以去繼續培育他們
[00:01:21.300 --> 00:01:27.420]  盼望他們在生命裏面可以繼續堅持走他們信仰的路
[00:01:27.420 --> 00:01:31.680]  我服侍青少年人已經服侍了20年
[00:01:31.680 --> 00:01:35.380]  由我大專的時候到現在我都在服侍
[00:01:35.380 --> 00:01:37.140]  我沒有一刻後悔過
[00:01:37.140 --> 00:01:39.100]  甚至在我現在裏面
[00:01:39.100 --> 00:01:40.900]  我仍然堅心相信
[00:01:40.900 --> 00:01:46.340]  這件事在我生命裏面捍衛是其中最寶貴的一件事
[00:01:46.340 --> 00:01:50.300]  服侍青少年人是一件很值得的事
[00:01:50.300 --> 00:01:53.720]  如果有人這樣去形容青少年人
[00:01:53.720 --> 00:01:58.100]  青少年的時期是一個好像暴風雨的時期
[00:01:58.100 --> 00:02:00.260]  因為如果用現代術語
[00:02:00.260 --> 00:02:03.180]  大家可以去認識一下青少年怎樣說話
[00:02:03.180 --> 00:02:06.300]  他們說他們是由一個高級小朋友
[00:02:06.300 --> 00:02:09.920]  去升級成為一個初級大人
[00:02:09.920 --> 00:02:12.680]  他們在理解究竟什麼叫做大人
[00:02:12.680 --> 00:02:14.520]  究竟生命的路是怎樣走的
[00:02:14.520 --> 00:02:16.140]  怎樣去做選擇的
[00:02:16.140 --> 00:02:17.480]  我是一個怎樣的人
[00:02:17.480 --> 00:02:19.520]  我有什麼價值在裏面
[00:02:19.520 --> 00:02:21.760]  我關係裏面怎樣去相處
[00:02:21.760 --> 00:02:25.100]  當受了傷害或者關係裏面有張力的時間
[00:02:25.100 --> 00:02:26.680]  怎樣去處理
[00:02:26.680 --> 00:02:32.060]  很多時候青少年其實都是一個好像摸著石頭過河的一個階段
[00:02:32.060 --> 00:02:33.600]  他們不斷去探索
[00:02:33.600 --> 00:02:34.880]  不斷去理解
[00:02:34.880 --> 00:02:37.520]  當中很多挫折可能會跌跌碰碰
[00:02:37.520 --> 00:02:38.720]  很多不明白
[00:02:38.720 --> 00:02:40.560]  很迷惘的時候
[00:02:40.560 --> 00:02:45.100]  青少年的時期其實是一樣很不容易度過的一個時期
[00:02:45.100 --> 00:02:46.300]  不知道弟兄姊妹
[00:02:46.300 --> 00:02:49.100]  你的青少年的時期是怎樣的呢
[00:02:49.100 --> 00:02:52.220]  你生命裏面有沒有經歷過一些人去陪伴過你
[00:02:52.220 --> 00:02:53.560]  扶持過你呢
[00:02:53.560 --> 00:02:56.020]  但是我呢
[00:02:56.020 --> 00:03:00.140]  今天我回來香港五年去服侍的時間
[00:03:00.140 --> 00:03:03.440]  我發覺現在新一代的青少年真的很不同
[00:03:03.440 --> 00:03:05.800]  他們經歷過的事情真的很困難
[00:03:05.800 --> 00:03:09.300]  曾經我看過一個IG的views
[00:03:09.300 --> 00:03:12.840]  或者叫做社交平台上的一些片段
[00:03:12.840 --> 00:03:15.600]  有一個青少年去自己的一個獨白
[00:03:15.600 --> 00:03:17.220]  他這樣說
[00:03:17.220 --> 00:03:21.600]  這麼辛苦捱過了高中的一個疫情的時期
[00:03:21.600 --> 00:03:24.840]  看了很多Zoom上課
[00:03:24.840 --> 00:03:27.800]  終於去到大學打算大展雄圖
[00:03:27.800 --> 00:03:28.680]  努力讀書
[00:03:28.680 --> 00:03:30.140]  然後就出人頭地
[00:03:30.140 --> 00:03:32.340]  怎知道突然間又殺出AI
[00:03:32.340 --> 00:03:35.100]  他也不知道AI將來會不會取代他的工作
[00:03:35.100 --> 00:03:36.180]  所以其實
[00:03:36.180 --> 00:03:38.260]  你會看到現在的青少年
[00:03:38.260 --> 00:03:39.720]  他們面對的世界
[00:03:39.720 --> 00:03:42.140]  是一個很多未知
[00:03:42.140 --> 00:03:43.380]  很多不知道怎麼辦
[00:03:43.380 --> 00:03:44.520]  究竟自己的價值
[00:03:44.520 --> 00:03:46.680]  自己的定位是怎樣的一個世界
[00:03:46.680 --> 00:03:48.180]  很多的混亂
[00:03:48.180 --> 00:03:49.420]  甚至
[00:03:49.420 --> 00:03:50.800]  其實我回來了
[00:03:50.800 --> 00:03:52.920]  我曾經有聽過五個青少年
[00:03:52.920 --> 00:03:54.260]  都跟我說過一件事
[00:03:54.260 --> 00:03:56.720]  覺得自己不知道生存是為了什麼
[00:03:56.720 --> 00:03:58.220]  不知道為什麼
[00:03:58.220 --> 00:04:01.340]  究竟他的價值在哪裡
[00:04:01.340 --> 00:04:02.560]  這件事
[00:04:02.560 --> 00:04:04.720]  其實我聽上去也很心痛
[00:04:04.720 --> 00:04:06.560]  青少年
[00:04:06.560 --> 00:04:08.560]  他們正在面對他們的生命
[00:04:08.560 --> 00:04:09.560]  很多的困難
[00:04:09.560 --> 00:04:10.680]  很多的挑戰
[00:04:10.680 --> 00:04:12.060]  很多的衝擊
[00:04:12.060 --> 00:04:14.260]  究竟他們在信仰裡面
[00:04:14.260 --> 00:04:16.260]  怎樣可以堅持得到呢
[00:04:16.760 --> 00:04:19.060]  究竟我們作為一個教會
[00:04:19.060 --> 00:04:20.220]  我們作為一個家
[00:04:20.220 --> 00:04:21.920]  你看到你們的弟弟妹妹
[00:04:21.920 --> 00:04:23.340]  可能他們面對困難
[00:04:23.340 --> 00:04:24.920]  掙扎挑戰的時間
[00:04:24.920 --> 00:04:26.380]  你怎樣去扶持他們呢
[00:04:26.380 --> 00:04:27.380]  或者今天
[00:04:27.380 --> 00:04:30.060]  正正就是我們很想去講道的一件事
[00:04:30.060 --> 00:04:33.180]  今天我們看的是希伯來書
[00:04:33.180 --> 00:04:36.380]  或者它當中會給到一些提醒
[00:04:36.380 --> 00:04:37.600]  一些出路給我們
[00:04:37.600 --> 00:04:41.460]  我們怎樣去幫助青少年去面對信仰的困難呢
[00:04:41.460 --> 00:04:43.260]  不如我們開始一個祈禱好嗎
[00:04:45.380 --> 00:04:46.840]  三位天父我們很感謝祢
[00:04:46.840 --> 00:04:48.140]  感謝祢去帶領我們
[00:04:48.140 --> 00:04:51.180]  讓我們可以在這個教會裡面
[00:04:51.180 --> 00:04:52.100]  可以去敬拜祢
[00:04:52.100 --> 00:04:52.920]  可以去讚美祢
[00:04:52.920 --> 00:04:54.180]  認識祢的華語
[00:04:54.180 --> 00:04:54.720]  主啊
[00:04:54.720 --> 00:04:55.840]  祢的華語是寶貴的
[00:04:55.840 --> 00:04:57.880]  祢的華語是我們腳前的燈
[00:04:57.880 --> 00:04:59.060]  路上的光
[00:04:59.060 --> 00:05:00.340]  主一求祢光照我們
[00:05:00.340 --> 00:05:03.260]  讓我們可以藉著祢的華語
[00:05:03.260 --> 00:05:04.640]  在生命裡面得到提醒
[00:05:04.640 --> 00:05:06.140]  可以去更新改變
[00:05:06.140 --> 00:05:07.100]  去為祢而活
[00:05:07.100 --> 00:05:10.340]  並且讓祢的華語可以成為青少年人的祝福
[00:05:10.340 --> 00:05:11.040]  我們感謝祢
[00:05:11.040 --> 00:05:11.680]  祈禱交托
[00:05:11.680 --> 00:05:13.340]  奉著耶穌基督的名義祈求
[00:05:13.340 --> 00:05:14.140]  阿們
[00:05:14.420 --> 00:05:16.960]  今天我們講的經文裡面
[00:05:16.960 --> 00:05:18.380]  就會告訴我們
[00:05:18.380 --> 00:05:21.220]  當我們面對信仰的衝擊的時候
[00:05:21.220 --> 00:05:25.060]  首先我們要有一個信念在當中
[00:05:25.060 --> 00:05:27.140]  我們要堅守住一個信念
[00:05:27.140 --> 00:05:28.300]  並且第二件事
[00:05:28.300 --> 00:05:30.140]  就是當中會告訴我們
[00:05:30.140 --> 00:05:32.460]  面對信仰的困難的時候
[00:05:32.460 --> 00:05:33.880]  我們有一個關鍵
[00:05:33.880 --> 00:05:35.640]  讓我們可以渡過
[00:05:35.640 --> 00:05:36.800]  而到最後
[00:05:36.800 --> 00:05:39.800]  就是當我們搞不定的時候
[00:05:39.800 --> 00:05:41.600]  究竟出路在哪裡呢
[00:05:41.600 --> 00:05:44.340]  今天的經文就會告訴我們這件事
[00:05:44.340 --> 00:05:45.640]  希伯來書
[00:05:45.640 --> 00:05:48.640]  我們的作者不清楚希伯來書是誰
[00:05:48.640 --> 00:05:53.260]  但是希伯來書很清楚地在寫給希伯來血統的人
[00:05:53.260 --> 00:05:56.140]  也就是當時的猶太人
[00:05:56.140 --> 00:05:57.560]  當時的猶太人
[00:05:57.560 --> 00:06:00.300]  作為基督徒面對著很大的張力
[00:06:00.300 --> 00:06:01.180]  第一件事
[00:06:01.180 --> 00:06:02.300]  他們在政治上
[00:06:02.300 --> 00:06:06.720]  其實他們面對著羅馬政權的底下
[00:06:06.720 --> 00:06:09.260]  所以他們在文化裡面有很大的衝擊
