
[00:00:00.000 --> 00:00:02.480]  聽神的話語前我們一起祈禱
[00:00:02.480 --> 00:00:07.440]  天上的神
[00:00:07.440 --> 00:00:09.440]  真是有利恩典多而有多
[00:00:09.440 --> 00:00:11.440]  我們沒有什麼可以誇口
[00:00:11.440 --> 00:00:13.440]  我們只是求
[00:00:13.440 --> 00:00:16.720]  我們可以真是全心全意的信求祢
[00:00:16.720 --> 00:00:18.720]  求祢今晚都開了我們的心
[00:00:18.720 --> 00:00:20.720]  讓我們的心靈心處
[00:00:20.720 --> 00:00:23.360]  和聖靈的心處可以契合
[00:00:23.360 --> 00:00:25.360]  以致我們可以明白
[00:00:25.360 --> 00:00:27.360]  在此時此刻
[00:00:27.360 --> 00:00:29.920]  今晚祢要跟我們說什麼說話
[00:00:29.920 --> 00:00:31.920]  多謝神你聽我們祈禱
[00:00:31.920 --> 00:00:33.920]  禱告我們奉主耶穌得勝的名號
[00:00:33.920 --> 00:00:37.920]  好,首先問一個問題
[00:00:37.920 --> 00:00:39.920]  大家記不記得
[00:00:39.920 --> 00:00:41.920]  如果當中有
[00:00:41.920 --> 00:00:43.920]  小時候或之前有
[00:00:43.920 --> 00:00:45.920]  喜歡背金句的時候應該會記得
[00:00:45.920 --> 00:00:47.920]  《約翰福音》十章十節
[00:00:47.920 --> 00:00:49.920]  有沒有人可以告訴我
[00:00:49.920 --> 00:00:51.920]  說什麼
[00:00:51.920 --> 00:00:53.920]  我聽到很多不同的聲音
[00:00:53.920 --> 00:00:55.920]  可能是未同步
[00:00:55.920 --> 00:00:57.920]  沒錯,都是對的
[00:00:57.920 --> 00:00:59.920]  我要來,我來是要叫人
[00:00:59.920 --> 00:01:01.920]  什麼?
[00:01:01.920 --> 00:01:03.920]  得生命,並且得的更豐盛
[00:01:03.920 --> 00:01:05.920]  Yes
[00:01:05.920 --> 00:01:07.920]  又想問第二個問題
[00:01:07.920 --> 00:01:09.920]  當中
[00:01:09.920 --> 00:01:11.920]  信主年份
[00:01:11.920 --> 00:01:13.920]  如果在這裡當中你是信了主
[00:01:13.920 --> 00:01:15.920]  一至五年的時候
[00:01:15.920 --> 00:01:17.920]  請你舉手
[00:01:17.920 --> 00:01:19.920]  有些人是
[00:01:19.920 --> 00:01:21.920]  六至十年
[00:01:21.920 --> 00:01:25.920]  也有,是吧
[00:01:25.920 --> 00:01:27.920]  十年以上的
[00:01:27.920 --> 00:01:29.920]  哦,多些人
[00:01:29.920 --> 00:01:31.920]  那二十年
[00:01:31.920 --> 00:01:33.920]  以上的呢
[00:01:33.920 --> 00:01:35.920]  也有很多
[00:01:35.920 --> 00:01:37.920]  應該十年以上多於二十年以上
[00:01:37.920 --> 00:01:39.920]  不然你就算錯了
[00:01:39.920 --> 00:01:41.920]  今晚不要睡覺
[00:01:41.920 --> 00:01:43.920]  好,我想問你
[00:01:43.920 --> 00:01:45.920]  在你當中
[00:01:45.920 --> 00:01:47.920]  有多少是感到
[00:01:47.920 --> 00:01:49.920]  你信了耶穌之後
[00:01:49.920 --> 00:01:51.920]  生命是更加精彩
[00:01:51.920 --> 00:01:53.920]  和像我們剛才說的
[00:01:53.920 --> 00:01:55.920]  豐盛的呢
[00:01:55.920 --> 00:01:57.920]  有人可以舉手
[00:01:57.920 --> 00:01:59.920]  為你們感恩
[00:01:59.920 --> 00:02:01.920]  好
[00:02:01.920 --> 00:02:03.920]  我想說其實
[00:02:03.920 --> 00:02:05.920]  我第一次聽這段經文就是
[00:02:05.920 --> 00:02:07.920]  我信了主幾年
[00:02:07.920 --> 00:02:09.920]  那時候我參加一個牧者在家中
[00:02:09.920 --> 00:02:11.920]  舉行一個報道會
[00:02:11.920 --> 00:02:13.920]  那時候我第一次聽這段經文的時候
[00:02:13.920 --> 00:02:15.920]  覺得真的很吸引
[00:02:15.920 --> 00:02:17.920]  因為
[00:02:17.920 --> 00:02:19.920]  縱使我信了好幾年
[00:02:19.920 --> 00:02:21.920]  但是說可以得到
[00:02:21.920 --> 00:02:23.920]  真正的生命
[00:02:23.920 --> 00:02:25.920]  我覺得簡直是很棒
[00:02:25.920 --> 00:02:27.920]  最重要的是我很想得到
[00:02:27.920 --> 00:02:29.920]  因為那時候我還沒有得到
[00:02:29.920 --> 00:02:31.920]  記得有一次
[00:02:31.920 --> 00:02:33.920]  有另外一次
[00:02:33.920 --> 00:02:35.920]  我在恩福,現在去到恩福
[00:02:35.920 --> 00:02:37.920]  很多年之後
[00:02:37.920 --> 00:02:39.920]  我在教會門口排隊
[00:02:39.920 --> 00:02:41.920]  有一段時間在等搭電梯
[00:02:41.920 --> 00:02:43.920]  就是在旁邊的電梯
[00:02:43.920 --> 00:02:45.920]  在外面等
[00:02:45.920 --> 00:02:47.920]  我就在等,那時候聽到後面有兩位
[00:02:47.920 --> 00:02:49.920]  姐妹在聊天
[00:02:49.920 --> 00:02:51.920]  他們剛剛應該是
[00:02:51.920 --> 00:02:53.920]  出完三幅堆的,不知道是不是同一隊
[00:02:53.920 --> 00:02:55.920]  在聊天,其實
[00:02:55.920 --> 00:02:57.920]  經歷如何
[00:02:57.920 --> 00:02:59.920]  其中一個就說
[00:02:59.920 --> 00:03:01.920]  說了很久,口水都乾了
[00:03:01.920 --> 00:03:03.920]  但是他都不相信
[00:03:03.920 --> 00:03:05.920]  說,說,說,說
[00:03:05.920 --> 00:03:07.920]  然後另一位就回答
[00:03:07.920 --> 00:03:09.920]  沒辦法,我們知道
[00:03:09.920 --> 00:03:11.920]  信耶穌是神的時間
[00:03:11.920 --> 00:03:13.920]  我們是迫不及待的
[00:03:13.920 --> 00:03:15.920]  很標準的答案
[00:03:15.920 --> 00:03:17.920]  我們每個人都會這樣回答
[00:03:17.920 --> 00:03:19.920]  是不是
[00:03:19.920 --> 00:03:21.920]  當中你們
[00:03:21.920 --> 00:03:23.920]  我相信相信了不少時間的人
[00:03:23.920 --> 00:03:25.920]  當中都會有服侍
[00:03:25.920 --> 00:03:27.920]  你們會不會曾經
[00:03:27.920 --> 00:03:29.920]  因為
[00:03:29.920 --> 00:03:31.920]  見不到果孝
[00:03:31.920 --> 00:03:33.920]  會想到
[00:03:33.920 --> 00:03:35.920]  會覺得失意
[00:03:35.920 --> 00:03:37.920]  或者覺得可能自己做得
[00:03:37.920 --> 00:03:39.920]  不夠好
[00:03:39.920 --> 00:03:41.920]  會不會有這個感受
[00:03:41.920 --> 00:03:43.920]  都會吧,我自己都會
[00:03:43.920 --> 00:03:45.920]  現在都會
[00:03:45.920 --> 00:03:47.920]  當我們這樣跟弟兄姊妹說的時候
[00:03:47.920 --> 00:03:49.920]  弟兄姊妹又會跟我們說
[00:03:49.920 --> 00:03:51.920]  其實神的時間
[00:03:51.920 --> 00:03:53.920]  還沒到
[00:03:53.920 --> 00:03:55.920]  所以可能你想做的事
[00:03:55.920 --> 00:03:57.920]  其實神不是不允許,不過還沒到
[00:03:57.920 --> 00:03:59.920]  所以我們需要去等待
[00:03:59.920 --> 00:04:01.920]  學習謙卑
[00:04:01.920 --> 00:04:03.920]  這些答案
[00:04:03.920 --> 00:04:05.920]  其實都是百搭的
[00:04:05.920 --> 00:04:07.920]  首先是百搭
[00:04:07.920 --> 00:04:09.920]  第二,又很符合聖經的真理
[00:04:09.920 --> 00:04:11.920]  但是很多時候
[00:04:11.920 --> 00:04:13.920]  都是說得多
[00:04:13.920 --> 00:04:15.920]  或者就算是聽
[00:04:15.920 --> 00:04:17.920]  頭腦是知道的,但是仍然
[00:04:17.920 --> 00:04:19.920]  未必可以平伏
[00:04:19.920 --> 00:04:21.920]  我們心裡焦急
[00:04:21.920 --> 00:04:23.920]  很希望見到果孝
[00:04:23.920 --> 00:04:25.920]  那個人的心情
[00:04:25.920 --> 00:04:27.920]  究竟
[00:04:27.920 --> 00:04:29.920]  怎樣才可以在生活和各樣的
[00:04:29.920 --> 00:04:31.920]  侍奉當中
[00:04:31.920 --> 00:04:33.920]  經歷我們剛才所讀的
[00:04:33.920 --> 00:04:35.920]  約翰福音十章十節裡的應許
[00:04:35.920 --> 00:04:37.920]  耶穌應許我們那份豐盛的生命呢
[00:04:37.920 --> 00:04:41.920]  教會在
[00:04:41.920 --> 00:04:43.920]  2024-25年每個月就一次
[00:04:43.920 --> 00:04:45.920]  講談信息
[00:04:45.920 --> 00:04:47.920]  統一的主題
[00:04:47.920 --> 00:04:49.920]  2024-25年
[00:04:49.920 --> 00:04:51.920]  大家記不記得主題是什麼
[00:04:51.920 --> 00:04:55.920]  都是差不多
[00:04:55.920 --> 00:04:57.920]  就是這樣
[00:04:57.920 --> 00:04:59.920]  用行動回應時間
[00:04:59.920 --> 00:05:01.920]  我耳朵不是很好
[00:05:01.920 --> 00:05:03.920]  所以就這個主題
[00:05:03.920 --> 00:05:05.920]  我們就選了新約已忽所書
[00:05:05.920 --> 00:05:07.920]  來和弟兄姊妹一起探討
[00:05:07.920 --> 00:05:09.920]  教會在這個時代究竟可以怎樣
[00:05:09.920 --> 00:05:11.920]  用行動來回應社會的需要
[00:05:11.920 --> 00:05:15.920]  我們之前的兩個月
[00:05:15.920 --> 00:05:17.920]  就剛剛看完第一章
[00:05:17.920 --> 00:05:19.920]  所以今天我們會進入第二章
[00:05:19.920 --> 00:05:21.920]  我們都知道
[00:05:21.920 --> 00:05:23.920]  已忽所書又被稱為
[00:05:23.920 --> 00:05:25.920]  保羅的
[00:05:25.920 --> 00:05:27.920]  什麼?教會論
[00:05:27.920 --> 00:05:31.920]  因為在書裡面
[00:05:31.920 --> 00:05:33.920]  保羅提出了很多有關教會需要注意的事
[00:05:33.920 --> 00:05:37.920]  例如信徒之間相處之道
[00:05:37.920 --> 00:05:39.920]  應該有的生活
[00:05:39.920 --> 00:05:41.920]  怎樣行事為人
[00:05:41.920 --> 00:05:43.920]  但很奇怪
[00:05:43.920 --> 00:05:45.920]  當保羅寫完第一章
[00:05:45.920 --> 00:05:49.920]  他講完對已忽所教會的禱告之後
[00:05:49.920 --> 00:05:53.920]  他沒有立刻開始
[00:05:53.920 --> 00:05:55.920]  教導已忽所的教會
[00:05:55.920 --> 00:05:57.920]  他們應該怎樣去持守
[00:05:57.920 --> 00:05:59.920]  在教會裡應該持守什麼態度和行為
[00:05:59.920 --> 00:06:03.920]  我們發現原來在第二章一節
[00:06:05.920 --> 00:06:07.920]  直到三章十三節
[00:06:07.920 --> 00:06:09.920]  即一章半
[00:06:09.920 --> 00:06:11.920]  保羅特別加插了一大段
[00:06:11.920 --> 00:06:15.920]  去講明一些他認為
[00:06:15.920 --> 00:06:17.920]  比講解規條之前
[00:06:17.920 --> 00:06:19.920]  更重要的真理
[00:06:19.920 --> 00:06:23.920]  我們首先看看二章一至十節
[00:06:23.920 --> 00:06:29.920]  讀一至三節
[00:06:29.920 --> 00:06:31.920]  (二章一至十三節)
[00:06:31.920 --> 00:06:33.920]  (二章一至十三節)
[00:06:33.920 --> 00:06:35.920]  (二章一至十三節)
[00:06:35.920 --> 00:06:37.920]  (二章一至十三節)
[00:06:37.920 --> 00:06:39.920]  (二章一至十三節)
[00:06:39.920 --> 00:06:41.920]  (二章一至十三節)
[00:06:41.920 --> 00:06:43.920]  (二章一至十三節)
[00:06:43.920 --> 00:06:45.920]  (二章一至十三節)
[00:06:45.920 --> 00:06:47.920]  (二章一至十三節)
[00:06:47.920 --> 00:06:49.920]  (二章一至十三節)
[00:06:49.920 --> 00:06:51.920]  (二章一至十三節)
[00:06:51.920 --> 00:06:53.920]  (二章一至十三節)
[00:06:53.920 --> 00:06:55.920]  (二章一至十三節)
[00:06:55.920 --> 00:06:57.920]  (二章一至十三節)
[00:06:57.920 --> 00:06:59.920]  (二章一至十三節)
[00:06:59.920 --> 00:07:01.920]  (二章一至十三節)
[00:07:01.920 --> 00:07:03.920]  (二章一至十三節)
[00:07:03.920 --> 00:07:05.920]  (二章一至十三節)
