
[00:00:00.000 --> 00:00:02.480]  大家不知道有沒有試過
[00:00:02.480 --> 00:00:03.760]  好像我的例子
[00:00:03.760 --> 00:00:05.280]  很多年前
[00:00:05.280 --> 00:00:08.000]  當時還沒有手機的時候
[00:00:08.000 --> 00:00:09.120]  出外旅行
[00:00:09.120 --> 00:00:11.120]  找不到路
[00:00:11.120 --> 00:00:13.520]  尤其是和我太太一起去的時候
[00:00:13.520 --> 00:00:18.040]  我仍然堅持用我手上的地圖
[00:00:18.040 --> 00:00:20.400]  去找我的位置
[00:00:20.400 --> 00:00:25.160]  太太開始就在牢騷
[00:00:25.160 --> 00:00:27.040]  然後就說要找路人
[00:00:27.040 --> 00:00:28.560]  結果是怎樣呢
[00:00:28.560 --> 00:00:32.080]  是我還沒有在地圖上找到我的位置的時候
[00:00:32.080 --> 00:00:33.920]  太太已經找到人
[00:00:33.920 --> 00:00:35.920]  教我怎樣向前走
[00:00:35.920 --> 00:00:40.480]  之後問過團契很多夫婦
[00:00:40.480 --> 00:00:43.120]  原來很多男人都像我一樣
[00:00:43.120 --> 00:00:45.120]  堅持要自己找路
[00:00:45.120 --> 00:00:47.520]  尤其是今天我們有手機
[00:00:47.520 --> 00:00:48.640]  有Google Map
[00:00:48.640 --> 00:00:50.240]  有高德地圖等等
[00:00:50.240 --> 00:00:51.360]  更加是
[00:00:51.360 --> 00:00:53.360]  我們怎會問人呢
[00:00:53.360 --> 00:00:55.120]  無他的
[00:00:55.120 --> 00:00:57.440]  這個是面子工程
[00:00:57.440 --> 00:00:59.680]  死撐都要靠自己
[00:00:59.680 --> 00:01:01.280]  怎可以靠其他人呢
[00:01:01.280 --> 00:01:04.160]  找路是事小
[00:01:04.160 --> 00:01:06.640]  但人生路又如何呢
[00:01:06.640 --> 00:01:10.400]  上次我們聽過橫傳道
[00:01:10.400 --> 00:01:14.800]  說保羅上耶路撒冷為神作見證的遭遇
[00:01:14.800 --> 00:01:17.760]  關於保羅上耶路撒冷
[00:01:17.760 --> 00:01:19.520]  我和同工之間
[00:01:19.520 --> 00:01:22.160]  其實我們有一個小小有趣的討論
[00:01:22.160 --> 00:01:27.120]  就是究竟保羅是自己執意而去耶路撒冷
[00:01:27.120 --> 00:01:30.480]  還是真的被聖靈催逼
[00:01:30.480 --> 00:01:33.920]  保羅真的曾經提過
[00:01:33.920 --> 00:01:36.160]  他是被聖靈催逼
[00:01:36.160 --> 00:01:37.680]  去上耶路撒冷的
[00:01:37.680 --> 00:01:40.240]  這個我不否定他
[00:01:40.240 --> 00:01:41.840]  真心相信
[00:01:41.840 --> 00:01:45.840]  但為何聖靈又多次通過不同的人
[00:01:45.840 --> 00:01:48.240]  去警告保羅
[00:01:48.240 --> 00:01:52.880]  你上耶路撒冷要小心後果
[00:01:52.880 --> 00:01:55.520]  接著聽到的人也苦勸保羅
[00:01:55.520 --> 00:01:57.200]  但保羅不肯聽
[00:01:57.200 --> 00:02:01.600]  究竟哪一方才是對的呢
[00:02:01.600 --> 00:02:04.720]  當然我有一點奇怪
[00:02:04.720 --> 00:02:06.800]  可能兩者都是
[00:02:06.800 --> 00:02:12.560]  確是聖靈催逼保羅去
[00:02:12.560 --> 00:02:15.600]  但是否合適的時間
[00:02:15.600 --> 00:02:18.400]  合適的方式呢
[00:02:18.400 --> 00:02:22.720]  還是保羅自己要急著去呢
[00:02:22.720 --> 00:02:24.560]  這個我不去討論
[00:02:24.560 --> 00:02:27.920]  這個也不是今天要討論的焦點
[00:02:27.920 --> 00:02:29.680]  保羅堅持去耶路撒冷
[00:02:29.680 --> 00:02:32.320]  結果就像預言般嚴重
[00:02:32.320 --> 00:02:35.120]  馬上引來猶太人的迫害
[00:02:35.120 --> 00:02:39.920]  之後我們看到保羅靠自己的聰明
[00:02:39.920 --> 00:02:41.520]  在公會裏面
[00:02:41.520 --> 00:02:43.520]  在兩派人之間
[00:02:43.520 --> 00:02:45.360]  法利塞和薩都哥人之間
[00:02:45.360 --> 00:02:47.520]  弄到他們自己打自己人
[00:02:47.520 --> 00:02:52.160]  以免他自己在公會裏面受到不公平的對待
[00:02:52.160 --> 00:02:54.160]  但引來的結果更差
[00:02:54.160 --> 00:02:55.920]  有四十多人發誓
[00:02:55.920 --> 00:02:59.120]  不吃不喝都要殺保羅
[00:02:59.120 --> 00:03:06.240]  那晚事情就出現一個很有趣的現象
[00:03:06.240 --> 00:03:11.760]  就是神親自站在保羅面前
[00:03:11.760 --> 00:03:14.880]  我覺得他既是鼓勵保羅
[00:03:14.880 --> 00:03:16.080]  也要告訴他
[00:03:16.080 --> 00:03:18.960]  你要倚靠的是誰
[00:03:18.960 --> 00:03:22.320]  倚靠的不是你的聰明才智
[00:03:22.320 --> 00:03:24.080]  也要放心
[00:03:24.080 --> 00:03:28.080]  我必然會帶你去羅馬為我作見證
[00:03:28.080 --> 00:03:29.920]  之後保羅的遭遇
[00:03:29.920 --> 00:03:32.240]  就真的不能夠靠自己的聰明才智
[00:03:32.240 --> 00:03:35.440]  他要把自己完全的交給他的外甥
[00:03:35.440 --> 00:03:38.720]  交給羅馬官員去保護自己
[00:03:38.720 --> 00:03:43.200]  更重要的是他完全的要交給上帝去保護他
[00:03:43.200 --> 00:03:47.040]  人總是希望靠自己的聰明智慧
[00:03:47.040 --> 00:03:50.320]  有時我們是否真的相信上帝的說話
[00:03:50.320 --> 00:03:55.440]  而放棄倚靠我們自己的聰明智慧呢?
[00:03:55.440 --> 00:03:59.120]  今天就讓我們再看另一個
[00:03:59.120 --> 00:04:04.480]  有神親自站在他身邊對他說話的人
[00:04:04.480 --> 00:04:06.240]  去看他如何回應
[00:04:06.240 --> 00:04:09.120]  用他一生如何回應上帝
[00:04:09.120 --> 00:04:13.120]  這個人絕對是喜歡倚靠自己的聰明智慧
[00:04:13.120 --> 00:04:16.240]  他就是創世紀裡面的雅各
[00:04:16.240 --> 00:04:25.040]  創世紀28章10至15節是這樣說的
[00:04:25.040 --> 00:04:28.240]  雅各離開別氏巴往哈蘭去
[00:04:28.240 --> 00:04:29.600]  到一個地方
[00:04:29.600 --> 00:04:32.640]  因為已經日落就在那裡過夜
[00:04:32.640 --> 00:04:36.480]  他拾起那地方的一塊石頭枕在頭上
[00:04:36.480 --> 00:04:38.160]  就躺在那地方
[00:04:38.160 --> 00:04:43.200]  他做夢看見有一個梯子立在地上
[00:04:43.200 --> 00:04:46.160]  梯子的頂端直伸到天
[00:04:46.160 --> 00:04:50.000]  看下神的使者在梯子上
[00:04:50.000 --> 00:04:51.600]  上去下來
[00:04:51.600 --> 00:04:56.000]  請大家一起讀出以下經文13至15節
[00:04:56.000 --> 00:04:57.040]  1、2、3起
[00:04:57.280 --> 00:04:59.280]  (廣東話)
[00:04:59.280 --> 00:05:01.280]  (廣東話)
[00:05:01.280 --> 00:05:03.280]  (廣東話)
[00:05:03.280 --> 00:05:05.280]  (廣東話)
[00:05:05.360 --> 00:05:07.360]  (廣東話)
[00:05:07.360 --> 00:05:09.360]  (廣東話)
[00:05:09.360 --> 00:05:37.800]  (國語)
[00:05:37.800 --> 00:05:40.200]  (廣東話)
[00:05:40.200 --> 00:05:43.800]  (廣東話)
[00:05:43.800 --> 00:05:51.800]  (廣東話)
[00:05:52.200 --> 00:05:58.200]  (廣東話)
[00:05:58.200 --> 00:06:21.880]  (廣東話)
[00:06:23.520 --> 00:06:39.440]  (廣東話)
[00:06:39.440 --> 00:06:58.080]  (廣東話)
[00:06:58.080 --> 00:07:19.520]  (廣東話)
[00:07:19.520 --> 00:07:36.160]  (廣東話)
[00:07:36.160 --> 00:07:49.600]  (廣東話)
[00:07:49.600 --> 00:07:51.600]  哇!聽得很棒
[00:07:51.600 --> 00:07:54.880]  那有什麼剩下給哥哥呢?
[00:07:54.880 --> 00:07:57.600]  只有爸爸之後幾句
[00:07:57.600 --> 00:08:07.280]  (國語)
[00:08:07.280 --> 00:08:10.880]  聽起來哥哥這樣給弟弟
[00:08:10.880 --> 00:08:12.280]  騙了祝福
[00:08:12.280 --> 00:08:14.080]  你說氣不氣?
[00:08:14.080 --> 00:08:15.840]  當然氣得要殺人
[00:08:15.840 --> 00:08:18.080]  親弟弟都沒情說
[00:08:18.080 --> 00:08:21.880]  那耳掃就心裡立定志向
[00:08:21.880 --> 00:08:24.880]  等爸爸不在的時候
[00:08:24.880 --> 00:08:28.880]  我就要殺死我的弟弟
[00:08:28.880 --> 00:08:33.880]  於是奸仔亞國自食其果
[00:08:33.880 --> 00:08:35.480]  要逃跑了
[00:08:35.480 --> 00:08:37.880]  去投靠他舅父拉班
[00:08:37.880 --> 00:08:39.480]  在途中
[00:08:39.480 --> 00:08:43.480]  亞國第一次在夢中與神相遇
[00:08:43.480 --> 00:08:46.680]  這就是我們剛剛讀過的經文
[00:08:46.680 --> 00:08:52.480]  今天我的焦點是比較多集中在對話上
[00:08:52.480 --> 00:08:55.680]  尤其是亞國與神之間的說話
[00:08:55.680 --> 00:08:57.680]  所以其他不相關的資料
[00:08:57.680 --> 00:09:00.280]  好像地點、文化背景等等
