
[00:00:00.000 --> 00:00:02.000]  讓我們一起禱告
[00:00:02.000 --> 00:00:06.000]  神啊你是創天造地的全能主
[00:00:06.000 --> 00:00:11.000]  多謝你竟然看我們如珍寶
[00:00:11.000 --> 00:00:14.000]  求主憐憫醫治拯救這個世代
[00:00:14.000 --> 00:00:18.000]  求主賜下渴慕賜下清心
[00:00:18.000 --> 00:00:20.000]  讓我們在風雨飄搖之中
[00:00:20.000 --> 00:00:22.000]  仍然能夠聽明你的話
[00:00:22.000 --> 00:00:23.000]  看見你的大能
[00:00:23.000 --> 00:00:25.000]  看見你的同在
[00:00:25.000 --> 00:00:30.000]  奉主明求,阿門
[00:00:30.000 --> 00:00:32.000]  想請大家看三幅圖片
[00:00:32.000 --> 00:00:35.000]  看看你們看到什麼
[00:00:35.000 --> 00:00:37.000]  第一幅
[00:00:37.000 --> 00:00:43.000]  第一幅圖片,麻煩你
[00:00:43.000 --> 00:00:47.000]  是,大家看到什麼呢
[00:00:47.000 --> 00:00:49.000]  混亂的房間
[00:00:49.000 --> 00:00:51.000]  第二幅呢
[00:00:51.000 --> 00:00:56.000]  黑暗的房間
[00:00:56.000 --> 00:01:01.000]  第三幅,寸草不生,空無一物的地方
[00:01:01.000 --> 00:01:04.000]  混亂,黑暗,荒蕪
[00:01:04.000 --> 00:01:06.000]  在這三幅圖片所呈現
[00:01:06.000 --> 00:01:10.000]  亦都是創世的時候所呈現的畫面
[00:01:10.000 --> 00:01:13.000]  讓我們一起回到創世之初
[00:01:13.000 --> 00:01:17.000]  一起讀創世記一章一至二節
[00:01:17.000 --> 00:01:21.000]  起初,神創造天地
[00:01:21.000 --> 00:01:25.000]  地混沌空虛,黑暗在淵面之上
[00:01:25.000 --> 00:01:29.000]  神的靈盤旋在水面上方
[00:01:29.000 --> 00:01:32.000]  起初,神創造天地
[00:01:32.000 --> 00:01:35.000]  全本聖經的一開頭
[00:01:35.000 --> 00:01:38.000]  作者首先就介紹上帝登場
[00:01:38.000 --> 00:01:41.000]  創世記的結構很工整
[00:01:41.000 --> 00:01:44.000]  全卷書有十二個標題句
[00:01:44.000 --> 00:01:47.000]  分段提及宇宙的起源
[00:01:47.000 --> 00:01:49.000]  生命的起源
[00:01:49.000 --> 00:01:50.000]  人類的起源
[00:01:50.000 --> 00:01:52.000]  神選民的起源
[00:01:52.000 --> 00:01:55.000]  起初,神創造天地
[00:01:55.000 --> 00:01:57.000]  作者以第一個標題句
[00:01:57.000 --> 00:01:59.000]  宣告神創造天地
[00:01:59.000 --> 00:02:01.000]  然後引入六日的創造
[00:02:01.000 --> 00:02:03.000]  動詞創造
[00:02:03.000 --> 00:02:07.000]  在舊約裡出現了四十多次
[00:02:07.000 --> 00:02:10.000]  但單單用在神的身上
[00:02:10.000 --> 00:02:12.000]  形容神的作為
[00:02:12.000 --> 00:02:15.000]  上帝只是用說話
[00:02:15.000 --> 00:02:18.000]  創造了本來不存在的東西
[00:02:18.000 --> 00:02:20.000]  神所創造的
[00:02:20.000 --> 00:02:22.000]  完全是新的
[00:02:22.000 --> 00:02:24.000]  是原創的
[00:02:24.000 --> 00:02:27.000]  希伯來人喜歡透過兩個對比
[00:02:27.000 --> 00:02:29.000]  或者兩極
[00:02:29.000 --> 00:02:31.000]  表達整體、全部
[00:02:31.000 --> 00:02:35.000]  好像透過坐、行走
[00:02:35.000 --> 00:02:37.000]  就代表人全日的活動
[00:02:37.000 --> 00:02:40.000]  在這裡,透過天、地
[00:02:40.000 --> 00:02:44.000]  表達了神創造整個宇宙
[00:02:44.000 --> 00:02:46.000]  上帝是首先的
[00:02:46.000 --> 00:02:49.000]  也與末後的同在
[00:02:49.000 --> 00:02:51.000]  這位宇宙的創始者
[00:02:51.000 --> 00:02:54.000]  他的《足跡走遍新舊約聖經》
[00:02:54.000 --> 00:02:58.000]  三一神是整本聖經的第一主角
[00:02:58.000 --> 00:03:00.000]  弟兄姊妹
[00:03:00.000 --> 00:03:02.000]  今天,三一神
[00:03:02.000 --> 00:03:05.000]  是不是你生命裡的第一主角呢?
[00:03:05.000 --> 00:03:08.000]  是一張一折的天地
[00:03:08.000 --> 00:03:10.000]  代表整個宇宙
