
[00:00:00.000 --> 00:00:01.800]  弟兄姊妹早安
[00:00:01.800 --> 00:00:06.440]  多謝敬拜隊今天帶領我們去敬拜
[00:00:06.440 --> 00:00:09.480]  亦都讓我們再次提醒
[00:00:09.480 --> 00:00:14.680]  我們是一班有異象的弟兄姊妹
[00:00:14.680 --> 00:00:17.480]  這是第四支堂的崇拜
[00:00:17.480 --> 00:00:20.680]  所以我們繼續在文數記裏
[00:00:20.680 --> 00:00:23.800]  一起學習神的話
[00:00:23.800 --> 00:00:29.000]  讓我們在當中看看神給我們提醒甚麼
[00:00:29.000 --> 00:00:33.320]  不經不覺文數記已經說到今天
[00:00:33.320 --> 00:00:36.680]  第27章的經文
[00:00:36.680 --> 00:00:42.440]  我們今天說到的題目是新時代的見證人
[00:00:42.440 --> 00:00:49.160]  我不知道大家覺得一個新的時代會有甚麼發生或出現
[00:00:49.160 --> 00:00:55.120]  通常新的時代都有一些標記或標誌
[00:00:55.120 --> 00:00:58.280]  舉個例子對世界來說
[00:00:58.280 --> 00:01:03.720]  一個新的時代可能就是互聯網的普及或應用
[00:01:03.720 --> 00:01:07.200]  互聯網是何時開始的大家記不記得
[00:01:07.200 --> 00:01:11.000]  大概是甚麼年代甚麼世紀
[00:01:11.000 --> 00:01:15.560]  肯定不是這個世紀應該是上個世紀已經開始
[00:01:15.560 --> 00:01:21.600]  互聯網的開始和普及應該都是一個很重要的標記
[00:01:21.600 --> 00:01:24.360]  表示到一個新的時代的開始
[00:01:24.360 --> 00:01:30.320]  因為互聯網的發展真的影響了整個世界的趨勢
[00:01:30.320 --> 00:01:35.680]  到今天有甚麼發展是你覺得是一個新的時代的標記
[00:01:35.680 --> 00:01:37.840]  大家真的很厲害
[00:01:37.840 --> 00:01:38.840]  全部都回答到
[00:01:38.840 --> 00:01:43.880]  AI 我不知道大家有沒有應用AI已經開始
[00:01:43.880 --> 00:01:45.880]  或者有沒有學AI
[00:01:45.880 --> 00:01:48.360]  有些有 有些點頭
[00:01:48.360 --> 00:01:52.800]  其實我相信我們現在真的要開始
[00:01:52.800 --> 00:01:55.480]  不是應該開始應該已經在做
[00:01:55.480 --> 00:01:58.320]  應該是真的要應用AI
[00:01:58.320 --> 00:02:02.160]  因為接下來這個時代真的是AI的時代
[00:02:02.160 --> 00:02:06.840]  如果我們不去趕及去學習或者去應用的話
[00:02:06.840 --> 00:02:09.640]  可能我們很快就會被淘汰
[00:02:09.640 --> 00:02:14.320]  所以AI我想是一個新時代的標誌
[00:02:14.320 --> 00:02:17.720]  這個AI的發展和應用
[00:02:17.720 --> 00:02:19.040]  這個是世界
[00:02:19.400 --> 00:02:20.800]  相比香港來說
[00:02:20.800 --> 00:02:23.320]  甚麼是一個新的時代呢
[00:02:23.320 --> 00:02:26.000]  我不知道大家回想一下
[00:02:26.000 --> 00:02:29.200]  在香港我們生活的城市裏面
[00:02:29.200 --> 00:02:35.440]  有甚麼發展或者是標記是代表著一個新時代呢
[00:02:35.440 --> 00:02:41.560]  不知道大家是否記得1971年到1982年
[00:02:41.560 --> 00:02:44.120]  是哪一個做港督的
[00:02:44.120 --> 00:02:46.920]  麥理浩
[00:02:46.920 --> 00:02:49.880]  應該大家都是差不多這個年代
[00:02:49.880 --> 00:02:52.320]  1971年到1982年
[00:02:52.320 --> 00:02:56.080]  這11年裏面是哪一個做港督呢
[00:02:56.080 --> 00:02:58.520]  就是麥理浩做港督的
[00:02:58.520 --> 00:03:00.520]  當時麥理浩做港督
[00:03:00.520 --> 00:03:05.600]  他一上場就推行了很多的改革
[00:03:05.600 --> 00:03:09.200]  包括了一些社會保障的政策
[00:03:09.200 --> 00:03:11.200]  設立了廉政公署
[00:03:11.200 --> 00:03:12.920]  發展新市鎮
[00:03:12.920 --> 00:03:14.920]  建立了很多公立的醫院
[00:03:14.920 --> 00:03:17.720]  推行了10年的建屋計劃
[00:03:17.720 --> 00:03:20.960]  和9年的免費教育
[00:03:20.960 --> 00:03:23.440]  其間更加在這11年裏面
[00:03:23.440 --> 00:03:25.960]  推動了興建地鐵
[00:03:25.960 --> 00:03:30.440]  和紅磡海底隧道這些大型的基建設施
[00:03:30.440 --> 00:03:34.920]  如果說對香港來說一個新時代的標誌
[00:03:34.920 --> 00:03:39.000]  應該這個都是一個挺凸顯的標誌
[00:03:39.000 --> 00:03:42.240]  就是麥理浩當政的11年裏面
[00:03:42.240 --> 00:03:48.000]  為香港帶來了我們現在叫做黃金10年的時間
[00:03:48.000 --> 00:03:52.160]  去到另一個標誌相信就是1997年
[00:03:52.160 --> 00:03:57.000]  回歸祖國應該都是一個新時代的標誌
[00:03:57.000 --> 00:04:00.120]  到2020年的6月
[00:04:00.120 --> 00:04:02.960]  中央政府在香港實施國安法
[00:04:02.960 --> 00:04:07.160]  這個都相信是一個新時代的開始
[00:04:07.160 --> 00:04:09.640]  因為正如中央政府所說
[00:04:09.640 --> 00:04:12.240]  香港是由亂及治
[00:04:12.240 --> 00:04:16.000]  和由治及興的一個新時代
[00:04:16.000 --> 00:04:18.800]  即是我們的中央政府祖國都是這樣說
[00:04:18.800 --> 00:04:20.800]  所以都是一個新時代的開始
[00:04:20.800 --> 00:04:25.520]  在這個時代的轉變裏面
[00:04:25.520 --> 00:04:28.240]  其實我們教會都需要問一個問題
[00:04:28.240 --> 00:04:30.720]  就是在一個新的時代裏面
[00:04:30.720 --> 00:04:35.200]  教會應該怎樣去見證我們的信仰和上帝呢
[00:04:35.200 --> 00:04:40.040]  最近我們目者和第四子堂的核心
[00:04:40.040 --> 00:04:42.040]  我們參加了一個課程
[00:04:42.040 --> 00:04:45.520]  這個課程是播道神學院主辦的一個課程
[00:04:45.520 --> 00:04:48.000]  叫做教會領導與管理
[00:04:48.000 --> 00:04:50.720]  這個是一個一年的證書課程
[00:04:50.720 --> 00:04:53.480]  這個課程分開了四個部分
[00:04:53.480 --> 00:04:58.080]  第一個部分就是講到關於教會領導
[00:04:58.080 --> 00:05:01.120]  對社會結構應有的認識
[00:05:01.120 --> 00:05:04.000]  在這個部分的課程裏面
[00:05:04.000 --> 00:05:10.960]  一年有差不多十課的課堂
[00:05:10.960 --> 00:05:15.200]  他們邀請了一個基督徒的專業聯盟的組織
[00:05:15.200 --> 00:05:19.920]  裏面有很多不同的基督徒的專業人員
[00:05:19.920 --> 00:05:24.720]  和團契負責講解整個課程
[00:05:24.720 --> 00:05:27.600]  裏面就著稅務條例
[00:05:27.600 --> 00:05:30.160]  教會機構的管治
[00:05:30.160 --> 00:05:31.680]  財務管理
[00:05:31.680 --> 00:05:33.920]  土地用途和契約
[00:05:33.920 --> 00:05:35.200]  樓宇結構
[00:05:35.200 --> 00:05:38.120]  消防安全和保養維修等等
[00:05:38.120 --> 00:05:42.520]  這些的實務去教導一班學生
[00:05:42.520 --> 00:05:44.320]  在一個新的時代底下
[00:05:44.320 --> 00:05:47.480]  教會如何在這些社會結構裏面
[00:05:47.480 --> 00:05:50.200]  能夠做好各方面的管理
[00:05:50.200 --> 00:05:55.440]  以至教會今天能夠有效地見證上帝
